Initial_value
2.8
0.02
0.1
15
1.5
0.024
0.056
0.073
32
1.1
0.008
0.045
3
0.23
0.15
0.082
0.082
0.0162
0.183
0.02
2.52
0.04
0.75
2.7
0.21
0.3
5
0.1
0.45
0.0923
0.04
0.7
12
0.066
0.4
0.2
12
0.05
0.1
0.1
0.1
0.1
0.072
1.5
0.015
0.1
2.5
0.4
2
4
0.7
0.625
0.05
0.3
5
0.1
1
0.45
0.02
0.0023
7e-05
0.7
12
0.00108
0.14
0.11
0.12
0.1
0.8
5
50
0.4
0.7
0.8
1.3
80
0.35
1.5
0.16
0.7
1.32
0.021
1.4
0.1
5
0.032
0.014
0.11
0.3
0.667
0.6
0.7225
0.9
1
0.05
0.058
0.5
0.014
0.11
0.3
0.667
0.053
7.5
0.5
0.3
1
0.1
0.1
0.5
0.05
0.058
0.026
2.55
94
0.1
0.15
1.7
2
6
4
0.15
2.7
33
12
0.09
0.21
0.25
0.72
0.2
0.22
0.39
0.28
0.08
0.3
1.125
0.052
0.08
0.0012
0.578
0.65
0.4
0.0007
0.085
0.16
0.2
0.06
0.12
2.96
0.033
0.00138
0.24
2
0.154
0.077
1.5
1
2
2
2
2
2
2
0.127
0.123
200
0.142890555842002
0.0711443218523765
0.052567748924256
0.052567748924256
0.0544581351119126
0.335126985304078
0.0612444565643202
0.0365288413981445
0.0919085757196433
0.0244642699271977
0.235426707176115
0.235426707176115
1.47053721151429
0.251345238978058
0.00167563492652039
0.00678632145240757
0.00536203176486524
0.00485934128690913
0.0232913254786334
0.0232913254786334
0.00293236112141068
0.000837817463260194
0.000704570973903293
0.418908731630097
0.251345238978058
0.167563492652039
0.251345238978058
0.167563492652039
0.00599039486231039
2.19591957120497
0.0609931113253421
0.115032337705625
0.104475837668546
0.13849122667691
0.419327640361727
0.239448230999764
0.251345238978058
0.209454365815049
0.001
0.75
0.75
0.0251345238978058
0.837817463260194
0.0209454365815049
0.0670253970608155
0.125672619489029
0.125672619489029
0.125672619489029
0.125672619489029
0.125672619489029
0.125672619489029
0.0005
120
112.68
237.78
30
6
6
57.9
12.4
232.8
4.5564
0.0421
0.0436
0.1139
0.0327
0.4
3
5.2
0.0576
2.282
200
0.142890555842002
0.0711443218523765
0.052567748924256
0.052567748924256
0.0544581351119126
0.335126985304078
0.0612444565643202
0.0365288413981445
0.0919085757196433
0.0244642699271977
0.235426707176115
0.235426707176115
1.47053721151429
0.251345238978058
0.00167563492652039
0.00678632145240757
0.00536203176486524
0.00485934128690913
0.0232913254786334
0.0232913254786334
0.00293236112141068
0.000837817463260194
0.000704570973903293
0.418908731630097
0.251345238978058
0.167563492652039
0.251345238978058
0.167563492652039
0.00599039486231039
2.19591957120497
0.0609931113253421
0.115032337705625
0.104475837668546
0.13849122667691
0.419327640361727
0.239448230999764
0.251345238978058
0.209454365815049
0.001
0.75
0.75
0.0251345238978058
0.837817463260194
0.0209454365815049
0.0670253970608155
0.125672619489029
0.125672619489029
0.125672619489029
0.125672619489029
0.125672619489029
0.125672619489029
0.0005
