Year,Accession,Plot_rep,CO2_400,CO2_600,CO2_800,CO2_1000,CO2_1250,CO2_300,CO2_250,CO2_200,CO2_100,CO2_75,CO2_25
2021,SSA_00007,2172_1,25.031,30.3854,31.5983,31.9813,32.7676,19.1913,16.5192,13.4974,6.78437,5.20643,1.80072
2021,SSA_00007,2172_2,20.7006,26.4676,28.3437,29.3035,29.5397,16.4273,14.5548,11.8782,6.02111,4.72497,1.46825
2021,SSA_00007,2172_3,24.2051,28.7564,29.4522,29.2589,29.1644,17.0529,14.7365,12.1206,6.17839,4.79966,1.5942
2021,SSA_00008,1010_1,24.1933,29.6543,30.9238,31.4486,31.9774,19.0001,16.3585,13.5725,7.12298,5.73758,2.20968
2021,SSA_00008,1010_3,25.0277,28.0677,28.4566,27.8675,27.6263,12.5266,11.7934,10.3154,5.66366,4.64482,1.54457
2021,SSA_00008,2227_3,31.5948,39.8471,41.531,41.9485,41.2787,19.1037,17.2814,14.9323,7.85831,6.42582,2.18024
2021,SSA_00010,1161_1,33.371,40.4096,42.1716,43.0244,43.404,19.9147,17.9892,15.8217,8.38436,6.76832,2.34581
2021,SSA_00010,1161_2,25.977,33.3825,36.4277,37.8918,38.7582,15.2716,13.7562,11.8735,6.38334,5.37438,2.01409
2021,SSA_00010,1161_3,27.5121,34.7455,36.898,37.8283,38.2612,15.996,14.95,12.7672,6.67087,5.42971,1.93044
2021,SSA_00010,2052_1,23.0125,28.4412,29.672,30.0002,30.3598,16.5877,14.7995,12.557,6.65286,5.43966,1.93465
2021,SSA_00010,2052_2,31.2524,36.1584,37.5488,37.7541,37.893,23.2618,20.5923,17.2741,9.14115,7.32035,2.58928
2021,SSA_00010,2052_3,18.0993,22.5819,23.7227,23.8781,24.1142,13.2483,11.5502,9.83007,5.10646,4.15062,1.3319
2021,SSA_00013,2065_1,32.1734,46.6242,51.3697,51.9928,52.467,23.3277,20.8793,17.8861,9.56348,7.89885,2.8125
2021,SSA_00013,2065_2,38.9747,47.1239,48.0713,48.0153,48.3277,25.0039,22.5151,19.0979,10.3277,8.31528,3.33241
2021,SSA_00013,2065_3,33.4656,38.8406,39.3428,38.8308,38.0856,21.9818,19.917,17.0533,9.13326,7.53162,2.92166
2021,SSA_00018,2016_1,20.9255,26.9414,29.5827,30.2845,30.1576,13.0465,11.4541,9.69614,5.04995,4.11943,1.40828
2021,SSA_00018,2016_2,29.7374,36.0934,37.2436,38.2383,38.1549,19.5082,16.9592,14.0306,7.25525,5.57523,1.8731
2021,SSA_00018,2016_3,22.182,25.6919,26.5936,26.4033,26.4001,13.8613,12.2518,10.2925,5.35176,4.25527,1.3
2021,SSA_00024,1250_1,14.4761,21.3693,27.5075,31.083,33.2496,11.3364,9.80632,8.22329,4.06307,3.14878,0.954981
2021,SSA_00024,1250_2,20.6463,29.891,36.2305,38.9301,39.8859,15.6294,13.2414,10.8429,5.39068,4.25504,1.28402
2021,SSA_00024,2319_1,23.0581,32.3274,38.5939,41.5749,42.7093,17.7317,15.488,12.7492,6.34083,5.03028,1.70492
2021,SSA_00024,2319_2,25.0215,35.2565,40.9304,42.9912,44.3719,16.2747,14.3832,12.1406,6.46551,5.13621,2.05914
2021,SSA_00024,2319_3,33.4244,42.1652,45.1886,46.1808,45.9486,19.6746,17.2743,14.6103,7.57519,6.00717,2.1279
2021,SSA_00033,1149_2,15.8322,19.8613,21.017,21.0623,20.7535,11.3974,10.1439,8.46075,4.36089,3.53744,1.08819
2021,SSA_00033,1149_3,25.1341,29.3087,30.3814,30.3314,30.4405,18.7168,16.3037,13.7341,7.13915,5.65617,1.89104
2021,SSA_00033,2118_1,25.819,30.6482,30.6179,30.1612,30.0844,17.1926,16.6065,14.7787,8.24988,6.97624,2.73985
2021,SSA_00033,2118_2,18.4379,23.4426,25.0648,24.6527,24.7468,13.198,12.0909,10.7366,5.80573,5.21242,1.77269
2021,SSA_00033,2118_3,22.5214,29.8242,31.8969,30.9566,29.7655,16.5734,14.7182,12.9696,7.00064,6.06195,2.35993
2021,SSA_00041,1034_1,16.303,22.8936,25.2504,26.9985,27.4457,11.2078,9.88087,8.16225,4.40535,3.46923,1.24602
2021,SSA_00041,1034_2,25.5502,31.4684,33.3319,33.5915,33.293,17.4003,15.2593,12.6664,6.47931,5.164,1.67442
2021,SSA_00041,2148_1,16.1667,23.3906,27.8638,30.2537,30.8302,12.2963,11.0345,9.48831,4.91624,4.08586,1.37864
2021,SSA_00041,2148_2,22.8299,30.2648,32.5674,33.1852,32.1535,13.7818,12.6679,11.0045,5.91316,5.00889,1.87726
2021,SSA_00041,2148_3,18.0988,25.1427,28.7614,29.729,30.2874,9.71286,8.65483,7.11585,3.78461,2.97249,1.11884
2021,SSA_00050,1209_1,24.3645,33.1398,36.6374,37.2452,37.3467,15.5308,14.1324,12.0847,6.20123,4.90119,1.53714
2021,SSA_00050,1209_2,17.589,24.7963,28.8001,29.7576,30.3931,11.3111,10.0397,8.21042,4.189,3.31603,0.970946
2021,SSA_00050,1209_3,23.1182,29.657,32.3286,33.4539,33.6291,11.0203,10.0115,8.59962,4.36195,3.57497,1.19036
2021,SSA_00062,2206_1,38.4165,43.7786,43.5181,42.6174,42.7822,24.3561,22.106,18.7868,9.88503,7.91696,2.65396
2021,SSA_00062,2206_2,38.8568,45.4938,45.4599,45.3155,45.686,26.0492,23.7501,20.475,11.12,9.19513,3.71365
2021,SSA_00062,2206_3,30.6275,43.2432,48.2333,50.8091,51.5785,25.2278,22.5824,19.7813,10.7347,8.62998,3.20155
2021,SSA_00067,1244_1,21.4121,25.4268,26.6486,27.1988,27.4636,15.4798,14.0216,12.2665,6.3409,5.26196,1.70958
2021,SSA_00067,1244_2,29.0854,32.1712,32.289,32.2261,32.455,22.2808,19.6874,16.6548,8.78421,7.01631,2.69267
2021,SSA_00067,1244_3,23.6569,28.6414,28.7287,28.8445,28.9425,17.693,16.201,13.6937,6.96431,5.3863,1.56554
2021,SSA_00067,2282_1,25.7453,28.7471,28.4249,27.8265,27.5307,17.8993,16.9393,14.8372,8.05802,6.49271,2.23363
2021,SSA_00067,2282_2,21.4921,26.1067,26.5817,25.7998,25.0301,15.8162,14.4795,12.2913,6.44979,5.20535,1.74125
2021,SSA_00067,2282_3,31.2278,35.8753,35.5852,35.2936,35.2573,21.3896,19.3202,16.2649,8.36519,6.73113,2.23696
2021,SSA_00068,1170_2,24.5885,31.5285,33.6162,32.8942,33.0116,16.4294,14.4359,11.9732,6.12161,4.98296,1.59765
2021,SSA_00068,1170_3,17.4366,25.0866,29.2727,30.5356,31.1478,11.1353,10.0477,8.75718,4.66913,3.85337,1.44476
2021,SSA_00068,2235_1,26.4209,36.2029,39.3779,39.8612,40.0216,17.4316,15.3566,13.0734,6.90902,5.78375,2.1559
2021,SSA_00068,2235_2,25.6078,33.9541,36.2204,35.3302,35.4319,16.9004,15.0553,12.8549,6.62803,5.50742,1.7644
2021,SSA_00068,2235_3,29.2966,34.6355,35.6045,34.7523,34.7587,17.9324,16.8422,14.553,7.73915,6.32855,2.1387
2021,SSA_00070,1249_1,23.0816,30.7751,31.6606,29.5763,29.021,15.7987,14.3139,12.2363,6.68569,5.49123,2.19303
2021,SSA_00070,1249_2,47.0661,52.6868,53.4896,53.7494,54.2021,31.8079,28.2048,23.6764,12.2634,9.53939,3.25053
2021,SSA_00070,2238_1,35.0863,39.8936,40.0562,39.3519,39.4688,23.6484,21.453,18.6354,9.91244,8.12305,2.83753
2021,SSA_00070,2238_2,32.9505,43.1782,45.716,44.2415,42.5661,21.1951,19.0894,16.4188,8.86736,7.20831,2.4823
2021,SSA_00070,2238_3,17.6937,24.2548,25.2487,24.3667,23.8787,12.4651,11.3136,10.1164,5.4215,4.58497,1.71609
2021,SSA_00075,1181_1,31.5158,39.8795,42.3858,42.7713,43.123,19.4516,17.4346,14.8457,7.78443,6.33165,2.09344
2021,SSA_00075,1181_2,29.7851,38.1814,38.9624,37.7883,37.4152,18.1405,16.7569,14.6337,7.98503,6.46227,2.57466
2021,SSA_00075,1181_3,33.7105,41.1292,41.0423,40.1926,40.0076,22.1944,19.668,16.5385,8.62254,6.74048,2.38891
2021,SSA_00075,2177_1,25.8883,34.899,37.4983,37.393,36.8564,15.8486,14.3577,12.1745,6.43109,5.26276,2.03113
2021,SSA_00075,2177_2,34.4016,43.4454,45.4439,46.6922,46.9189,23.6417,21.5595,18.3662,9.504,7.5244,2.49056
2021,SSA_00075,2177_3,24.5103,35.9067,41.4653,43.8577,45.1535,19.8084,18.0996,15.7391,8.36256,7.0691,2.37592
2021,SSA_00079,1294_1,23.4531,29.4823,31.0814,31.8068,32.0722,13.9799,12.181,10.228,5.41596,4.2851,1.61438
2021,SSA_00079,1294_2,24.9887,32.9903,35.9175,36.7051,36.6765,15.1359,13.3867,11.3755,5.64296,4.55454,1.52936
2021,SSA_00079,1294_3,38.6686,47.9885,49.8334,50.8355,51.0874,23.0475,20.2807,17.2229,9.08873,7.30143,2.5209
2021,SSA_00079,2042_1,39.8977,51.187,53.9761,55.0824,55.2386,28.4102,24.7207,20.7669,10.8273,8.71569,3.07214
2021,SSA_00079,2042_2,32.5626,42.4322,45.1603,45.8066,45.8061,17.7881,15.9114,13.4739,7.00396,5.45184,1.76502
2021,SSA_00080,2234_1,32.085,39.509,41.9194,42.1331,42.3998,22.8338,21.1137,18.3867,9.51917,7.67877,2.66968
2021,SSA_00080,2234_2,30.1325,34.4723,35.1643,34.8688,35.0768,21.3393,19.8005,17.1875,9.17121,7.31883,2.61211
2021,SSA_00080,2234_3,34.1053,39.3011,40.3072,40.5616,40.8562,24.7067,22.5856,19.901,10.7727,8.85008,3.11837
2021,SSA_00091,1086_1,32.8811,40.8641,41.4045,40.4807,40.0715,22.5115,20.7564,17.5097,9.10554,7.08317,2.23234
2021,SSA_00091,1086_2,27.4097,33.9893,35.296,34.9206,34.6836,19.3568,17.6548,15.2768,8.1676,6.59828,2.51763
2021,SSA_00091,1086_3,29.8477,40.1935,43.631,43.981,44.2059,16.8917,15.399,13.1233,6.68293,5.37284,1.62063
2021,SSA_00091,2113_1,23.3933,27.9932,28.9023,28.7956,28.8121,13.516,12.4009,10.6035,5.67753,4.60211,1.80239
2021,SSA_00091,2113_2,23.8133,29.135,29.7491,29.4585,28.9654,17.4913,15.327,12.8628,6.52258,5.0342,1.62453
2021,SSA_00091,2113_3,31.1951,40.932,43.4919,43.5559,43.6803,19.3357,17.0931,14.2922,7.34772,5.86941,1.9657
2021,SSA_00096,1240_1,31.0815,37.0026,37.8121,37.464,35.9632,22.0974,19.1783,15.9104,8.34106,6.61477,2.28469
2021,SSA_00096,1240_2,31.4996,39.0649,40.4913,40.1828,39.9375,20.2465,17.9108,15.1628,7.84126,6.31939,2.20551
2021,SSA_00096,1240_3,22.3064,28.4097,29.4083,28.8263,27.5088,18.8155,16.5219,13.7673,7.19816,5.69296,2.21436
2021,SSA_00096,2062_1,33.1837,42.1722,43.8041,43.4645,42.5201,19.6777,17.5604,14.9874,7.87013,6.28638,2.19347
2021,SSA_00096,2062_2,28.1891,37.7567,40.7043,40.5419,39.0362,18.8541,16.3553,13.5038,6.96513,5.56726,1.81734
2021,SSA_00096,2062_3,25.5649,32.9091,34.4277,33.4252,32.7761,16.83,15.0342,12.975,6.99517,5.69789,2.20048
2021,SSA_00097,1087_1,28.8464,35.374,36.714,36.4601,36.2495,22.0915,19.2914,16.4449,8.57746,7.03056,2.39809
2021,SSA_00097,1087_2,35.8148,38.8979,39.3053,39.5052,39.4651,30.287,26.725,22.3777,11.659,9.26186,3.08348
2021,SSA_00097,1087_3,33.0503,39.0074,39.7687,39.8607,39.5992,23.0136,19.8632,16.6448,8.55365,6.74963,2.32454
2021,SSA_00097,2083_1,23.597,27.0657,27.0411,27.1216,27.2076,17.1833,15.1879,12.8107,7.19417,5.46672,2.06818
2021,SSA_00097,2083_2,33.5678,38.0927,38.246,37.6494,37.7033,25.0263,22.151,18.6932,9.77597,7.88998,2.57713
2021,SSA_00097,2083_3,18.2617,19.9457,20.2833,20.0565,20.0777,14.4058,13.3886,11.6442,6.34641,5.15076,1.77423
2021,SSA_00105,1188_1,21.768,29.1023,33.5857,35.1297,36.0595,12.9506,11.0325,8.80904,4.41245,3.49541,1.13791
2021,SSA_00105,1188_2,16.136,23.1484,27.577,29.8063,31.0699,11.958,10.3062,8.5931,4.41634,3.71369,1.12003
2021,SSA_00105,1188_3,21.278,30.9902,36.9047,40.2244,41.1866,17.2047,14.8905,12.6718,6.48983,5.16225,1.75922
2021,SSA_00113,1151_2,17.7085,21.3267,21.6938,21.7643,21.603,14.0436,12.4107,10.5836,5.47435,4.54668,1.60493
2021,SSA_00113,1151_3,15.4649,20.5318,22.3459,23.0014,23.6278,10.7312,9.33958,7.86472,3.92269,3.29607,1.0351
2021,SSA_00113,2287_1,14.8817,20.9367,23.7111,24.8726,25.2959,10.4805,9.19701,7.8343,4.04777,3.33221,1.08717
2021,SSA_00113,2287_2,18.4901,22.5869,23.3669,24.13,23.9782,13.2822,11.6438,9.84342,5.03055,4.20892,1.3035
2021,SSA_00113,2287_3,7.29743,10.6734,12.694,13.8099,14.6197,4.96584,4.34356,3.80169,1.78473,1.63479,0.383997
2021,SSA_00119,1126_1,21.8719,29.9392,34.058,34.4531,34.076,15.7827,13.919,11.8656,6.24053,5.33068,2.01144
2021,SSA_00119,1126_2,20.3067,29.3382,32.0833,31.3745,31.7697,14.2595,12.1509,10.1883,5.14346,4.08407,1.27619
2021,SSA_00119,1126_3,24.2466,33.3497,36.1261,35.1582,36.1047,17.2526,14.9565,12.4473,6.32436,5.10651,1.71053
2021,SSA_00119,2129_1,26.8308,36.214,39.6376,39.5044,38.8924,19.8511,17.3821,14.4823,7.2642,5.87659,1.86894
2021,SSA_00119,2129_2,26.7281,34.4565,36.3721,36.5448,36.7909,18.2493,16.0327,13.6627,7.27789,5.9247,2.22564
2021,SSA_00119,2129_3,23.9352,32.3911,35.7375,36.7841,37.5689,19.7569,16.9978,14.2605,7.54404,6.20484,2.37053
2021,SSA_00126,1114_1,33.2346,38.2467,37.876,37.2699,36.9415,25.0929,21.9732,18.1621,9.42088,7.5044,2.93648
2021,SSA_00126,1114_2,20.8112,23.2386,23.3537,23.0675,22.9484,17.5582,15.6937,13.249,7.01383,5.77643,2.25376
2021,SSA_00126,1114_3,18.6284,25.9996,28.4569,28.791,28.13,14.1476,12.3487,10.129,5.053,4.05999,1.25088
2021,SSA_00126,2228_1,25.7795,30.159,30.4413,29.5384,29.6971,17.7925,16.2241,13.9908,7.40096,6.06943,2.32444
2021,SSA_00126,2228_2,25.4161,33.5654,35.6208,34.5657,35.6522,19.6498,17.4642,14.5795,7.70462,6.15639,2.38536
2021,SSA_00126,2228_3,25.7036,32.4792,33.0209,32.348,32.15,19.3477,17.3658,14.469,7.36354,5.72616,1.93743
2021,SSA_00135,1135_1,31.9743,36.6531,36.8804,36.6156,36.2898,20.8027,18.4608,15.5737,8.21775,6.60438,2.60775
2021,SSA_00135,1135_2,30.0561,34.707,35.3325,35.1146,35.0029,21.5465,18.6976,15.6883,8.07829,6.28959,2.13957
2021,SSA_00135,1135_3,24.1408,33.3125,36.2989,36.357,35.7691,17.6049,15.4472,13.0046,6.71386,5.50741,1.87609
2021,SSA_00135,2313_1,32.2004,41.7491,44.4544,44.617,43.8915,16.4635,14.3498,12.0408,6.2302,5.06728,1.61202
2021,SSA_00135,2313_2,30.164,36.6349,38.031,38.0637,37.9091,19.0036,16.3454,13.3549,6.87436,5.37335,1.7384
2021,SSA_00135,2313_3,30.5228,36.7555,38.1026,38.4533,38.2745,20.5169,17.8326,14.8347,7.73176,6.03603,1.92987
2021,SSA_00138,1133_1,28.4246,37.9184,41.5901,42.9731,43.8585,19.5624,17.2531,14.6749,7.70331,6.22283,2.04462
2021,SSA_00138,1133_2,27.9201,33.2534,34.5963,34.9254,36.2067,21.8409,19.206,16.5964,9.00256,7.18232,2.69082
2021,SSA_00138,2254_1,26.6119,33.5294,35.1257,35.3022,35.6135,21.7686,19.1144,16.0668,8.48327,6.71048,2.55641
2021,SSA_00138,2254_2,29.6036,36.4029,37.9711,37.529,37.7586,22.1392,19.5359,16.3394,8.52099,6.77533,2.32915
2021,SSA_00138,2254_3,18.899,24.5282,26.4693,27.2089,26.9043,14.0935,12.4287,10.6946,5.53514,4.56027,1.47317
2021,SSA_00139,1085_1,34.8857,40.3463,41.2644,40.8792,40.556,23.149,21.0835,17.747,9.33935,7.32738,2.48218
2021,SSA_00139,1085_2,22.3444,27.0198,28.0429,27.9136,27.3576,17.704,16.0968,13.7802,7.466,6.11579,2.4293
2021,SSA_00139,2057_1,29.549,36.0011,37.067,36.4572,35.8701,21.1754,18.6723,15.8704,8.41426,7.54472,1.96134
2021,SSA_00139,2057_3,30.6972,36.3918,36.9153,36.4295,35.8076,22.8429,20.014,16.8181,8.76667,6.94775,3.28918
2021,SSA_00151,1001_1,29.9421,33.4935,34.2982,34.3972,34.2928,17.2802,15.6749,13.5868,7.34595,6.36043,2.22402
2021,SSA_00151,1001_2,28.6908,36.8219,40.1903,41.2126,41.9152,15.0937,13.112,11.1199,5.92101,4.94337,1.75985
2021,SSA_00151,1001_3,20.6272,27.4947,30.5953,32.2989,32.7778,13.2229,12.0101,10.3855,5.5697,4.79113,1.85172
2021,SSA_00151,2246_1,34.0511,39.2044,40.2964,39.979,39.3106,24.8038,21.3766,17.8073,9.59344,7.90186,3.13025
2021,SSA_00156,1228_1,24.0206,32.9977,37.7906,40.0811,41.1386,16.9048,14.2468,11.7801,6.0924,4.84028,1.64743
2021,SSA_00156,1228_3,23.3175,30.7477,33.634,33.9586,33.8461,16.1797,14.032,11.751,5.78866,4.5514,1.48789
2021,SSA_00156,2171_1,15.3804,21.2907,25.0154,27.2843,28.3459,13.3718,11.5203,9.44161,4.65378,3.78554,1.16646
2021,SSA_00156,2171_2,15.1506,20.035,22.4623,23.2374,23.9125,10.5069,9.21502,7.74779,3.82179,3.22688,0.970159
2021,SSA_00156,2171_3,30.0761,39.0008,42.4133,43.7236,44.143,21.8643,18.5233,15.1332,7.73106,6.13094,2.08276
2021,SSA_00173,1061_1,31.9631,41.2075,44.1228,44.601,44.0726,24.1092,20.9646,17.4526,8.75329,6.83842,2.28555
2021,SSA_00173,1061_2,26.0066,33.6683,36.3207,37.2264,37.5322,20.2851,17.9172,15.0303,7.65384,5.91637,1.96285
2021,SSA_00173,1061_3,13.8399,20.214,24.0958,26.4463,27.503,9.39157,8.03993,6.47646,3.16377,2.49609,0.667232
2021,SSA_00173,2108_1,27.5699,35.128,37.1362,37.3774,37.2809,20.2715,17.5772,14.4284,7.17979,5.58501,1.76783
2021,SSA_00173,2108_2,24.7772,33.2668,35.7197,35.9004,36.1346,16.1547,13.7159,10.9382,5.40854,4.17758,1.25104
2021,SSA_00173,2108_3,29.5116,35.884,36.6074,36.5414,36.7198,20.6369,18.0823,14.8232,7.32615,5.65435,1.75463
2021,SSA_00178,1105_1,26.892,32.5163,32.5152,31.8313,31.6974,18.945,16.7057,14.0918,7.50935,6.13416,2.18005
2021,SSA_00178,1105_2,29.8478,38.1229,39.3595,39.0681,39.0604,19.1966,17.3702,14.7665,7.60677,6.21615,2.05296
2021,SSA_00178,1105_3,24.9013,30.6715,31.283,31.5485,31.337,14.8055,13.1329,11.0413,5.75241,4.76762,1.47748
2021,SSA_00178,2296_2,26.8229,35.2967,38.5786,37.9652,36.8839,18.3132,16.0766,13.7631,7.43838,5.96063,2.32199
2021,SSA_00178,2296_3,28.0367,34.7745,36.2711,36.4068,35.8578,14.0583,13.026,11.4208,6.18258,5.10308,2.01911
2021,SSA_00179,1231_1,23.4357,30.7003,33.8328,34.8712,35.4949,17.4478,15.4837,13.1705,6.88703,5.6188,1.87685
2021,SSA_00179,1231_2,18.3265,23.439,25.0243,25.614,25.8482,11.0635,9.80546,8.23366,4.14085,3.42377,1.06032
2021,SSA_00179,1231_3,27.8027,33.1849,33.8725,33.5542,33.0156,20.795,18.1706,15.2895,7.84969,6.33955,2.21986
2021,SSA_00179,2054_1,7.98747,11.4431,12.9273,13.063,12.535,6.14065,5.48794,4.6884,2.40122,2.02767,0.468267
2021,SSA_00179,2054_2,5.582,7.74893,8.31235,8.28118,8.37174,4.06087,3.57267,2.98862,1.25201,1.07115,0.0324
2021,SSA_00187,1113_1,28.2331,31.1407,31.1986,30.3721,30.5101,19.4268,18.5287,16.2838,8.73405,7.0233,2.23593
2021,SSA_00187,1113_2,25.2557,27.3734,27.4868,27.3659,27.2194,17.3312,16.2962,14.9882,8.55915,7.39123,2.7164
2021,SSA_00187,1113_3,29.6825,33.2822,33.2123,33.418,32.9902,20.3877,18.4897,16.1887,8.84474,7.37766,2.68752
2021,SSA_00187,2297_1,34.6306,41.7606,42.809,42.7089,42.8031,24.1545,22.6049,19.9011,10.8098,9.17583,3.09071
2021,SSA_00187,2297_2,23.7289,29.5572,29.958,28.2847,26.9592,16.0405,14.4372,12.6405,6.70256,5.72108,1.76949
2021,SSA_00187,2297_3,41.0668,45.6397,45.3458,44.8167,44.739,32.5286,28.9921,24.6255,12.8349,10.1195,3.34872
2021,SSA_00197,1195_1,19.694,22.2967,22.4045,22.1853,21.8966,14.9563,13.4812,11.7024,6.28828,5.28407,1.81754
2021,SSA_00197,1195_2,8.56153,10.131,10.1221,10.3181,10.3086,7.25213,6.49708,6.11531,3.54292,3.31727,1.23341
2021,SSA_00197,1195_3,29.0279,36.9748,39.3858,39.1911,38.7522,24.0371,21.1105,17.7742,9.27982,7.38908,2.46342
2021,SSA_00197,2262_1,12.0489,17.5339,21.16,23.1704,24.5077,7.32279,6.48909,5.84271,2.84909,2.53516,0.746465
2021,SSA_00197,2262_2,28.4082,35.2223,37.6617,37.5687,37.585,21.1016,18.3664,15.4858,8.07946,6.35372,2.11909
2021,SSA_00204,1175_1,29.3997,37.7226,38.4399,37.8323,37.5074,20.4319,17.8729,15.5015,8.40398,7.02031,2.49485
2021,SSA_00204,1175_2,31.6368,40.5713,41.197,40.2438,39.7376,23.5395,20.6346,16.7226,8.62149,6.8389,5.10807
2021,SSA_00204,1175_3,28.6964,36.975,37.6306,38.2504,38.3104,21.6,18.8787,16.0544,8.2211,6.64004,2.21915
2021,SSA_00204,2128_1,25.1034,33.8229,35.8435,34.7961,33.8634,19.3435,16.7666,14.1592,7.39637,6.21412,2.02466
2021,SSA_00204,2128_2,21.5789,28.2559,29.3733,28.8776,28.1038,15.6159,13.7093,11.5345,5.91646,4.83829,1.54213
2021,SSA_00204,2128_3,26.3686,33.7477,34.633,33.3491,32.8756,18.8257,16.8289,13.9632,7.38506,5.95754,2.11622
2021,SSA_00209,1237_1,22.6521,26.9054,27.5581,27.6529,28.1134,16.6721,14.8833,12.5526,6.63527,5.33132,1.98009
2021,SSA_00209,1237_2,29.9945,36.4176,38.032,37.9011,38.1126,21.7572,19.1243,15.9983,8.24419,6.50781,2.28321
2021,SSA_00209,1237_3,27.5299,34.5221,36.1326,35.6498,34.6832,20.775,18.4643,15.6501,8.14798,6.47604,2.27181
2021,SSA_00209,2124_1,14.9389,21.6085,26.069,27.8494,28.8879,9.14975,7.90232,6.56294,3.19421,2.65978,0.644231
2021,SSA_00209,2124_3,26.5685,31.5729,32.4445,32.5037,32.4354,19.8512,17.4444,14.7165,7.66418,6.20069,2.37954
