Accession,2022_CO2_400,2022_CO2_600,2022_CO2_800,2022_CO2_1000,2022_CO2_1250,2022_CO2_300,2022_CO2_250,2022_CO2_200,2022_CO2_100,2022_CO2_75,2022_CO2_25,2022_PAR_1800,2022_PAR_1100,2022_PAR_500,2022_PAR_300,2022_PAR_150,2022_PAR_50,2023_CO2_400,2023_CO2_600,2023_CO2_800,2023_CO2_1000,2023_CO2_1250,2023_CO2_300,2023_CO2_250,2023_CO2_200,2023_CO2_100,2023_CO2_75,2023_CO2_25,2023_PAR_1800,2023_PAR_1100,2023_PAR_500,2023_PAR_300,2023_PAR_150,2023_PAR_50
SSA_00001,31.4756,39.4676,40.4689,39.6605,39.7325,23.627,20.3815,17.185,9.0781,7.28971,2.78185,27.9823,25.2549,17.2166,10.3454,4.07654,-1.22495,27.6004,33.145,32.9547,32.1193,31.8207,23.307,20.4139,17.6161,8.55118,7.51148,2.59766,25.7686,23.5333,17.7673,12.4847,6.54882,1.52102
SSA_00003,16.9935,21.8056,23.369,23.7657,24.4613,12.1919,10.6642,8.74183,4.29965,3.48851,1.0325,18.0401,16.8561,13.1564,9.505,4.01506,-1.16771,15.8518,19.3759,20.871,21.3301,21.4127,12.1516,10.568,8.73195,4.38318,3.4416,1.0656,18.588,16.9289,13.0133,9.38609,4.1959,0.076587
SSA_00004,33.0298,40.9763,41.7816,42.0284,42.2761,24.2836,20.7017,17.0648,8.83333,7.11943,2.46044,28.8573,27.1688,19.6012,12.5308,4.80345,-1.25668,39.9624,49.1257,49.9,50.0992,50.0548,29.033,25.2443,21.1763,11.0369,8.87648,3.05334,30.8271,27.5357,18.5218,11.5493,4.17285,-0.977362
SSA_00005,30.7844,40.3607,43.2319,43.7676,43.8437,22.2669,19.3154,16.185,8.32485,6.63631,2.30126,20.5827,19.7066,15.6017,10.0967,3.56492,-0.986084,28.718,34.9518,36.5103,36.4447,36.7999,19.6135,17.4821,14.7827,7.84958,6.46448,2.16542,32.1836,28.9152,20.2967,13.7848,6.74053,0.732112
SSA_00006,13.0072,16.9795,18.8906,19.5954,20.4328,9.44018,8.30436,7.17755,3.66247,3.12131,0.982655,9.5765,8.94429,7.95867,6.90493,4.32219,0.746556,13.2672,17.1845,18.6668,18.7588,18.9712,10.4231,9.26231,8.05017,4.32804,3.73619,1.22411,8.58304,7.87709,7.19039,6.45259,3.96147,0.0797822
SSA_00007,18.8898,22.4786,23.0216,21.6429,21.646,13.951,12.4463,10.8647,5.65319,4.70458,1.57125,20.6259,18.7304,13.0628,8.40119,3.29824,-1.25372,20.5459,23.3721,23.5749,23.5962,23.5057,16.7858,14.7739,12.4024,6.3363,4.93921,1.50469,16.1082,14.9282,11.1132,7.48055,3.48344,-0.33878
SSA_00008,39.3292,46.9276,47.7265,47.5507,46.2035,28.6305,24.8295,21.1613,11.2099,8.93402,2.99096,41.4485,35.5581,23.2776,15.3141,6.42503,-0.140254,26.7749,32.3318,31.1017,28.5846,29.0642,21.0463,18.8747,16.4919,8.95019,7.71612,2.3456,23.8192,22.4654,17.9254,12.1119,6.08819,-0.181499
SSA_00009,27.5128,36.3826,38.9431,37.8547,37.4099,20.5261,17.6802,14.762,7.72422,6.22793,2.18396,27.4111,25.8784,19.3966,13.1008,5.48945,-0.305395,25.9762,32.9947,34.5091,34.3007,34.1411,17.6863,15.6742,13.2979,6.98421,5.82039,1.96512,26.7015,23.9494,16.9196,11.0578,5.15037,-0.107008
SSA_00010,29.2706,34.9696,36.0386,35.9953,35.7737,21.8298,18.9712,15.9103,8.36637,6.7385,2.22672,27.5753,24.8285,17.5975,12.1107,5.5104,-0.575282,29.4021,34.1579,34.8682,34.7193,34.5764,24.3415,21.4077,18.0167,9.49033,7.58029,2.55353,25.3389,23.099,17.2022,11.9314,5.651,-0.158141
SSA_00013,37.7331,46.5108,47.9759,47.178,46.6502,27.1094,23.408,19.4648,9.99622,7.95664,2.68267,28.3345,24.9428,17.9669,11.3144,4.917,-0.0458935,30.8801,37.523,38.5383,38.4031,38.4211,21.0157,19.0322,16.241,8.5301,6.94927,2.35545,27.3637,25.09,18.7678,13.2115,6.68757,0.762008
SSA_00018,30.4245,36.071,36.9435,36.8509,36.6567,23.3959,20.2149,16.8221,8.79415,6.97387,2.37563,29.1021,26.4064,18.3857,12.4214,5.85317,0.173292,24.4849,28.7932,29.4804,29.815,29.7756,17.7723,15.5294,12.8651,6.60043,5.21663,1.63749,25.4024,22.8367,17.0243,11.8831,5.23677,-0.33659
SSA_00024,23.0822,32.7018,38.2188,41.3427,43.2807,17.8853,15.2863,12.8071,6.53454,5.3,1.70413,23.232,22.0886,16.8548,12.4763,6.07322,0.0557705,21.3804,28.4612,31.534,32.918,33.9478,14.8753,12.8732,10.617,5.36393,4.22257,1.281,18.4763,18.0661,15.7839,12.2087,5.75226,0.0400627
SSA_00033,25.4446,32.2776,33.8204,33.8544,33.3541,18.5586,16.3212,14.1217,7.53193,6.21642,1.96559,25.4299,24.2226,18.3337,12.7968,5.70329,-0.684261,33.8989,39.9072,40.3294,39.5293,38.9611,25.723,22.9216,19.8309,10.621,8.61211,2.91999,28.8312,26.0045,18.5965,11.9946,4.94529,-0.97118
SSA_00041,30.3487,37.3837,39.0498,38.7219,37.5067,23.177,20.3177,16.8273,8.68095,6.9031,2.29989,26.1193,24.108,18.1992,11.9089,5.27165,-0.429332,31.8015,36.526,36.9502,36.8799,36.5601,24.2415,21.299,18.0573,9.46899,7.6211,2.46131,31.4457,28.1824,19.1776,12.4251,4.7361,-1.4631
SSA_00050,32.2702,39.9822,40.6095,40.8074,40.5517,26.0299,22.7494,18.9371,9.77225,7.67653,2.59631,29.8877,26.7903,19.1852,13.0647,6.2872,0.484207,28.4334,36.2404,37.4547,38.0024,38.7346,20.0417,17.9875,15.1903,7.97059,6.44126,2.23646,21.0835,19.7338,14.9351,11.2778,5.91629,0.206769
SSA_00062,28.2126,35.6395,37.5405,36.7699,37.6562,20.7204,18.1418,15.278,8.05008,6.56404,2.23899,26.9912,24.3488,18.202,12.5871,6.18678,0.895781,28.2394,33.8901,34.5625,34.1242,34.4333,23.1871,20.1965,17.1826,9.02025,7.33173,2.45598,26.6933,24.2428,16.6994,10.8621,4.50413,-0.632294
SSA_00067,33.6272,39.4353,39.8101,39.5613,39.0811,25.7067,23.1091,19.3021,9.98075,7.941,2.69036,31.0017,27.2345,19.2164,12.6864,6.40702,0.298448,25.6679,29.6476,29.5713,29.3455,28.9962,20.8819,19.6872,17.07,9.08007,7.42782,2.49179,24.6656,22.223,17.3557,12.176,5.82176,0.713146
SSA_00068,34.0419,42.6762,43.0893,42.3941,42.8181,25.2139,22.194,19.3889,9.96834,7.92369,2.78152,29.6577,26.9121,19.0305,12.1142,5.77467,-0.188101,27.6667,33.2375,33.4995,33.2728,33.1736,22.1562,19.5781,16.4963,8.7417,7.13228,2.41854,25.68,23.1251,16.707,11.7505,5.62108,0.467492
SSA_00070,36.2462,44.283,44.7532,44.0731,43.4448,27.1059,24.0426,20.5541,10.9054,8.81394,2.99463,36.2022,32.1489,22.4769,15.1284,7.3385,0.243602,32.0347,38.4636,38.9122,38.3132,38.2842,24.9961,22.3023,19.1466,10.2479,8.30721,2.78632,32.6615,28.9046,19.6835,12.8967,5.41874,-0.799518
SSA_00075,34.8987,45.0914,47.2256,46.7252,46.5068,26.3282,23.3128,19.6009,10.2255,8.30336,2.84267,31.6736,28.5644,19.8442,13.4669,6.33895,0.0639267,24.9086,30.1462,30.3201,29.8248,29.8498,19.1267,17.1427,14.5133,7.74395,6.4304,2.08152,24.9343,22.5836,17.2923,12.4277,6.85694,1.13824
