Accession,ACa2022_400,ACa2022_600,ACa2022_800,ACa2022_1000,ACa2022_1250,ACa2022_300,ACa2022_250,ACa2022_200,ACa2022_100,ACa2022_75,ACa2022_25,ACa2023_400,ACa2023_600,ACa2023_800,ACa2023_1000,ACa2023_1250,ACa2023_300,ACa2023_250,ACa2023_200,ACa2023_100,ACa2023_75,ACa2023_25,GsCa2022_400,GsCa2022_600,GsCa2022_800,GsCa2022_1000,GsCa2022_1250,GsCa2022_300,GsCa2022_250,GsCa2022_200,GsCa2022_100,GsCa2022_75,GsCa2022_25,GsCa2023_400,GsCa2023_600,GsCa2023_800,GsCa2023_1000,GsCa2023_1250,GsCa2023_300,GsCa2023_250,GsCa2023_200,GsCa2023_100,GsCa2023_75,GsCa2023_25,AQ2022_1800,AQ2022_1100,AQ2022_500,AQ2022_300,AQ2022_150,AQ2022_50,AQ2023_1800,AQ2023_1100,AQ2023_500,AQ2023_300,AQ2023_150,AQ2023_50
SSA_00187,31.4195,38.4723,39.8952,39.6332,40.2536,23.5046,20.7295,17.7847,9.32143,7.73346,2.62968,27.7786,30.7274,30.1144,29.5109,29.9304,22.6482,20.347,17.952,10.0308,8.31949,2.9019,0.129387,0.128286,0.11533,0.0971064,0.0839821,0.123296,0.133055,0.148336,0.161263,0.186813,0.19882,0.122873,0.12224,0.0969687,0.0777465,0.0644333,0.119176,0.131653,0.151476,0.176857,0.207772,0.223832,26.2946,23.9907,16.5582,11.0368,5.03716,-0.508512,23.621,21.7131,16.9311,12.1025,6.36906,1.31861
SSA_00197,34.9004,42.1786,43.1348,42.4632,41.8811,26.5891,23.3417,19.875,10.4319,8.28183,2.77918,26.222,30.3686,29.9461,29.1241,29.8015,20.7529,18.4899,15.9063,8.48565,6.87105,2.40653,0.150062,0.15075,0.129998,0.0996606,0.078895,0.144467,0.154837,0.171139,0.186261,0.203208,0.212137,0.113654,0.114635,0.0774113,0.057046,0.0469448,0.116619,0.128274,0.145532,0.160171,0.180418,0.193139,32.501,29.7485,22.5106,15.734,6.96286,0.325488,23.9109,21.9433,16.5207,11.898,5.8344,0.620977
SSA_00204,25.6105,28.5109,28.6474,28.1033,28.2161,20.0922,17.7805,15.071,7.97526,6.36055,2.14323,21.0769,29.5337,32.5066,33.2307,34.449,16.6191,14.8461,12.7217,6.73622,5.58711,1.87261,0.109731,0.109466,0.0990791,0.0857712,0.0727856,0.0993711,0.106195,0.117321,0.128207,0.138611,0.144169,0.0803157,0.0801431,0.0680822,0.0545054,0.0471252,0.0867524,0.0941794,0.103032,0.112637,0.127867,0.138117,26.9943,24.5568,18.4471,12.9749,6.53778,1.06357,28.5188,25.5507,17.6465,11.8147,5.22282,-0.965003
SSA_00209,23.275,28.4472,29.8926,29.1444,27.5238,16.695,14.4578,12.2592,6.38294,5.24603,1.71071,28.112,31.9114,32.3034,32.3303,31.8178,21.3788,18.6123,15.8087,8.45544,6.71565,2.36231,0.0814727,0.0814663,0.0716274,0.0543403,0.041039,0.0755311,0.0800927,0.0868506,0.0974348,0.106413,0.114019,0.11841,0.12013,0.109088,0.0893621,0.0674944,0.110989,0.119221,0.129161,0.139035,0.153517,0.160249,21.8607,20.4134,15.8042,11.7129,5.24487,-0.174617,19.7901,18.404,14.4079,10.037,4.78008,-0.585906
SSA_00216,22.463,28.3234,29.8398,30.1463,30.2994,15.5264,13.128,10.7558,5.46021,4.43928,1.47004,26.0176,31.869,32.8624,32.6159,32.8015,20.5265,17.6705,14.906,7.81867,6.38539,2.26454,0.0875572,0.0878946,0.0850626,0.0787221,0.0708232,0.0783116,0.0801623,0.0835562,0.0874953,0.0946369,0.100011,0.116571,0.117947,0.109133,0.0949422,0.0820786,0.120493,0.12586,0.136216,0.147069,0.161133,0.172513,18.9658,18.4839,16.0937,12.8639,6.4753,0.948472,25.156,23.4093,18.1303,13.1147,6.27576,0.288871
SSA_00222,30.8633,38.1238,40.0905,40.3624,40.226,23.003,19.8226,16.5185,8.52582,6.82788,2.31165,27.0902,33.5079,34.3415,34.4959,34.7974,21.0353,18.3235,15.4312,8.02925,6.55808,2.1488,0.132459,0.133106,0.124201,0.112781,0.100909,0.125402,0.13085,0.139463,0.146253,0.157153,0.164719,0.0998791,0.0999954,0.0895745,0.0796559,0.0710996,0.101579,0.108797,0.117017,0.12631,0.141265,0.153042,24.5114,22.751,17.139,12.7994,6.2598,0.109412,29.3208,26.4793,18.293,12.0702,5.28033,-0.688121
SSA_00227,31.0533,38.1955,39.5768,39.9042,39.8473,23.4819,20.4187,17.2399,9.02941,7.62732,2.58009,23.7914,27.7088,27.7584,27.4589,27.3294,19.4938,17.2097,14.7678,7.90189,6.51025,2.15466,0.116965,0.11683,0.105971,0.0909709,0.0774023,0.114478,0.121861,0.132496,0.145363,0.16372,0.171129,0.0989777,0.0985419,0.09216,0.081227,0.070416,0.101376,0.106657,0.11747,0.129217,0.145418,0.153501,29.9762,27.4365,19.9649,13.4489,6.13062,-0.292813,21.0679,19.569,15.0311,11.3857,7.06556,1.86827
SSA_00229,29.8587,35.3064,35.639,34.8484,35.8212,22.1518,19.3623,16.1426,8.38993,6.75205,2.28783,29.1389,32.8209,32.9545,32.7282,32.5815,23.8645,20.8854,17.5842,9.26974,7.37702,2.56139,0.11216,0.113037,0.0904651,0.0705613,0.0564603,0.104995,0.110587,0.118174,0.127109,0.145892,0.157996,0.119547,0.118861,0.105988,0.0908903,0.0796522,0.120869,0.127765,0.139063,0.150564,0.164551,0.174192,28.9794,25.347,17.9685,13.1121,6.34325,0.458843,27.3769,24.4572,17.1581,11.932,5.33443,-0.181587
SSA_00235,33.5822,39.0838,39.0201,38.7061,38.2656,25.3355,21.9979,18.2437,9.41769,7.36224,2.49317,32.9241,38.8456,39.6007,39.4949,39.0557,26.7736,23.3807,19.451,10.0657,7.7943,2.58402,0.150862,0.152023,0.148595,0.141455,0.133749,0.138931,0.144204,0.151115,0.157619,0.164329,0.16885,0.150724,0.154552,0.152121,0.146482,0.140118,0.158234,0.166613,0.175119,0.183576,0.19157,0.197642,31.2267,27.3414,19.912,13.5125,6.6219,0.0596468,30.4291,26.8775,19.3272,13.1205,6.30147,0.549257
SSA_00238,31.8365,37.2748,38.6787,38.9468,38.7897,22.896,19.8653,16.6558,8.5757,6.78926,2.28251,18.3183,23.1437,24.272,25.3747,25.5656,14.775,13.3094,11.4349,6.11993,5.12391,1.73668,0.124274,0.124766,0.120936,0.113569,0.105219,0.109913,0.116552,0.12569,0.133084,0.142335,0.149595,0.0748709,0.0736354,0.058783,0.055103,0.0487494,0.0808415,0.0879301,0.097276,0.10718,0.120687,0.132663,23.9973,21.6831,16.7978,12.8666,6.57813,0.594807,21.7676,20.0486,15.6696,11.7968,5.85452,0.634533
SSA_00239,38.2908,48.4548,51.2744,52.0694,52.2776,28.8655,25.2694,21.2426,11.0174,8.89137,2.95858,32.1707,37.5168,38.6334,39.2777,39.3251,27.0261,24.0923,20.7642,11.0362,8.93986,2.99628,0.154661,0.156341,0.144978,0.120731,0.0982903,0.151417,0.16642,0.182134,0.195767,0.219776,0.227504,0.138498,0.14137,0.133249,0.118492,0.104437,0.143823,0.157835,0.17695,0.194893,0.224965,0.237188,30.545,28.177,19.8001,12.6036,5.45576,-0.597033,34.8915,31.3611,21.6354,14.2556,5.97721,-0.449928
SSA_00240,31.5659,41.1865,44.077,44.2226,43.9043,22.4611,19.5343,16.4084,8.42094,6.66758,2.21019,38.6538,45.9241,46.632,46.2493,45.9855,30.5749,27.0548,22.776,11.9511,9.59236,3.17898,0.12136,0.122334,0.11436,0.0996617,0.0855918,0.113462,0.122052,0.130877,0.138685,0.149736,0.157398,0.158289,0.160462,0.142301,0.117019,0.0975667,0.163,0.17683,0.191956,0.204645,0.226577,0.235026,29.6864,26.7561,19.1293,12.8258,5.75236,-0.204008,37.2011,33.6776,23.5768,15.2803,6.71542,-0.385284
SSA_00241,25.8671,35.3164,40.6679,43.3445,44.6882,18.1685,16.2878,13.6398,6.90766,5.48415,1.78101,21.7983,28.3948,31.2967,32.0535,32.2222,17.1847,15.1192,12.6979,6.57109,5.18724,1.56471,0.0903702,0.0913213,0.0881313,0.0825579,0.0744104,0.0829222,0.0933059,0.0993809,0.103345,0.108778,0.108991,0.0827598,0.0845026,0.0822231,0.078188,0.0734428,0.085642,0.0915721,0.0981097,0.103544,0.110884,0.114172,12.7161,12.2065,10.5337,8.34381,4.51007,0.593688,13.0518,12.3558,10.5534,8.826,4.32003,-0.0828941
SSA_00254,30.9768,38.1959,40.1561,40.3314,40.1813,24.0883,21.0526,17.7651,9.3506,7.58761,2.58547,23.7659,31.1636,34.3335,35.0591,35.6964,20.2457,17.7031,14.8413,7.73965,6.32276,2.0888,0.125939,0.125045,0.115715,0.093301,0.0746943,0.126554,0.135053,0.14681,0.157806,0.17723,0.185817,0.0988076,0.0999243,0.0923869,0.0783655,0.0677194,0.110225,0.1172,0.126092,0.135319,0.150779,0.15793,23.4163,21.3424,16.6398,12.3122,5.82455,0.151564,23.5608,22.3867,17.4512,13.0831,6.12482,-0.634105
SSA_00262,32.9192,41.3327,42.2913,41.5049,41.2362,23.1263,19.9543,16.6729,8.66641,6.77424,2.53398,30.7037,34.919,34.6277,34.1255,34.0331,24.4881,21.3118,17.9919,9.47386,7.59025,2.50162,0.133148,0.136322,0.127113,0.112116,0.098757,0.120427,0.128296,0.137889,0.14742,0.163002,0.169791,0.131442,0.131781,0.10961,0.0874205,0.0735336,0.131661,0.1404,0.151115,0.164393,0.183114,0.187232,26.7645,24.6076,18.7223,13.1129,6.49535,0.489522,27.7546,25.3163,18.5292,12.1876,5.52387,-0.376725
SSA_00271,27.3001,37.7173,42.2722,41.3602,39.4233,20.8417,17.8432,14.7849,7.58302,6.05022,2.04808,25.1008,33.2469,35.4438,34.9526,34.3597,17.3499,15.0955,12.4992,6.28192,4.981,1.59389,0.104902,0.105065,0.0918797,0.0688754,0.0508075,0.107313,0.112436,0.118745,0.125874,0.137151,0.143924,0.107108,0.109007,0.102365,0.0845198,0.0663014,0.0986134,0.10336,0.109286,0.114666,0.12221,0.127153,26.9849,25.5244,20.0014,13.4302,6.68763,1.19856,23.03,21.5104,16.9175,12.062,6.58571,1.39391
SSA_00275,31.0791,39.0087,40.7655,40.808,41.011,23.2085,20.2092,17.1954,9.04377,7.52434,2.62794,31.0091,39.615,41.1429,40.9479,40.5075,25.1427,21.9597,18.6218,9.98188,8.24166,2.93886,0.124026,0.123797,0.110346,0.0903768,0.0761304,0.12007,0.128366,0.140334,0.151976,0.173126,0.188385,0.131461,0.133142,0.11063,0.0899503,0.0760856,0.144495,0.154879,0.167068,0.183914,0.211022,0.224896,24.8986,23.2613,18.3843,12.7244,5.19303,-1.41833,29.0907,26.5159,20.5859,14.8497,7.33829,0.323615
SSA_00279,38.1479,43.0016,43.0961,42.9448,42.8749,29.389,25.6329,21.4872,11.1996,8.65821,2.9825,31.7409,35.7112,36.6088,36.8217,36.7076,26.2758,22.8761,19.2637,10.0075,7.91385,2.5786,0.169919,0.171461,0.161317,0.14439,0.127556,0.163136,0.175079,0.187827,0.201166,0.213654,0.221106,0.132593,0.135177,0.122742,0.102168,0.085958,0.139051,0.149142,0.160615,0.170828,0.182769,0.191263,34.3904,30.0558,20.0382,13.6411,5.71321,0.140121,28.9387,25.8236,19.1576,12.9587,6.1276,-0.511972
SSA_00286,29.4317,38.2777,40.5815,40.1628,39.1501,22.194,19.2834,16.2166,8.35939,6.87932,2.31423,26.6292,32.9794,33.6061,33.0312,32.4599,21.5649,18.9412,16.1121,8.50701,6.83798,2.27089,0.115594,0.116969,0.109962,0.0930518,0.0725384,0.114255,0.122567,0.131797,0.140621,0.156301,0.164086,0.109593,0.11081,0.104637,0.0909359,0.0711575,0.11688,0.124469,0.136589,0.148179,0.165965,0.174054,26.8467,24.819,18.2121,12.2592,5.6048,0.270986,26.6736,24.5099,18.9735,13.7713,6.71005,-0.0741306
SSA_00299,34.1193,42.1488,44.2365,43.8798,43.0391,26.9895,23.7979,20.1175,10.4853,8.35975,2.85697,31.1985,35.1084,33.7352,33.6345,32.7507,23.4871,20.8568,17.8341,9.39712,7.50697,2.49961,0.154309,0.156799,0.148174,0.133307,0.11971,0.1512,0.162072,0.173098,0.186045,0.201052,0.213703,0.133538,0.131151,0.099915,0.0828511,0.0687415,0.120369,0.131608,0.144874,0.157389,0.171764,0.18,25.696,23.3864,17.2499,12.0273,5.5942,0.707294,31.5634,28.4708,20.6224,14.1161,6.86861,0.367567
SSA_00304,31.3142,41.1968,45.2843,46.4026,46.5836,24.5179,21.1215,17.1933,8.89368,7.17374,2.46165,27.8525,34.9371,35.8983,35.5509,34.8184,20.0096,17.4719,14.6399,7.69823,6.26839,2.15931,0.118951,0.122819,0.111636,0.094078,0.0801079,0.122458,0.127912,0.134887,0.141855,0.156036,0.16359,0.128457,0.127343,0.116333,0.104897,0.0930968,0.11629,0.122339,0.129847,0.138358,0.153709,0.161673,31.4951,28.8144,20.8588,13.3017,5.63987,-0.0546033,27.2584,25.3117,19.9109,14.2059,7.34327,0.708446
SSA_00312,31.2035,35.6936,35.5735,34.9821,34.6536,23.9636,20.9789,17.8458,9.35257,7.4123,2.33317,31.6084,34.78,34.847,34.361,34.0512,26.2195,23.1098,19.3226,10.1957,8.06126,2.73883,0.14006,0.143455,0.13875,0.129207,0.116203,0.130205,0.138727,0.15205,0.161699,0.174254,0.182323,0.159571,0.162764,0.162043,0.157947,0.152711,0.163091,0.170015,0.177249,0.188061,0.202803,0.210337,27.365,24.7032,18.4422,13.2854,7.67836,1.77886,30.9703,27.2003,19.3494,13.5948,6.738,0.407629
SSA_00359,33.8743,40.1219,40.4194,39.7689,39.3365,25.6589,22.6682,19.2245,10.2069,8.28526,2.88098,24.0638,28.2588,26.5975,26.3151,26.9491,18.4361,16.2822,13.7986,7.23249,6.02845,2.09996,0.170815,0.167394,0.145704,0.120771,0.101042,0.133442,0.144984,0.158825,0.176728,0.196471,0.206069,0.0997323,0.0960889,0.0782852,0.0630416,0.0525351,0.0968851,0.10337,0.111477,0.121817,0.138401,0.148244,30.5886,27.5997,19.6116,13.1478,5.83369,0.480882,23.2666,21.5378,16.0081,11.2989,5.57376,0.407234
SSA_00367,38.8192,46.6059,48.2059,48.3037,47.7992,30.0053,26.0494,21.604,11.0907,8.59352,2.86853,16.6759,20.5458,21.2052,20.8501,21.2476,13.1821,11.6358,10.0362,5.30383,4.33167,1.41694,0.165887,0.168933,0.157419,0.138134,0.120682,0.159824,0.169707,0.181009,0.191386,0.203692,0.218584,0.0719833,0.0696575,0.0538246,0.0427574,0.035746,0.07264,0.0785555,0.0847637,0.0916156,0.103726,0.11188,38.1102,32.299,20.2003,12.5122,4.8608,-0.555808,16.2318,15.3946,12.5772,10.0158,5.45814,0.468235
