Row,Km2_HCO3,Km2_PEP,Km6_CO2,Km6_O2,Km7_PGA,Km10_GAP,Km12_DHAP,Km12_E4P,Km14_GAP,Km18_Ru5P,Ki57,Vm6y22,Jmaxy22,KaRac,tao_ActRubisco,Perm_CO2,BBslope,MRd,Vm6y23,Jmaxy23
SSA_00001,0.0700791244997545,0.03273294205735,0.0114235138071519,0.105152100262522,4.56450890112695,0.0616764040482449,0.507163036243299,0.228638269873458,0.398766281113633,0.0117907788370816,0.101238291985313,0.0576123249272793,0.641892972467233,32.3222846104678,557.116362208663,0.0232566012159475,2.87370184623173,2.59541302986212,0.063495365123828,0.316878885602445
SSA_00003,0.0313995799319749,0.0493551359310602,0.00625976535097547,0.131934990973266,1.56869097896689,0.117087345016199,0.543997121262442,0.206337460654169,0.0747426734566897,0.0387968599841776,0.137354676981583,0.0484461706784137,0.187993165771143,5.72387130173292,293.04644382619,0.631137548710406,1.95558042285517,3.18856207225667,0.0383324655912316,0.185728632502883
SSA_00004,0.0927327661300833,0.0275183412168939,0.0107962328035764,0.0827296022424255,3.53778910060747,0.0150946957703451,0.414691982622742,0.275434454300206,0.0213988791415784,0.0483610559277812,0.185018097780002,0.070481276048491,3.73958565379505,1.55019274600297,25.708150950341,0.292286850031061,3.08152075389586,0.716004699462383,0.27863550688256,2.88781048360425
SSA_00005,0.0972239239866469,0.0606551655359888,0.0225042435310672,0.18287290357482,3.1042633314224,0.031191904955491,0.205990062507883,0.301117301106369,0.0693562730130614,0.0721677938705717,0.383288880232499,0.0475067614283114,0.656699096430225,13.9045310960334,222.105672821607,0.0147952858852961,2.3740023850534,0.850245934072703,0.0448180510197005,0.468351750376343
SSA_00006,0.0446512229075242,0.248091493602928,0.00991180713159595,0.309471871340071,18.4428528784793,0.0321185727042116,0.234616626776743,0.0593821396329001,0.0576553182727476,0.060120055604001,0.0363121590696931,0.0287954849354017,1.1910449809195,14.111005307963,241.142348240676,0.148147293219423,3.04869531272712,0.753336354734328,0.0253754266912428,0.452850440158788
SSA_00007,0.0221916150165565,0.081498321335062,0.00272622241817918,0.211572881290535,0.932330900916287,0.014107314681593,0.325761881108653,0.990884259711969,0.0347767886727979,0.0394546249369916,1.07764706756692,0.0232236884807449,0.354848489862129,7.28279851146097,176.444291937029,0.361076502554566,1.76288935958409,1.36602673767317,0.0256900731932911,0.92153035983176
SSA_00008,0.0955622523509588,0.0250225888969249,0.0127730608969241,0.608207466697141,6.97781638462844,0.0381726325158299,0.302134715702985,0.381387885052089,0.0452889938934209,0.0438899043390292,0.213285006917919,0.0651479685928494,1.0541862627683,4.18088141678299,560.490594087657,0.122286685532417,2.93754201312347,0.350913394446005,0.0313869797636935,0.2040060749911
SSA_00009,0.0836723157677454,0.0593189417589363,0.0525944846129573,0.216223317932986,1.77888632628404,0.0340836923458189,0.268481451550974,0.202851431663387,0.126401345664393,0.197853036421,0.247608291944906,0.126911340301306,0.680849731692895,11.3802699840355,518.634414913722,0.0233362817632435,2.3426667355331,1.2806217992398,0.133747928640662,0.95569424583512
SSA_00010,0.0125588382937516,0.027127803861547,0.0208284343531385,0.166726554572599,2.04348667735521,0.0949668936629478,0.311710714758895,1.00170216101728,0.179266487580823,0.053819658948723,0.165183809212961,0.0582559880441498,1.06177389647017,29.3885454280427,92.7425399529868,0.361682907051153,2.03208975942405,1.47757407868534,0.149332576607002,0.336077174577449
SSA_00013,0.0145319289628261,0.0293516125603504,0.0240390684522668,0.116545320873217,1.47854780507328,0.010199759079491,0.756842629778537,0.0689124089763623,0.0305548125101146,0.0707194070520539,0.173126618889096,0.162614447175813,0.706215153158039,65.9907782458134,589.716457534184,0.0193370305947868,2.18664380845029,1.37759799004775,0.127590968397681,0.884068240238584
