"","Km1_CO2","Km2_HCO3","Km2_PEP","Km6_CO2","Km6_O2","Km7_PGA","Km10_GAP","Km12_DHAP","Km12_E4P","Km14_GAP","Ki18_Pi","Km18_ATP","Km18_Ru5P","Km33_NADP","Ki57","Vm2y22","Vm3y22","Vm4y22","Vm5y22","Vm6y22","Vm7_8y22","Jmaxy22","KaRac","tao_ActRubisco","Perm_CO2","BBslope","MRd","Vm2y23","Vm3y23","Vm4y23","Vm5y23","Vm6y23","Vm7_8y23","Jmaxy23"
"SSA_00215",4.2581423749478,0.0280901922838496,0.111689129030153,0.0186607942234858,0.224676392019482,6.48139943406992,0.0593449541194096,0.479439685078742,0.17624540457576,0.166673383953548,5.33814278992334,0.767947773326103,0.0503180389605028,0.0220616899562108,0.167524854755903,0.112524209238936,0.0919557545507187,0.0921933038137698,0.0794423665845335,0.0881014287673868,0.679415987237691,0.561423112656066,13.5015869486653,241.551237355634,0.169026174388727,2.99241713667033,1.70626597615897,0.141600384223275,0.096803203862098,0.0640206299952465,0.0605135137249252,0.085395189864885,0.537135566061703,0.554980966560901
"SSA_00220",4.59221641356608,0.0280901970792634,0.0635960288090569,0.0153670452259103,0.224306578990026,6.48135403473259,0.0593457004890824,0.479432729329828,0.162656214999318,0.165202527014824,6.05567357601955,0.767969846783972,0.0504041000179545,0.0413710038207188,0.178854735942233,0.100361898399389,0.0914354028983536,0.0933923797645619,0.0794415242195583,0.0881010193074257,0.679404698422619,0.561428061013403,13.5017947463187,241.551162299448,0.169028471790987,2.99093385016478,1.70220376374965,0.14137618917429,0.0968043837049397,0.0640207136530724,0.0605124869967703,0.0853934512193346,0.537130527856116,0.435715176599505
"SSA_00246",4.51367544401844,0.0280901757303155,0.112600505755416,0.0110085053559321,0.223691814175859,6.48138704183169,0.0593453947390747,0.479439354660489,0.171954744014451,0.174351576590302,6.19885801254348,0.767951052343727,0.0503987131287883,0.0355770696124788,0.156730217842838,0.10895936393975,0.0965697545063541,0.0939281850826643,0.0794421855449574,0.0881013992571688,0.67939607632801,0.561416870745467,13.50180523267,241.548596031741,0.169026583382132,3.00331145625246,1.71141560131483,0.140252589576509,0.0968037687977831,0.0640204309895833,0.0605137205600124,0.0853944309164695,0.53713600051127,0.548068284265228
"SSA_00261",4.4784661998358,0.0280905635340811,0.112540677048214,0.0129996073260542,0.226665041016649,6.48147177906888,0.059344999720033,0.479443817941024,0.15326917892667,0.129360123854369,5.28302944010434,0.767944370384569,0.050391665702395,0.0296939877633044,0.140894954913436,0.111485604468347,0.10378731645765,0.0934167782199294,0.0794419478797574,0.088101989963163,0.679403224510631,0.561413123477563,13.501545729196,241.549225537562,0.169025336653041,3.01020080157574,1.73152046125614,0.145200070460904,0.0968041127562403,0.0640204173681624,0.0605147954944864,0.085394726673849,0.53714548094896,0.478970400150303
"SSA_00263",4.57936083013051,0.0280905264629342,0.0904522090736937,0.015271819387829,0.225138573055315,6.48137117386057,0.0593449614922316,0.47943919906094,0.149506528271514,0.173050092626465,6.21984369608227,0.767961347824519,0.0504606592564172,0.0342413652799673,0.155373983422397,0.112037288353474,0.108215849505934,0.0929347511871914,0.0794424343938696,0.0881023284682871,0.679393470426702,0.56141993108833,13.5017360988538,241.551982387692,0.169026289603686,3.00114003607754,1.71114228534327,0.140483162001854,0.0968039358006582,0.0640212909156982,0.060514207360337,0.0853946089352727,0.537138917570926,0.491390663999774
"SSA_00281",4.50547252722291,0.0280903186187855,0.0846238555744311,0.0152933174862583,0.227140207037803,6.48140235807519,0.059344866670411,0.479434978485989,0.169659506542641,0.160424661870256,6.41376351447512,0.7679617544274,0.0504368039630932,0.0326603461921943,0.165966125764136,0.109028791908897,0.103925124334405,0.0917399965229904,0.0794425837045959,0.0881029513067535,0.679404558065593,0.561417161876899,13.501797279552,241.551210586931,0.169026852718484,2.99606301967721,1.70890314320058,0.139017783702001,0.0968034627093427,0.0640217574467683,0.0605150962856044,0.0853945764382651,0.537141176414218,0.56660305029495
"SSA_00285",4.51521663854507,0.0280903303698958,0.121501560301829,0.0151230561210348,0.226752681936289,6.48141795301895,0.0593449295583704,0.479438315038575,0.172624516916496,0.179007764254462,6.14841622394471,0.767949845398904,0.0504329067734154,0.0375253487625752,0.160287388514937,0.114685496256335,0.0965987364905482,0.0927153947375029,0.079441947079288,0.0881018395112316,0.679404359378699,0.561418585411584,13.5018268484108,241.552350726835,0.169025766211503,2.99897316086783,1.71357418718796,0.140821399489916,0.096801954811674,0.06402124086616,0.0605137222535663,0.0853940715335009,0.537141426539828,0.489587814116479
"SSA_00301",4.65644352384209,0.0280906398487903,0.0984266942381091,0.0140757414551353,0.223987688072404,6.48143027521807,0.0593449609064787,0.479445058914152,0.155459100407832,0.171094103493176,6.48309335144326,0.767953493655516,0.0504176709019026,0.0438592921745869,0.166073621336976,0.108634222503006,0.105663273094415,0.0938410453350568,0.0794434243341367,0.088101014712628,0.679412764979827,0.561417473509399,13.5018654642177,241.550211083296,0.169026676030958,3.00078297102353,1.70311755294616,0.140730918048976,0.0968022451461565,0.0640203693918437,0.0605140029930672,0.0853951697989785,0.537143148339824,0.480339572408195
"SSA_00308",4.46761419356797,0.0280894947998203,0.0936590195497699,0.0128312028750783,0.223939854960435,6.48127563488772,0.0593460959061139,0.479423338503172,0.200336633600918,0.132831525143437,10.0301469442909,0.767945802153644,0.0506217000080922,0.0413015058156501,0.227808257403774,0.133614392658876,0.0771105856694472,0.0961970243241507,0.0794420046811746,0.0881013215339871,0.679408353859174,0.561416952679424,13.5017012641776,241.553256357298,0.169023241225128,2.98063592382394,1.69921601537765,0.139576909897559,0.0967997758976308,0.0640209416619818,0.0605135550199752,0.0853937383817181,0.537128187488514,0.460436701916758
"SSA_00316",4.51791640607936,0.0280902454232949,0.125960311978771,0.0117140477279242,0.223810941731628,6.48143455828359,0.0593459872477848,0.479439059609845,0.161869244629175,0.188404394251222,5.95263746628327,0.767937070081994,0.0505452506488612,0.0347954799573597,0.164217086304576,0.0964194287944375,0.0929828295870062,0.0937520603805783,0.0794427106015829,0.0881023905061865,0.679390423524716,0.561419470227263,13.5016605554115,241.548453488289,0.169024665998355,2.99797065550599,1.71325697840074,0.139303415653985,0.0968035133236206,0.0640200320219124,0.0605126843773696,0.0853941215525121,0.537137776149026,0.466503212764043
"SSA_00341",4.8529897618668,0.0280905215722583,0.0606201635298604,0.0146036701373435,0.225730145609653,6.48147948411243,0.0593449271890551,0.479438187606316,0.169842198807181,0.151649913647033,5.29035413686741,0.767956659722299,0.0505290375989154,0.0276755405528949,0.147967138462209,0.0992941952970851,0.11407661143903,0.0921593977518714,0.0794431135349981,0.088103670057278,0.679394904803492,0.561419303032922,13.5015965224305,241.553990665873,0.169027017024813,3.00648417065881,1.71101198208113,0.141439957234134,0.0968041275114551,0.0640214872925068,0.0605143245396677,0.0853957921713121,0.537145143449686,0.495008246705499
"SSA_00343",4.59591752010541,0.0280902508162476,0.0708635106667123,0.0118109708615765,0.225282986960007,6.48131385786025,0.0593437211403089,0.479439801781542,0.171619573271271,0.144314755920037,5.85523578335528,0.767933724454974,0.0504075440633114,0.0379315736289962,0.15777495120356,0.117730784130057,0.103502769800859,0.0917727071892305,0.07944122703061,0.0881009953040457,0.679410658743031,0.56141736560222,13.5016482795903,241.550101692399,0.169027499763002,2.99476939575025,1.72206159307769,0.144349405005898,0.0968021804809016,0.0640205599053489,0.0605142696475711,0.0853953408955566,0.537142391082759,0.539896529324794
