"","Km1_CO2","Km2_HCO3","Km2_PEP","Km6_CO2","Km6_O2","Km6_RuBP","Km7_PGA","Km10_DHAP","Km10_GAP","Km12_DHAP","Km12_E4P","Km14_GAP","Km15_GAP","Ki18_Pi","Km18_ATP","Km18_Ru5P","Km33_NADP","Ki57","Vm2y22","Vm3y22","Vm4y22","Vm5y22","Vm6y22","Vm7_8y22","Vm12y22","Jmaxy22","Vm33y22","Vm35Mc_OAAy22","KaRac","tao_ActRubisco","Perm_CO2","gm","BBslope","MRd"
"SSA_00001",3.272458569607,0.0093980075856672,0.129863001076909,0.00985959136065655,0.26010875411305,0.0218739982316203,4.70353530497197,0.674494143017773,0.0527563576768349,0.477660458776327,0.212707686300901,0.113504088703972,0.0943718200599117,5.90720826683394,0.695501925916026,0.0404944771195845,0.0432003281265366,0.121863531142854,0.0891249223454111,0.0569474487708982,0.0560548327089996,0.0864675169669728,0.13660670863116,0.77172316004644,0.114093482268926,1.07248108442508,0.265908601928919,0.0945027425012041,11.9848724301089,248.143718004848,0.115959883538102,3.34944387033322,3.09113645395724,1.5392428664457
"SSA_00003",3.34189302915461,0.0185194854475882,0.129882160821916,0.026398948196547,0.260101529214383,0.0218730299780814,4.70348231482046,0.674494047858703,0.0527591933098161,0.477682089399527,0.212712797467612,0.113505430065579,0.0818508251619859,6.85143193494053,0.695493767035601,0.0451641224874041,0.0431950872050175,0.15071213975656,0.0891302755620664,0.0569466661234772,0.0591010383444785,0.0864674451578404,0.13660684946861,0.771723739118035,0.114605547616872,1.07248108442508,0.26590963722102,0.0945027425012041,11.9840334593971,248.141022234615,0.118069733423669,3.52935734154994,3.05365284362693,1.80277809525296
"SSA_00004",3.65496929366486,0.0165868554254102,0.129864250321656,0.00981773967984375,0.260103588403605,0.0218735188759633,4.70365487122788,0.674489832923204,0.0527561785523071,0.477678263490897,0.212705369197253,0.113509049216728,0.0889084285708775,6.09854214748311,0.695495041739769,0.0447705312034421,0.0431959986489364,0.138561573149994,0.0891263697355654,0.0569467574127189,0.0585545305348866,0.0864680562919125,0.136606770254063,0.771723917974461,0.114552989773816,1.07248108442508,0.265907502120572,0.0945027425012041,11.9841841256296,248.153704513999,0.118411305052966,3.01903674229995,3.07736131381758,1.65019433567218
"SSA_00005",5.30532862651939,0.0297124844951972,0.129870444057424,0.00870333978646108,0.260094605724055,0.0218726377090368,4.70362225601112,0.674521578125322,0.0527566928779279,0.477705535312884,0.212706667330379,0.113500502125611,0.0855450860609307,6.04821772983318,0.695467996754492,0.0428456500496665,0.0431959497242864,0.186881428442696,0.0891236264750128,0.0569463385169015,0.0556411027726383,0.0864668852840015,0.136606841093842,0.77172272821422,0.114206829897404,1.07248108442508,0.265907377748583,0.0945027425012041,11.9846464260675,248.163783802148,0.113769749016962,3.32761978290661,3.06804843682959,1.51062467137753
"SSA_00006",2.33696448301954,0.0468992801206657,0.129876983607559,0.0222676711111566,0.260095301486672,0.021873631991965,4.70354141752514,0.674492723460695,0.052757873487098,0.477637927243231,0.212713430845514,0.11352101855137,0.0890945802181052,6.05514549671582,0.695431751633305,0.0393954938895671,0.043196118939675,0.192655093202946,0.0891283279727685,0.0569463150002615,0.0560165580692471,0.0864675923508088,0.136606735253758,0.771725279433916,0.114638961089538,1.07248108442508,0.265908297164052,0.0945027425012041,11.9851713813991,248.141487745266,0.116511984333018,3.23545615100291,3.06088966938179,1.70595684565604
"SSA_00007",3.01519398678883,0.0136120629340106,0.129860897526497,0.0230009853578152,0.260094028081797,0.0218722146357796,4.70352597856693,0.674529769928979,0.052758878986419,0.477667074573682,0.21271181335493,0.113499770834824,0.0713143188479747,6.86449630177188,0.695465076285066,0.0751428176301536,0.0431956754403552,0.200785376518153,0.0891306124760971,0.0569471271646338,0.0642971849782338,0.0864678873325134,0.136606863162799,0.771722096267031,0.115422589240445,1.07248108442508,0.265908225546496,0.0945027425012041,11.9839137938302,248.129566475749,0.120159310758153,3.42413506168089,3.06826966774803,1.92049674469448
"SSA_00008",3.26582556394917,0.0637524192188876,0.129861417292555,0.00860031967985843,0.260093995890784,0.0218733476263734,4.70371487253589,0.674485959551863,0.0527576810065258,0.477686160311992,0.212709067651475,0.113507088435283,0.0986633920973251,6.34788203188791,0.695483941387206,0.0398387022895394,0.0431966847187986,0.153912307464991,0.0891298682957172,0.0569473391277881,0.058133904523873,0.0864676446962751,0.136606753637954,0.771725035590529,0.113961022191916,1.07248108442508,0.265908132904622,0.0945027425012041,11.9846781210375,248.13891887957,0.116334099038123,2.95879093188094,3.08897366448286,1.49835168435418
"SSA_00009",2.85106600141458,0.0151079672653795,0.129861705424648,0.0158762705286934,0.260104211560371,0.0218729018204273,4.70358531856528,0.674513099678728,0.0527550349566551,0.477673227902204,0.212704512046344,0.113501778029704,0.079047030364889,6.05668355904188,0.695452739540592,0.0425160302438501,0.0431981188092161,0.181696799892919,0.0891256346090668,0.0569463666819016,0.0717328363442921,0.0864668181447397,0.136606720239669,0.771724211121887,0.114156933100003,1.07248108442508,0.265911273688427,0.0945027425012041,11.9842666904987,248.144333339806,0.115583665552694,2.94385418450721,3.07259073221357,1.60413876292368
"SSA_00010",5.02715885689765,0.0214089020075332,0.129863393781816,0.0138285457096766,0.260100583863473,0.0218721503246897,4.70354381757494,0.674524847713816,0.0527576306093389,0.477659172777483,0.212710998139399,0.113521581306911,0.142160991259194,6.30780128699464,0.695521147362873,0.0398255491049315,0.0431978489866785,0.137803429946991,0.0891273195450189,0.0569464666174425,0.0628936040512662,0.0864683680893017,0.136606786814898,0.771725159591389,0.113587995201224,1.07248108442508,0.265909361321134,0.0945027425012041,11.9847877862462,248.145431420131,0.113996833282994,3.06123320926726,3.07473426812852,1.68158063823168
"SSA_00013",2.80791212020581,0.031278806164411,0.129870335235859,0.0108332249128375,0.260099324976646,0.0218736123700837,4.70363560361422,0.674515622479463,0.0527556519752933,0.47766572749619,0.212718826356051,0.113503070189221,0.0802718750034322,6.47826850550683,0.695459222764579,0.040388430464043,0.0431974563092371,0.137689974329513,0.0891266594099603,0.0569473692568245,0.0574125688004358,0.0864677182984963,0.13660673113377,0.77172469061987,0.114382534378917,1.07248108442508,0.265909042229522,0.0945027425012041,11.9842836423668,248.143177584457,0.116942727125008,3.14983406108804,3.07847678895251,1.59199157827405
