"","Km2_HCO3","Km2_PEP","Km6_CO2","Km6_O2","Km7_PGA","Km10_GAP","Km12_DHAP","Km12_E4P","Km14_GAP","Km18_Ru5P","Ki57","Vm6y22","Jmaxy22","KaRac","tao_ActRubisco","Perm_CO2","BBslope","MRd"
"SSA_00002",0.0457469566438524,0.257214801258823,0.0242743195295594,0.286259516430083,4.53629694380865,0.061637338495974,0.722888597606209,0.192301834114562,0.0980420483173278,0.0347644093383114,0.152086079831362,0.0736046289795255,0.982115363626303,18.8080605778684,211.493065695089,0.0996027281994368,2.99388824030104,1.27248022549091
"SSA_00011",0.0518297401453597,0.104885139837311,0.025891657340907,0.255037338025229,5.28476234152924,0.0600183340293274,0.458534713505697,0.281648576143153,0.12282856030025,0.0631585887234255,0.250483005249311,0.074536314057989,0.963004170235276,16.2660839304637,273.798224968279,0.100875826960818,2.62707166761245,1.14198963023847
"SSA_00012",0.0525397881734415,0.209337857441015,0.0230203709374281,0.249224577262447,4.78360235587241,0.0563894570997686,0.688432908544973,0.216790368952054,0.132721182366936,0.0472272646977633,0.227800507950393,0.0722909104254875,0.929092981848684,18.1389532385015,184.085675897177,0.153474708789681,2.82393481852372,1.4091902882633
"SSA_00014",0.0526578691581752,0.201063021992097,0.0250020483899795,0.277265156634116,5.09115809468783,0.0624952153073179,0.485464747418733,0.218640816879231,0.165546190129068,0.0666391676157257,0.191125038452692,0.0689409608329984,0.940074250206912,18.9453877174356,197.439993272453,0.105690587718949,2.89647656603546,1.26863611164188
"SSA_00015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SSA_00016",0.0486417023456149,0.161440357757698,0.0213986933134934,0.222297563919622,4.26513889230679,0.0542970671421064,0.505668546362528,0.218410336996654,0.151213772346022,0.057914003270121,0.249621175438812,0.0751751709170037,0.987064694834266,21.4656067948665,250.688653540842,0.116097699419991,2.72032774612016,1.24105440327164
"SSA_00017",0.0564504736989213,0.166766282323041,0.0225799743474866,0.293237138507402,5.08105686636888,0.0701718933723204,0.651539139014638,0.289768895887267,0.12549681066363,0.0557825664713683,0.220864363060003,0.0713478212799523,0.954341765201978,15.9187681964203,217.70508527521,0.107660127133465,3.02825347965916,1.25373043659588
"SSA_00019",0.0424765046806547,0.20096028822092,0.0228877412195611,0.208206997903909,4.02553342492915,0.0442401826547815,0.34162196399116,0.303886513177732,0.071999423125778,0.0511201414112662,0.208821683716267,0.0678585491363053,0.998931307432747,16.2954019921104,187.201535657131,0.145270313843539,2.85248946249209,1.00583635257919
"SSA_00020",0.0516684223788538,0.173686303316321,0.0215521431628872,0.253701083519098,4.7745072895855,0.0514244596885696,0.330807771812402,0.275388223027863,0.116485535164403,0.0649572681348668,0.140071509010442,0.0744211313750477,0.985026084142317,17.9399858677031,235.050163635024,0.133439643753079,2.83426984857776,1.33968262517368
"SSA_00021",0.0556858928644173,0.143795527183568,0.0276696728522801,0.300987753386417,4.70626175788213,0.0706079428129529,0.629951291374746,0.337907328791305,0.114959318612431,0.0582597217554867,0.21159736444962,0.0684140471258103,0.974537243853202,18.3362174690258,231.854855665655,0.136531814095499,2.9354919386458,0.895267219066606
