"","Km2_HCO3","Km2_PEP","Km6_CO2","Km6_O2","Km7_PGA","Km10_GAP","Km12_DHAP","Km12_E4P","Km14_GAP","Km18_Ru5P","Ki57","Vm6y22","Jmaxy22","KaRac","tao_ActRubisco","Perm_CO2","BBslope","MRd","Vm6y23","Jmaxy23"
"SSA_00002",0.0409378559702504,0.257876424016932,0.0228106529075977,0.280779578582031,4.40628044037057,0.0599306677519655,0.72955105254954,0.18685640723112,0.111916997571219,0.0404921947039702,0.150674926160842,0.0654396608107726,1.01106520182939,17.6290544467922,206.427615205024,0.103455476841504,3.06099142249028,1.22245802872734,0.0783827353714733,0.549452607274605
"SSA_00011",0.0465087851483472,0.111559919327093,0.0261803311275623,0.263724911408147,5.20495706412549,0.0613102492400133,0.510439547350052,0.274845343114139,0.112641300172353,0.058687774420491,0.247415990168285,0.074514923851222,0.826041803900011,15.6037613848823,256.270612509712,0.104857749943118,2.69738412814483,1.20687523046813,0.076174598125021,0.645764034269291
"SSA_00012",0.0521605896564753,0.191284038354727,0.0232336629461521,0.219563121595391,4.95580761587918,0.056839173938043,0.656481560581486,0.192603558442761,0.126987310924786,0.051097344401011,0.208960874661224,0.0673565279630156,0.665131728728271,20.5735401776909,185.488253399189,0.138200635615556,2.84612544159274,1.29873714117746,0.0607911699569366,0.612013875581248
"SSA_00014",0.0521490885460644,0.19477819957366,0.0254425923578143,0.280061318297241,5.6779125688794,0.0586642910629568,0.454101566016898,0.240730847806649,0.157093710449202,0.061310596688177,0.192940665975215,0.0653496030647472,0.777488264245443,18.1915120918054,202.210412681786,0.107636597879843,2.87065235893057,1.30999508612286,0.061643578430036,0.563627428233062
"SSA_00015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SSA_00016",0.0506657710729736,0.162368229384343,0.0246023053379466,0.20711446741445,4.17887057229299,0.0535445893170103,0.503506776649007,0.252447527202562,0.148252912988172,0.0610744400629896,0.246290483613854,0.0724368287210313,0.85890636891219,20.1651180706756,235.692442010755,0.117418577136199,2.76961219227083,1.28941546226526,0.0715314645910261,0.746923386800921
"SSA_00017",0.0540984669174991,0.159751442880482,0.0246104597631429,0.259227558180498,5.16521803961082,0.0743224812850461,0.658544498769484,0.258115899328242,0.121122382685512,0.0541062290746267,0.222758137482521,0.0659479371741154,0.832539918037419,16.9539078774157,226.418912425872,0.119836986444477,2.96158333711766,1.20500178167158,0.0700398634365201,0.577967810287468
"SSA_00019",0.0454351320918555,0.189013995667938,0.0236622854988865,0.227447865118927,4.64012877007384,0.0455308206121025,0.373133673843271,0.302302731339142,0.0760934503112006,0.0559526008450022,0.235337888744194,0.0646846903288897,0.944756988332026,16.3162636162414,190.196147265305,0.146741743076747,2.82540708871692,1.00844320886831,0.0536249393232233,0.676945991258993
"SSA_00020",0.0522202361626396,0.158934369698263,0.0230360462495774,0.225817819652135,4.75921664380338,0.0479920247015402,0.34791818876494,0.258871017788076,0.10325811468157,0.0618319638669269,0.152354331303517,0.0759780517581422,0.864610068089093,15.6865746897064,255.517222311682,0.12674642555421,2.88454877673862,1.35313378734944,0.0633897783096504,0.627822971292971
"SSA_00021",0.052654637824941,0.147833557136261,0.0275160867791201,0.283884101663252,4.75419833584801,0.0710942728669337,0.589134688865951,0.318297507295779,0.127648484864579,0.0576673399151378,0.207307148655354,0.0576907218850087,0.83432345476957,16.5315927879713,234.339069049698,0.131452072400031,2.91605415446224,1.05685512831908,0.067286446128989,0.647930974762233
