"","Km1_CO2","Km2_HCO3","Km2_PEP","Km6_CO2","Km6_O2","Km7_PGA","Km10_GAP","Km12_DHAP","Km12_E4P","Km14_GAP","Ki18_Pi","Km18_ATP","Km18_Ru5P","Km33_NADP","Ki57","Vm2y22","Vm3y22","Vm4y22","Vm5y22","Vm6y22","Vm7_8y22","Jmaxy22","KaRac","tao_ActRubisco","Perm_CO2","BBslope","MRd","Vm2y23","Vm3y23","Vm4y23","Vm5y23","Vm6y23","Vm7_8y23","Jmaxy23"
"SSA_00002",6.04372275834836,0.036587757500754,0.0889769560547767,0.0121868671725204,0.247403951169814,7.8606565423362,0.0629309511408978,0.39847479232573,0.159159240801882,0.1715051945432,5.01199807886722,0.844511515717912,0.0554133453516542,0.0271579543556864,0.0922983383709098,0.106636110442183,0.153798562420329,0.0802872386102225,0.095829094055456,0.110182476839696,0.489827251009989,0.502315707300704,9.03388639993422,325.729270636222,0.162744688373554,3.48279124478281,2.08844013626855,0.130500076195557,0.14488896821982,0.0788909113564122,0.0908925230652909,0.0978538613289695,0.685864359283251,0.587976324094303
"SSA_00011",4.66632223402217,0.0221142518554309,0.11442656332104,0.0110442458363581,0.176339073693021,7.02715976405702,0.0584711801630626,0.511339094086032,0.145829829610118,0.147122706619432,8.15748762067498,0.754845687117826,0.0487935562460512,0.035016769785505,0.174138213100025,0.126823601757794,0.0947113972819484,0.0954113645303716,0.0901711007513549,0.0718598077184683,0.669248399623876,0.475940109505375,16.4700414027808,248.220365278217,0.15344696099548,2.79051133376612,1.58777381547852,0.118830785112237,0.0902739035072347,0.0668851752770528,0.0584524504128197,0.0997240706083275,0.481283816091676,0.504110146478838
"SSA_00012",4.61489059686469,0.0275211439454354,0.101301463072485,0.013257794681578,0.228449527543638,6.12690596778075,0.0493893716157216,0.458032358902018,0.148209378876428,0.162844546475764,5.147148774219,0.699085713231019,0.0526669269924087,0.0397137408576173,0.154012997023394,0.145594158305947,0.0923137334976342,0.0770781783230548,0.0556864837163322,0.0942695536188768,0.644117336331114,0.521166348336704,14.9612288349201,236.793500996966,0.177412172942183,3.15269855594625,1.83531556388823,0.11492936472194,0.0872579157418706,0.063165755714633,0.0624838693311912,0.08070550213807,0.547412351691459,0.474700938539038
"SSA_00014",5.26849716174964,0.0276911044550343,0.101506288708925,0.0157935429935037,0.245847664476361,6.26177200950754,0.0584002739301549,0.509646721984446,0.157304582110743,0.172458134517584,4.9451340369775,0.805413961240161,0.0509470233768795,0.0270322230020019,0.138042214116388,0.110983166698142,0.0985565367617489,0.0897741686278849,0.0549637710169387,0.0949914805510783,0.682231344329609,0.55384022795968,16.5528884028205,241.308081382335,0.163648467006678,3.09539714072983,1.78762561698656,0.148762912263261,0.0996572773399755,0.0702503088324776,0.0702222469459098,0.0734536521724616,0.568315108375519,0.417678284633283
"SSA_00015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SSA_00016",4.41023799781895,0.0258506100383144,0.105114681312031,0.0172438568186816,0.258185183376105,4.93684231708422,0.0595208863865678,0.431489624179547,0.164356605495189,0.160246327596941,5.5527874960529,0.825632640890813,0.0453259578976923,0.0356727300398852,0.138338913495573,0.158654499537015,0.0711362840423346,0.100485913265361,0.0741798500588981,0.0812033646269066,0.691034937450785,0.63294534074664,16.9759982197802,261.792703108847,0.181033150696108,3.0204304223321,1.77240317529994,0.158535861905128,0.0999717854234646,0.0642608482285707,0.0550048065024371,0.0856325168478871,0.458704372223859,0.47372545718796
"SSA_00017",4.17900352361141,0.0276280445767008,0.0786426528664041,0.0131882363926997,0.221578834863224,5.67911733329543,0.0674224963497121,0.424029689166178,0.148716919353447,0.159551713571829,7.5518684459478,0.839196329050828,0.0466444903662925,0.0426127228888742,0.17863196447301,0.105347622353342,0.0688674362075768,0.105218265618839,0.0735051054641432,0.0932468826448149,0.732390381873892,0.664745034627082,12.7844559246158,267.130152826393,0.167230475986162,3.07483312137421,1.59023866720011,0.124761374465588,0.075441029002059,0.0678545922960401,0.0745075080261636,0.0920224329218971,0.502456972045286,0.487154259361137
"SSA_00019",3.56130356740417,0.0228806298377699,0.0840242119564242,0.0159216247816092,0.268075679070944,6.45008638243729,0.0598533478113055,0.452266532483526,0.1774623321644,0.141532524963115,4.79308753260351,0.764321377551065,0.0437546619402134,0.0289586868262717,0.155990079099721,0.0681398295044519,0.0912194678129575,0.0847110664137269,0.0870625157420336,0.080028484805973,0.769010321500513,0.542283630212575,11.6366871971308,280.88036368449,0.174823508409265,2.82160051471707,2.02839433533773,0.172278586447672,0.130197875938939,0.0543534981792571,0.0725947475208672,0.116990209329563,0.563993305790443,0.72935069381447
"SSA_00020",4.52537849786903,0.0295408715029012,0.0926703407936096,0.0155634323133967,0.218302291882037,5.44302696365806,0.0660748773639746,0.413807004948149,0.149668817511265,0.158378521614631,6.03882843124008,0.991661693268197,0.0553232148640755,0.035873726541674,0.154030864914109,0.102527077247296,0.112289327977994,0.0876246612435964,0.0781150305123638,0.10040859413445,0.634801190799602,0.684180986921382,15.0655006181403,259.687088488732,0.148208469729671,3.02929145202523,1.84944547421375,0.132527360578097,0.124014542785127,0.0629173669774044,0.0522526863084089,0.0736780574467382,0.482516347558615,0.447822785852182
"SSA_00021",4.87199832627796,0.0246145667358615,0.112731050889975,0.0137887631907519,0.192523442079377,6.47836195001735,0.062376970761703,0.460944126134311,0.163422053971061,0.14826799812056,6.24322173268213,0.82365267830509,0.0500035146229295,0.0380534787012388,0.175690544495307,0.0980608189761693,0.0938494789581725,0.0967612430903941,0.0753128824792339,0.0772138538607659,0.798911561773288,0.564480556726056,13.7599399568955,273.441764818231,0.155691622246963,3.04115527434931,1.60718186831752,0.140763802018627,0.0884545591394331,0.0824944745837965,0.057309187519851,0.100996989547719,0.536816129455174,0.404570246464204
