"","Km2_HCO3","Km2_PEP","Km6_CO2","Km6_O2","Km7_PGA","Km10_GAP","Km12_DHAP","Km12_E4P","Km14_GAP","Km18_Ru5P","Ki57","Vm6y22","Jmaxy22","KaRac","tao_ActRubisco","Perm_CO2","BBslope","MRd","Vm6y23","Jmaxy23"
"SSA_00208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SSA_00215",0.053302628231459,0.163272548752136,0.0253154111149314,0.243124029223519,4.54243017617284,0.0576251777972399,0.549298898449763,0.254987930946882,0.116191860410107,0.0532555343526231,0.20065647904553,0.0703482252470519,0.78691413592255,17.0808977831827,218.725110786666,0.118142513406204,2.8538795340398,1.29440251117377,0.0764881463221078,0.684520053661987
"SSA_00220",0.0533022245941118,0.163274794660085,0.0253153277527492,0.24312637046819,4.54246411459741,0.0661151082842814,0.524736495765627,0.25499201798393,0.116082125799724,0.0532553391517667,0.215701286739333,0.070356931734194,0.786923011468678,17.0810827241136,218.726762350712,0.114010548938726,2.85388210598228,1.15993573943659,0.0764613437258427,0.609679578592242
"SSA_00246",0.0533030613362063,0.163275048029173,0.0253153396429946,0.24313124317975,4.5423706653432,0.0584460616257875,0.607822782971691,0.254993230348778,0.112724409997916,0.0532541014455516,0.219762940002013,0.0702508164261183,0.786918286785506,17.0808916766549,218.726499861794,0.0724795867530382,2.85389089842923,1.15045981841548,0.0569824271304666,0.56061433798983
"SSA_00261",0.0533032727204304,0.163270390314091,0.0253154251285074,0.243136891638684,4.54234180576857,0.0559807817617092,0.566165326141488,0.254989873332312,0.119933995113173,0.053253650313426,0.202428472071722,0.0701813655434646,0.786928143685135,17.0808958736327,218.726242580045,0.1730231529217,2.8538973787485,1.19410536101826,0.0649943525624481,0.559787502125448
"SSA_00263",0.0533025357395313,0.163275553871347,0.0253152636147275,0.243128171873857,4.54241903365871,0.0585095998682619,0.535626296270053,0.254990855126788,0.117465447442296,0.0532547625321397,0.212029895985919,0.0703173835890592,0.786921167065013,17.081006487123,218.727729941878,0.114688663893873,2.85388699607929,1.22727119436866,0.0711387354530472,0.610828851613908
"SSA_00281",0.0533024046389116,0.163276914175729,0.0253152252828608,0.243124983884445,4.54241541065345,0.0530328158475317,0.524659220979099,0.25498864584523,0.117138006802652,0.0532549634484067,0.210084399925918,0.0703473699802754,0.78692004115114,17.081207261261,218.725864592721,0.119363523663266,2.85387458926961,1.01675481875666,0.0742475455373762,0.611119314772467
"SSA_00285",0.0533025211507083,0.163272068638426,0.0253152038928023,0.243126504015702,4.54240251559333,0.057163876474728,0.545091284602464,0.254992823988312,0.116708471533558,0.0532548207610924,0.218398579985214,0.070293110727018,0.786916189658383,17.0810328875035,218.725800022358,0.158464028520844,2.85388390226743,1.20873546815249,0.0728500361672697,0.608480866329296
"SSA_00301",0.0533025104221851,0.163274860432747,0.0253157832958641,0.243130914318858,4.54240333780618,0.0625555045662492,0.590530375756641,0.254990274783504,0.116315983085559,0.0532543857840983,0.224700583366514,0.0702940316717557,0.786916864415389,17.0807934142826,218.727220951631,0.167700451173944,2.85388544854158,1.21391700305718,0.0609371599713267,0.612596440667091
"SSA_00308",0.0533021189436939,0.163264833567374,0.0253158026735014,0.243125896068931,4.54242615978154,0.0823432674772181,0.52085221420247,0.255000235606224,0.126805082468084,0.0532529625992926,0.203623411481435,0.070191392160325,0.786896786488035,17.0809294056723,218.721708328275,0.193907976764227,2.85387975572116,1.98038209378238,0.0528616035302427,0.729246959890197
"SSA_00316",0.0533032546851916,0.163269867059078,0.0253151506990315,0.243124981288761,4.54227736246624,0.0532411220335695,0.51270554211293,0.254993661823176,0.107380768114729,0.0532551711173008,0.219940072129538,0.0702215322911717,0.78691406961361,17.0805211905858,218.728848918984,0.150536336896652,2.85388552610935,1.29210432330034,0.0701013789042728,0.615936572674926
"SSA_00341",0.053303360673867,0.163275524054901,0.025315193180438,0.243130091057886,4.54241760283895,0.0588357223708681,0.573641824718287,0.254984615553251,0.116196955200499,0.0532558697869768,0.210656791522871,0.0703519429104418,0.786946445338123,17.0809899716251,218.730921318279,0.0961275885708322,2.85388817547545,1.05105500126599,0.0854801638890007,0.623438597323278
"SSA_00343",0.0533025244580368,0.163274660875586,0.0253153344101721,0.243128027365724,4.54236100630149,0.0550421037055934,0.505806937609228,0.254987115225655,0.121091332295784,0.0532540101600339,0.202480103608046,0.0702398601559159,0.786920148589065,17.0808914850174,218.728967711802,0.0913758488147587,2.85387229667424,1.2576209520521,0.0699446923291961,0.567760128289315
