"","Km1_CO2","Km2_HCO3","Km2_PEP","Km6_CO2","Km6_O2","Km6_RuBP","Km7_PGA","Km10_DHAP","Km10_GAP","Km12_DHAP","Km12_E4P","Km14_GAP","Km15_GAP","Ki18_Pi","Km18_ATP","Km18_Ru5P","Km33_NADP","Ki57","Vm2y22","Vm3y22","Vm4y22","Vm5y22","Vm6y22","Vm7_8y22","Vm12y22","Jmaxy22","Vm33y22","Vm35Mc_OAAy22","KaRac","tao_ActRubisco","Perm_CO2","gm","BBslope","MRd"
"SSA_00002",2.96216025118841,0.0427842015443955,0.129863334928761,0.010690950161126,0.260102204137682,0.0218736646476688,4.70369121895299,0.674492145534593,0.0527582290626895,0.477699345597613,0.212709237835605,0.113502930818335,0.0873343192024247,6.30325474367943,0.695494983448806,0.0450531292241027,0.0431969601079209,0.126818637905055,0.0891285364688115,0.0569472519939025,0.0604640533439243,0.086467139864813,0.136606751455968,0.771724264691501,0.114180031666942,1.07248108442508,0.265908827180529,0.0945027425012041,11.9845921385594,248.142341536146,0.116569976463619,3.06383059627167,3.0950146274278,1.51368317003756
"SSA_00016",3.06702525039862,0.0239104449401805,0.129869666560731,0.0128057110041226,0.260093672595954,0.0218729051491831,4.70357414333859,0.674498631157142,0.0527571659579331,0.477677428390411,0.212709062640427,0.113506138689605,0.084837783986725,6.34507798796989,0.695479406896994,0.0439802099124281,0.0431977120837106,0.169562376745635,0.0891277778057721,0.0569476461508646,0.0577744456390541,0.0864674404765881,0.136606785438513,0.771723566374739,0.114724111404999,1.07248108442508,0.265909073400389,0.0945027425012041,11.9845612710836,248.142378698368,0.116862588573727,3.19711198254299,3.0740022215812,1.6701074471824
"SSA_00031",3.23095709453741,0.0198960654191838,0.129866495912772,0.0145232216142736,0.26010149456087,0.0218731064063642,4.70353272626125,0.674504976229048,0.0527575839847349,0.477669866419533,0.212708335966279,0.113505920551326,0.0824300634298899,6.31106195101948,0.69547562121668,0.0502617929577869,0.0431968768185317,0.159268357006465,0.0891254306544029,0.0569469288709413,0.0589586467213002,0.0864675048587195,0.136606789278685,0.771723404041231,0.114468187711741,1.07248108442508,0.26590845654437,0.0945027425012041,11.9843789286552,248.146249562312,0.117288488923047,3.22979429285412,3.08117502273205,1.65632249366061
"SSA_00038",3.45158730359156,0.0398816116145115,0.129867719332695,0.0158766190584199,0.260102993293044,0.0218736293786723,4.70365826637274,0.67450904237189,0.0527572061751027,0.47767361863631,0.212709992737745,0.113506386536007,0.0866274456279013,6.32874999385404,0.695475069463174,0.0433911013884729,0.0431970288406301,0.164632697452043,0.089127918832747,0.0569468987432219,0.0600135747831364,0.0864674106864467,0.136606781898821,0.771724166324851,0.114284821903985,1.07248108442508,0.265910154048614,0.0945027425012041,11.9847044624318,248.144933726388,0.116494673476888,3.22604064759557,3.0749763307252,1.56110159332638
"SSA_00055",3.72079110651255,0.0303056485025925,0.129866595190526,0.0176611095947975,0.26010158441595,0.0218728379393061,4.70350869210391,0.674518720838808,0.052756492608699,0.477672061543318,0.212710210568772,0.113506198565802,0.085005567739685,6.50633351913309,0.695458933710654,0.0416283491962981,0.0431967910958394,0.160840215926415,0.0891271054166153,0.0569471245982918,0.0604807576783243,0.0864676405557896,0.136606778137566,0.771724047988311,0.114469827591066,1.07248108442508,0.265908773918748,0.0945027425012041,11.984302102191,248.144935685652,0.11631990721826,3.06497608682521,3.07641200234644,1.65802349669847
"SSA_00078",3.18803306859647,0.0170785832923045,0.129870604558936,0.01570174147658,0.260099241526918,0.02187294066351,4.70367504056968,0.674497824673913,0.0527564099789049,0.477671973494513,0.212708384652847,0.113506478314741,0.0857312781448206,6.19070655937364,0.695474846527974,0.0441797064100733,0.0431972396447141,0.17048851521347,0.0891269363623064,0.0569471499474084,0.0627940354148652,0.0864672220465515,0.136606784960069,0.771724169204637,0.114495459081487,1.07248108442508,0.265908550931041,0.0945027425012041,11.9845976997556,248.14931249512,0.117200726986364,3.16597771694432,3.06917713917558,1.64245968983257
"SSA_00083",3.13916577370234,0.015675839061527,0.12986867093798,0.0135510736579489,0.260098167747686,0.0218730340044559,4.70367527209863,0.674490953616827,0.0527578471021358,0.477670760475842,0.21270650504646,0.113504657946686,0.0806574787371325,6.30256241526509,0.695475006018197,0.0466833337417082,0.0431967090824633,0.1609949010777,0.0891285865334907,0.0569471207525747,0.0604225029858695,0.0864671084649357,0.136606771681532,0.771723675797257,0.114473846287093,1.07248108442508,0.26590796178874,0.0945027425012041,11.9847733940261,248.144489848171,0.116672522736563,3.13970158086974,3.07858532014763,1.66397296151111
"SSA_00111",3.17352246409865,0.0236064655221493,0.12986523102691,0.0119836727740585,0.260099445744369,0.0218729307363742,4.70363469889133,0.674497954962162,0.052756865687673,0.477674689401481,0.212708593015754,0.113505363944806,0.0907915421435475,6.15719532622677,0.695489466234568,0.0420846081599436,0.0431974967065393,0.159913631645805,0.089126750867394,0.0569470328145052,0.060489182254582,0.0864671506894133,0.136606759604819,0.771723780222975,0.114052287139942,1.07248108442508,0.265908545147073,0.0945027425012041,11.984845985772,248.147967572323,0.116069525390134,3.09006074593397,3.08181236200129,1.56875756027686
"SSA_00114",3.107093972104,0.0242777579957529,0.129866212270058,0.0167494746528064,0.260099012796262,0.0218729373581996,4.70356765138646,0.674515691865236,0.0527571820051338,0.477673945120979,0.212711631648292,0.113505805381578,0.0876273287030237,6.29589236345483,0.695466177129904,0.0453962801933012,0.0431966216378815,0.183357007954446,0.0891272268037305,0.0569464792253477,0.0630655129896748,0.0864671967505934,0.136606781657559,0.771723972200666,0.11441791508909,1.07248108442508,0.265909490171012,0.0945027425012041,11.9846120721276,248.144325171407,0.115876865534891,3.25352958964402,3.07299895071338,1.68850769642969
"SSA_00246",2.94542896777447,0.0270818486811485,0.129866837328215,0.012580910672362,0.260102050732009,0.0218738900823779,4.70359249441266,0.674494660617544,0.052757713998097,0.477674884014162,0.212710575682912,0.113504962754563,0.0810502323096849,6.37739631034853,0.69547243689741,0.0434437244398644,0.0431968014187948,0.15409349437873,0.0891268594460878,0.0569468864181181,0.0589246630935446,0.0864675879333483,0.136606762328214,0.771723798141162,0.114431239322676,1.07248108442508,0.265908774062177,0.0945027425012041,11.9845717085421,248.14274849386,0.117122267685746,3.26346094638899,3.0840127329101,1.60794032794552
