"","Km2_HCO3","Km6_CO2","Km6_O2","Km7_PGA","Km18_Ru5P","Ki57","Vm6y22","KaRac","tao_ActRubisco","BBslope"
"SSA_00002",0.058853897037731,0.0218602585742971,0.320582553895061,2.49246519224093,0.048631015185434,0.253337311871677,0.0609709602789567,13.3485069446112,308.527727622041,3.05082263539708
"SSA_00012",0.0561695487748349,0.0192064812484189,0.206467290661675,3.26886630662873,0.0509681877040064,0.218522767535942,0.0625164981363303,12.597158695585,282.916617945302,2.90763624741802
"SSA_00014",0.046631115212278,0.0254922151450993,0.345745657784323,2.83528659247861,0.0309130097294432,0.185824379650542,0.0623000417831379,18.0134346277954,240.209781840953,2.92612403874406
"SSA_00015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SSA_00019",0.0634591834173149,0.0184524074618675,0.311701237133343,1.80131414725313,0.0559491630874573,0.183947736117845,0.06195876690299,13.8160711436355,301.543110976337,2.90604537257459
"SSA_00020",0.051075579045102,0.0170593696410447,0.254972449975052,2.07732252505941,0.0415369265212034,0.211101346755259,0.0619108234703437,15.7050686891525,312.888042963056,2.63462049739138
"SSA_00021",0.0591791739439236,0.022363958294098,0.380727327863858,2.28033063155407,0.0443457027201161,0.22893865889061,0.0618744452103831,12.5247381289816,230.266292402475,2.9778324298134
"SSA_00022",0.052991852086342,0.0210150384971969,0.299738794755427,2.63560726195278,0.0480970324579852,0.22616663177955,0.0614150571047262,15.5966594071655,285.383298928054,2.81160708276904
"SSA_00025",0.0502328146379624,0.0201335854246148,0.279820312418979,2.72417127085973,0.0457109293563376,0.227274873199326,0.0617753951704863,15.8815521465037,238.711655410722,2.8254115094266
"SSA_00032",0.0539393185323358,0.0251457775316348,0.320817106639592,2.11652037306638,0.0402625025485577,0.233121904195636,0.06087387708167,13.8578284472583,267.738437751073,2.8161562783828
"SSA_00034",0.0586197423239885,0.0182847404422763,0.25163819213133,2.46259565541531,0.0495047918860348,0.189333351744731,0.0619689843334242,13.3501394686881,277.871310725852,2.70596037842137
"SSA_00035",0.0501876414944351,0.0192593913019682,0.260742302413359,2.98616044466766,0.054403829535004,0.192353875611953,0.0612986426870495,15.3273446505454,239.279667364245,2.90557378277337
"SSA_00038",0.0520706582798442,0.0223261555252633,0.308388985177687,2.73114874009757,0.0398378706350605,0.226380360369268,0.0622486428502953,11.0660733503877,266.294368454651,2.77483276611415
"SSA_00047",0.0493810869663405,0.0172644244745355,0.252955781250731,2.93109499558021,0.0402354802690553,0.203719038063628,0.0622139215625275,19.6235758453752,253.946091577209,2.70730831273772
"SSA_00048",0.0465835202605011,0.0220511726979307,0.281161501713054,2.99267014159704,0.0377815296148372,0.203837341607252,0.062358383838726,16.1798188081763,240.118971327421,2.83963451546735
"SSA_00053",0.0521621419630429,0.0204920226622716,0.287709821819603,2.8172705828175,0.0400939984121995,0.196477588613603,0.0614756926149315,13.1877897449634,270.133529917918,2.9127331425486
"SSA_00054",0.0511564016202953,0.0211965454954503,0.233979724263815,2.55972665500653,0.0487662057007043,0.195535071430228,0.0629414117552145,17.8160036340803,288.788761705021,2.83888097468922
"SSA_00056",0.0631469217437119,0.0162182205179089,0.243427705157607,2.25793522676424,0.0507823536096308,0.254884776590191,0.0608832865894842,15.5471206389295,300.920439925416,2.84169535107895
"SSA_00059",0.0520214750441882,0.0149720083450626,0.174664371323126,3.19020464198058,0.0478017011109625,0.193244746354336,0.0617841156523517,14.3200927630268,340.858408893584,2.8163592718086
"SSA_00063",0.0547586166196316,0.0177651028996217,0.295565360119431,2.31488555025425,0.0455175660831899,0.226869160906487,0.0610858948350918,14.2681611488169,275.847428517448,2.79289907593461
"SSA_00064",0.0611636793262856,0.0208541819450996,0.297052132956875,3.33536641555358,0.0466970797270261,0.177530318007666,0.0630802794874208,14.0341079803808,269.416545553615,2.98847346431962
"SSA_00065",0.0511394594661495,0.0205621667706257,0.343095656366513,2.71133296109088,0.0379272945919396,0.218151343953673,0.0610364730883906,11.4433498915854,268.742567266985,2.73692778575799
"SSA_00066",0.0478128037402677,0.0165704221883221,0.341538607359833,2.01983596306108,0.0601347625419562,0.262721122055782,0.0614327064613338,13.5595243972606,302.059069489915,2.51826036417818
"SSA_00071",0.055456400037076,0.0193600026792373,0.302672529688684,2.76515344561192,0.060540844893332,0.26168185571899,0.0628608042389362,15.0315561635587,269.232129521971,2.73665547246695
"SSA_00073",0.0459675068545233,0.025072099210809,0.288203608848786,2.90869211288278,0.048343673509529,0.160630372344855,0.0618450316882869,15.255629009802,292.38953995178,2.81262794461763
"SSA_00078",0.053841214272315,0.0186670623752827,0.27860099397322,2.88794171378519,0.0435349056782451,0.231122979558229,0.0610164898341737,15.0193077495446,298.456381576118,2.65924883056517
"SSA_00081",0.0543905236634505,0.0138254779943117,0.275491808244621,2.78127290310069,0.0520320219821588,0.214957663162305,0.0610564105242086,14.0379919250088,252.997382646323,2.88335473445813
"SSA_00082",0.0602248957953526,0.0228658964803265,0.38519138361854,2.56989358119481,0.0460229576980804,0.238225779665394,0.0628475024202525,13.9695021374629,235.638567855047,3.01610492376477
"SSA_00083",0.0562600852329034,0.0245946126425679,0.275949203840328,2.57275156475291,0.0475821692747571,0.20670018806614,0.0615110792492251,17.4828615150626,256.719593589266,2.89212751633456
"SSA_00085",0.0527273554493041,0.0226349096648214,0.237993828287429,2.58416413136663,0.0500632618875849,0.216194222935396,0.0624926556906444,15.026364224244,297.235474730333,2.97320729889281
"SSA_00086",0.0557564766396288,0.0223837437339065,0.327108850833968,2.34826851292114,0.0372046039304192,0.19984170860151,0.0615565440679323,15.2642612526339,386.83485139019,2.91235008792095
"SSA_00088",0.052952884912168,0.0267064188290931,0.321421194729031,2.48185938921099,0.0548181420327241,0.22098980560534,0.0606621182316092,13.8592169687029,282.333813970269,2.7523004674643
"SSA_00089",0.0572115303646233,0.0205030035436032,0.348318079759517,2.34178857034466,0.0492520090282099,0.21919844193518,0.060739720832963,13.6458918849659,322.705282183949,2.80938884267359
"SSA_00090",0.0528558675436467,0.0196404201436003,0.262491503328147,2.70181217963865,0.0472475989681883,0.233129475214269,0.0619645153036995,14.2684896316335,299.577993394405,2.90023949070045
"SSA_00092",0.0546766508651809,0.0236911181920582,0.327544848392393,2.86060866900512,0.0395002534961802,0.202825930103437,0.062731599962833,13.5902930127649,289.831252331968,2.82294628727102
"SSA_00094",0.0574823698637454,0.0255570749504974,0.262066295391629,2.20164795392968,0.0364587351392525,0.214669451866656,0.0632356601562196,17.518567024397,275.538535690354,2.90241122414187
"SSA_00095",0.0549288366418562,0.0228454369389822,0.23879151722991,1.94900093048564,0.043643162379025,0.264506369838636,0.0615525760018709,16.3163086721123,251.086892486975,2.88503916629141
"SSA_00098",0.0468920242097308,0.0199775718627757,0.350987536164626,2.65510769379527,0.0384420836159038,0.199695925469584,0.0621633860794454,17.3148048252454,294.560731306891,2.85754814662618
"SSA_00100",0.0514703258180325,0.0227046226767173,0.333272244577124,2.66729229712729,0.0389609851139394,0.206372385196997,0.06185168626376,16.3431585728625,306.460983507342,2.81468914871015
"SSA_00101",0.0556685051333431,0.0173926408816441,0.234931415758476,2.81654521274052,0.065087971752605,0.202964543480954,0.0612462151329655,16.3045502667769,233.098706983692,2.81913268413732
"SSA_00104",0.0555162188328173,0.0203886748021893,0.284849663854522,2.70245165608001,0.0591800478118766,0.193280253496001,0.0613818823428241,16.5104347199415,318.349350028971,2.82672586163305
"SSA_00106",0.0542838722089909,0.0227887851569215,0.31402170482591,2.69298317740312,0.0445742126322536,0.222244577627271,0.0624763348832636,14.5627731369521,275.064753730504,2.86741383661904
"SSA_00107",0.0542150727532328,0.0254849985137697,0.353189418730439,2.64822920972646,0.0491348301519758,0.1987902011406,0.0614760597057924,10.7009291105334,263.13925460791,2.82552064267064
"SSA_00112",0.0458361418211332,0.0199784561562759,0.305771401576182,3.00559012131895,0.0482890054808697,0.213959992171698,0.0621062182386936,13.9429966168878,289.652820234645,2.6978026738045
