"","Km1_CO2","Km2_HCO3","Km2_PEP","Km6_CO2","Km6_O2","Km6_RuBP","Km7_PGA","Km10_DHAP","Km10_GAP","Km12_DHAP","Km12_E4P","Km14_GAP","Km15_GAP","Ki18_Pi","Km18_ATP","Km18_Ru5P","Km33_NADP","Ki57","Vm2y22","Vm3y22","Vm4y22","Vm5y22","Vm6y22","Vm7_8y22","Vm12y22","Jmaxy22","Vm33y22","Vm35Mc_OAAy22","KaRac","tao_ActRubisco","Perm_CO2","gm","BBslope","MRd","Vm2y23","Vm3y23","Vm4y23","Vm5y23","Vm6y23","Vm7_8y23","Vm12y23","Jmaxy23","Vm33y23","Vm35Mc_OAAy23"
"SSA_00001",3.28039021438909,0.0209660357907275,0.10194960566688,0.0105377791903117,0.3490917156111,0.0249278122863547,4.18470677598993,0.535971573441083,0.0434918740716893,0.386422636930393,0.185778142819785,0.0952665624432657,0.107496654321574,3.43834426343663,0.921220868599064,0.0347305513141358,0.0732883510682956,0.10901503790925,0.0894145066852995,0.107036584870802,0.0569983646646655,0.0617764775202912,0.0621822181091337,0.493383283598766,0.091400211899342,0.947387598787267,0.296305501076833,0.0723747625439918,14.564974757357,254.565006155379,0.114436242369095,3.40840941791482,3.38019264779913,1.46041204642075,0.0777314728808438,0.0955378428175391,0.0684815411175336,0.0818537431020439,0.0484720833727746,0.336078917573686,0.0895778956608389,0.335200547722922,0.140829286231277,0.0998262712701919
"SSA_00003",3.4154336074186,0.0239743039878315,0.262931886188803,0.0263744732849284,0.249175978242529,0.0207137106344894,3.70568500306657,0.518192144043044,0.0576371299760421,0.534387617125784,0.231908047370942,0.100471564866645,0.0731239944452845,10.0687731673016,0.839485467426009,0.0448429407096433,0.0287464828999656,0.148038503631187,0.104169468776715,0.0664389025074947,0.0576220407483679,0.0749621879413243,0.15600755143928,0.613383321502605,0.0929465105138095,1.06747242215616,0.188864964108721,0.0620227807226502,7.37057217528131,215.346019795787,0.147940091698739,4.60747099875503,2.40125415854674,2.13953681613728,0.230811214456122,0.0964092949709751,0.0896555652527722,0.0621997955440061,0.0582951268106728,0.315212225117338,0.1502114013361,0.369029426986719,0.285690122148873,0.0882550827216594
"SSA_00004",3.83431777125213,0.0233911163839867,0.0998464143420747,0.00987779964433213,0.290400128385299,0.0245282134299824,5.30157366821454,0.538445512372182,0.0323276023838597,0.455222737579337,0.15164528345993,0.147020289840779,0.0942880758727366,4.12967796123949,0.87611133718331,0.0432088259924614,0.0348351350666836,0.13179526168511,0.0828505691377241,0.0931538514047492,0.0762638474335701,0.116077979029482,0.0764199550051289,0.536455446076567,0.125599905283098,0.669517340477501,0.154536218353102,0.0640254100898169,8.39801909937686,367.062298784246,0.173175365703262,1.87487805717156,3.07787433479093,1.72531487802609,0.133066831761914,0.0852447323669007,0.0776075656299303,0.0694922593403632,0.0678368619006106,0.472796443186863,0.0995823768895838,0.502390620571534,0.170686735875532,0.121387920651085
"SSA_00005",6.14101557302457,0.0262553168143055,0.162647636435128,0.00858767481391382,0.209549270084945,0.0190845159344369,4.95511349246719,0.647436714906354,0.0520084727203801,0.818411192820982,0.163904508418511,0.0719533496515428,0.0913581308223634,3.81755044124064,0.686056119205859,0.0393122507132001,0.0359123537334733,0.190728159964384,0.0765976522519029,0.081158601144542,0.0721071038608306,0.0678247921663094,0.145386799759067,0.488257321191259,0.126036112585205,0.493771281287953,0.189120131006362,0.0739254617740288,15.3361382062706,399.858349975294,0.0427026728701525,3.36859176338459,2.89219714874043,1.23901077532735,0.101110642233166,0.0673339404134707,0.0525397700428731,0.0483049422410611,0.0655390116684494,0.273160575916597,0.0656326860623825,0.933302430916802,0.153181752995564,0.0647151047074365
"SSA_00006",2.00630753202085,0.0382782577397229,0.237731149226553,0.0231741105659304,0.217833752906498,0.0236099968680634,4.01241141630295,0.574756834089586,0.0547629105992667,0.154962217526908,0.268237049801543,0.253284659255609,0.101253552586246,4.24777819887162,0.392994810374324,0.0351441512645761,0.0355271868171188,0.200473820395673,0.134523182379061,0.0701623098249372,0.047631775891996,0.0611425701104953,0.0669097102157069,0.635527710119566,0.0871380761892455,0.46678078810537,0.249834240674054,0.0842268251079282,18.1728130870319,214.555380465516,0.11141402638794,3.25013872865234,2.62079351705412,1.80852754144124,0.149839970270375,0.0680536417323123,0.0762459650657542,0.0921491623578766,0.0568639864554699,0.754994010429543,0.151200744784763,0.35832388704684,0.14995629907397,0.0768469481186518
"SSA_00007",2.83417979328691,0.0225874795474362,0.0846123711846674,0.0235688919152801,0.213267299760913,0.0148452506992331,3.85011887164139,0.867137274356236,0.0578583492883384,0.470137099659287,0.240628779522695,0.0827921420527311,0.0525272388152234,10.6262427866449,0.596903387167344,0.0984371661824233,0.0335448043086609,0.218070685154342,0.121041058158912,0.0535238363256749,0.107689196387658,0.0522036232372914,0.165503334131534,0.333179569079945,0.19058194255766,0.544573801029654,0.152990376393167,0.0689159592340552,6.68659791053279,142.466657971081,0.209422243781563,4.1811385332904,2.69130405612514,2.56017462566395,0.227387289041569,0.155187473411072,0.108634517124,0.110617555108428,0.0639006138515952,0.309186144799359,0.123467725773136,0.287633633956067,0.275951068348901,0.105081803256157
"SSA_00008",3.33666141735262,0.0467228720238529,0.0771656861387577,0.00868652446216644,0.199095864901161,0.0211899495238109,5.75795299799775,0.563625408128169,0.0497342480799882,0.510969877739281,0.209604169573252,0.118508433006726,0.122537624717071,6.83040580188551,0.743538248980596,0.0354420966086207,0.0408665914565862,0.157109891157494,0.1617284396048,0.07935914524999,0.0732602154679416,0.092505477993159,0.0772275762544577,0.992387230924508,0.0834344069768985,0.893860877838253,0.215599994414148,0.125333725278627,13.573858427171,209.370104139152,0.119428365380783,1.96120632544266,3.32632701436223,1.22961228281974,0.144996943773453,0.138655810996465,0.0669951718386811,0.0577239171868004,0.0694425561413861,0.382415964085232,0.0779368285279368,0.344770324984319,0.156697983395226,0.113745593912619
"SSA_00009",2.69944152897897,0.0250892606950086,0.0766295058964127,0.0151303255691289,0.302060783511851,0.0188435401162675,4.3108288488042,0.810984207324095,0.0270991557602741,0.472111597557558,0.157673883852011,0.0780023739208043,0.0653293960105863,4.17014998899531,0.545519168965884,0.0399918047655261,0.0556323080926078,0.190593933419027,0.078561101324758,0.0606361359429009,0.0653330339052308,0.0681309152837777,0.0533269484746879,0.459064284760748,0.097708903929577,0.912968625821762,0.291618141379255,0.147176105455389,7.97634058385635,248.237683819072,0.0777917262314626,1.85164134889917,2.88099367656532,1.55110497511671,0.104786869564282,0.0725742718717254,0.199588667701424,0.0489713385209637,0.0491667788546273,0.6591932472961,0.0897305802558655,0.989725009378164,0.331605782037841,0.10026270960419
"SSA_00010",5.89573948875828,0.0246479379850555,0.0916009269926651,0.0136923842231731,0.29228201967958,0.0145591378775429,3.81313852773173,0.823526355051908,0.0561271734492471,0.337057682361562,0.231142058021835,0.26916148219464,0.250131743068441,6.94093849583699,1.16240273190691,0.0310625768690919,0.0508569938230939,0.132021192499622,0.0765417239764727,0.0632591168996562,0.131151912917422,0.0985379846621803,0.1246716563974,1.07404061931549,0.0658652176423915,0.565363614102682,0.279143307857971,0.0831751964206492,14.5597687001006,234.650341956405,0.0541692173272499,2.20154174327222,2.93486164886356,1.86249970507138,0.19170895888347,0.0903518707022078,0.0681266770266733,0.098352079003053,0.0476193092586891,0.383613088929617,0.0583198654644305,0.569988775943714,0.196291160782735,0.107806405318397
"SSA_00013",2.73531957518679,0.0280079627487569,0.171097175932814,0.0105892737003706,0.249254935876556,0.023406639473134,4.75819435331049,0.946935908663487,0.0325614094918533,0.351952671953523,0.362446067555695,0.0857874239714962,0.0691164121787111,8.30738978659524,0.570003613798602,0.0355962063426006,0.0495305738447343,0.125240297294311,0.111445493849962,0.096687276511096,0.0632694221981936,0.103493814314504,0.0678092513519671,0.825977521434197,0.104131432820729,0.863152456036752,0.256979259273067,0.0978197313432616,8.66017276503504,248.045061899994,0.128064975597304,3.18293767479104,3.05715802100448,1.51374141234529,0.137063848151652,0.108309016957795,0.0768038603335443,0.0592572400264085,0.0480970315244819,0.449903768510035,0.10052472452736,0.471342849564044,0.190943264339462,0.116483035915754
