"","Km1_CO2","Km2_HCO3","Km2_PEP","Km6_CO2","Km6_O2","Km6_RuBP","Km7_PGA","Km10_DHAP","Km10_GAP","Km12_DHAP","Km12_E4P","Km14_GAP","Km15_GAP","Ki18_Pi","Km18_ATP","Km18_Ru5P","Km33_NADP","Ki57","Vm2y22","Vm3y22","Vm4y22","Vm5y22","Vm6y22","Vm7_8y22","Vm12y22","Jmaxy22","Vm33y22","Vm35Mc_OAAy22","KaRac","tao_ActRubisco","Perm_CO2","gm","BBslope","MRd"
"SSA_00002",2.956544135639,0.0378814768032404,0.0848148081927841,0.0107946049300043,0.306814568967414,0.0261291175404932,6.12669593870789,0.631137293682224,0.0615731907771214,0.696338662571243,0.207711811443682,0.083157050455163,0.0966927104027017,5.9821499411877,0.875047078873707,0.0435943366255066,0.0402083570711422,0.120227619974785,0.0945419637890917,0.0618996883047578,0.0601867494244913,0.0831120423925489,0.136519692206546,0.77694488517264,0.114088765205795,1.07248108442508,0.270918867730539,0.094502742501204,12.7878071683385,245.41812041077,0.116100872632801,2.28291433227714,3.63308957335997,1.27427042410913
"SSA_00012",3.26507534890189,0.0326193596074682,0.109458969263925,0.0134439222885789,0.276651424431343,0.0200610506773499,5.43051687274978,0.673807708312655,0.0570351820518402,0.408528074779723,0.193269017117622,0.0806030217417396,0.104385730468356,4.67466882252608,0.864237982168333,0.0443035242493469,0.0407218881924354,0.140673323925112,0.115822108944406,0.0575073390708434,0.0628117522469148,0.0845489079926001,0.136757967493392,0.773103497300293,0.114147518491381,1.07248108442508,0.263421122486786,0.094502742501204,14.3695242924269,245.631266936095,0.159161477399927,2.75021421411475,3.17878686439839,1.59828872405561
"SSA_00014",3.40083587743421,0.0282123016151771,0.137079556699518,0.0148957364353727,0.221960775858877,0.0212383928691094,5.16758640472212,0.710975838368763,0.0468394181028308,0.524667024883092,0.203302888905285,0.101485522820287,0.0815473673915066,6.50660293248118,0.68449148346597,0.0492659802644191,0.0374977019652351,0.169948716743078,0.0947532458830296,0.0579883179836705,0.0599523883699738,0.0853841838980398,0.136501637040154,0.770713022480317,0.11444385027635,1.07248108442508,0.262276901826298,0.094502742501204,10.5016982722794,248.228680682205,0.0765717262800481,2.98412488750082,3.03371589865049,1.67071699373362
"SSA_00015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07248108442508,NA,0.094502742501204,NA,NA,NA,NA,NA,NA
"SSA_00019",3.21791349901415,0.0315255696335023,0.154415285139413,0.0149218753750288,0.267307468342334,0.0206787637564242,4.86630957846984,0.632590118805232,0.0529460208275779,0.564015111508789,0.29942993515706,0.102053056806139,0.0545227803343588,8.57205407768328,0.623050552831319,0.0444143814479149,0.0386284737789542,0.153981344296292,0.0814773368678718,0.0549582267390234,0.0581675279376087,0.0879984830956706,0.136864469652088,0.769483574696942,0.114919968505554,1.07248108442508,0.267078215645855,0.094502742501204,9.78010508189659,226.28095905497,0.12438039982187,2.57735012929477,3.00253812989537,1.76091047962217
"SSA_00020",3.34412919668355,0.0353689639446322,0.120701602495091,0.0146634236384293,0.202854045142875,0.021990631775978,3.41973583863818,0.625737021670793,0.0454727840063382,0.51368832374833,0.21356591641045,0.132336639709778,0.0879399262366051,5.93505216758073,0.703127420456247,0.0443003826226849,0.0424127854300907,0.160203035063658,0.0875865494484631,0.0559671266734636,0.0595175858385654,0.0861175670942829,0.136635643272932,0.776566464495599,0.114273730468202,1.07248108442508,0.274972532620412,0.094502742501204,14.4323511953143,243.047114805019,0.0863293574552913,3.13175619608388,3.07458728912579,1.62983555045031
"SSA_00021",3.31271999589524,0.038141735262264,0.15454975049968,0.0195702378784735,0.250438363342397,0.0164520844788615,3.99678137722671,0.713076540220222,0.0557703739971659,0.562038132752715,0.226683194936547,0.120448650287235,0.0702609443367193,7.86898950100409,0.486748009083151,0.0450028119551626,0.0376440618128687,0.174499872922699,0.117482673773052,0.0562271416960196,0.0604771726345824,0.0843370470471664,0.136696730270429,0.775203511658424,0.114589646999326,1.07248108442508,0.263246436415788,0.094502742501204,11.721072502376,256.317862511066,0.109397240411523,3.35215327230718,3.04880863935402,1.72504821568527
"SSA_00022",3.61901340306331,0.0318254987049006,0.147794766310375,0.0162043906135245,0.244357884466801,0.0228541092233771,5.20531301050675,0.588421130530492,0.0487669334996798,0.516727942485697,0.20177594549587,0.110493541907287,0.0909227169849139,6.11747957555114,0.730382140316076,0.0388512350560014,0.0420278663681276,0.181159067657754,0.100683596026011,0.0579870492357857,0.0603723605422801,0.084576995016998,0.136676338934048,0.774789336154885,0.114150080062426,1.07248108442508,0.262065468415889,0.094502742501204,14.0477435988367,242.126867716842,0.106877531638691,2.62811092327728,3.01668107060519,1.47574708878562
"SSA_00025",3.87300237220082,0.0362327884056069,0.127720503389177,0.0156566190532956,0.245619711403277,0.0224169267233777,4.35740908307594,0.606803955292105,0.0484736950636093,0.570510263951136,0.209178623691635,0.111557741069575,0.0945600961105258,7.03054991800479,0.676573527895718,0.0348820875051156,0.046198188623344,0.179441202954702,0.104200922290776,0.0580642275952737,0.0596093263743462,0.0853347757803937,0.136508837070064,0.775625471632355,0.114191612593818,1.07248108442508,0.259177173617277,0.094502742501204,13.2070930077718,223.693534851142,0.104109477876183,2.45630034609719,3.08153955252993,1.46871516614122
"SSA_00032",2.67341947053334,0.0297104681907277,0.117696582314338,0.0128580890615534,0.293524773841753,0.0192491834068484,4.91956759538261,0.666132913075508,0.0440193619073609,0.467287743289605,0.184567892966598,0.112286909885503,0.0944691216376439,3.76891327914072,0.738788558303124,0.0495550818853459,0.0454294705381578,0.15681526415012,0.0789149883091554,0.0572042749853768,0.0603635781390623,0.0819782667242051,0.136566841831546,0.774850267592372,0.114377135726,1.07248108442508,0.265877456928024,0.094502742501204,13.3968518818421,344.141251280915,0.128087717958634,3.26392524786065,3.13449123710011,1.42412354298475
