"","Km1_CO2","Km2_HCO3","Km2_PEP","Km6_CO2","Km6_O2","Km7_PGA","Km10_GAP","Km12_DHAP","Km12_E4P","Km14_GAP","Ki18_Pi","Km18_ATP","Km18_Ru5P","Km33_NADP","Ki57","Vm2y22","Vm3y22","Vm4y22","Vm5y22","Vm6y22","Vm7_8y22","Jmaxy22","KaRac","tao_ActRubisco","Perm_CO2","BBslope","MRd","Vm2y23","Vm3y23","Vm4y23","Vm5y23","Vm6y23","Vm7_8y23","Jmaxy23"
"SSA_00001",5.16322438639005,0.0280907440104124,0.0752628143526898,0.00877066291426682,0.217814793232403,6.48128960028998,0.0593477603763813,0.479452471595859,0.140515846379727,0.128087971539963,4.8861866795326,0.767923131093302,0.0506585115214524,0.0373013926075546,0.139177776501675,0.0920380751651809,0.087011170634874,0.098404426588035,0.0794454992443349,0.0881004878292476,0.679372465181444,0.561413517521962,13.5010480569679,241.545709768057,0.169031553615425,3.02009223198257,1.65559850742737,0.142061102921037,0.0967989553600408,0.0640207095269374,0.0605122841711092,0.0853982177145762,0.537134661819104,0.381460684869893
"SSA_00003",4.23595824639932,0.0280891147660739,0.0912122357168166,0.0133237444000034,0.227069481679808,6.48126114667688,0.0593437139480761,0.479422218966392,0.428169539156676,0.118274407448796,7.36313437070299,0.767940772965758,0.0501026295394761,0.0387639466366885,0.115485008023361,0.333561172184257,0.0684988913375472,0.0905376791193417,0.0794384723057789,0.088100354959082,0.679360039154997,0.561423332905185,13.5020430043372,241.561934383372,0.169025353588013,2.95358416998713,1.8272909339368,0.161151755342611,0.0968034147945825,0.06402002686496,0.0605118203744337,0.0853954361630483,0.537141046318705,0.665885450210309
"SSA_00004",4.70677923360831,0.0280906160480934,0.0463898245146088,0.00972617696882875,0.228750158874366,6.48116335328191,0.0593440177607563,0.479435362580972,0.314745233472127,0.119072219779099,7.81514995635347,0.767949202053367,0.0506316637217247,0.0157973860259217,0.166665002246928,0.123773673586158,0.0739429606065651,0.101038677198153,0.0794414865877427,0.0881007805061471,0.679413609839453,0.561419188951586,13.5018269922522,241.547143781929,0.169025270005557,2.98736980581941,1.75792723415251,0.143851659367645,0.0968007719508068,0.0640194939411684,0.0605121991236228,0.0853981240205982,0.537165993219965,0.510494939458925
"SSA_00005",3.89275665849419,0.0280893943589571,0.0614052109111747,0.00996563602504877,0.223163955692986,6.48150366624394,0.0593451764900793,0.479435736953514,0.196378712529644,0.0820712855674629,4.99184109050353,0.767877960605529,0.0507006120568066,0.044622835556286,0.201533349420176,0.0717790827329549,0.0971479827975919,0.0916473852029005,0.0794425281912505,0.0881008735870149,0.679456689923281,0.56140250004948,13.5012384918291,241.544721393799,0.169023685894192,2.97615939598843,1.65163170545875,0.13814329719413,0.0967978853942344,0.0640188284307629,0.060514182980451,0.0853969752313053,0.537151395600078,0.776858941919798
"SSA_00006",3.86279881923216,0.0280906649073318,0.0533359694075217,0.0256340709157391,0.220219228422421,6.48129405751685,0.059344123332682,0.479416032989846,0.132312513138665,0.187731259805278,6.65018010063994,0.768011787791047,0.0505163470094364,0.0199793152345515,0.226675449471807,0.0730497152815266,0.0836491104095539,0.0888326015934505,0.0794442365931182,0.0880992003847308,0.679499010605326,0.561465687865986,13.5017051594778,241.548408384282,0.169032023950629,2.98035741752312,1.61871232942587,0.129346589887898,0.0968009274411255,0.0640212695578674,0.0605117741960278,0.0853923090559372,0.537112072815531,0.399176331480904
"SSA_00007",4.31264303245758,0.0280892713037508,0.259428646248955,0.0206900038894953,0.233693430130575,6.48130512295642,0.0593436383425531,0.479461351651137,0.191286518128792,0.359594701463767,9.19955030496637,0.767944388033728,0.050510744745362,0.055984382434803,0.186984110212418,0.118875640471788,0.0784574823680523,0.0998803541454758,0.0794440567308801,0.0880993550041782,0.679382323433172,0.561393964631688,13.5036288522577,241.54426318924,0.169017315810478,2.97659122445872,1.77646908966174,0.142219614413688,0.0967971219724964,0.0640188939652902,0.0605135471531912,0.0853908573109647,0.537150095792567,0.415144906539589
"SSA_00008",4.42019761873284,0.0280908028147099,0.101068113010476,0.0125195572419043,0.224923962682506,6.48152575457568,0.0593459586349404,0.479436558810988,0.0834229558210221,0.155932849687291,4.72248042855958,0.767950343700027,0.0502200497398267,0.01843817126281,0.143869684116,0.0991602292657342,0.101670601833942,0.0934166301805592,0.0794410616579497,0.0881057685308754,0.679372646905651,0.561416963497544,13.5015788552518,241.549443531819,0.169028736021705,3.01368709416256,1.74059088240895,0.137659304194487,0.0968055369580335,0.0640218613703002,0.0605145681180189,0.0853938646008478,0.537141836726125,0.43534216195771
"SSA_00009",5.20545309087573,0.0280890772540467,0.0845003400034812,0.0191877296153814,0.225577373236697,6.48141405097591,0.0593432685213412,0.479463362361887,0.065152088461225,0.0977949155607011,6.20276974899775,0.767968965138171,0.0503891128386488,0.0493032970507318,0.14863772396487,0.082176464626547,0.0962632874633473,0.0893559120995504,0.0794395125625246,0.0881013309364945,0.679401234337644,0.561400646877615,13.5025275656248,241.548332696666,0.169023325712523,2.99136838151945,1.73106430237776,0.144911973781351,0.0968001638068498,0.0640212604660732,0.0605126562413519,0.0853935235772415,0.537121635799275,0.460220570968569
"SSA_00010",4.45878249442961,0.0280900854202416,0.170530029785339,0.00993244095933038,0.22187383601814,6.48128236303574,0.0593459099398846,0.479444081991535,0.318550432883138,0.0817851592404154,4.27344880916043,0.767925091097355,0.0505812758445498,0.0408952741891054,0.155277707539557,0.120271292069864,0.0892683159620243,0.0955296565308066,0.0794407964637773,0.0880984183733084,0.679393759236334,0.561413934456743,13.5011118112474,241.549389056712,0.169023873784556,2.98760339705042,1.70858366438732,0.154164710767868,0.0967973833977722,0.0640220094463507,0.0605116533046731,0.0853949702271171,0.537140352630955,0.458211632989042
"SSA_00013",4.65352665404081,0.0280895043931177,0.140790522116888,0.0120020857453751,0.222735990864787,6.48149296030888,0.0593485475838168,0.479443669350412,0.218396800351823,0.152192255929687,5.69679358830564,0.76794874068075,0.0503243541587397,0.0258682341317249,0.163594754256565,0.134213578674396,0.091996045611599,0.0928556023832019,0.0794410311801912,0.0881005463197783,0.679403798830246,0.561426217588898,13.5017009949617,241.548849105941,0.16902705169565,2.98856469055149,1.71271673955061,0.140095193251821,0.0968052367637856,0.0640206826874184,0.0605150444954903,0.0853964878083884,0.537136219953329,0.538259832328497
