"","Km2_HCO3","Km6_CO2","Km6_O2","Km7_PGA","Km18_Ru5P","Ki57","Vm6y22","KaRac","tao_ActRubisco","BBslope"
"SSA_00001",0.0565224610832864,0.0169753347093394,0.209649298860673,2.54374709249642,0.0794996302848071,0.206728535745067,0.0593719530161305,12.2559472278463,194.662738594121,2.99163021772523
"SSA_00003",0.044935344404476,0.0220617832675402,0.244415859467205,3.7762485114856,0.0501076700425601,0.140883113738693,0.0639596429439748,11.5220184616835,414.71948292338,2.50124192026454
"SSA_00004",0.0553195032362308,0.0133648621799809,0.142251224296737,2.13001363314782,0.0334839269321372,0.172339189263501,0.0598496200209773,9.48352465645268,196.342085506188,2.84243798308442
"SSA_00005",0.0731744835435978,0.0214105858762462,0.561869827478998,2.03928797853794,0.0315251094981078,0.355393402598597,0.0636516456145302,13.6448893978372,237.170702486593,2.74554338540325
"SSA_00006",0.0318382399011999,0.0169062961891779,0.119132085843081,2.49145987544039,0.0426325406342167,0.127240139831949,0.0603401601100289,21.2943469716286,314.171222640349,2.23068033492897
"SSA_00007",0.0480407375689179,0.0192983844202959,0.304389146418752,3.66109755344566,0.074982530207902,0.141526083206033,0.0643021258502225,15.0888954371612,268.825376369665,2.92408062573794
"SSA_00008",0.047085205133921,0.0346006571992652,0.423907774733387,2.41632010362337,0.0361069970322633,0.328368574646576,0.0600511141397624,9.26867965088952,373.65484452783,2.89449069720911
"SSA_00009",0.0532086876707877,0.0114907194140039,0.121918345453409,2.29970549517691,0.0302683892689539,0.169425766093282,0.0643194086601175,15.0928043039155,161.078652925852,2.61545630569735
"SSA_00010",0.0360653710404889,0.0192045806812558,0.191012704670296,2.73297402899052,0.0428202216381888,0.194934931943249,0.0595848415706058,8.43410580572192,452.509314221225,2.47384736782508
"SSA_00013",0.0588121883459865,0.0237630292362892,0.160960648179239,2.74853800235337,0.0405327819717278,0.188879798160491,0.0630557333920408,37.3634882920546,207.650035537356,2.71751845224644
"SSA_00018",0.100130199468699,0.0201582820220931,0.186111690854625,1.81070981399894,0.0456852941746544,0.155660870983484,0.0602313687125966,12.8741346226351,565.879334919414,3.11067539649133
"SSA_00024",0.078430134480868,0.0516070972382917,0.397183669235818,2.75896574184843,0.0294284097505424,0.182034776446307,0.0637638900139856,8.62039612194311,309.894777271489,2.76289248977432
"SSA_00033",0.0655399633399074,0.0128466982036813,0.203780814965036,2.69482183538004,0.038254336874749,0.195407888861234,0.0596968187669209,20.2840371631105,162.087085297165,2.78929748741964
"SSA_00041",0.0473803611806299,0.0440961336282719,0.237141445605295,2.54015738569872,0.0408220476801078,0.229781036534116,0.0641262867602084,14.5619039364549,249.937132819193,2.90696664066205
"SSA_00050",0.0387461370047317,0.0409051381190418,0.638168043042652,2.30024356251924,0.0345173714297736,0.189840194239686,0.0602892275267982,10.3367384696079,208.355352822022,2.70520817686302
"SSA_00062",0.0316022915549406,0.0190736145055174,0.37888611648654,1.96886688268123,0.0538571217044914,0.258088088151798,0.063629804169307,18.0944274783955,248.784829073469,2.5123167573392
"SSA_00067",0.0386140037812682,0.0208289392013637,0.285630649061888,3.24367415125968,0.0532113805471329,0.160360307975211,0.0598312810913516,14.1986483459143,288.862672365121,3.33862002907143
"SSA_00068",0.0589156285131272,0.015629336682417,0.174361334855103,2.02150039854847,0.0632648542844239,0.117913423906715,0.0638520135172719,33.1817120014622,259.505751453697,3.64455981961966
"SSA_00070",0.065880382779747,0.0193386230610231,0.302926404600123,2.44834326563992,0.0366653668483454,0.407393617955993,0.0602959819811796,9.14730249023749,232.522032403194,2.96552885272147
"SSA_00075",0.0375042861249746,0.0301243867583876,0.349836977673577,2.63720125360347,0.0505847667790885,0.180352651518368,0.0634794021916742,17.6278920754636,210.419272702473,2.61050734323646
"SSA_00079",0.0577999676407481,0.0225977042231081,0.35758030995843,2.45835036817646,0.0358522621614973,0.185151841382692,0.0599308186693355,25.7425616563458,278.902228922668,2.97563602023558
"SSA_00080",0.0358636468779139,0.0180917019353865,0.377204017007427,3.71061449191075,0.0382290752512331,0.124278797231425,0.063932661322434,13.6061019655094,154.225170098357,3.04856213774839
"SSA_00091",0.0631586373536315,0.0148105855834978,0.228977939990427,2.42364379973824,0.0786507099430766,0.170216267826893,0.0602305734394183,12.2373110996981,219.647741886458,2.8453211660138
"SSA_00096",0.06228920854486,0.0208778047475844,0.193671992224442,1.95769488157152,0.0699829764827871,0.180821393192497,0.0643283139789313,9.10419295348366,219.556373431391,2.99090278725181
"SSA_00097",0.0617863239480306,0.0176017712925288,0.323354832097823,2.66702178354544,0.0564266412058342,0.199520735227981,0.0595295083291886,9.29034855730625,413.557118011757,2.69451607097582
"SSA_00105",0.0660799845908126,0.0154743837976675,0.229647006382822,2.1224491426897,0.0953427794736018,0.298254769505175,0.0640321017929918,10.5280829103517,258.172891752531,2.64578152337571
