"","Km1_CO2","Km2_HCO3","Km2_PEP","Km6_CO2","Km6_O2","Km6_RuBP","Km7_PGA","Km10_DHAP","Km10_GAP","Km12_DHAP","Km12_E4P","Km14_GAP","Km15_GAP","Ki18_Pi","Km18_ATP","Km18_Ru5P","Km33_NADP","Ki57","Vm2y22","Vm3y22","Vm4y22","Vm5y22","Vm6y22","Vm7_8y22","Vm12y22","Jmaxy22","Vm33y22","Vm35Mc_OAAy22","KaRac","tao_ActRubisco","Perm_CO2","gm","BBslope","MRd","Vm2y23","Vm3y23","Vm4y23","Vm5y23","Vm6y23","Vm7_8y23","Vm12y23","Jmaxy23","Vm33y23","Vm35Mc_OAAy23"
"SSA_00002",2.96216025118841,0.0427842015443955,0.129863334928761,0.010690950161126,0.260102204137682,0.0218736646476688,4.70369121895299,0.674492145534593,0.0527582290626895,0.477699345597613,0.212709237835605,0.113502930818335,0.0873343192024247,6.30325474367943,0.695494983448806,0.0450531292241027,0.0431969601079209,0.126818637905055,0.115086823677725,0.0803634241529396,0.0839141666191954,0.0764483081876566,0.0975877736529534,0.601103145671338,0.108839744302583,0.959192799283001,0.236421129588646,0.0951373038664327,11.9845921385594,248.142341536146,0.116569976463619,3.06383059627167,3.0950146274278,1.51368317003756,0.141038206914897,0.103774816535934,0.0736076174573676,0.0664250503715991,0.0585742183346929,0.430470876709924,0.0776680628086752,0.529404606393644,0.190405042252651,0.101641339348446
"SSA_00011",3.61419971883416,0.0429237424648925,0.129866290230192,0.0139639517789058,0.260096378878453,0.0218730702553092,4.70350164232602,0.67451235189115,0.0527573662199229,0.477671688213259,0.212711731652784,0.113504607491105,0.0864946311836539,6.41555178269702,0.695465449894173,0.0452633518717221,0.0431973374376177,0.152755729022843,0.115083802586711,0.0803631087684821,0.0728869875739684,0.0764467628539728,0.0975886270149197,0.601104195314429,0.108841744349487,0.717419740931734,0.236419635944757,0.0951333218742351,11.9845698909337,248.141204725209,0.116813997599381,3.19646017674087,3.07323838267793,1.64736425389901,0.141038570875503,0.1037735792847,0.071673150606855,0.0664272414230228,0.0585739047371464,0.430468184336355,0.109052342281985,0.494045775653301,0.164627132709213,0.101561361800785
"SSA_00012",3.27448337817229,0.0295709545532223,0.129865560892828,0.0144414607597079,0.2600995695768,0.0218729669146478,4.70365683100888,0.674500750874624,0.0527577789531004,0.477672195976984,0.212708425484258,0.113502524951444,0.0903046651265164,6.24170293374383,0.695493196488001,0.0453270350198052,0.0431967157910414,0.14786655593712,0.115084461640262,0.0803617379926975,0.0863903422163154,0.0764464404365763,0.0975907625157906,0.601100434427465,0.108840175405141,0.86945232298378,0.236419019983625,0.0951363991496175,11.9846740182382,248.143090897359,0.118247132574303,3.13685283429158,3.08151912867052,1.63767077482023,0.141042876468589,0.103774755279406,0.11325119767762,0.0664277475925428,0.0585753034524057,0.430467092754923,0.0859662132514765,0.557485949640661,0.192931810079392,0.10075505019698
"SSA_00014",3.28652894185002,0.0259067632598418,0.129867016361291,0.0140343014356146,0.260095960772686,0.0218731220546328,4.70364652621388,0.674503316815241,0.0527572032751308,0.477679557955694,0.212708431258256,0.113504954530449,0.0808393791602145,6.33835206299827,0.695477462129736,0.0464954918706102,0.0431963475562358,0.162584909503271,0.115085428715911,0.0803619132745704,0.0660958621575641,0.0764472134980571,0.0975899513306965,0.601093463269743,0.108839899725908,0.842112531175615,0.236417166313937,0.0951359037589569,11.984380607695,248.142232462259,0.115672442044226,3.18028766637169,3.07736388162966,1.63034815695842,0.141039583217442,0.103774569482215,0.0942096925144982,0.0664274474875382,0.0585734619240204,0.430466571755641,0.113289189403554,0.503683555020287,0.186351964747915,0.0960944083204354
"SSA_00015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SSA_00016",3.06702525039862,0.0239104449401805,0.129869666560731,0.0128057110041226,0.260093672595954,0.0218729051491831,4.70357414333859,0.674498631157142,0.0527571659579331,0.477677428390411,0.212709062640427,0.113506138689605,0.084837783986725,6.34507798796989,0.695479406896994,0.0439802099124281,0.0431977120837106,0.169562376745635,0.115084092601395,0.080364797811609,0.0553063231540213,0.076447003559573,0.0975907160659589,0.601090579038981,0.10884257127995,0.756365089589729,0.236418003662667,0.095133962992768,11.9845612710836,248.142378698368,0.116862588573727,3.19711198254299,3.0740022215812,1.6701074471824,0.141038776950201,0.103776272166822,0.0846916908253816,0.0664282320505308,0.0585745689886279,0.43046695382756,0.112479737663819,0.456626461950267,0.232037645688131,0.0955902301673522
"SSA_00017",2.85627996319539,0.0266739615952357,0.129866809043477,0.0169671920426011,0.260100272068172,0.0218732192282857,4.70351176404144,0.67449880706953,0.0527580932060532,0.477672375453077,0.212708169884814,0.113504453548281,0.0844578457557123,6.05877795200968,0.695482573606526,0.0466079089978928,0.0431975779153052,0.17317174514827,0.115082280201275,0.0803623529874094,0.0675046553824819,0.0764461952157068,0.0975894949453086,0.601092938728957,0.108840195940882,0.800533246374706,0.236418090000993,0.0951334925477214,11.9844670863314,248.143695917479,0.11717636006418,3.27419951107987,3.07949637304235,1.61017451675668,0.141038912099104,0.103774733728189,0.0991977590970846,0.0664267759887767,0.0585739608724646,0.430467258390009,0.0999883368252157,0.535113136589611,0.197049975016527,0.0892202311827079
"SSA_00019",3.30523734354483,0.0330239874518491,0.129868781366653,0.013981698688145,0.260101101092476,0.0218729265673394,4.70364633771087,0.674503347596809,0.0527576827038592,0.477680192295191,0.212716838467469,0.113504864227131,0.0717204671827482,6.54850011091027,0.695470510879077,0.0458528573303747,0.0431961174169807,0.157501320086416,0.115082562705151,0.0803586965635718,0.0635155038249442,0.0764493266667707,0.0975937918044295,0.601080600673254,0.108841719299755,0.695243838154276,0.236411220374886,0.0951384499160261,11.9841588972743,248.142574129357,0.117081957810123,3.13203794926792,3.07641473617533,1.65828443338611,0.141037390167466,0.103776613523513,0.0699686760247095,0.0664272758925979,0.0585746122916954,0.4304704697586,0.141830041727214,0.525891333166781,0.257658228624053,0.0788034807703151
"SSA_00020",3.34120030785925,0.0397651757782251,0.129866088540256,0.0152514488954957,0.260096056081061,0.0218733003673598,4.70353198572956,0.674497391138372,0.0527573503855469,0.477676304730136,0.212709681284631,0.113508144347779,0.0858154601800486,6.30252624235648,0.695471787977082,0.0449639253413822,0.0431968843212328,0.154408827062201,0.115084463718895,0.0803613402694752,0.0621933871725509,0.0764476941354632,0.0975895596650833,0.601095299142466,0.108840255562115,0.707034382564651,0.2364226172489,0.0951347227675167,11.9847329125328,248.143823287408,0.115578295995454,3.21822002234425,3.07653249436615,1.62828854967155,0.141037495109013,0.103773577064756,0.0954668007031322,0.0664272986668469,0.058574091549837,0.430479364605684,0.0943405182212091,0.561647691157763,0.216115939083179,0.0947813495134675
"SSA_00021",3.28463796850489,0.0449159542989347,0.129867998125462,0.0188939680716062,0.260098706259235,0.0218727234440807,4.70355682218313,0.674507389175594,0.0527575852254613,0.477684201601442,0.212710698638015,0.113505972194749,0.0820225136274054,6.40256727882291,0.695460069075819,0.0459106847912324,0.0431964454650358,0.17520114917445,0.115085611405901,0.080361063942469,0.0839117435237705,0.0764470447804237,0.097590956898935,0.601099409043562,0.108840567246587,0.766742066758122,0.23641671669787,0.0951332387217795,11.9845374140533,248.144693294634,0.116182766019331,3.22128358180364,3.07742919224524,1.64249085740561,0.141044825407505,0.103774691866221,0.0829887403023291,0.0664267682660656,0.0585742919443925,0.430465516088343,0.129320795476161,0.536867002134144,0.190769719601861,0.0881017655501857
