"","Km2_HCO3","Km2_PEP","Km6_CO2","Km6_O2","Km7_PGA","Km10_GAP","Km12_DHAP","Km12_E4P","Km14_GAP","Km18_Ru5P","Ki57","Vm6y22","Jmaxy22","KaRac","tao_ActRubisco","Perm_CO2","BBslope","MRd"
"SSA_00002",0.0479850756807217,0.259655490421086,0.0239038566349397,0.268798834337433,4.53658246426469,0.0594943800983699,0.705695957384288,0.189720401962107,0.104566507754077,0.0352491208475408,0.146978230393655,0.0727028617640252,0.953662675847831,18.3581579687235,220.016602857358,0.105560087660322,2.97029774311335,1.18832692488828
"SSA_00012",0.0573867874882464,0.19650000203068,0.0233001853823474,0.210537997211947,4.53904419464869,0.0530553014388806,0.663025236292038,0.200416487317599,0.124007667633582,0.0521721773794,0.242970803930282,0.0717820943785939,0.934625702519981,19.9631178491534,190.538926317805,0.141351789438577,2.82119644834947,1.31520013124549
"SSA_00014",0.0519607321945504,0.19467106957543,0.0262354304470968,0.273481973189954,5.57516531411581,0.059914277098745,0.466027056595828,0.242578527093405,0.162899966130181,0.0656210401588383,0.187902255364643,0.0686416337852078,0.912410793040747,18.7053270571838,214.995749361721,0.112100334689276,2.84918835854175,1.28318962312211
"SSA_00015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SSA_00019",0.0480536618473133,0.208534977265662,0.0231861509494797,0.195862173329641,4.11205179935567,0.0420825043589386,0.414382828205859,0.264359350801025,0.0861776224220936,0.0504455840043101,0.219146297670064,0.0672358382725213,0.98135759473,15.9598516288017,190.042326997517,0.154383650323881,2.78833165794937,1.08866796917492
"SSA_00020",0.0542760020539955,0.162203947146935,0.0227631370975154,0.223468856298339,4.60231131577745,0.0544172248708707,0.360088893510026,0.282185842196326,0.102801424456388,0.06143444519803,0.128173101462347,0.0732480016677097,0.977527406733601,15.6856690838852,242.275188737089,0.130925947968788,2.84581871581965,1.32392882146441
"SSA_00021",0.0555730499747635,0.143604774161533,0.0272632239191364,0.311021452356654,4.63952312684081,0.0721453037465667,0.590274537383165,0.321253026354825,0.124992915750872,0.05966818670218,0.207115447058051,0.0685574732951841,0.951056874745864,16.5161957121877,244.212040042541,0.133370241402081,2.91742209936275,1.09219179850674
"SSA_00022",0.0532155624061448,0.152707350685988,0.0260584702185774,0.223287770913158,5.24761816300596,0.0516547521156642,0.418036013386979,0.251241773657588,0.142625963698448,0.054944704720219,0.180136188134267,0.0695051836337438,0.935887490578362,17.4154499486295,247.992344298976,0.127676391479268,2.81191016928671,1.23440332675389
"SSA_00025",0.0495458318345282,0.167037436780207,0.0261289044842314,0.20851635209337,5.14161809255369,0.0597861581808639,0.382043587340665,0.275169539480154,0.134164299572861,0.0592651318771392,0.170805101965967,0.0713827269494948,0.933623890674572,17.9915763987813,268.743581341086,0.122560063995966,2.84645654960977,1.26588128026415
"SSA_00032",0.0519739993635357,0.153437196223397,0.0278018170496531,0.372295296433652,4.74213052788214,0.0732254462458441,0.799610538031036,0.23841790278772,0.106363993189379,0.0668531238042551,0.179472469898727,0.0770471828136927,0.945986896662236,15.0146562548954,244.586243744423,0.132847484152949,2.84063695821788,1.00436468388857
"SSA_00034",0.0535341885420792,0.174849854454088,0.0227052865948687,0.240013083848804,4.99950621600286,0.05731081522193,0.509035897472218,0.270856716093882,0.0914257848896823,0.0542150071608253,0.225518932500185,0.0744575991168306,0.98587515775123,15.7368202542158,237.229715214726,0.142447374842423,2.85525899726862,1.13502113575271
"SSA_00035",0.0527331739557177,0.194079476298603,0.0210871223698997,0.174872561452598,3.75617066750721,0.0315252810505554,0.466809647039785,0.266560829485371,0.0581418340956021,0.062376698823267,0.285397725393431,0.069867913880157,0.973666231562991,19.9312111335842,225.783329982087,0.143339225862522,2.92334623805624,1.18331490298667
