"","Km1_CO2","Km2_HCO3","Km2_PEP","Km6_CO2","Km6_O2","Km7_PGA","Km10_GAP","Km12_DHAP","Km12_E4P","Km14_GAP","Ki18_Pi","Km18_ATP","Km18_Ru5P","Km33_NADP","Ki57","Vm2y22","Vm3y22","Vm4y22","Vm5y22","Vm6y22","Vm7_8y22","Jmaxy22","KaRac","tao_ActRubisco","Perm_CO2","BBslope","MRd"
"SSA_00002",5.8666380722926,0.0371794648625821,0.0898673808499104,0.0116099057393208,0.252125580411137,7.92775867740224,0.0628745824867962,0.397407871469833,0.155000752917506,0.168837017979787,5.61994481382381,0.833616067216182,0.0567386449197751,0.0271973063579156,0.104249522241539,0.0869019105413431,0.111540291665575,0.122307299204567,0.100825959786466,0.0926647364138175,0.812360611033931,0.61606983895753,9.22909173500307,333.295776467132,0.158600296406671,3.53430480942092,2.04788188340383
"SSA_00012",4.60430988523445,0.0271207823111977,0.101688495862813,0.0152273966497871,0.241052546589031,5.47755810172898,0.0446723624544668,0.463840943641026,0.159660869932978,0.168683084739735,4.84478698475444,0.672600910810256,0.0542320209754422,0.0390631858507252,0.149430155495293,0.0823831361431949,0.0900535530835524,0.122056964525805,0.0973700394075641,0.090452822214492,0.82113172539395,0.59972450859933,15.2458880244191,217.187251318953,0.174563924937899,3.10642633501284,1.81442630936285
"SSA_00014",4.93846889207673,0.0278371220643656,0.110818034861237,0.0158002762355656,0.254569752151588,6.56127637046878,0.0574103575626386,0.519083666914867,0.153947241760816,0.176914909379386,4.61958071217842,0.722040624092464,0.04778256971115,0.0288838237342514,0.144248031308072,0.0892051547725785,0.0960977284094837,0.122336416933835,0.0980429031764266,0.0904871969384312,0.826455423482938,0.589487964546986,15.7567875060091,234.67496968075,0.163698686516904,3.10441347638638,1.73368379315041
"SSA_00015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SSA_00019",3.50696350028054,0.0249418387616847,0.0903659282239557,0.0160896960959366,0.28078300588251,5.7983915441532,0.0642051953040076,0.469724492400612,0.177375133663646,0.14596948673012,4.8992196323485,0.743859282943743,0.0464918647815765,0.0318456220166753,0.151650574155987,0.0791976767455599,0.0965492857948314,0.122076225627419,0.0995664976720892,0.0915029156982478,0.830611720637124,0.623374667564612,11.4450927853269,272.832428675138,0.159409727185958,2.84251388314807,1.94229801578512
"SSA_00020",4.8153018922787,0.0278641718295151,0.0891802382898468,0.0173379390327343,0.219121459310707,6.31327324708788,0.0693051350465019,0.406399199547717,0.139171475629487,0.16055103653716,6.95487700820579,0.984725556361808,0.0579011810185154,0.0368245939176344,0.150243580769821,0.0805575477103228,0.102057537110448,0.122127003372435,0.0977562653973227,0.0903983658939489,0.808131968880144,0.616112965973599,14.4204567044313,255.509891147066,0.148585128356102,2.96088596165745,1.85509149261463
"SSA_00021",5.00859289561091,0.0263342767586138,0.108893662017102,0.0129181969091879,0.191664272776048,6.9170607818955,0.0630825298497649,0.472771382933957,0.160664689782024,0.144115644673751,6.4933370149142,0.786962438667711,0.0477550341662474,0.0401585588781669,0.163474641884251,0.0813393686746576,0.0943772584238293,0.122353431283409,0.0983198750265476,0.0912757444866867,0.8219020247275,0.592636770867425,13.3906103148739,267.05914403848,0.157393269430175,2.99634437251384,1.63540106512212
"SSA_00022",4.08205715699733,0.0299158411078584,0.0897337910505084,0.0166439284687934,0.21778568777949,5.70982678082505,0.0559116688453598,0.480285104355706,0.167812830324662,0.144255438617481,5.64270206662985,0.702327102769555,0.0536995733198235,0.0342947232284402,0.162158255916911,0.0912944492579372,0.0936631344633812,0.122224614044651,0.0983192157888095,0.0912443977612099,0.825956162916823,0.61416088608445,12.097615879056,249.007671432029,0.177485475506707,2.95647222029797,1.64697612210845
"SSA_00025",4.94947009824846,0.0308974006093593,0.0927530173230804,0.0155738848702206,0.195956336448394,5.87190562925987,0.0597922720323142,0.412254647889549,0.165082700009203,0.158848654013271,6.16929460687885,0.824448438798562,0.0573525741571082,0.0380368045040059,0.172433933017687,0.0847518831353626,0.0965002677073062,0.12222916694986,0.0980217077707824,0.0911588680289101,0.819875888138904,0.60261326013647,14.1411939385611,251.022838369929,0.176801828733952,3.03904819558905,1.56827348562406
"SSA_00032",4.64088599745647,0.0259087940379274,0.092617201675184,0.011301001965691,0.140872712559992,7.41905405321319,0.0674350984518477,0.538011792403033,0.134673465723607,0.135604558682532,5.86217400130839,0.669031122660574,0.048571719934743,0.0385502777325313,0.159176556890915,0.0612671036035278,0.0914784134452013,0.122329421997949,0.0980117696765331,0.0913403230157493,0.823334071250417,0.599750289412343,9.25326241004107,250.028668884124,0.171294611237787,3.09737199147623,1.60571778139878
