"","Km1_CO2","Km2_HCO3","Km2_PEP","Km6_CO2","Km6_O2","Km7_PGA","Km10_GAP","Km12_DHAP","Km12_E4P","Km14_GAP","Ki18_Pi","Km18_ATP","Km18_Ru5P","Km33_NADP","Ki57","Vm2y22","Vm3y22","Vm4y22","Vm5y22","Vm6y22","Vm7_8y22","Jmaxy22","KaRac","tao_ActRubisco","Perm_CO2","BBslope","MRd"
"SSA_00001",7.49667190854439,0.0332288166343792,0.0868604690171877,0.00934763976526062,0.134423458832465,5.8762711441672,0.0812105766242835,0.647657022157737,0.135628099673552,0.115902701970018,4.24606697902039,0.476628049006648,0.0571312406163305,0.0372405389309102,0.133318018098472,0.0802253100141846,0.0889094388714102,0.122474735093548,0.0999840958848111,0.0926429133074651,0.799334830114493,0.579968792213901,7.4351260268004,217.778424375843,0.229487232342351,3.23350728425898,1.25950109080114
"SSA_00003",4.10595104898418,0.0196817161308043,0.0935191948752154,0.0140513623841927,0.231827608952763,5.45744208879391,0.0475207243811432,0.316280733719777,0.357055508733046,0.112452780947941,7.91857525416845,0.789761515264636,0.0383150393346703,0.0382376773663212,0.0974530892209793,0.26142079180289,0.0916888964466735,0.121965768530623,0.0952794924342434,0.0905371163366594,0.788296695842933,0.638118386761665,18.1401355763594,315.363684595555,0.172945736987494,2.29680676746136,2.4038006120052
"SSA_00004",6.1556112938799,0.032346335737377,0.0715564850595005,0.0103152542533179,0.278553860119236,4.51753475052111,0.0498002515732893,0.437450812932599,0.269569509891817,0.113643138957934,9.22314763058889,0.842617694522021,0.0558093532948994,0.0263330061603942,0.176603506422415,0.0998538655839425,0.0885373715045486,0.122677470074326,0.0967842207475155,0.0924872069384682,0.866941284500867,0.60523342517466,12.6609092528982,222.280550680686,0.168322015542285,2.8330870388013,2.03317662637026
"SSA_00005",2.60261106058004,0.0226066074467321,0.0763342345920723,0.0111293900688612,0.182629861427853,6.24526416740332,0.0645124329626156,0.46172555520568,0.203454682674121,0.0685003604306904,4.52158368088898,0.387956346617517,0.0521593236140263,0.0459746770072001,0.230114396617543,0.0536397974778913,0.0897118623479275,0.122144966202267,0.0979889794581043,0.0919609739192764,0.862754527132892,0.622443491312632,10.1428611913984,204.323384009534,0.159182946539264,2.73586829333592,1.28325066827429
"SSA_00006",1.84993451609251,0.0342953112966694,0.0710399742034163,0.0242665657181938,0.180059363698663,5.01294694682882,0.0449142928770694,0.265121234850697,0.132583672652872,0.203885568799727,6.20537955239243,1.49243084183578,0.0507299003543604,0.0278856973436712,0.251435190952675,0.0404318102247485,0.0906836071963336,0.121924444581179,0.0979627968621089,0.0887744984958902,0.892098197954385,0.659601715968772,12.3943221276562,230.820639049525,0.224982727430606,2.67891418065156,1.02527951182184
"SSA_00007",3.66945562717599,0.0210703033618917,0.209215920351238,0.0192270903076152,0.349460134646993,5.76393769593205,0.0474339065570489,0.674874317489602,0.185183282089152,0.443165202449549,10.8018274674133,0.868286398735201,0.0455090473894566,0.0481899569028166,0.197317863999257,0.0981539893720211,0.0856990021701287,0.122485981837933,0.0983139072139477,0.0880108732328107,0.80729561295452,0.561789284243746,30.1607079572792,197.559414909014,0.105944539251133,2.66456826436308,2.21052974594265
"SSA_00008",3.33767096139319,0.0338639165854367,0.106225256624053,0.0122446175103005,0.220514076694816,8.87980223415992,0.0689505661696259,0.44880558807703,0.109821531139515,0.152482291659926,3.86857006040493,0.639324128599783,0.0378785314833879,0.0300154266544755,0.139926524767458,0.065472264950012,0.0993589413889338,0.12222562440105,0.0985499554573123,0.0924232211528199,0.804735897487609,0.581552313289294,11.8371966939537,236.260619955377,0.187140675494861,3.20780093534943,1.88328298461838
"SSA_00009",7.74867782432863,0.0184421434493317,0.0934592781361393,0.0190233917281008,0.219677587751512,5.89965207717643,0.0390249384548684,0.736454652780982,0.0900695345548093,0.0686161037778479,6.12286402541157,1.0235728791982,0.0464347827005828,0.0442286466707472,0.141213351830308,0.0775315915166958,0.0926018531315181,0.121977224495793,0.0966922455867078,0.0901585714372251,0.805328807470406,0.570867140281155,20.9027243221689,240.423123660512,0.134934933618424,2.93222521473589,1.79328441217736
"SSA_00010",4.49255349635084,0.028995885762285,0.137247748232419,0.0102906028098576,0.193643718471156,5.29487037558643,0.0645878432382958,0.519708338055265,0.275620583308834,0.0739510659532022,3.73235441155938,0.684912315495642,0.0525094028578105,0.0411053761018807,0.157226074720021,0.121200493519518,0.0874024352108993,0.122501292637361,0.0966628738021151,0.0890963722673793,0.812009965458165,0.582069946502175,8.30876042531579,246.610075436678,0.151405183067299,2.85045029522289,1.73308010871115
"SSA_00013",5.31943469599501,0.0203235441143708,0.121077054902292,0.0118216375210493,0.168905420555302,7.10443261498212,0.106173756310049,0.509288324211561,0.201090942558442,0.166189119458433,5.60391297055643,0.828869067106093,0.0433494936436701,0.0320796464036353,0.171818188916715,0.0959214502217623,0.0984069275552275,0.122168362756127,0.0987338731580108,0.091282257743661,0.819098633967529,0.620086000930886,12.944764390359,234.858946373952,0.176494755066301,2.78930433370612,1.65588615053979
"SSA_00018",2.49725430436277,0.0178253518419057,0.09802435120983,0.0151775148942365,0.198307238888911,4.96252357621535,0.0533159041546822,0.394902011448018,0.206317868722321,0.137639613973557,5.57514393642109,0.608780582900094,0.0480265721944,0.0255226774599675,0.115603016954948,0.102052676506582,0.0900206829540336,0.121898260586418,0.0951096592998076,0.0930546981247795,0.817498682293639,0.60922551537488,11.5284955585472,276.543613339074,0.18164418571831,2.84657463850973,2.75600219861552
"SSA_00024",3.70785193810688,0.0223173394175301,0.132554055068987,0.0151375892016025,0.214012589412002,5.91768535990273,0.0869688602657501,0.548190809774583,0.119912856821204,0.196788280112727,3.63896761895375,0.704112621848818,0.0484399253992826,0.0281751516325645,0.135580134742997,0.0667378074989813,0.090066159539687,0.122240530352694,0.0960349872398394,0.0903060567398462,0.789684453012954,0.633768931314821,9.51548816232383,223.180915133136,0.193910289996096,2.65285218547188,2.35787073153559
"SSA_00033",3.09521729605171,0.0246687690601973,0.104865772884399,0.0222064455992015,0.230947481769844,6.79565078296992,0.0535023918823604,0.662522744376221,0.157479645592605,0.130976926962163,4.92435855589015,0.493601679080342,0.0526123490323511,0.036907584076185,0.162147973676071,0.0818064635222547,0.0941355340653151,0.122047049331723,0.0971023963620694,0.0901470722618579,0.826440584667891,0.573156852373956,12.4560859839173,210.149440768162,0.160084164911737,2.81692768090857,1.4150800145599
"SSA_00041",6.57761937783157,0.0240997508665438,0.0983189161736968,0.0100927738287527,0.168863093790803,9.45977395229886,0.0737373194832687,0.480206729480291,0.120753825915549,0.121990410712302,6.10510692005569,0.751202364691122,0.0504135032187649,0.0291437941536486,0.154324884019468,0.0543562593379641,0.0885625978037883,0.121886289540651,0.0985059609168387,0.0904384709055719,0.820167099437754,0.595647119741424,12.7077105070907,237.416858721446,0.148045192013435,3.45502136203666,1.87798256646404
"SSA_00050",5.15857344052728,0.0182489796159586,0.153838219811872,0.00790437019996009,0.139639169653942,7.59684159578283,0.0868037733968341,0.449725303272939,0.281973252111305,0.134450212674166,3.86614032361819,0.581760426498349,0.0608001938560331,0.0460658918058103,0.171178532371669,0.08978005362122,0.0909255260939613,0.122751947730395,0.096775103739336,0.0898338727753493,0.830275345056528,0.58387318190742,11.0792126725841,310.738850290335,0.179775341309445,2.80826163759196,1.42502016010081
"SSA_00062",3.51316030079151,0.0195865580062567,0.123711007818546,0.0136914190683595,0.200232247932981,9.69818216914194,0.0441980488707331,0.528479229346641,0.200700365757724,0.2752499758579,4.85032556394912,0.84979102455965,0.0518601559611731,0.0335375932355597,0.152101135909592,0.0903627913890729,0.0976325161829651,0.122249524357092,0.0975269375822353,0.0936767852221828,0.837276701073274,0.633890301596305,15.3560956984819,278.229985858892,0.144696940527098,2.68072904016229,1.40576479578083
"SSA_00067",3.52856222971871,0.0273050984085572,0.103604066514593,0.0123241924016218,0.34960906333165,6.87546189563187,0.0504886994642105,0.342617460737365,0.270344320943174,0.180350236710904,5.02449569005052,0.67196187203129,0.0453602450628281,0.0390266628052256,0.182691957161201,0.089480111331176,0.0920687724964999,0.122286139711324,0.0982527487656902,0.0906158859501591,0.795487411244693,0.581094003792438,9.547244575337,250.233702724946,0.208880091737549,2.85879270437576,1.77880577587249
"SSA_00068",3.12810773661414,0.0282153338953806,0.0628012090500518,0.00924983926540305,0.26942493917541,5.09613438514229,0.0307455403909336,0.506443271069884,0.176625596106224,0.124281973069836,6.71925514644076,0.572660154228712,0.0913196893733216,0.0403978515172335,0.178271295552633,0.0561671334451031,0.0867495516439113,0.121910204405326,0.0997557760803652,0.0913990336186134,0.839147802668542,0.704955858164444,14.342342438781,169.257313287181,0.177442421658258,3.16717061548446,1.16325038383504
