"","Km2_HCO3","Km2_PEP","Km6_CO2","Km6_O2","Km7_PGA","Km10_GAP","Km12_DHAP","Km12_E4P","Km14_GAP","Km18_Ru5P","Ki57","Vm6y22","Jmaxy22","KaRac","tao_ActRubisco","Perm_CO2","BBslope","MRd"
"SSA_00001",0.05194286265278,0.13873055757849,0.0190441773384455,0.192553213392499,3.74071697387557,0.101075383499284,0.785278413564789,0.224083282543924,0.0845684516547863,0.0431932910118746,0.517972866909296,0.0697292227208749,0.953934702641017,12.9349380869688,374.188312414069,0.0899457660875695,2.80304151933021,1.32934222112679
"SSA_00003",0.0555535182347509,0.115348191686872,0.0196165772302507,0.173409027462161,5.4852374407579,0.0578153637838862,0.401974686583368,0.201657993533635,0.401203979553914,0.031389291604826,0.0606404158959559,0.0662250713235105,1.06767625099175,16.5275853599864,213.906935731264,0.186832413616338,2.51888808214828,1.96619266835385
"SSA_00004",0.0758281244206684,0.0948543013547777,0.0193610102338523,0.167295081683349,4.064102259896,0.0341275610485896,0.419089594698474,0.239345768430541,0.103795555841314,0.0550786680150665,0.190688479266651,0.0948165884717743,1.50020803608191,10.5133167266215,142.019403832943,0.220969615790162,3.00185179664813,1.0273027485838
"SSA_00005",0.0694589993538464,0.134942303768734,0.027823464909163,0.167316197288563,2.93808902919669,0.0432162458719205,0.324885208814151,0.261958286515117,0.0973471666159568,0.0615599059416605,0.196480664405446,0.0735535403087177,0.865365376507216,15.7428501053322,158.898009068911,0.0750275733913131,2.68156179027719,0.951244197840323
"SSA_00006",0.0477353150137983,0.216882688429247,0.0245855231147589,0.282793632135452,11.0285708504601,0.0554429117315412,0.524720663286297,0.126549286891412,0.0682773969114444,0.0645507503545457,0.0361257300700361,0.0704491554082706,0.926925355751765,18.6661647245791,152.246249655358,0.131708018305441,3.07941907005884,1.02042430226265
"SSA_00007",0.0373324368390025,0.101422383561896,0.0243144553936614,0.235057425511578,2.0824945838651,0.0374687013145426,0.471066448862902,0.566728782852991,0.0759049825718268,0.0458935618118433,0.617063740932724,0.0620547010308182,0.912872934285558,11.2169927928624,125.733864964578,0.284542041151011,2.53174660334274,1.39111162608546
"SSA_00008",0.0645727522359477,0.133762795678061,0.0210659342902637,0.372998663173839,4.64793867168958,0.0507730791731984,0.453553831048458,0.295035187065141,0.0781673177555288,0.0390214056120969,0.166130785532586,0.0726235304308287,0.949049799807428,16.7748429850601,319.671610863611,0.139393164150085,2.95356370623056,0.921928455180179
"SSA_00009",0.0626346514999977,0.159334721075981,0.0374247392925533,0.249202886973117,3.23882949499541,0.0521331164946163,0.490180474777069,0.221816027357208,0.128970522279596,0.116974433895623,0.169363432673812,0.0904033131404014,0.972131673244061,20.1883745310728,328.951807949278,0.0760378027217557,2.73901389371347,1.37899802030653
"SSA_00010",0.0373649676660675,0.0838618175730345,0.0259593916067656,0.182134199688098,3.53298448908183,0.0893454343128613,0.390633000466481,0.533590333513729,0.162106730609952,0.046166055399639,0.194065845230293,0.0781838028369386,0.938686883895639,19.890227055023,184.900925825286,0.196693237498178,2.69101895937127,1.45969963949476
"SSA_00013",0.0536733494664017,0.141199008901591,0.0189127703504561,0.354745791313374,5.24624431910002,0.0486706125616729,0.600076349496487,0.324856568077073,0.16212563579032,0.0325237480159399,0.194247553385086,0.0737925186763539,0.912834328517475,19.0550237598073,231.329822299881,0.112977006583029,2.80814910603457,1.03722353373244
"SSA_00018",0.0375277646238446,0.109995387389309,0.0263903325298085,0.178601262697409,3.21144923319201,0.0400329600627798,0.424533109004379,0.28958563047529,0.0837732823090559,0.0447107627691868,0.168009003689353,0.0643150690252894,0.946454718130614,17.2698189762853,177.667894372006,0.108050759231831,2.67095811295641,1.07912489063953
"SSA_00024",0.0743222458609577,0.0824075951032532,0.0193153012720477,0.179437147533679,4.98942186374384,0.0564250808263317,0.632721062517176,0.354868494402527,0.0964547054446228,0.0390621169106118,0.153727949156331,0.0663683286300318,0.893101555572927,14.5981529040705,295.974332930658,0.0883707363354426,2.41867629632445,1.37747942179768
"SSA_00033",0.0418780784882568,0.229416955742376,0.020108916836818,0.229426287050841,3.82389633417724,0.0474504209226872,0.374225453198761,0.182525205215715,0.0924135044355447,0.0498986721121679,0.194528734046,0.0702128265061614,0.996640020574203,18.0495313664145,345.790113934504,0.0864784079427773,2.75308995851467,0.976410077474891
"SSA_00041",0.0914743540780137,0.1243761090892,0.0200510480011731,0.217652763405167,9.80531583757978,0.0803925399422551,1.44315534073553,0.188826079952513,0.0779852163618683,0.0621621153381449,0.257464084731965,0.0712270634134826,0.891539761191495,11.5625329825812,148.781704538473,0.0868010904555058,3.09724704254846,1.13066280270726
"SSA_00050",0.0357167700929568,0.25871860549346,0.0385151502048779,0.30466709716861,3.97471427846755,0.100270851358223,0.489703906691354,0.44280101831725,0.121791626572753,0.0535671081988053,0.219833940453481,0.0688908459938386,0.879620915848973,12.1527172542654,143.592065140924,0.134333116736959,2.74763009324267,1.05122651818351
"SSA_00062",0.0334758240427732,0.0965446879479221,0.02347416612973,0.210100063043082,6.19380723020339,0.0591934640063794,0.568618235380209,0.657341806884473,0.0988665926904121,0.0429641600536187,0.198931527446462,0.0757807406047115,0.919374836605419,35.0453728804703,172.6961713291,0.0780023875024513,2.63738153221283,0.899101875243959
"SSA_00067",0.0513429164649054,0.120682187343109,0.024876813232308,0.233463187208452,4.77803307224391,0.0439707348481967,0.714390876739293,0.216132184076259,0.112652919468874,0.0585607880273752,0.228516727236084,0.0774067568132174,0.943523935929643,39.9468424948818,228.351376072409,0.0927741761109941,2.66687772487662,1.35632338062404
"SSA_00068",0.0831516855626789,0.0984612329383368,0.0333593277799223,0.192339835500178,3.82583474633996,0.0402858683984222,0.665358059658197,0.159704409418644,0.0504804135822123,0.133287446898316,0.260612224987359,0.0766626714124808,0.912515742409785,26.0754206023393,205.959807002005,0.0727770799751715,2.99211468983402,1.58548798078514
"SSA_00070",0.0858219636283887,0.0934503336382974,0.0191848840787934,0.257691816198865,6.07823243649365,0.0377863417247975,0.611505814089526,0.249802468274979,0.15859058318728,0.0417050826704036,0.271697050266039,0.0827602674521507,0.877710621271058,27.5323233185556,154.82576620897,0.111280900351383,2.9332549202458,0.811822111494255
"SSA_00075",0.0441763288556744,0.158279268083356,0.0323612277096389,0.215848566578142,7.18288968842245,0.0751134099994343,0.408602118139007,0.158577039763282,0.254969616643689,0.100320548035582,0.193645747411844,0.0793499239460654,0.960717189212123,14.5748452446061,266.636983977576,0.0742883200578598,2.67989746136807,1.61718806864807
