"","Km1_CO2","Km2_HCO3","Km2_PEP","Km6_CO2","Km6_O2","Km7_PGA","Km10_GAP","Km12_DHAP","Km12_E4P","Km14_GAP","Ki18_Pi","Km18_ATP","Km18_Ru5P","Km33_NADP","Ki57","Vm2y22","Vm3y22","Vm4y22","Vm5y22","Vm6y22","Vm7_8y22","Jmaxy22","KaRac","tao_ActRubisco","Perm_CO2","BBslope","MRd","Vm2y23","Vm3y23","Vm4y23","Vm5y23","Vm6y23","Vm7_8y23","Jmaxy23"
"SSA_00001",7.15712132306235,0.0321638872873381,0.0829990701707181,0.0100421706989632,0.132797631641048,5.45572821442593,0.0786073334404232,0.611887620747017,0.135263877733837,0.122347825373835,3.8352602720185,0.485087713719827,0.0579052899601421,0.0377537662090983,0.128499464049745,0.0754188891947749,0.0796538333883098,0.12827821177208,0.11680602401204,0.0732713726662451,0.467649049730471,0.530957124331941,6.72863794081049,182.117452077406,0.216611154780764,3.27966345424583,1.28387444231336,0.155675731033111,0.066449214738371,0.0614861450434881,0.0488205010031862,0.135046752352001,0.517413214750794,0.377443392452491
"SSA_00003",4.03995697303095,0.0217544592536969,0.0884859339393009,0.013350732183714,0.233581643965268,5.56963799432908,0.0468208544126865,0.342195572611603,0.325081878707987,0.125742834041898,8.50695210767055,0.814823219673108,0.0397772409747082,0.0388750026200788,0.0955057422693563,0.558069396786031,0.0597365648394009,0.0696104329237789,0.0462766578730158,0.0810267376477717,0.406177565017697,0.604392533520512,18.8834505797868,353.223199784295,0.160815330595122,2.25868789475947,2.40610799330201,0.293113672693435,0.104095224002112,0.0621489799167607,0.0393799723558907,0.0867694295569922,0.557178054217971,0.660337766615328
"SSA_00004",5.73331743884852,0.0329752887209444,0.0595294806866966,0.0115432804474021,0.291444450706769,3.82709902172024,0.0496975523488748,0.458377304195499,0.252425170705937,0.109400660897046,9.22206454946276,0.78696831673068,0.0596827382501683,0.0242203409326016,0.169883524602919,0.112723509206536,0.0666460080619274,0.155402292629641,0.065803919171868,0.0805613904737158,0.785561158739291,0.574919609210681,13.2152732371668,221.206983268107,0.162260443075341,2.82392051639456,2.10522200490259,0.155735011480445,0.0960037930107811,0.0518896151372076,0.0453734761224082,0.130918080051233,0.802728811225756,0.498139168528339
"SSA_00005",2.62451076491481,0.022712526393558,0.0683319325556447,0.0118576781774505,0.191022725350046,6.88037061526465,0.0602361038661166,0.460880529086784,0.197231577181757,0.0819334422930005,4.58423084679898,0.459855042821446,0.0552195869430072,0.0452488561713895,0.237752530300965,0.0317452073570341,0.0903406411088545,0.0921092784383384,0.0699302875715241,0.0849990685329359,1.05409513351531,0.436179947931407,10.4730874684665,193.452143819707,0.154317099770891,2.74672968825389,1.27217142774335,0.106172840604468,0.0740933304998078,0.050470790205589,0.0550682292688428,0.109149373746875,0.573928398492709,0.78386646997936
"SSA_00006",1.70361966934029,0.031531548780948,0.0656817072471426,0.0216254010550109,0.174457767141208,4.19556622631024,0.0473390862710995,0.30260246993548,0.128806843357156,0.181284450990209,6.1953247790301,1.30592568809809,0.047749367212238,0.0264927147211321,0.268794544533965,0.0320534630054976,0.0814452970972829,0.0675884072115906,0.0881364830177765,0.0615417606538052,1.50760582154259,1.1056200864277,13.0465004482726,247.100256859703,0.211469942920879,2.67227836037362,1.05679836482666,0.0544785493546882,0.0842811552332846,0.0611383584948788,0.0436159464119546,0.0787323548813281,0.329860811015745,0.388560783403357
"SSA_00007",3.94009476848491,0.0221692012193028,0.230110494923247,0.0185148050801534,0.334275014039137,5.75575589447846,0.0487458212070948,0.662162450031001,0.177665062490807,0.362384241618737,10.9036794167364,0.843911000922066,0.0454617688530768,0.0531254385626623,0.196930124890152,0.1367332079594,0.0747718618965881,0.138135343883666,0.0922798268309041,0.0699688969396012,0.487922272482694,0.35796199463146,31.6551733503695,180.629242828202,0.116357132306162,2.57769504572768,2.24784854570457,0.158963612670621,0.0651482871756279,0.0530767093512543,0.0548447356271404,0.0515311587685883,0.583085062934219,0.399529465514182
"SSA_00008",3.49336894976702,0.0328674247114972,0.0996280553382035,0.0128514985706267,0.227866829205268,9.29468591302506,0.0672353630179196,0.433478089771764,0.126709655760529,0.15248006612646,3.7931359022894,0.720657228035206,0.0370748657927217,0.0270979370294155,0.140424432112334,0.081090044431089,0.0986770997448279,0.0854792500104873,0.0625569914499822,0.13240208258521,0.493750286942003,0.556810433310539,11.0240121585981,225.907010991852,0.187093745383551,3.23050918851906,1.88759066414767,0.0974364233853691,0.11678917926109,0.0672073747978026,0.0780418578435017,0.0753817440614029,0.588777524478186,0.416707202656606
"SSA_00009",7.65888289816613,0.0203255222754205,0.0975694963149092,0.0185523254949262,0.226706415447595,6.08363414866979,0.0414062105360358,0.69759638506576,0.10439526390863,0.0880244344415907,6.27917487647511,0.872624455648739,0.0419081024840577,0.0451183383477134,0.145962848283747,0.0572328526785338,0.0930028933522972,0.0710003939135603,0.0521860511990114,0.08846926430242,0.680269224133601,0.392770624310083,21.5379577429427,233.462458097787,0.147543972742914,2.85825888247275,1.8123988683774,0.177313637017204,0.0837202761425829,0.0617589873752246,0.0506549811201494,0.0723836221680977,0.378895120729819,0.447953642941147
"SSA_00010",4.56199603505358,0.0282826576000164,0.151173269509271,0.0105835815524072,0.180727627674222,5.63040059420357,0.0607108306354086,0.508547856707597,0.252077904656961,0.0778776511798216,3.41817756261992,0.721389188583388,0.0496616414739014,0.0393004622290127,0.160178871194132,0.127748791053257,0.0867356372568435,0.110138705650465,0.064299286203732,0.0583731739147774,0.588430763499716,0.526411192874864,8.02705321041335,252.610511244593,0.156128343692198,2.81324874631896,1.75743231301846,0.249576814227185,0.0681925559713762,0.077252331040637,0.0412992518779847,0.084550072619969,0.56009964028537,0.443151667973237
"SSA_00013",5.15900205362353,0.0226981435016601,0.128826449667172,0.0126888270616834,0.169073832893054,7.31100245314087,0.0986786334515593,0.505702500700695,0.192644788976701,0.140580065451865,5.37089431455974,0.783024425366437,0.0430208647622945,0.0295235679124769,0.167593416859842,0.162877656082756,0.0890261581256654,0.0903915842363856,0.0622529865390691,0.0736653597561505,0.636106661638967,0.668632816034071,12.8968463307495,243.751023454807,0.172372333068696,2.70387167904006,1.69297132950246,0.116611853354851,0.124026821361795,0.0590226145281896,0.0801442507686041,0.107330008784566,0.524522885797462,0.528091381897243
"SSA_00018",2.54261689996349,0.0192018637359361,0.0912591744725537,0.0152163872365019,0.199385382163853,5.14611604471725,0.0554385249380584,0.391683404482109,0.199865524571647,0.149166522256913,5.55192506208378,0.64605977044299,0.0502165246220365,0.02572168904386,0.103400850678802,0.112263781754547,0.0609992327292688,0.0723459974375342,0.0492264793876562,0.0899183622751804,0.572847156778423,0.496517427723472,10.7480141936153,281.441777051245,0.175905105300132,2.84156531428353,2.79932561864878,0.209055361568829,0.0949713084850857,0.0509614957182665,0.0356151163052656,0.124773151204325,0.603367555947442,0.593304414372999
"SSA_00024",3.73680461259643,0.0224587601579058,0.136130389164804,0.0158014824947115,0.226420366404119,5.53344078882247,0.08065570343029,0.530518210561619,0.134071594033925,0.196917428625226,4.18937682172487,0.777979712779296,0.0493121594650495,0.0254641002450367,0.132417567185307,0.113702575395503,0.0607423316161136,0.101219676088688,0.0531481381503001,0.0903610385167673,0.490132313860882,0.805639773947918,9.78238007381536,214.304647672195,0.189672733663696,2.64675511648089,2.41325019812621,0.0935129690353673,0.0937057426610959,0.0511728727208694,0.0449495615349134,0.0686603877545558,0.42075048254438,0.494302900551879
"SSA_00033",3.2334715040363,0.0242840486325529,0.107755432448753,0.0208660351075773,0.233614562632297,7.07327627587942,0.0548292506381913,0.624276304700088,0.15743336438948,0.135514669724369,4.75803588481021,0.590318119126562,0.050292864438102,0.0352838225702947,0.174656291435909,0.0749516983781408,0.111243920793859,0.0641056111367078,0.0602015442783022,0.0746810317945541,0.694215916475544,0.440634802809488,13.056441091632,202.279515238694,0.15836658432539,2.805978721894,1.39814272293011,0.143750251603785,0.0740269855184577,0.0740757323227696,0.0546965943647072,0.0842011259070085,0.541582152499009,0.365028486412321
"SSA_00041",6.30538635292484,0.0260625978305017,0.0983888937489057,0.0118830540339017,0.172563136425221,9.67190372102356,0.073369731773199,0.496590181677252,0.135902650083788,0.130987378738948,5.93750628341292,0.756903287156868,0.0491433596661467,0.0265577311551652,0.153092875349217,0.0647337610723809,0.0856486304558405,0.0667356867674582,0.0758341256404147,0.0996177234483671,0.697850222458425,0.453432114394312,12.4414344544217,243.566113810465,0.152581862580847,3.51130744564578,1.86321444574834,0.0851491993194808,0.069251522164362,0.0568445240607047,0.0719216675317423,0.0664296525440657,0.467149147713394,0.553876232783655
"SSA_00050",5.48483905528763,0.0198942543828517,0.169459020733479,0.00891015536407834,0.156816914239974,7.93901502003239,0.0801386061353259,0.451513314481055,0.25743544806454,0.134888834736549,3.73738017069121,0.591710239591389,0.0619663334899909,0.0441387176794186,0.174911909416631,0.0958025642605108,0.105068562045621,0.128155009667538,0.0508852180553006,0.0634829409427464,0.6261538037067,0.54716373736893,11.1342575777299,317.693630905351,0.175022742917152,2.76790891908725,1.4413321449064,0.175534523725226,0.0653999532564854,0.089908731893489,0.0592501790906255,0.0918071289588097,0.732757321416541,0.381133340188111
"SSA_00062",3.49635211836326,0.0227797477249023,0.134148080156188,0.0138297705338644,0.19271335666076,9.6719652238626,0.0468699892979456,0.528777533985049,0.19372452487531,0.234050631156109,4.84296051800672,0.851527898940393,0.0543177869639264,0.0328259134522838,0.155833527300836,0.113827335451978,0.0833488547856449,0.103834571705438,0.0629265431766372,0.109282309495322,0.836344477381276,0.767029954242144,15.5389634589967,281.295981879433,0.150237849766959,2.64324462509066,1.36056547071529,0.16032318129182,0.124372580272513,0.0521732587139844,0.0564374686077145,0.116705910545136,0.551256027196723,0.541707370883532
