"","Km2_HCO3","Km6_CO2","Km6_O2","Km7_PGA","Km18_Ru5P","Ki57","Vm6y22","KaRac","tao_ActRubisco","BBslope","Vm6y23"
"SSA_00002",0.0605766249554279,0.0238854891402578,0.316489068387455,2.45449603225293,0.0484926944450834,0.269557658939846,0.0693203054454825,13.1313301957056,317.976526550432,3.12372454483469,0.0695176424835697
"SSA_00011",0.0424107601742158,0.0233953654434485,0.301222370527282,2.38233633965672,0.0527424977027422,0.215724218159946,0.073971714678332,21.368741377474,268.614010921819,2.70998513637915,0.0806289392475163
"SSA_00012",0.0606177213920169,0.0197248405582697,0.225113997196308,3.22317707239446,0.0537760924164371,0.222459970404186,0.0641725685470815,12.2278688330811,293.776673873204,2.95403112544262,0.061188996893876
"SSA_00014",0.0445560222814413,0.0255614014204364,0.351356041008514,2.89208717142547,0.0378920417141296,0.198584923224675,0.0606116968509602,16.5691713108054,258.579402082389,2.91889022325879,0.046208783209205
"SSA_00015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SSA_00016",0.0479681117908181,0.0216798679170794,0.35647636027251,2.56676327272526,0.0488948785278146,0.181347099925129,0.0615064457853618,14.6196150120204,292.528700979558,2.8093221877451,0.058058253139514
"SSA_00017",0.0515080044716489,0.0158322087814731,0.270003014445567,2.5719687681427,0.042962448526479,0.222620374651939,0.0586544206018406,13.2041165416233,264.021641217961,2.89838190408534,0.069349902755309
"SSA_00019",0.0657758445236225,0.020276138663675,0.315529290046406,1.8120984017513,0.0530332253870373,0.197196642466878,0.0739922270349737,15.5872372802055,315.822521028821,2.82474290547549,0.0607035274977513
"SSA_00020",0.0469710219013416,0.0190180717934679,0.243431259114497,2.31376696259621,0.0434419749488796,0.226587850379286,0.0695899333613939,14.7638467935806,313.331861194909,2.74310770314618,0.0550418276255683
"SSA_00021",0.0588412957381421,0.0214826533591077,0.361118090498802,2.20564602838112,0.0459208675028997,0.236669574522561,0.0642133340201767,14.2527166545117,253.852094541339,2.96664864984423,0.0450393381612706
"SSA_00022",0.053830786861598,0.0215776727226645,0.303697446607668,2.604725388844,0.0433774586453976,0.239266987178051,0.0637001524119347,15.6531309657115,271.195119460728,2.85118899853305,0.0523159832521843
"SSA_00023",0.0559993909718939,0.0213432608228096,0.277396707242674,2.90992800767467,0.0496557863451712,0.185446537920609,0.0745211916674381,13.5977202029542,247.002951896212,2.79827758183938,0.0640719597072839
"SSA_00025",0.0516180697202486,0.0220001551483724,0.293884130799616,2.6839002838971,0.046625319094742,0.264520349153177,0.0676106791953213,16.301998693118,254.525894300612,2.8883695777775,0.056531615975766
"SSA_00026",0.0527374908162448,0.0190264367873702,0.299379492292115,2.58076514863846,0.0456174150615445,0.255996708493222,0.0765697384412974,16.7214825162082,264.17709460154,2.70730146135826,0.0675736803036561
"SSA_00027",0.0593885987022335,0.0196671222319986,0.247517557506029,3.10314310497233,0.0573541856324571,0.265192240519844,0.0783460426292565,14.2980317420577,272.175912720603,2.81940122039814,0.0608749904920101
"SSA_00028",0.0479808147272035,0.018477228597726,0.263129686456988,2.78975711088298,0.0535382376682046,0.225258643556134,0.0711183633318204,15.1007614429586,229.393273063737,2.79828799835821,0.0511743974065924
"SSA_00029",0.0485341148091055,0.0191053803344507,0.329698640827134,2.46744840694554,0.04764879542133,0.239978713466836,0.0661946320658325,15.2618471824883,250.745815601318,2.81583303036699,0.0622115486200031
"SSA_00030",0.058091930708611,0.0226104639608956,0.269796481319205,2.46224770192289,0.0519712501873472,0.298440588406974,0.0690740239665574,13.8891718502193,307.122848618033,2.75183298795013,0.0698400076040894
"SSA_00031",0.0589388181411167,0.0202730173463853,0.24897941961095,2.46990237185646,0.0480197375854567,0.272884700918428,0.0639401787468252,12.1841447585854,262.987367902943,2.70103662560512,0.0636728138210665
"SSA_00034",0.0572708869101741,0.0214413778655709,0.243646725685787,2.54078074996978,0.0475579072786291,0.218050496457985,0.0704281765917723,12.8161124971511,288.125542042106,2.80104262493845,0.0606010795236555
"SSA_00035",0.0476378493575817,0.0208666737711768,0.280363267435363,3.02109650378943,0.0500164253437551,0.186356446772047,0.0595308827223512,13.1365815945324,253.585089982201,2.89665353218547,0.0444120278564689
"SSA_00036",0.0502966741142466,0.0213878164838083,0.288023312429239,2.6009955129142,0.050496189575143,0.213444921316919,0.068190072430117,11.9834245682533,293.841152822897,2.75965321331529,0.0612902168164254
"SSA_00037",0.0569141937699009,0.0254831804002026,0.359873309372183,2.38830345889698,0.0385231527678813,0.305079904442039,0.0715147846256851,10.3497895210562,303.047464951384,2.81294930838786,0.0611166222459388
"SSA_00039",0.0589814190344594,0.0212872424926713,0.271711165406463,2.14947429460907,0.0449292178041516,0.244362244990547,0.0733877614017938,14.1126334922678,272.402045207561,2.82835635821118,0.0786653446261875
"SSA_00040",0.0512493694260829,0.0195980383218794,0.302178177211608,2.07463941137961,0.0419641869072969,0.192353276845866,0.0639829803929569,16.377792473579,271.11043588253,2.84109001995629,0.067684337799392
"SSA_00042",0.0604310670738649,0.0195350485005039,0.300995570672265,2.84745390116259,0.0486496451422546,0.269700519544052,0.0690715418123724,15.0822077349189,267.611487217028,2.91217516460197,0.0526956828347641
"SSA_00043",0.0575533797243587,0.0257574313563672,0.35688858257354,2.57055591432622,0.0523951045414675,0.260688767284813,0.0696366744666046,10.976148965118,271.419777230357,2.76605271229809,0.0609638664875991
"SSA_00044",0.0532277646187465,0.0169427116350247,0.276184292955129,2.38342134917158,0.0467812702039989,0.243919169850522,0.0572342533528465,16.1193484488529,309.415691591895,2.83875159741932,0.0631878961191993
"SSA_00045",0.0485670387113989,0.0204118777466232,0.291593355881568,2.92543670479672,0.042133027069893,0.217526923390986,0.0706801202669291,16.542783060413,289.486238709131,2.83455883151165,0.056536704391997
"SSA_00046",0.0548000640163502,0.020144261822703,0.268116087223295,2.75646381543824,0.0482121414776889,0.217224413733995,0.0626708244594589,11.2992946204946,293.167248792743,2.79294088544011,0.061833678652039
"SSA_00047",0.0451888848183599,0.0176234091716706,0.269974124921863,2.76081863091776,0.0406718868128277,0.210191023938795,0.065981194252856,19.0857947302483,250.612632699608,2.68108955239192,0.0719935739525612
"SSA_00048",0.0439076792858593,0.0204484348990477,0.280702175139227,2.90907505054826,0.0405548987740641,0.214385307243071,0.0592273535552714,15.8808183240815,234.087353558396,2.77145838370891,0.066309639968293
"SSA_00049",0.064910356898475,0.0296189494378591,0.298272571915774,2.72635458427582,0.0427539025602594,0.19428468149652,0.0766122489762826,11.8895397252226,281.187238590657,2.77241131107707,0.0590359692655163
"SSA_00051",0.0434661345240946,0.0256080498113196,0.35269573885701,2.54113959990401,0.0449551857106805,0.212752031380412,0.0642000053246521,11.4205503280728,252.389335379334,2.83476354019446,0.0551241943591151
"SSA_00052",0.0551991026646695,0.0192514912245936,0.353590450642139,2.46104696603077,0.0468507820785595,0.257655735880453,0.0666362696355826,12.9008268497336,259.928424480999,2.77005080582405,0.059215481927715
"SSA_00053",0.0538934331804051,0.0206859255072061,0.278587155421327,2.82088704439531,0.0438790684866832,0.220461750543197,0.0618142895091975,15.2606180261972,291.839164952127,2.90592830352673,0.052453764646952
"SSA_00054",0.0496443315057586,0.0233079582711026,0.245986008609442,2.63753323836149,0.0441788448741427,0.222596914185124,0.0678190051647831,18.2635315650089,318.788033043625,2.82882477644975,0.0672238954238605
"SSA_00055",0.0491180898085076,0.0219759984391099,0.269894152634456,2.12216386159506,0.0484555535288321,0.225387814653513,0.0784941925643203,15.5849958605719,257.196660724999,2.74138933096074,0.0613647000615557
"SSA_00056",0.0668764032054518,0.0179034703145218,0.245695591780167,2.27437962681025,0.0466034876379888,0.258509469736016,0.0590069997757459,16.1132533190484,327.027625999476,2.8654858811825,0.0618844227404808
"SSA_00057",0.05540496437633,0.0161934968893726,0.272903731656917,2.54365334172498,0.0470178472887957,0.208244403648806,0.0580044491001422,16.0322384197511,247.040450905392,2.91486530101846,0.0431836904916613
"SSA_00058",0.0545781597363238,0.0135797602234165,0.240427916012246,2.97706996611419,0.0478560163027546,0.179564533036546,0.0624643969548638,14.7337922217381,206.256533544333,2.88383580924169,0.041381253624591
"SSA_00059",0.0488453653468003,0.0171386069941965,0.166697728133839,3.10754320861388,0.0496614465511798,0.202477485494755,0.0601058270095463,14.9250628373275,338.065178058434,2.91263878005643,0.0572869677068542
"SSA_00060",0.0646199700293755,0.0166114777605556,0.266518672869992,3.13378053006993,0.0455389987427889,0.206312746196634,0.0625595697556331,12.214525069668,248.741440497179,3.00713114599293,0.0483616966084523
"SSA_00061",0.0567448030481243,0.0210757078531163,0.312699090448416,2.78724554111838,0.0393679449959652,0.209430005298351,0.0581303620049178,14.1192581101062,256.897069171648,2.80451949356099,0.0568303655729397
"SSA_00063",0.0519116859610381,0.0197021587490021,0.302332098429854,2.38122976712398,0.0479657320574475,0.244913773091366,0.06800450097554,15.376483301965,283.437585800766,2.83546291540751,0.0610512703030701
"SSA_00064",0.0618615265469543,0.024536653186944,0.302452219324855,3.19989677845733,0.0490654645455752,0.192010991350982,0.0736599903933875,14.3088145910564,299.314309009186,2.96115154610081,0.0556543603416676
"SSA_00065",0.0496007033665715,0.0234893480512618,0.342734636407875,2.97692043171825,0.0411362486062252,0.234338036589735,0.0621975886417082,12.0426778890327,278.465057932377,2.75407627897358,0.0521938674242018
"SSA_00066",0.0453743290099514,0.0190970883509613,0.331307240927284,2.10551130701176,0.0560784400164065,0.287752247878908,0.059151428545939,14.4060839677559,324.868050215777,2.5950906565305,0.090032222285683
