"","Km2_HCO3","Km6_CO2","Km6_O2","Km7_PGA","Km18_Ru5P","Ki57","Vm6y22","KaRac","tao_ActRubisco","BBslope"
"SSA_00001",0.0559470019756255,0.020911948911102,0.287203399191166,2.70149447757051,0.0481277236189778,0.205678887142926,0.0619749010408778,14.4626255534474,116.353304128491,2.83871731890186
"SSA_00003",0.055946847237669,0.0209124926507524,0.287205880741713,2.70160452985068,0.0481252742278048,0.148775502833351,0.061975512563952,14.4622801669792,480.889196683536,2.83866642140713
"SSA_00004",0.0559467853427713,0.020911499267785,0.287194303539723,2.70140691560098,0.0481237750847897,0.177822092216965,0.0619750641785117,14.4623696588925,109.168725541648,2.83870303545167
"SSA_00005",0.0559501705557506,0.0209122024689071,0.287238421578528,2.70133754288438,0.0481240071347833,0.339514835121153,0.0619755434610794,14.4626362804583,188.475699188879,2.83869775099006
"SSA_00006",0.0559451271825284,0.0209118288207847,0.287187711794907,2.70144429757012,0.0481238962734001,0.153819921957366,0.0619751712228603,14.4639203932977,397.786578584068,2.83864823757102
"SSA_00007",0.0559475777166216,0.0209123336369143,0.287210186058798,2.70157679592387,0.0481283819654776,0.143975611877144,0.0619756508870921,14.4628122339776,242.45064139508,2.83874588474906
"SSA_00008",0.0559465414111653,0.0209133339750772,0.287216646465761,2.70145286518311,0.0481239743697113,0.29838703383509,0.0619750768317287,14.4623230428289,386.929982354864,2.83871530553257
"SSA_00009",0.0559471363711478,0.0209112354742886,0.287189419950183,2.70142741991684,0.0481233301328311,0.178750730258136,0.0619754472004111,14.4631293147303,74.5985678361068,2.83867959460161
"SSA_00010",0.0559463471935736,0.0209121892424619,0.287202331421454,2.70146000081317,0.0481248530726119,0.192539575338348,0.061975020366123,14.4620917119536,684.324607384749,2.83867590145129
"SSA_00013",0.0559476231047285,0.020912416264425,0.287200381958509,2.70146123367192,0.0481241470488603,0.188445443604521,0.0619754150311009,14.4647240816918,56.83854681031,2.8386962444347
"SSA_00018",0.0559516305383386,0.0209122316902262,0.287203119022486,2.70136209076099,0.0481250029757014,0.167305930048468,0.0619751873399419,14.4627444497101,888.200180652507,2.83873684679788
