"","Km2_HCO3","Km2_PEP","Km6_CO2","Km6_O2","Km7_PGA","Km10_GAP","Km12_DHAP","Km12_E4P","Km14_GAP","Km18_Ru5P","Ki57","Vm6y22","Jmaxy22","KaRac","tao_ActRubisco","Perm_CO2","BBslope","MRd","Vm6y23","Jmaxy23"
"SSA_00001",0.0481771904884241,0.124935617736916,0.0184341195642327,0.183613271661747,3.74810651991708,0.0990912798978706,0.793387087575869,0.220833306869002,0.0831467330631326,0.0428276697734945,0.50373804238837,0.0642107190519349,0.807751254221142,14.0150725193423,362.67836957335,0.0823160581570452,2.76341449391044,1.37575649099473,0.0553714739700438,0.535697304017228
"SSA_00003",0.0550853412663941,0.121342527067994,0.0202674303019889,0.15989592597687,5.26838697124711,0.0596234199453282,0.388665393792599,0.137764489643324,0.41421709078986,0.0305507413266343,0.0632800656812357,0.0526164716015489,0.975461603164121,15.4762091763753,206.998339466402,0.194161414984368,2.43070681132492,2.05144779015859,0.0550214689017815,1.02347890371139
"SSA_00004",0.0691407016171998,0.118596926100109,0.0186094638767687,0.179944699247545,3.83785519139536,0.034949802055783,0.436849796508907,0.259261419848974,0.0956015933716348,0.0524264090009108,0.192191024274816,0.0730363846151514,2.01335528105531,11.8798738951598,142.05901459227,0.222792934648409,2.96291154023517,1.00434109226387,0.173549448360948,1.80328360764726
"SSA_00005",0.0631419375775623,0.155264640018725,0.0292920177263606,0.172037269812848,3.09900871725772,0.0430401745653965,0.36378331627122,0.262146913448561,0.0878042832800343,0.0637872953838629,0.205485068947903,0.069920656608366,0.609329777257943,16.9655623561469,150.768896979605,0.0770082803819288,2.61576327618327,1.01647246794291,0.0662591036082452,0.451434401181676
"SSA_00006",0.0479073523070684,0.205416268722308,0.0231124645809727,0.27167758389547,9.8965976242386,0.05337402006455,0.527621437698305,0.11282942847629,0.0792520356374755,0.0607573416056714,0.0402309202521898,0.0744693841017376,0.77399933462294,17.0973311365656,152.433995581806,0.140692507840651,3.11271006112716,0.966280518695449,0.0518123285239125,0.492351192320089
"SSA_00007",0.0412121147136906,0.106675272368796,0.0211632472164219,0.232671068358477,2.3548503167955,0.0414127967186252,0.448966483484833,0.645749120493846,0.0605105930581809,0.0520521300142888,0.583326914690586,0.0458265399897868,0.587834809035147,12.4694584862994,127.075517452978,0.27353327974352,2.53444280727027,1.42926740839286,0.0496830858878187,0.733430072761121
"SSA_00008",0.0606375834367723,0.14428005519132,0.0208039677279381,0.374754532878974,4.63014463935769,0.0490859277013499,0.448490841518767,0.286394443142643,0.0926765157517093,0.0432013892745672,0.152677893426272,0.0714323550896552,0.872767133675484,16.6558221121481,315.204275743389,0.13718674309246,2.96560321262725,0.830405930769488,0.0594576581471475,0.420308240283183
"SSA_00009",0.0565680687449272,0.160693327001996,0.0387235462548501,0.239525528602973,3.41174159209883,0.051807277301873,0.532977926060615,0.231294677036754,0.120269090916881,0.113416840380043,0.176844086831708,0.105726021307685,0.72775011348899,19.6669068035962,322.016782401157,0.0704207897655448,2.65406897690173,1.33138365599073,0.112651340400313,0.814951012420338
"SSA_00010",0.0423813890069674,0.0946486210304446,0.026507816687593,0.181855264894886,3.38757837149101,0.0850687945243092,0.404715754723325,0.59970706529027,0.170321793480149,0.0434134705154279,0.18761267007465,0.0574264723095058,0.908321048049611,20.0190298547996,179.6708287408,0.198972940181465,2.61104141880819,1.46063735461066,0.109847212596117,0.388030464870778
"SSA_00013",0.0503130265876778,0.143172963198243,0.0167894663056662,0.37453648425768,5.09440836966166,0.0462859969922829,0.614609077594843,0.333946911687095,0.164420185168667,0.0329935704570973,0.195073687211879,0.0650679394194155,0.700879962663135,19.1806817715981,237.083871579271,0.111693667902542,2.78961384435963,1.03369353018464,0.0719666619498054,0.438264807928563
"SSA_00018",0.0423686587344719,0.13403316204916,0.0263337748150071,0.166483243350515,3.18560296996736,0.0416301837479814,0.366374499654214,0.311001994914915,0.0811676078681791,0.0473109154550526,0.178260172950939,0.0566255369598923,0.733260478817975,16.3903391460082,176.386928985589,0.115939607200389,2.69526115932197,1.06917108990113,0.041983510620306,0.653808667615364
"SSA_00024",0.0699050502323429,0.0874403980445626,0.0190204111266947,0.192660395001425,4.68063436044759,0.0552166521308066,0.646852331662145,0.357244172975627,0.102670909532263,0.0397715359876559,0.174259814668443,0.061544027091899,0.699823167761615,15.9856626166577,300.02097100074,0.0874587309170639,2.45347085087833,1.38881191580522,0.0492055306814414,0.456587320322634
"SSA_00033",0.0459645420597801,0.225276182316445,0.0189873928693381,0.218345927815409,4.25257335484501,0.049423091098607,0.356296915163521,0.174500696982829,0.0885022267946159,0.0503475289257377,0.194701292931081,0.062444978180913,0.705660218548765,16.7072926804578,346.699147380987,0.0880296134391921,2.77526925491963,0.964745658849804,0.0607676999311815,0.947792321393035
"SSA_00041",0.0816222462360913,0.127857703468479,0.0196887188264748,0.21566725020688,9.23820639554827,0.083168326628222,1.39868052677664,0.171627252376264,0.0805878519254637,0.06004605793895,0.258098863187946,0.0566639486571622,0.572423799385693,13.5583399644589,153.585981248658,0.0754594478170664,3.09725408794755,1.07160606184746,0.0709195999498728,0.468195383574988
"SSA_00050",0.0387339400456691,0.253558816674774,0.0390092170854875,0.297783027818109,4.01181311911412,0.104617100256717,0.478631217476906,0.483658424230347,0.122168456109078,0.056723179066668,0.232370208154655,0.0569508503123313,0.636389314886388,13.1761431274916,158.200709361838,0.141382860529893,2.73502005921437,1.0615028717478,0.0584855957336265,0.465155687032173
"SSA_00062",0.0388359663248151,0.0898959794045906,0.0227485767936537,0.204140538163921,6.08677373857798,0.0589489956445385,0.577582738673398,0.832977684063542,0.102054556444316,0.0440847176107952,0.185347796701282,0.0597801418713739,0.8204581733609,30.138929340591,181.300052017286,0.0854993520923298,2.58469422151472,0.897249889507653,0.0891307421702984,0.376664490191709
"SSA_00067",0.0514714133772695,0.12716236890326,0.0250512697596228,0.230724473824279,4.93499900560981,0.0433510296297319,0.69137537494509,0.197435569541297,0.119438041183645,0.0606572865325892,0.217596250121619,0.0728797331031165,0.832194031539546,34.756568161853,221.411512942171,0.0870397532160014,2.68456641512824,1.37289453801322,0.0784297189934899,0.479303781405006
"SSA_00068",0.0749067403137796,0.104815855355367,0.0354536535027743,0.19197375436394,3.87170891560024,0.0385024832043036,0.620014319250738,0.12874104720616,0.0555293504787333,0.131597988504116,0.235577714046571,0.0749751605851366,0.804491593814171,23.3535718799779,189.218989628202,0.0689338309778671,2.99575156219498,1.64330227794288,0.0794184340685055,0.382323954013731
"SSA_00070",0.077620790896134,0.0860670181943343,0.0159342635559366,0.272112670363139,5.88379708481306,0.0372166024529169,0.596112067716829,0.234034782513214,0.172523556153593,0.0443563005622818,0.267306777429949,0.0898667148424518,0.61733932895581,24.7876193814866,161.19695494387,0.112544179237358,2.96568647981697,0.757794117442274,0.0932467498891086,0.446452743036466
"SSA_00075",0.0481343543716206,0.159703062970637,0.0325558878073939,0.228048363687334,6.85302234963452,0.0778675823367121,0.433622765830099,0.12136367272039,0.26052861694142,0.101156569051865,0.199061781764504,0.0650480546823536,0.903284069242814,14.7057079566312,254.074517896585,0.05982799462443,2.62666736180644,1.69006926778079,0.100559004651027,0.418604242772484
"SSA_00079",0.0524744345271265,0.199769717898832,0.0290231115118143,0.246063261497358,4.60549972021861,0.0481828890692372,0.463079949290345,0.176179296975952,0.0928630014214103,0.0557013784669207,0.265079299040936,0.0779341726222877,0.89619588686712,14.6321786464178,264.181985130866,0.0788145116487746,2.98126987874274,1.35987895195479,0.0586922691341525,0.499085782062444
"SSA_00080",0.0500161724506075,0.142291058948956,0.0142596024155174,0.315305840853153,4.93336076707118,0.055485136632423,0.626493622931621,0.157995128586881,0.106826177604182,0.0730231624772298,0.137900408296797,0.100243734304511,0.522963878979741,17.2437989944947,239.555567526467,0.147685239803791,3.15656960294696,0.987524226432694,0.0549365473670547,0.415876876382531
"SSA_00091",0.0620982795623515,0.123116920716165,0.0213880890662571,0.189850130581422,3.74094325383816,0.0418277926114129,0.317317545660734,0.289495761235401,0.0883287414008536,0.0307827747027836,0.15181932525839,0.0666837352869687,0.81067705560845,17.7610645287167,262.320609189754,0.188451644341783,3.21253079644448,1.54240276453321,0.0657300027022705,0.750161893129781
"SSA_00096",0.0463160695093156,0.126641530122301,0.0131216383213679,0.159790466823338,4.79198752424437,0.0392753420428185,0.474771479176307,0.304863816955408,0.10725473838849,0.0566079076067862,0.186680354483101,0.0682836501457892,0.701039379792737,14.9736585617317,208.738791062453,0.327831471932674,2.89795489374618,0.909139603769474,0.0718240249854089,0.555613715117518
"SSA_00097",0.049280393845838,0.100742156770132,0.0249196148805861,0.319902942015677,3.3446520055338,0.0352292007245695,0.384070619646669,0.269980730953438,0.0860045892725688,0.0306414852540947,0.254647414346278,0.0675995667362416,0.654471370972023,9.23868146251684,257.825087680864,0.387556800808653,2.78063018671161,1.07867083143183,0.0520202318168281,0.560199324282702
"SSA_00105",0.0733915549369732,0.121736429589907,0.021116631808549,0.158299767766937,4.53310522602609,0.0434306334652589,0.716937723715483,0.1795413205574,0.0774382178895532,0.0763819794620742,0.208135072742205,0.079314953572456,0.646080173444116,13.5670797458411,181.578102227305,0.0885519848140539,2.84366198650244,1.79162770827557,0.078227768350634,0.364957703983267
"SSA_00108",0.0757466509925173,0.0852564906016494,0.0246161052261651,0.276505544280628,3.29224460782624,0.0872087594907821,0.596739968631018,0.233277596338652,0.112227113764215,0.0960730396481873,0.137163246964262,0.0557127542143171,0.760328051825181,13.7579147761065,329.451980648037,0.0834055518350924,3.45174097054394,1.59617648563907,0.0675696841038853,0.476248489606522
"SSA_00110",0.0522505948470714,0.273179489514482,0.0277844513364536,0.212558990355638,3.66108230109341,0.107249195732175,1.10132710954266,0.121908984964241,0.0875137372068486,0.0480067181382926,0.22493422838017,0.0551841973698894,0.793095034321996,17.6563210181995,180.353683435453,0.0911210808875107,3.30898557019734,1.2920899019852,0.0580363223163686,1.22491559101438
"SSA_00113",0.0543693513106972,0.140269745229481,0.0201415697254409,0.665022101023186,4.45895199674749,0.0358463863600519,1.95546035182946,0.141065869203981,0.122742623155093,0.0406303792970886,0.154101634095045,0.0600887177941676,0.52833938199882,24.8912530129754,165.797315956997,0.262533934413134,2.70408675833985,0.626471499826865,0.0466045160381795,0.576266146448742
"SSA_00119",0.0353187442807183,0.145568819509691,0.0300197684978252,0.369724890689006,4.73837155643597,0.0708427546028164,0.752091187329023,0.274570450660247,0.111434275122516,0.0509055367129912,0.232815096829269,0.0657499218418477,0.856316842224965,19.3916767067456,209.602905998784,0.119330953926059,2.42533129579203,1.48807581508558,0.124556554630729,0.441719100549968
"SSA_00121",0.0595651893851083,0.15506045555741,0.0226174512090641,0.174649721760944,5.15036657473835,0.048267838805743,0.429400817443109,0.229986999215392,0.114004192965127,0.0446244631339066,0.182184778416791,0.0573285851040833,0.829391491641845,13.5191988716414,183.581815456718,0.124870784058385,2.40140764607504,1.52947216024279,0.0506266074922832,0.593345700801109
"SSA_00123",0.0441256704814733,0.0813079576364874,0.0260452165811736,0.285009536916153,4.84086907694455,0.152133066534525,0.503001107328118,0.652588201135366,0.13475293334347,0.0413008650344516,0.169195096371551,0.0555766550400072,0.720379807003157,19.7733967693864,168.201984076734,0.170962926705781,2.82158051084445,2.02102736301404,0.0487317028551858,1.06648156599246
"SSA_00126",0.0579463794600879,0.126224218795607,0.0239056959280892,0.198415704207083,4.53112075845857,0.0396393148890453,0.394773687038576,0.167924104621276,0.123895476285498,0.0611450881692932,0.161609629441356,0.0922995397328202,0.661048423870588,20.1847044613077,193.676544655413,0.0474633729997191,3.01914603305113,2.25504481699788,0.0510343857478145,0.486600991797612
"SSA_00128",0.0517675385671164,0.109121487447222,0.0367145584854431,0.249853061302278,4.79838340192412,0.0507112111243381,0.45948863393125,0.162314873804698,0.0887452859014125,0.0476311670456138,0.185110424179113,0.0774726575789442,0.646864587774793,12.9365881407884,143.725369322607,0.116367793954989,2.78938085807402,0.955010383949686,0.0713853839813377,0.4009137921275
"SSA_00135",0.0466614670705592,0.204607011007378,0.0175620981035396,0.124386961084131,4.95078749805121,0.0477076929268668,0.554871548721536,0.216155784680443,0.0868716552209093,0.0466863371571416,0.222122366839723,0.0527609927992426,0.737996928221593,16.7334418582386,206.278866884069,0.095506001186919,2.71286581742063,1.19506591742107,0.0480568262235853,0.51131910976746
"SSA_00138",0.040002925728065,0.261557200189531,0.0312549399900339,0.228537446967678,3.86589840021646,0.0938832277776579,0.668841432855091,0.122419545056453,0.104572930102045,0.067058097820351,0.241745036818721,0.0873223751317315,0.626139642411511,13.1911104215932,150.622724198439,0.247271143380103,2.7109374197269,0.690410078035067,0.043668314496235,1.33505960904947
"SSA_00139",0.0554460183293894,0.1273816594989,0.0209477660964233,0.240963728390387,6.33395082023057,0.0417698914920905,0.49149919953364,0.198889825912146,0.172310445824853,0.0425285914557201,0.221716939254543,0.0663524232185303,0.547143015683307,18.0816641756592,127.198852820637,0.1524824899749,2.73146790810977,0.771938804031466,0.0506618857926528,0.547036319719099
"SSA_00151",0.0391828089970602,0.156550368733682,0.0142218811299594,0.140641612947444,4.44725911932437,0.0369778779734083,0.433935017978132,0.37186797477304,0.0932045960367046,0.0333287750813076,0.217973148630732,0.0587734976600927,0.748593304945027,21.7287019747809,204.586869755566,0.0719548271944911,2.43192325692372,0.884488864205703,0.0503900330234062,0.657121532824879
"SSA_00156",0.0502544254418632,0.249879955582365,0.0243028936079694,0.26190213367601,3.09650231454513,0.0306687399135502,0.487864415734306,0.198438928842605,0.0950537471532283,0.0374117753417349,0.318937787736435,0.065335214976234,1.59331248758463,19.5819011856525,248.484228625566,0.0869471471011204,2.92442825403604,0.977701341109233,0.0617859864805246,0.4060382575801
"SSA_00160",0.0745056784476995,0.119274921306557,0.0229341654045065,0.117507821425399,3.33245358346956,0.0420786074058454,0.280080151155262,0.182137439258494,0.0995700597701463,0.0451483385345346,0.302414606379899,0.0677327778592223,0.598059966001859,12.5990743910963,145.637389905528,0.249097384161659,3.60884245704947,1.22219650308767,0.0666676518616308,0.355524341564001
"SSA_00173",0.074948658268953,0.142202046703938,0.0242460231129762,0.248713252297818,4.21619899981059,0.0826496633853653,0.569864206944879,0.213398493710103,0.179491763431374,0.0880137400597451,0.19071076961659,0.0821918874210424,0.712917361266189,11.1207267567087,167.910718860748,0.140151796215471,3.19173692403702,1.41736148267329,0.0566684694302061,0.611206694262694
"SSA_00178",0.067247328031805,0.109929573250352,0.0293820637514332,0.681153088007924,3.10880121505545,0.0913640940634762,0.481438102524655,0.493264274343669,0.179896043307315,0.044115313390092,0.265407798855914,0.0654018478467269,1.48454519953647,16.6739971885794,282.552503274146,0.187903811989506,3.13788757529989,1.40406727223337,0.0708474365976294,0.340637219129164
"SSA_00179",0.0550658374071293,0.164736075258562,0.0329289737999129,0.346083035613445,5.35199858316102,0.0552095042250056,0.516170617586671,0.239071424115449,0.0938145932601938,0.0429846573674065,0.192389291817457,0.0573453355871545,0.576403492273536,12.3202765102255,169.600728545657,0.0962824737043329,2.90338137283145,1.61009252873739,0.0469951606376759,0.41289455706572
"SSA_00186",0.0606776652930295,0.15822971597904,0.0293031088066893,0.266378472247934,4.56503049429257,0.0589164545843735,0.789490677425236,0.172618602563374,0.136744901074116,0.0383526966748437,0.173386742875548,0.0591821047232512,0.711261708627674,13.1760284643825,319.116501233439,0.146376343882696,3.23617071928623,0.95108400938978,0.0624029923234992,0.496621180322446
"SSA_00187",0.0484105937629003,0.132341105083839,0.0264590223818441,0.245707141809945,4.77952870837008,0.0450460844747472,0.595237846287924,0.175615657230626,0.10964981119218,0.0574997768471465,0.237556240989202,0.0674046316019523,0.848014984487533,22.4047569957409,264.837044357029,0.104493806091143,2.76978420757601,1.33267586143567,0.0634318915841214,0.736327204996531
"SSA_00197",0.0556937701330245,0.167288038724835,0.0276510818479611,0.259732779374001,3.05152883313985,0.0567881141617709,0.477755659891655,0.293297591681113,0.0719726526495906,0.0375228022124341,0.243110338817073,0.0570405573288526,0.75146623191528,13.3879306093012,179.461877894749,0.0843569891411629,3.10492444542023,0.847968840013777,0.0421543749364801,0.697040870732737
"SSA_00204",0.0411070510743395,0.0947473108298133,0.0312312027881727,0.222839554855143,4.07053699880441,0.0500087628759021,0.64070692798596,0.227288052416389,0.135138575258166,0.0501560177919203,0.194714413855629,0.0690580496094685,0.705911990678901,27.9059822434775,233.635309473546,0.169753819141446,2.49459855343962,1.41564341416082,0.0715091304086634,0.431665378890046
"SSA_00209",0.0363295354689897,0.140719033440392,0.0274245977480539,0.311683362967351,5.39277597279073,0.125583180421341,0.38987272712292,0.160450702534392,0.13047787902005,0.0779071478660748,0.13126866219005,0.0548759026975848,0.61417565272115,15.9874967321264,226.785313925425,0.116221107326791,2.74489777692247,2.09755642636967,0.0551844903450673,0.6218358312111
