"Accession","PAR_1800","PAR_1100","PAR_500","PAR_300","PAR_150","PAR_50"
"SSA_00002",29.5119759771796,26.7968436015033,19.9133061097819,14.32080129723,6.69627275915914,0.278044701799636
"SSA_00011",25.8483745494171,23.4745795013624,17.181798765644,11.9191237227593,5.7582485874378,0.14703610496343
"SSA_00014",27.5246076117501,25.3874764244391,18.6313030237659,12.8570762276863,6.09333126798137,0.188054266288706
"SSA_00015",NA,NA,NA,NA,NA,NA
"SSA_00016",25.3739042025239,22.7434830003462,17.02693031,11.5241410850829,5.65018138997983,0.112923586779095
"SSA_00017",26.4202049960845,24.1659160600066,17.4802801021581,12.3106880129394,5.8668754028588,0.135127320777512
"SSA_00019",25.2584053146686,23.2593758824751,16.8537774424101,11.7579023842143,5.59482359082253,0.204244316778431
"SSA_00020",24.7464455564461,22.4087034434181,16.6542855016099,11.6717456752306,5.86479260507393,0.265965600195601
"SSA_00021",26.2607622129287,23.5705680504264,17.6073936984019,12.3184626982009,5.84825923874524,0.263495525504223
"SSA_00022",26.2156802523406,23.437212340104,17.4783379336365,12.0830239840132,5.91278360689139,0.217831901149093
"SSA_00023",26.7236419561309,24.0770726868796,17.7679111049799,12.0251138419989,5.64366020203113,0.0236021739996981
"SSA_00025",26.5688101066883,24.0601580101333,17.4405905401612,12.4037784901592,5.97035037156254,0.255441107739799
"SSA_00026",26.4022418075663,23.617523999353,17.8491453663844,12.4706317565843,5.78989628116547,0.101789554508287
"SSA_00027",25.6308303498239,23.5341632589018,17.5195048162419,12.3231766771603,5.76375531561838,0.131564896424259
"SSA_00028",26.9295641937913,24.3435121377878,17.698083713935,12.0258191623463,5.50960366496539,-0.0315466396055173
"SSA_00029",25.9176342062078,23.9306852996029,17.3656233335263,12.0564053952137,5.73224427291596,0.147637387729617
"SSA_00030",25.7546424216317,24.194135864446,17.560873772267,12.4634794533065,5.98552322702681,0.301416504081823
"SSA_00031",24.8487857925695,22.6706492670414,17.189973989265,11.7256201254393,5.65836383750529,0.194649501712015
"SSA_00034",26.006450161274,23.717489472781,17.7967955860122,12.236931863043,5.8397168626374,0.147847579558867
"SSA_00035",26.1911353409802,23.868899439772,17.4288832357617,11.7855796109759,5.60966230548125,0.142497862667081
"SSA_00036",25.0239701493345,22.5520911142007,16.9070641043352,11.6147906959461,5.78070725228688,0.175818871245986
"SSA_00037",28.7826105957206,26.1870689585046,19.6260373053154,13.2355358415055,6.21035323186258,0.168231859998176
"SSA_00039",27.7403850558597,24.4640465755078,18.2021595135398,12.8089702466063,6.02725795500921,0.177422607213332
"SSA_00040",26.1167503833812,23.8044553434992,17.79189537724,12.5555031502545,5.9892558525492,0.190186605315678
"SSA_00042",27.9410588254691,25.3248730689365,18.4170987358253,12.5919232147678,5.84175842000666,0.0757356331746631
"SSA_00043",26.8975341948663,24.9445230964413,18.2336584491916,12.6257758549898,5.95509902138603,0.183442038156258
"SSA_00044",25.8234792440185,23.410144295251,17.4805992509751,12.2418573824951,5.94242991519909,0.207475559683922
"SSA_00045",27.1331584210763,23.8611869887089,17.9566541987222,12.0793561340882,5.75373124480432,0.105525479398214
"SSA_00046",27.4770076384545,24.8408760799969,18.1563313338313,12.8026450181367,5.96850777665347,0.0748239570626133
"SSA_00047",26.4156146487537,24.0732178778889,17.8252740702476,12.2608034835756,5.78214785033287,0.21491931893738
"SSA_00048",26.704129075636,24.2910143023595,18.0480111311266,12.216435538403,5.81540117832199,0.175412756564638
"SSA_00049",24.1589102180557,21.6752602135627,16.6242613830903,11.6356207576772,5.59174448108286,0.175038812572932
"SSA_00051",26.9277657490236,24.1000734242752,17.5339328505243,12.2769714953584,5.75063376596438,0.133124349156331
"SSA_00052",27.0786364737371,24.3156230429002,17.879244553779,12.4177121172934,5.88793068427775,0.123269501288731
"SSA_00053",26.7054281890833,24.5919436871931,17.9112006152419,12.3513311957847,5.82909658479627,0.105963952104308
"SSA_00054",25.2452691382207,22.895037409699,17.3487868290114,12.0307883799823,5.84387233459037,0.317231855127566
"SSA_00055",25.4872683157638,22.7896534594127,16.9175141936919,11.8276489007468,5.72201419484119,0.206940680338649
"SSA_00056",26.2827412452369,24.1811286797699,17.748576037242,12.8544098919161,6.18133350091301,0.295617281392279
"SSA_00057",24.8793336272787,22.6018644841137,16.4095771512623,11.246711458271,5.33138923400417,0.0569539003704713
"SSA_00058",25.8173372034325,23.6011639749793,17.5189943186891,12.238005461732,5.97904044637665,0.377231427171101
"SSA_00059",27.211897127209,24.2136901168346,17.6095369205955,12.2069677835903,5.6191586065839,0.0920219409168578
"SSA_00060",26.9231676651288,24.5823528319554,18.0638704088386,12.5775778432964,5.92852990758773,0.334670638598629
"SSA_00061",25.3510266942055,23.1103675106623,17.6316527759247,12.0609758105451,5.83898036955689,0.303465768957769
"SSA_00063",26.5715874175017,24.3159257206941,17.9166742385117,12.346072846555,5.95231310179278,0.147588287696174
"SSA_00064",26.3530748571321,23.9284451068905,17.4574535858238,12.0509002033328,5.6914815706256,0.141694788101493
"SSA_00065",26.9768442632101,24.5421580973805,18.0335302809946,12.9979369530014,6.09893436985131,0.344193839573801
"SSA_00066",26.062693786813,24.0665054833134,17.8300272709472,12.2552868800013,5.90645584624662,0.270384571679165
"SSA_00071",26.4287000489106,24.3896495287679,18.1221761037066,12.5736416866074,5.96777658841732,0.290098816234646
"SSA_00072",26.4931961746205,24.7477781548107,18.0304903221173,12.5367426952588,5.75256845067356,0.254128279440856
"SSA_00073",25.1621858874824,22.8450526337098,16.8531976077069,11.822196564964,5.6667599886011,0.0915038590734879
"SSA_00076",28.2349924008588,26.1664256485455,18.7670200146158,12.8083740654813,5.84152781551727,0.0426683905715346
"SSA_00077",26.2344928393373,23.5358009181991,17.3752373572966,12.121043438508,5.82742141614355,0.139826519470795
"SSA_00078",24.6755405976552,22.2967924478286,16.6301572541477,11.451780869925,5.52303136142957,0.0631413657040743
"SSA_00081",28.4415503559623,25.5039139571231,18.7030701632867,12.8563579785075,5.96343127610294,0.16591736516501
"SSA_00082",28.0570155949118,25.6513839315846,18.7727884395513,13.1823330033205,6.04284016062409,0.270971575231876
"SSA_00084",26.9337276211108,24.3228176804252,17.6205206037121,12.3895908981287,5.77007323274978,0.104922359911768
"SSA_00085",27.5877772238978,24.9033309705652,18.6499021175861,12.7102555888935,6.15970750470406,0.224575104032812
"SSA_00086",24.4899888003364,23.2584560215579,17.0839590303082,12.321244296874,6.03647791234659,0.257655968439163
"SSA_00087",26.4309241495539,24.2482068189302,17.9022074653944,12.5314333730251,5.8913957565441,0.227717452144076
"SSA_00088",24.7517454076692,22.6296559150427,16.6690318656016,11.4934739001129,5.60128637421326,0.122200169994844
"SSA_00089",24.664478814747,23.2421947473253,17.1570258054682,12.054703044756,5.89956770286628,0.325620537661328
"SSA_00090",26.4894618273609,24.4581658969202,17.7212086561787,12.500010307475,5.92711717007549,0.179765762169659
"SSA_00092",24.9409031853779,23.2103184479096,17.3079053149166,12.0496415849815,5.89608076580866,0.190896358142386
"SSA_00093",24.0845137092101,22.2566296328937,16.4473568305843,11.5055396585777,5.56966180394188,0.0606511836864242
"SSA_00094",26.9424105749441,24.1454507401783,17.8188865585361,12.6348545252792,5.81054513875311,0.165808884706062
"SSA_00095",28.0608742810979,25.0144388172627,18.4653556806483,12.9800895630237,6.17949647178044,0.125972084822249
"SSA_00098",26.9046954241751,24.5592575327598,17.9772735295047,12.277393543292,5.87720389734037,0.171538630884391
"SSA_00099",24.9700306615365,22.62313913749,17.0196025568837,11.7980542660064,5.72909300185335,0.0311092937198232
"SSA_00100",26.7480058404321,24.4812566637798,18.0123315657054,12.3154252345649,5.92086882432055,0.169049660025192
"SSA_00101",25.825037106054,23.7543731603256,17.3217219300796,11.8726358749034,5.65261285671872,0.209121008104455
"SSA_00102",25.5831162272312,23.2504692829577,17.4463540480813,12.0746926520882,5.73058684756808,0.220322039398078
"SSA_00103",27.160362120739,24.3580485363793,17.9259534331604,12.4997054903675,5.80906612976794,0.0886977197932297
"SSA_00104",25.9046084321002,23.6510322232657,17.6531122612587,12.1234057630208,5.83416615086209,0.24636523211433
"SSA_00106",26.1755430392338,24.2122090978021,17.7336969843303,12.3037603316254,5.91728619647491,0.227492392383661
"SSA_00107",27.6570931157059,25.0193007664999,18.3746662371051,12.6238092340495,6.07691633203907,0.20779182884031
"SSA_00109",25.9947643922153,23.9100756374465,17.8195087839007,12.5140576417618,5.92334104778099,0.160044624971285
"SSA_00111",27.3926033442085,24.6030015969112,18.0067366631433,12.684214589462,6.13256479204208,0.28789174145595
"SSA_00112",26.5684068148833,23.5813719110913,17.4908412997239,12.1538555012661,5.82794715488251,0.100263706909279
"SSA_00114",26.078292031071,23.6884795675932,17.4564820952024,12.0318983677939,5.59157455942211,0.00679793859307973
"SSA_00115",25.6835081356776,23.1882600369838,16.9080246799677,11.7787483928965,5.74786024154914,0.12830208948962
"SSA_00116",24.9552014466794,23.2675445213185,16.7691899450697,11.604245482587,5.58347289445869,0.0391334002005926
"SSA_00118",24.4471848869392,22.6304697289758,16.809546852562,11.7213902477164,5.64346686666828,0.156302891465013
"SSA_00120",25.5339567499222,23.765111970055,17.4305350767714,12.1697780329652,5.80073556971523,0.222172783979343
"SSA_00122",27.5410552182483,24.6454550221691,18.0511972715114,12.3197803845033,5.85381673877386,0.140056338526918
"SSA_00124",23.971801636842,21.3285769236397,16.2806548061753,11.4701701030538,5.48995388573525,0.0223668821901707
"SSA_00125",23.8969122629744,21.8908415663042,16.1992470039777,11.5208930996473,5.89004912475739,0.343410380953203
"SSA_00127",25.8343381935582,23.6043359394804,17.4919889748147,12.3306164386739,5.90017733215144,0.217690872538974
"SSA_00129",24.7825761183785,22.404867778642,17.1317772416423,11.8311083987593,5.66681926500884,0.23369561503456
"SSA_00130",24.0771864077083,22.0945692067012,17.0836548270974,11.6607981233762,5.59664213946292,0.196497031542573
"SSA_00131",25.6066214243606,23.2935760106224,17.3760384882307,12.3361605523012,5.86248691129239,0.253944575280426
"SSA_00132",25.6488250783696,23.1024450331556,17.376832454144,12.0916177798897,5.80642175277354,0.241188094037736
"SSA_00133",24.7117294168048,23.816383724078,17.5396959295268,12.2428753186308,6.07628746802145,0.389699704760384
"SSA_00134",24.4357350955312,22.9165339490126,17.1192667740676,12.2418909782076,5.93340048003535,0.242268883984699
"SSA_00136",24.2138266177698,22.2161932660028,16.1331927793858,11.1714348676448,5.51399797046958,0.10015694622367
"SSA_00137",25.7266219855686,23.530747212968,17.0804646656469,11.9769719151813,5.82449929132917,0.184258922084812
"SSA_00140",26.8152571607415,23.8797157355132,18.5033951562712,12.54404542348,6.01638273030352,0.360895722323051
"SSA_00141",25.1639180616268,22.832431426458,17.286839965257,12.3537385626928,6.14926118903805,0.462630496909383
"SSA_00142",24.5757972430387,22.9688328327446,17.0730827197979,11.9339085031567,5.71832816623024,0.110332444352741
"SSA_00143",25.5987191648631,23.4624576714354,17.5520797479597,12.341967763651,5.97819271705746,0.189230990906834
"SSA_00144",25.5095413706569,23.6117295559277,16.9690995818391,11.9982265064061,5.90423172308534,0.175434537404913
"SSA_00145",26.11261644157,23.9364584804308,17.4965859474901,12.018077630534,5.70141515193659,0.154374367471829
"SSA_00146",26.1188682823806,23.4873554128515,17.1378346319329,12.1625307437598,5.77738549601169,0.143505154735636
"SSA_00147",25.2085291291338,22.6566218699033,16.9598077160885,11.5101925342815,5.59196961151797,0.00329578333100078
"SSA_00148",24.1441300348856,21.6102323458034,16.1955950551765,11.6084011896556,5.5342513922701,0.0971538465123015
"SSA_00149",24.5794501498274,22.0195105910845,16.6978413096255,11.5198529910169,5.70525845546669,0.242849199441021
"SSA_00150",23.7682745598725,22.2486571308423,16.8785275829095,11.2767434236032,5.42163882782116,0.105228411593555
"SSA_00152",27.6768631547693,24.7330329960743,18.2373123222087,12.683337609861,5.9266191058189,0.0326520177463361
"SSA_00153",25.6446157261514,22.9537741960981,17.3333304090225,12.0621973228584,5.94902620801635,0.240127735199697
"SSA_00155",27.2589943181343,24.3818702503921,18.1917129004117,12.7856781722507,6.02805276229783,0.20016917295495
"SSA_00157",26.2276855409571,23.7186845619199,18.2471981156397,12.937080596251,5.98892384275317,0.314897309333419
"SSA_00158",24.8248303809587,22.8458012811318,17.4666288383987,12.0786878000755,5.89391889003161,0.334306778908039
"SSA_00159",25.6672958244346,23.5720760206389,17.3885318926056,12.227212504511,5.83538170925433,0.0782754744105693
"SSA_00161",27.6863488570876,24.273110795531,18.2161488650019,12.3622202630433,5.94157327184332,0.221462415739223
"SSA_00162",24.1289320408378,21.8107602253368,16.4898229568389,11.282072630122,5.60883361079027,0.226908515738979
"SSA_00163",24.9267526604451,22.9195715664677,16.5774173346119,11.6896277850283,5.68928164893831,0.0451484145762229
"SSA_00164",26.0595787231976,23.7676210975526,17.2852216236338,12.0667742955187,5.84194344345742,0.105805606634898
"SSA_00166",24.1036634549628,22.5973185457087,16.6207210369553,11.2032526584236,5.59706566430734,-0.00881839330687439
"SSA_00167",25.3153188170982,23.1563104450426,17.2164791221105,12.1101983075658,5.89626380107133,0.310266569105328
"SSA_00168",26.527112184378,24.498449058964,17.9687406102782,12.4435053172773,5.7202697818876,0.108914862014692
"SSA_00169",26.9345109321833,24.3403026747358,17.3835876129629,12.6114189652904,6.05688756659697,0.243341489895113
"SSA_00170",26.8806558358909,24.0199064253705,17.6501384720984,12.0769975838568,5.6076716785222,0.0144362416952957
"SSA_00171",24.7728251854719,22.9790726959041,17.0598328296778,11.8965838457861,5.70827302009023,0.0468960158462644
"SSA_00172",25.0690170321095,22.9568853789553,17.3246564574855,12.1178814131853,5.96613790063718,0.244998624529889
"SSA_00174",27.6672065552404,25.0090022671498,18.3145528950773,12.4488941466708,5.88132751268831,0.0555709864802144
"SSA_00175",25.5503087739515,22.5734608620253,17.1565627771645,12.181358506929,5.80507048508028,0.312196025604785
"SSA_00176",25.5350177934322,23.3987636656422,17.5084747100752,11.8092751089173,5.87967459863534,0.267317550839274
"SSA_00177",25.9353948381454,23.8243150113773,17.7853382212662,12.5481931478131,6.03575216760358,0.250900997568688
"SSA_00181",25.1895915464546,23.3230835068726,17.1390989362115,12.0354253062592,5.83399978550036,0.183543987621456
"SSA_00182",25.7857315773151,23.5228005091104,17.4545389823634,12.2873164608808,5.94357940476941,0.136683152126729
"SSA_00183",25.3367184808926,22.843746408174,17.2105995145319,12.0075607846605,5.84387875214081,0.30548795222529
"SSA_00184",25.9292654763638,23.5903080787534,17.3341434723977,11.9934102743891,5.74466308130754,0.0753611907209312
"SSA_00185",24.7472462054407,23.1840211620685,16.8575054708882,11.8457578957205,5.854529528236,0.321989292509805
"SSA_00188",24.5474710514507,22.8086093731794,16.9828464879619,11.7952398281287,5.93413250729128,0.383458518329376
