"PAR_1800","PAR_1100","PAR_500","PAR_300","PAR_150","PAR_50"
31.5341059489925,28.373399856876,20.6138174787375,13.8752958791072,6.09297141049983,NA
29.8626279588065,26.9017141255509,19.4744289618211,13.1476708822989,5.80381587255539,NA
30.8100575961347,28.137025636989,19.9470898130036,13.4023894092915,5.9332179694895,NA
NA,NA,NA,NA,NA,NA
29.5563327178624,26.9205954045641,18.9968463378337,12.9933178159525,5.7761872937932,NA
30.1967734776251,27.4872626574707,19.6823891939232,13.1385321722329,5.84385620618219,NA
29.9264140984301,27.0568820769814,19.1975457308584,12.9496104209096,5.78237232724903,NA
29.3234847386494,26.6587987655709,19.176699688443,13.0075830415979,5.84062840142646,NA
30.244898828725,27.4383686585911,19.6835837005249,13.1388454521269,5.84251415572677,NA
30.0298704547042,27.124724782059,19.4059804275989,13.2503376928131,5.83547273393427,NA
30.0980092963019,27.2455727522316,19.6094170640206,13.1266063966131,5.77342284499998,NA
30.1926039173243,27.2704329116832,19.5395468670863,13.2438880956289,5.86507633183087,NA
30.1196410704047,27.5995189780731,19.6564466742898,13.2321088719784,5.83029713541524,NA
29.8758447339128,27.0067444178633,19.5370488253236,13.2192641889069,5.81400995933708,NA
29.9802997999584,27.5670938134743,19.612572492045,13.0481776579691,5.7559192927429,NA
30.1063320500804,27.4027334496104,19.538269267409,13.2235389630069,5.81171994570076,NA
30.0725816290701,27.2447689462175,19.7423378183855,13.2772563631832,5.89050958697398,NA
29.7439642771601,26.9427648366998,19.2543898935279,12.9836591459218,5.79917732442433,NA
30.1093915121562,27.1753247404478,19.6100200675327,13.1598774518623,5.81651683331321,NA
30.2268546049071,27.4732949204921,19.4285588974827,13.0395787269679,5.76247698235183,NA
29.7686516682048,27.0820056830808,19.2872545281412,13.0060697442327,5.76489021865095,NA
31.1940247607485,28.3604283911338,20.5177175493345,13.6017875277855,5.94210991249173,NA
30.7364306348534,28.0018597306681,20.0583346815586,13.4158681052995,5.90837350740618,NA
30.5796248147236,27.4376532092732,19.6272954628189,13.3340091564379,5.88298200314118,NA
30.7743322049595,27.9800781257298,19.8730883046723,13.2808150102408,5.82081983702842,NA
30.7480927562612,27.8200883205739,19.9464497460874,13.3755774202477,5.85744371098475,NA
29.7712324564574,27.2218157188859,19.4824787086004,13.1855235646942,5.85494618066957,NA
30.4925481124936,27.7290922758716,19.5339543201892,13.213279558825,5.81648511441548,NA
30.5952304932379,27.7888427795416,19.8207730246035,13.3698363386293,5.89030656355175,NA
30.2267932297354,27.5110952219922,19.7426382719868,13.1934664010644,5.83870910654635,NA
30.3401525552227,27.4836234804975,19.8308662697779,13.1708300817819,5.83427200041085,NA
