"PAR_1800","PAR_1100","PAR_500","PAR_300","PAR_150","PAR_50"
30.3915336578322,27.7027391677157,19.8511387972327,13.1889932649846,5.83017754526982,-0.189873194117646
30.0475902858536,27.1806082577722,19.504560384323,13.1501045895024,5.83014668477726,-0.189873194117646
30.2314849571572,27.4687806899793,19.6746808116217,13.1661823001911,5.83015840276316,-0.189873194117646
NA,NA,NA,NA,NA,NA
30.0011467106054,27.1166100557543,19.4622470747809,13.1463148395477,5.83014176216024,-0.189873194117646
30.1188866795769,27.2938899156814,19.5667236133703,13.1562805395083,5.83014825360182,-0.189873194117646
30.0447481467999,27.1574157114403,19.4609910193509,13.1467448262483,5.83014084088243,-0.189873194117646
29.9559793306836,27.0503612898101,19.4375412642263,13.1483514645724,5.83014942167675,-0.189873194117646
30.1014301606107,27.2621086657832,19.5399094791043,13.1552252008164,5.83014799880301,-0.189873194117646
30.0696067355605,27.2207980207448,19.5275908205642,13.1551375589879,5.83014970093183,-0.189873194117646
30.0903588251603,27.2602707296529,19.5453755588397,13.1511754498198,5.83013975983503,-0.189873194117646
30.1145655939689,27.2846688994762,19.5708020092442,13.1586607488951,5.83015437614988,-0.189873194117646
30.0860178244619,27.2647836736215,19.5756982480401,13.1563208290192,5.8301472660688,-0.189873194117646
30.0317370506145,27.1770531953555,19.522757053043,13.1534584168279,5.83014657913436,-0.189873194117646
30.1137433422907,27.2833268502895,19.5427535058043,13.1503712741062,5.83013827724223,-0.189873194117646
30.1091982326583,27.2684023987575,19.5581302198299,13.1573875519777,5.83014823848521,-0.189873194117646
30.115634517706,27.2976472803659,19.593464508662,13.16139474095,5.83015744333028,-0.189873194117646
29.9885831354125,27.1028275526498,19.4647398623211,13.146808307896,5.83014228047725,-0.189873194117646
30.1117975265999,27.2852481301199,19.5644942989906,13.1558175527862,5.83014749339122,-0.189873194117646
30.1294105469884,27.2879357169813,19.5272850622044,13.1494897485852,5.83014217984828,-0.189873194117646
30.0302160290206,27.1672750405617,19.4924889767484,13.1496456489295,5.83014448915184,-0.189873194117646
30.3405320168546,27.6300296375916,19.7789943098118,13.1767060074876,5.83016244728436,-0.189873194117646
