"Year","Accession","PAR_1800"
"BLUP22&23","SSA_00001",31.4733048836731
"BLUP22&23","SSA_00003",28.0008567584454
"BLUP22&23","SSA_00004",30.9421643830541
"BLUP22&23","SSA_00005",30.4465279549731
"BLUP22&23","SSA_00006",25.9796675994473
"BLUP22&23","SSA_00007",28.8976873508034
"BLUP22&23","SSA_00008",32.1258931636145
"BLUP22&23","SSA_00009",30.6141345117668
"BLUP22&23","SSA_00010",30.3633996191112
"BLUP22&23","SSA_00013",30.7376045335615
"BLUP22&23","SSA_00018",30.0903667320461
"BLUP22&23","SSA_00024",28.8821291682299
"BLUP22&23","SSA_00033",30.3205260409977
"BLUP22&23","SSA_00041",30.4279553634521
"BLUP22&23","SSA_00050",30.1748064705718
"BLUP22&23","SSA_00062",30.2790138780963
"BLUP22&23","SSA_00067",30.4149003412199
"BLUP22&23","SSA_00068",30.0649775426664
"BLUP22&23","SSA_00070",31.959906737957
"BLUP22&23","SSA_00075",30.7394737342698
"BLUP22&23","SSA_00079",31.6027527689709
"BLUP22&23","SSA_00080",30.1170959321646
"BLUP22&23","SSA_00091",30.6540136483336
"BLUP22&23","SSA_00096",32.0368193539624
"BLUP22&23","SSA_00097",30.8854196359
"BLUP22&23","SSA_00105",29.3440567879018
"BLUP22&23","SSA_00108",30.102165799245
"BLUP22&23","SSA_00110",31.1731023663458
"BLUP22&23","SSA_00113",27.99002045052
"BLUP22&23","SSA_00119",30.8770316588244
"BLUP22&23","SSA_00121",26.4969328905735
"BLUP22&23","SSA_00123",29.1585166554788
"BLUP22&23","SSA_00126",29.0213388047429
"BLUP22&23","SSA_00128",28.2185358446447
"BLUP22&23","SSA_00135",30.8408604055979
"BLUP22&23","SSA_00138",29.6670111301276
"BLUP22&23","SSA_00139",31.3880926324549
"BLUP22&23","SSA_00151",30.3756807213288
"BLUP22&23","SSA_00156",30.4885785509397
"BLUP22&23","SSA_00160",27.7904137909282
"BLUP22&23","SSA_00173",28.6280789071348
"BLUP22&23","SSA_00178",30.3218126921228
"BLUP22&23","SSA_00179",29.2092903444405
"BLUP22&23","SSA_00186",30.3561650718803
"BLUP22&23","SSA_00187",29.8331161809045
"BLUP22&23","SSA_00197",30.8110635114394
"BLUP22&23","SSA_00204",30.1858377462821
"BLUP22&23","SSA_00209",28.7882024192884
"BLUP22&23","SSA_00216",29.1183350775591
"BLUP22&23","SSA_00222",30.341529151068
"BLUP22&23","SSA_00227",30.1842579889035
"BLUP22&23","SSA_00229",30.3058107783453
"BLUP22&23","SSA_00235",31.2565975523601
"BLUP22&23","SSA_00238",28.7455596528644
"BLUP22&23","SSA_00239",31.6291086511034
"BLUP22&23","SSA_00240",31.3265273394774
"BLUP22&23","SSA_00241",26.80754148653
"BLUP22&23","SSA_00254",30.0361330137124
"BLUP22&23","SSA_00262",30.0265877643842
"BLUP22&23","SSA_00271",29.3478358114318
"BLUP22&23","SSA_00275",30.7469019818982
"BLUP22&23","SSA_00279",31.2629770047893
"BLUP22&23","SSA_00286",29.9718666758249
"BLUP22&23","SSA_00299",30.4230211797514
"BLUP22&23","SSA_00304",30.9535622258445
"BLUP22&23","SSA_00312",30.6089857631361
"BLUP22&23","SSA_00359",30.3990782193913
"BLUP22&23","SSA_00367",30.2089599585668
