"Year","Accession","PAR_1800"
2021,"SSA_00002",31.5442791990437
2021,"SSA_00012",30.8499477743821
2021,"SSA_00014",31.1646614551056
2021,"SSA_00015",NA
2021,"SSA_00019",29.8720970525897
2021,"SSA_00020",29.4290218392825
2021,"SSA_00021",30.2371085577417
2021,"SSA_00022",30.0946371341658
2021,"SSA_00025",30.3966012028199
2021,"SSA_00032",30.8343253209858
2021,"SSA_00034",30.2530709309274
2021,"SSA_00035",30.3041038012729
2021,"SSA_00038",30.4932248485922
2021,"SSA_00047",30.3089630121368
2021,"SSA_00048",30.3643204467968
2021,"SSA_00053",30.2939849270644
2021,"SSA_00054",29.8688163190276
2021,"SSA_00056",30.2127287625807
2021,"SSA_00059",30.5365978106401
2021,"SSA_00063",30.4195768241458
2021,"SSA_00064",30.3743866668823
2021,"SSA_00065",30.2728342927205
2021,"SSA_00066",30.4501305046919
2021,"SSA_00071",30.7285691667334
2021,"SSA_00073",29.5947328012774
2021,"SSA_00078",29.3262930691656
2021,"SSA_00081",31.0686139379261
2021,"SSA_00082",30.7804386576081
2021,"SSA_00083",30.2362776664912
2021,"SSA_00085",30.7754378535352
2021,"SSA_00086",29.7438646653909
2021,"SSA_00088",29.7811987497624
2021,"SSA_00089",29.6048195078053
2021,"SSA_00090",30.4871671983345
2021,"SSA_00092",29.7479232192254
2021,"SSA_00094",30.4172888895892
2021,"SSA_00095",30.8096163558612
2021,"SSA_00098",30.4350022871196
2021,"SSA_00100",30.3337075431815
2021,"SSA_00101",29.9884587689495
2021,"SSA_00104",30.2599968209697
2021,"SSA_00106",30.3780436859049
2021,"SSA_00107",30.7468748615444
2021,"SSA_00112",30.24239246614
2021,"SSA_00117",29.6362508342694
2021,"SSA_00118",29.6206624930195
2021,"SSA_00120",30.1604953607683
2021,"SSA_00124",28.8202742473126
2021,"SSA_00125",28.9363341408869
2021,"SSA_00127",30.0622472206055
2021,"SSA_00129",29.7365550058953
2021,"SSA_00131",29.9404339352839
2021,"SSA_00133",29.7489977909025
2021,"SSA_00134",29.6717286489372
2021,"SSA_00142",29.8558079642691
2021,"SSA_00144",29.772599736988
2021,"SSA_00147",29.5111645073818
2021,"SSA_00148",29.5991765667433
2021,"SSA_00149",29.7416128514623
2021,"SSA_00154",29.7979133119705
2021,"SSA_00155",30.3799091702227
2021,"SSA_00157",30.2517692907105
2021,"SSA_00159",30.2107948585761
2021,"SSA_00161",30.8927240904118
2021,"SSA_00162",29.3387562146942
2021,"SSA_00166",29.4759877190063
2021,"SSA_00168",30.497271537545
2021,"SSA_00170",30.3594337747407
2021,"SSA_00171",29.6816088335412
2021,"SSA_00172",29.8649545241862
2021,"SSA_00174",30.7373008957263
2021,"SSA_00180",30.1961738812129
2021,"SSA_00184",30.0795557454788
2021,"SSA_00189",29.7116475017382
2021,"SSA_00191",30.3629471719825
2021,"SSA_00193",30.0421004693511
2021,"SSA_00194",29.4206283522027
2021,"SSA_00195",30.4073622248984
2021,"SSA_00199",29.9268380507409
2021,"SSA_00200",30.3480923823397
2021,"SSA_00201",29.4214254240323
2021,"SSA_00202",NA
2021,"SSA_00205",29.2422757639455
2021,"SSA_00210",30.1331871023992
2021,"SSA_00211",30.2157026990665
2021,"SSA_00215",30.4563055709785
2021,"SSA_00217",29.8972220587046
2021,"SSA_00218",29.8982982617503
2021,"SSA_00219",30.470574484609
2021,"SSA_00221",30.1644461409346
2021,"SSA_00223",29.8231078968657
2021,"SSA_00225",30.3963611718316
2021,"SSA_00228",30.2651562755032
2021,"SSA_00233",30.1868640769546
2021,"SSA_00237",30.2353568776634
2021,"SSA_00242",30.2553708678006
2021,"SSA_00245",29.9571014237018
2021,"SSA_00248",29.9282647294873
2021,"SSA_00255",30.2389298571323
2021,"SSA_00258",30.8653950631628
2021,"SSA_00259",29.3703458859149
2021,"SSA_00263",30.4091710392587
2021,"SSA_00265",29.7576188273903
2021,"SSA_00267",30.2616987118184
2021,"SSA_00269",29.5071551005266
2021,"SSA_00272",30.0851217172791
2021,"SSA_00273",29.824955233226
2021,"SSA_00277",30.2682680276369
2021,"SSA_00283",30.4143199053715
2021,"SSA_00284",30.7117478655394
2021,"SSA_00287",29.9927183933463
2021,"SSA_00290",29.4293633433116
2021,"SSA_00291",30.6114683354658
2021,"SSA_00292",30.1534146797458
2021,"SSA_00296",29.9272829286494
2021,"SSA_00297",30.8554789504135
2021,"SSA_00298",30.349424854605
2021,"SSA_00300",30.1963078079472
2021,"SSA_00301",29.6048907584589
2021,"SSA_00302",29.6512328360537
2021,"SSA_00305",30.1316635678607
2021,"SSA_00306",30.0237502026628
2021,"SSA_00307",29.4279184685874
2021,"SSA_00313",29.8804246350673
2021,"SSA_00314",29.6085836848393
2021,"SSA_00316",30.5725700370027
2021,"SSA_00317",30.8665089811357
2021,"SSA_00318",29.2922864400773
