"","Km1_CO2","Km2_HCO3","Km2_PEP","Km6_CO2","Km6_O2","Km7_PGA","Km10_GAP","Km12_DHAP","Km12_E4P","Km14_GAP","Ki18_Pi","Km18_ATP","Km18_Ru5P","Km33_NADP","Ki57","Vm2y22","Vm3y22","Vm4y22","Vm5y22","Vm6y22","Vm7_8y22","Jmaxy22","KaRac","tao_ActRubisco","Perm_CO2","BBslope","MRd"
"SSA_00001",8.85579189456937,0.0398013955228181,0.0568921021735644,0.00601598549931983,0.0763283836938796,4.08441227398678,0.0745001648675179,0.988167122536617,0.147255939647165,0.108402202541978,1.69050959086949,0.407616433304825,0.0491503639740429,0.0351754706172519,0.171627078033443,0.100791093984281,0.0762264620699282,0.122482377336282,0.100975311733976,0.097268646977949,0.806225497093619,0.576570242814598,7.26555724188495,117.363597081532,0.376381076498041,2.99177469135497,0.990366633172845
"SSA_00003",5.05899546206989,0.0101389978660963,0.0853146874080282,0.0115070753327279,0.209285585095285,3.80584734894966,0.0299966576743142,0.17069091645808,0.4481523029233,0.0860374412318844,7.95593391433382,1.09433070810733,0.0193494520520817,0.037040391654451,0.0792820277140265,0.443020078410097,0.0834637918562463,0.121620473656551,0.0927464423837917,0.0912128009590918,0.759393188651255,0.6391490637009,35.0543734444344,455.493568228607,0.171523530801654,1.46136746196537,2.78688962502144
"SSA_00004",6.89391736843735,0.0366038939654255,0.0290657926406422,0.00634492626604062,0.338352269551269,2.71498156599062,0.047198489557649,0.399902820559558,0.326100799817241,0.0783566322983351,12.3431178088989,0.753264311890468,0.0664329726014072,0.0109883047972469,0.215342351572856,0.0929533438609295,0.0795380460625218,0.123229152152331,0.0950792330912135,0.0950033939024535,0.946630677393244,0.606050103896629,9.62459016242743,133.172592880486,0.172633129769718,2.69294296897042,2.43869735076523
"SSA_00005",2.75619978647575,0.0196725168142038,0.0408073511193423,0.00607777312570538,0.171572229710346,4.07494961016445,0.0646105691299793,0.499185133192162,0.196444734673993,0.09909764093381,2.17663517888144,0.831662695725297,0.0307280851345909,0.0405279164840439,0.395435129360427,0.0352068951941638,0.0791465308779348,0.122047871137057,0.0947793604974308,0.0956837372716777,0.888579167404115,0.605582254947916,15.6237178542645,107.410351634603,0.184531086075381,2.44385246821662,0.972148768366417
"SSA_00006",1.34789978789949,0.0374692715795698,0.0300063269268243,0.0321664164137103,0.218505689893941,0.742964317739173,0.0145372735929423,0.263310345409142,0.136420996787286,0.260136383523921,1.15971470025831,2.61420404653948,0.0237237715742152,0.0147656732631396,0.427340327459197,0.0330981379252914,0.0781833016135806,0.121247189700172,0.0963836494074002,0.0900871234692158,1.01047133600003,0.700214570549739,20.0605433516457,241.650991106069,0.358041696203346,1.95552857777512,0.433779027963394
"SSA_00007",3.56610339217453,0.0212817086768031,0.2917352472069,0.0249669514168881,0.478618035692595,4.49137653697281,0.0286772194728561,0.977164744094513,0.194276234898656,0.62909557674794,14.4625632535958,1.53438420966739,0.0161280762020566,0.0562319069054655,0.251824621896839,0.129196165898921,0.0744405695635674,0.122510472522596,0.0976406507373742,0.0865174307354922,0.802975743820491,0.542153745847698,56.2790405305191,113.611209046345,0.116190892846372,1.79276620164555,2.77213058692225
"SSA_00008",1.07268970835102,0.0353284608296409,0.0935103066211555,0.0113957290264095,0.210274376620418,13.7036210585863,0.0712911539244918,0.510619989559044,0.0738077069984087,0.137933484686467,1.58372481150396,0.424214999692213,0.0143838469741073,0.0104709886154301,0.202632237638242,0.0528511018764013,0.0899747209182983,0.121640204480833,0.0983533157499138,0.0932030788927858,0.839445295756808,0.56872960391329,13.2455295108227,72.9867941948404,0.217183078780852,2.94293372925607,1.99464424276635
"SSA_00009",9.90157363405451,0.0100156088317353,0.0689632558457878,0.0198965856554227,0.164159925535647,4.25943164009148,0.0142769055601019,1.0433136557956,0.0583410499587594,0.066537390786894,5.13337595165354,1.30990381551542,0.0226089899928856,0.0490034109165882,0.178232311784168,0.0788441739552983,0.0777062044247526,0.121634251240895,0.0945610996792089,0.0911113193432855,0.788635820726922,0.569823107547767,34.1203967740952,243.965325443382,0.128777669295128,2.41098943247082,1.80322429268367
"SSA_00010",4.59716523042143,0.0331701021047031,0.199481082086764,0.00918681280506249,0.158518224391947,6.00870560469879,0.0621074786414757,0.519813553982427,0.329591027209265,0.0411204498761804,4.34825005839672,0.705104262034111,0.0432994240808724,0.04242253399868,0.115926752360025,0.160673359016899,0.0836874900315793,0.122938405907652,0.094852444706509,0.0861283202782402,0.817007819983211,0.569890226500729,4.75876498156179,258.2882183566,0.121647213078286,2.77011036444864,1.92333507585403
"SSA_00013",4.99848656891505,0.00648405544349014,0.163217303892023,0.00974076881134989,0.0496503217900566,7.59537833215722,0.16804907507434,0.505018163921777,0.223120897386835,0.168391779168272,5.89537996592514,0.998277967265323,0.0387851715609592,0.0237334581532031,0.190122902602325,0.0870397664372578,0.0996487873826834,0.122101169373524,0.0987282112079542,0.0920417560908274,0.794589391998964,0.630169928140052,10.5504985427044,262.489377311941,0.15619222966909,2.39006586677132,1.5952910629469
