Row,Km1_CO2,Km2_HCO3,Km2_PEP,Km6_CO2,Km6_O2,Km7_PGA,Km10_GAP,Km12_DHAP,Km12_E4P,Km14_GAP,Ki18_Pi,Km18_ATP,Km18_Ru5P,Km33_NADP,Ki57,Vm2y22,Vm3y22,Vm4y22,Vm5y22,Vm6y22,Vm7_8y22,Jmaxy22,KaRac,tao_ActRubisco,Perm_CO2,BBslope,MRd,Vm2y23,Vm3y23,Vm4y23,Vm5y23,Vm6y23,Vm7_8y23,Jmaxy23
SSA_00001,8.85579189456937,0.0398013955228181,0.0568921021735644,0.00601598549931983,0.0763283836938796,4.08441227398678,0.0745001648675179,0.988167122536617,0.147255939647165,0.108402202541978,1.69050959086949,0.407616433304825,0.0491503639740429,0.0351754706172519,0.171627078033443,0.11148497239046,0.0384784180328146,0.140110292702974,0.156432441932894,0.0501113202691809,0.532251718931712,0.593602839713307,7.26555724188495,117.363597081532,0.376381076498041,2.99177469135497,0.990366633172845,0.193884860974026,0.0282136619046039,0.0486661314270616,0.0265289709676278,0.23043023875887,0.525021581034852,0.271132571419235
SSA_00003,6.09302480577848,0.00896497030333879,0.14653432431919,0.0139096076391716,0.296714733682205,3.37772244798918,0.0388147205931073,0.260633331253005,0.342358718991823,0.109848472176523,8.09452697367595,1.13971045849529,0.0186016395163376,0.0401474345210341,0.134272176206528,1.25022316300305,0.0402237172116661,0.0321515431273513,0.0523120210606411,0.070001071561009,0.171970437755936,0.359003484279752,51.0586360663031,391.06188078022,0.227692908493756,1.22329923127141,4.52251559651823,0.278982141321191,0.0751959516989269,0.0555630129846482,0.0182781958955425,0.0952682627940361,0.407602958586479,0.839908174980131
SSA_00004,6.89391736843735,0.0366038939654255,0.0290657926406422,0.00634492626604062,0.338352269551269,2.71498156599062,0.047198489557649,0.399902820559558,0.326100799817241,0.0783566322983351,12.3431178088989,0.753264311890468,0.0664329726014072,0.0109883047972469,0.215342351572856,0.0862342989001808,0.0453631643686199,0.239197736270416,0.048773871144763,0.0617993917463392,1.26721753558146,0.596134501725906,9.62459016242743,133.172592880486,0.172633129769718,2.69294296897042,2.43869735076523,0.192729231014767,0.0441959932986808,0.0376428213512285,0.0368133252192271,0.181206858204845,1.23831281191931,0.494988500112137
SSA_00005,2.75619978647575,0.0196725168142038,0.0408073511193423,0.00607777312570538,0.171572229710346,4.07494961016445,0.0646105691299793,0.499185133192162,0.196444734673993,0.09909764093381,2.17663517888144,0.831662695725297,0.0307280851345909,0.0405279164840439,0.395435129360427,0.0438082728349387,0.0447471781645897,0.108914545606682,0.0530871658002402,0.0914611650027319,1.65429645501748,0.373501816189481,15.6237178542645,107.410351634603,0.184531086075381,2.44385246821662,0.972148768366417,0.0406006690121093,0.0421084973689639,0.0286223199455082,0.0275476103791551,0.162818394283499,0.252441823114164,0.714028387296547
SSA_00006,1.34789978789949,0.0374692715795698,0.0300063269268243,0.0321664164137103,0.218505689893941,0.742964317739173,0.0145372735929423,0.263310345409142,0.136420996787286,0.260136383523921,1.15971470025831,2.61420404653948,0.0237237715742152,0.0147656732631396,0.427340327459197,0.0435872358522519,0.0518388360305215,0.0243758983792154,0.0762244654414211,0.0323068378813314,3.0615573225075,1.70262762448884,20.0605433516457,241.650991106069,0.358041696203346,1.95552857777512,0.433779027963394,0.0337170543451654,0.0283655697454337,0.0187398439284626,0.0309052720794903,0.129236668585145,0.102479239288245,0.11162180852022
SSA_00007,3.56610339217453,0.0212817086768031,0.2917352472069,0.0249669514168881,0.478618035692595,4.49137653697281,0.0286772194728561,0.977164744094513,0.194276234898656,0.62909557674794,14.4625632535958,1.53438420966739,0.0161280762020566,0.0562319069054655,0.251824621896839,0.202533807442852,0.0245415004749044,0.156979492304296,0.0994439425535125,0.0480844990560402,0.471615092423003,0.384244223384211,56.2790405305191,113.611209046345,0.116190892846372,1.79276620164555,2.77213058692225,0.198536059308663,0.0298186733862977,0.0351100835080103,0.0284452737850467,0.0543090954119954,0.552137520696321,0.216193204552981
SSA_00008,1.07268970835102,0.0353284608296409,0.0935103066211555,0.0113957290264095,0.210274376620418,13.7036210585863,0.0712911539244918,0.510619989559044,0.0738077069984087,0.137933484686467,1.58372481150396,0.424214999692213,0.0143838469741073,0.0104709886154301,0.202632237638242,0.0764744005065574,0.079683477622664,0.0597637195917766,0.0397229961450741,0.170499676421699,0.70165672187656,0.508662886059599,13.2455295108227,72.9867941948404,0.217183078780852,2.94293372925607,1.99464424276635,0.0673799521337475,0.0819427801702282,0.0296986661275675,0.0999359406218629,0.0426753016709027,0.698273504486615,0.295861137186146
SSA_00009,9.90157363405451,0.0100156088317353,0.0689632558457878,0.0198965856554227,0.164159925535647,4.25943164009148,0.0142769055601019,1.0433136557956,0.0583410499587594,0.066537390786894,5.13337595165354,1.30990381551542,0.0226089899928856,0.0490034109165882,0.178232311784168,0.0484435961642828,0.0447933722849038,0.0491242068645793,0.039023986629458,0.095198620387508,0.720314625275082,0.334827868411046,34.1203967740952,243.965325443382,0.128777669295128,2.41098943247082,1.80322429268367,0.182984478283775,0.0321165923637729,0.0396361373486339,0.0380061944516223,0.0833158413794253,0.15552396759911,0.478093604624173
SSA_00010,4.59716523042143,0.0331701021047031,0.199481082086764,0.00918681280506249,0.158518224391947,6.00870560469879,0.0621074786414757,0.519813553982427,0.329591027209265,0.0411204498761804,4.34825005839672,0.705104262034111,0.0432994240808724,0.04242253399868,0.115926752360025,0.120736188670604,0.0883094571740297,0.133060252237612,0.0534086966081147,0.0357521732272065,0.432695019719738,0.439959359793359,4.75876498156179,258.2882183566,0.121647213078286,2.77011036444864,1.92333507585403,0.38638404969669,0.0299023507018849,0.109493776763467,0.0284330712061229,0.0601938496930887,0.735796221638435,0.373477546405174
SSA_00013,4.99848656891505,0.00648405544349014,0.163217303892023,0.00974076881134989,0.0496503217900566,7.59537833215722,0.16804907507434,0.505018163921777,0.223120897386835,0.168391779168272,5.89537996592514,0.998277967265323,0.0387851715609592,0.0237334581532031,0.190122902602325,0.213425350584481,0.0611455593153896,0.0812377263681753,0.0406220772349889,0.0724022595650744,0.469874302192665,0.753527233689346,10.5504985427044,262.489377311941,0.15619222966909,2.39006586677132,1.5952910629469,0.0456146403729581,0.167281851732228,0.0625843846290483,0.105228288398759,0.1215295660599,0.467374429070521,0.522821501862791
SSA_00018,1.31723443367909,0.0101182783663868,0.0886998730935169,0.0141524287594618,0.126011015996451,6.1476648910404,0.0500672379703618,0.311825472475243,0.236278565642863,0.11685644386535,4.42102886468252,0.590321700968253,0.0409907405778892,0.0129275819396935,0.0416377082416397,0.0912036904064837,0.040738456224354,0.0488593302381368,0.0302824947003222,0.0939774448935239,0.432373438535718,0.375626090600385,7.63622110051426,350.803463344475,0.218722935418751,2.69299701221871,3.94001896205017,0.319152085375877,0.0786428180029662,0.0298905670209608,0.0245035444197968,0.159176168820401,0.786132234448275,0.556973094678938
SSA_00024,4.04513612238853,0.0139028132163468,0.160396203602235,0.0134659407834129,0.244870280522158,4.68232241517225,0.116007529104277,0.633791792341619,0.074464896758441,0.210018985702514,1.98825911229703,0.663152082114409,0.0458778789077742,0.0194055957576884,0.106347424891908,0.0604474728402137,0.062241418755225,0.114944814552928,0.0408358558036676,0.0723703465179001,0.174010406194596,0.981492870345495,6.23424673694803,181.749803123773,0.238475215132655,2.23563152710413,3.18131769535323,0.0480908353705378,0.0976270390317675,0.0392499114485081,0.0459961158108341,0.0501963254778255,0.350052934587035,0.460870743571311
SSA_00033,0.994343429286969,0.0236567147542667,0.133247282365484,0.0302201480250546,0.233316817351159,7.31372820220262,0.0427883589643125,0.925789694488138,0.153960511319672,0.137172276000157,2.8430850186671,0.284075561080536,0.0442903408233631,0.0360265119347915,0.166911213333659,0.0597351283780292,0.151722639268683,0.0323619631073461,0.0354005022102682,0.0576275055718337,0.644774710455672,0.2863864286729,10.5968481543296,177.870324784025,0.165080650256978,2.75273674634108,1.00004475694516,0.153783437949875,0.0357817593786712,0.0835741510779964,0.0412468465657796,0.0793330085547391,0.595141109244184,0.439975526847914
SSA_00041,8.76832187190583,0.0192691510835083,0.0806929570136394,0.00496334248678664,0.101426591893394,14.6967288738408,0.0868069837652265,0.451370933606616,0.106770411902077,0.089688144000981,5.31247205755086,0.698955224404378,0.0449251364782537,0.0168371607845222,0.0790401618970844,0.0397004061199153,0.0775902687056662,0.0309110314446382,0.0622949238949279,0.128203781192483,0.602931985582145,0.277147995634242,8.68514175473621,279.2125781882,0.125195575825407,4.08408780067445,2.38846803419881,0.0619108865794391,0.0440265942494155,0.0491163131979903,0.0793810333796254,0.0385882161356353,0.565922263828557,0.603078993932845
