Accession,2022_CO2_400,2022_CO2_600,2022_CO2_800,2022_CO2_1000,2022_CO2_1250,2022_CO2_300,2022_CO2_250,2022_CO2_200,2022_CO2_100,2022_CO2_75,2022_CO2_25,2022_PAR_1800,2022_PAR_1100,2022_PAR_500,2022_PAR_300,2022_PAR_150,2022_PAR_50,2023_CO2_400,2023_CO2_600,2023_CO2_800,2023_CO2_1000,2023_CO2_1250,2023_CO2_300,2023_CO2_250,2023_CO2_200,2023_CO2_100,2023_CO2_75,2023_CO2_25,2023_PAR_1800,2023_PAR_1100,2023_PAR_500,2023_PAR_300,2023_PAR_150,2023_PAR_50
SSA_00001,100000,0,0,0,0,0,0,0,0,0,0,17.3470595,16.0997061,15.2367461,11.3593029,4.95552652,-0.376964319,21.433243,21.886417,22.4533091,22.9739164,23.5303291,21.631097,21.3764195,20.9798048,14.0801106,12.7113365,4.11122705,17.3470595,16.0997061,15.2367461,11.3593029,4.95552652,-0.376964319
SSA_00003,20.4808085,20.8539245,21.4058908,21.9117197,22.4511203,20.6557923,20.4252166,20.0638978,13.6347405,12.3527763,3.99405762,17.2562662,16.0507472,15.1761088,11.3480452,4.95075646,-0.371489272,5.85403224,7.69816541,9.66806718,11.4770972,13.226012,21.8356466,21.6537613,21.3257772,14.8016547,13.0406558,4.26230735,17.2562662,16.0507472,15.1761088,11.3480452,4.95075646,-0.371489272
SSA_00004,29.9230757,30.3674333,30.8914682,31.3795523,31.8927244,30.0089623,29.5557068,28.8545231,18.2105596,14.9579922,4.88452989,25.9896089,24.3431983,18.8552766,11.4075193,4.92512633,-0.138633344,32.3597932,32.8362398,33.3987192,33.9261117,34.483098,32.3573423,31.8298976,30.990218,19.3423637,15.6995605,5.152427,25.9896089,24.3431983,18.8552766,11.4075193,4.92512633,-0.138633344
SSA_00005,100000,0,0,0,0,0,0,0,0,0,0,18.1485131,16.8374597,15.9634321,11.3844797,4.95440461,-0.335526155,21.8324159,22.227729,22.7809289,23.2894972,23.8327339,21.9640264,21.7024375,21.2939354,14.1728016,12.7761785,4.13469384,18.1485131,16.8374597,15.9634321,11.3844797,4.95440461,-0.335526155
SSA_00006,22.4639504,22.8952317,23.4754889,24.0093849,24.5792518,22.6448628,22.3707889,21.9417414,14.5443035,13.0413565,4.22665377,18.0188972,16.7522772,15.8843792,11.3856555,4.95656178,-0.343317,24.5606133,25.0598968,25.7008478,26.2928206,26.9264298,24.7137804,24.3867877,23.8776748,15.5658803,13.5621854,4.46992817,18.0188972,16.7522772,15.8843792,11.3856555,4.95656178,-0.343317
SSA_00007,20.1494018,20.5174582,21.0457305,21.5296783,22.0450027,20.3269681,20.1047736,19.7544662,13.4023323,12.1559166,3.93444119,17.6505336,16.4235349,15.5502374,11.3677568,4.95318516,-0.354542382,22.0249497,22.4867649,23.0633396,23.5934657,24.1602926,22.2125267,21.9446875,21.5277965,14.3460547,12.9084815,4.17913574,17.6505336,16.4235349,15.5502374,11.3677568,4.95318516,-0.354542382
SSA_00008,24.4320673,24.8633382,25.4119476,25.9197507,26.4638924,24.4841889,24.1586088,23.6527722,15.3148292,13.6033189,4.40802356,19.6998349,18.3348773,17.4188877,11.4330845,4.9616785,-0.285825293,24.8137652,25.2209918,25.8137263,26.3615404,26.9444281,24.952985,24.6283692,24.1148974,15.6214367,13.6625447,4.46415375,19.6998349,18.3348773,17.4188877,11.4330845,4.9616785,-0.285825293
SSA_00009,24.2287168,24.751367,25.3852314,25.9703622,26.5969096,24.4038678,24.0834675,23.5854757,15.4068406,13.4970628,4.43513785,17.9420969,16.7054067,15.8323582,11.3799989,4.95433278,-0.341863947,22.3006091,22.6981851,23.2745718,23.8047395,24.3709136,22.4434332,22.1728377,21.7500098,14.4524974,12.9824366,4.20450672,17.9420969,16.7054067,15.8323582,11.3799989,4.95433278,-0.341863947
SSA_00010,23.1973936,23.7599931,24.3429507,24.8805972,25.4572385,23.4049299,23.1043752,22.6402089,14.8929352,13.3145951,4.31671981,17.9590723,16.6961162,15.8352356,11.3883558,4.95903522,-0.350249426,24.2137323,24.6904512,25.3189198,25.8990232,26.5196605,24.3587353,24.0409622,23.5457363,15.3772419,13.4874334,4.42671917,17.9590723,16.6961162,15.8352356,11.3883558,4.95903522,-0.350249426
SSA_00013,25.2637801,25.787278,26.4274507,27.0197896,27.6543937,25.4152813,25.0699754,24.5335491,15.9430776,13.8446489,4.55710183,18.472052,17.1565042,16.2861726,11.3989448,4.95704436,-0.325160134,24.0130328,24.4407955,25.0463101,25.6051818,26.2027052,24.1268453,23.815679,23.3299944,15.2511027,13.4829369,4.39676123,18.472052,17.1565042,16.2861726,11.3989448,4.95704436,-0.325160134
SSA_00018,26.4337191,26.9667831,27.6438451,28.2714528,28.9438181,26.5707652,26.1965729,25.6141859,16.5957492,14.0741224,4.69123036,18.558693,17.2214703,16.3513297,11.4014813,4.95743515,-0.322834738,24.5046038,24.989137,25.6117215,26.1868197,26.8014599,24.667494,24.3438472,23.8377597,15.5192267,13.5810427,4.45593956,18.558693,17.2214703,16.3513297,11.4014813,4.95743515,-0.322834738
SSA_00024,3.41578348,4.58648177,5.77346308,6.88811282,8.02402699,14.7451805,14.6262788,14.4388864,11.8318514,10.0201947,3.42270521,2.44276886,2.66076064,2.82521546,2.57618197,1.49896135,-1.32839573,3.32969365,4.42769248,5.54736072,6.59668959,7.66366202,13.8248776,13.7277049,13.5679748,11.3067272,9.61041304,3.2867252,2.44276886,2.66076064,2.82521546,2.57618197,1.49896135,-1.32839573
SSA_00033,22.897247,23.3021003,23.8946655,24.4402268,25.0224444,23.0465445,22.7639894,22.3211704,14.737001,13.1579712,4.2734895,18.1389475,16.8283362,15.958935,11.3875206,4.9562524,-0.339018558,23.9442962,24.4179614,25.0355827,25.6054643,26.2151867,24.095434,23.7841493,23.2993008,15.2553371,13.464792,4.39962017,18.1389475,16.8283362,15.958935,11.3875206,4.9562524,-0.339018558
SSA_00041,25.8866134,26.3498607,26.9811074,27.5657426,28.1894518,26.0278645,25.6734778,25.1159044,16.2411471,13.9731227,4.6050832,19.4118545,18.0667424,17.1741924,11.4260718,4.96026262,-0.293284859,25.5560563,26.041846,26.6381867,27.1910482,27.7837457,25.633657,25.2790045,24.7282022,15.9505873,13.9302568,4.5521176,19.4118545,18.0667424,17.1741924,11.4260718,4.96026262,-0.293284859
SSA_00050,23.8541878,24.3287014,24.9465317,25.5164772,26.1262331,24.0096457,23.7005754,23.2191394,15.216136,13.4404107,4.39058826,18.0835815,16.7710026,15.9016299,11.3853296,4.95604726,-0.341430539,23.433303,23.838458,24.4481435,25.0099735,25.6100649,23.559234,23.2637957,22.8016091,14.9962619,13.3077107,4.33682105,18.0835815,16.7710026,15.9016299,11.3853296,4.95604726,-0.341430539
SSA_00062,100000,0,0,0,0,0,0,0,0,0,0,18.00401,16.677687,15.8055669,11.3795721,4.95462143,-0.343704748,23.7153975,24.2196879,24.8374408,25.4072048,26.0170955,23.8885298,23.5808836,23.1024226,15.1435724,13.3827603,4.37394973,18.00401,16.677687,15.8055669,11.3795721,4.95462143,-0.343704748
SSA_00067,24.4225947,24.8779461,25.5121994,26.0977859,26.7239901,24.5514726,24.2300939,23.7284133,15.4782345,13.5256574,4.44865972,18.1099007,16.7980002,15.9343825,11.3904857,4.95836887,-0.344013185,23.8423161,24.4510629,25.048416,25.6001026,26.1924424,24.0617598,23.7438458,23.2537967,15.2123966,13.5131769,4.39416517,18.1099007,16.7980002,15.9343825,11.3904857,4.95836887,-0.344013185
SSA_00068,24.0853499,24.6028828,25.2309461,25.8106014,26.4312509,24.2590892,23.9421746,23.4495649,15.3302211,13.4688734,4.41751396,17.8907612,16.6324381,15.7660817,11.3819511,4.95674862,-0.349592121,22.7533295,23.2041233,23.790442,24.330303,24.9075793,22.9152983,22.6318681,22.190414,14.6736424,13.1367607,4.26033026,17.8907612,16.6324381,15.7660817,11.3819511,4.95674862,-0.349592121
SSA_00070,27.7586076,28.2156814,28.8492767,29.4386417,30.0677609,27.8186381,27.4118162,26.7732407,17.2324728,14.406904,4.77985694,20.455467,19.0781693,17.9700831,11.4361314,4.95836341,-0.257363101,25.3109233,25.7134782,26.2672677,26.7806261,27.329281,25.3482037,25.0047309,24.4673426,15.7395013,13.8246145,4.49187699,20.455467,19.0781693,17.9700831,11.4361314,4.95836341,-0.257363101
SSA_00075,24.0898076,24.5629052,25.1861057,25.761248,26.3765573,24.2339389,23.919106,23.4284822,15.3106988,13.4629566,4.41142332,18.1331957,16.8227379,15.9535608,11.3874702,4.95632434,-0.339411631,24.2893619,24.7397916,25.3726246,25.9567254,26.5812455,24.4193616,24.1015551,23.6052868,15.4134978,13.491651,4.43401249,18.1331957,16.8227379,15.9535608,11.3874702,4.95632434,-0.339411631
SSA_00079,28.1112001,28.6175989,29.2112437,29.7650187,30.3576531,28.1544242,27.7324449,27.0749009,17.3152441,14.5826777,4.79662295,21.2210388,19.7677825,18.3057196,11.4393694,4.95790713,-0.239031613,27.223293,27.6729081,28.2730037,28.8303246,29.4224035,27.3484186,26.961498,26.3489091,16.9363178,14.3087028,4.70805914,21.2210388,19.7677825,18.3057196,11.4393694,4.95790713,-0.239031613
SSA_00080,24.3532262,24.8560099,25.487761,26.0711029,26.6955597,24.510798,24.1882356,23.6863549,15.454861,13.5291533,4.44527609,17.9446751,16.6820757,15.8212349,11.387874,4.95903113,-0.350903097,100000,0,0,0,0,0,0,0,0,0,0,17.9446751,16.6820757,15.8212349,11.387874,4.95903113,-0.350903097
SSA_00091,27.0039652,27.4885828,28.074352,28.6193526,29.2025328,27.0616407,26.6714236,26.0622529,16.6843652,14.3124158,4.68643499,20.771003,19.3712581,18.1291388,11.435589,4.95685861,-0.247338225,25.5597112,25.9817562,26.5378101,27.0533636,27.6033505,25.632532,25.2834741,24.7355539,15.8796602,13.8552906,4.51198095,20.771003,19.3712581,18.1291388,11.435589,4.95685861,-0.247338225
SSA_00096,28.8089836,29.2718172,29.9013888,30.4881815,31.113157,28.8677872,28.4315519,27.7469249,17.8818439,14.6487274,4.87077112,21.4018722,19.9548567,18.3524666,11.4302054,4.95197447,-0.227066085,27.8658017,28.3433889,28.9475753,29.5098747,30.1086348,27.9644666,27.5559406,26.9131157,17.2830102,14.4741916,4.77378004,21.4018722,19.9548567,18.3524666,11.4302054,4.95197447,-0.227066085
SSA_00097,23.4890293,23.984886,24.6043489,25.1753269,25.7862836,23.6666143,23.3651061,22.8958828,15.0439834,13.3138754,4.35031628,17.7279856,16.4678737,15.6004208,11.3741054,4.95569951,-0.356450806,22.6827025,23.1089467,23.7057624,24.2549976,24.8417805,22.8403062,22.5606377,22.1238614,14.6545515,13.1048351,4.2549866,17.7279856,16.4678737,15.6004208,11.3741054,4.95569951,-0.356450806
SSA_00105,24.3478924,24.8111072,25.4428529,26.0260816,26.6498818,24.4824471,24.1623202,23.6629172,15.4415936,13.5138695,4.44077304,18.1745051,16.862761,15.9928456,11.3884511,4.95613427,-0.337173485,24.2602927,24.6963601,25.3276996,25.9103681,26.5331742,24.3819453,24.0655914,23.5711552,15.3935876,13.4818433,4.42896163,18.1745051,16.862761,15.9928456,11.3884511,4.95613427,-0.337173485
SSA_00108,100000,0,0,0,0,0,0,0,0,0,0,17.9702589,16.706895,15.8455668,11.3884814,4.95890634,-0.349489828,23.6710524,24.0840952,24.6991338,25.2661536,25.871914,23.7962044,23.4948974,23.0237525,15.112715,13.37141,4.36448147,17.9702589,16.706895,15.8455668,11.3884814,4.95890634,-0.349489828
SSA_00110,26.5403122,27.0139575,27.6209201,28.1848023,28.7892929,26.5811023,26.2020993,25.6126471,16.4601048,14.190443,4.65653183,19.9055258,18.4968162,17.5496512,11.430931,4.95901111,-0.276405606,25.2194292,25.6357509,26.2150751,26.7516275,27.3250995,25.2823642,24.941643,24.4086521,15.7573943,13.8183175,4.50198541,19.9055258,18.4968162,17.5496512,11.430931,4.95901111,-0.276405606
