Accession,2022_CO2_400,2022_CO2_600,2022_CO2_800,2022_CO2_1000,2022_CO2_1250,2022_CO2_300,2022_CO2_250,2022_CO2_200,2022_CO2_100,2022_CO2_75,2022_CO2_25,2022_PAR_1800,2022_PAR_1100,2022_PAR_500,2022_PAR_300,2022_PAR_150,2022_PAR_50,2023_CO2_400,2023_CO2_600,2023_CO2_800,2023_CO2_1000,2023_CO2_1250,2023_CO2_300,2023_CO2_250,2023_CO2_200,2023_CO2_100,2023_CO2_75,2023_CO2_25,2023_PAR_1800,2023_PAR_1100,2023_PAR_500,2023_PAR_300,2023_PAR_150,2023_PAR_50
SSA_00001,36.1246,37.9767,38.8306,39.5218,40.1697,29.1564,24.6145,19.9145,9.70051,7.06534,1.707,30.63,28.9926,19.5745,11.5135,4.92816,-0.120197,35.5282,37.3044,38.1392,38.8179,39.4566,28.7497,24.2803,19.6508,9.57359,6.97283,1.6802,30.63,28.9926,19.5745,11.5135,4.92816,-0.120197
SSA_00003,34.6925,36.3593,37.151,37.8022,38.4208,28.1232,23.7656,19.2431,9.37584,6.82809,1.63758,30.5926,28.9569,19.6367,11.5301,4.92601,-0.120822,36.772,38.7555,39.6497,40.3644,41.0275,29.5656,24.9581,20.1869,9.83114,7.16096,1.73447,30.5926,28.9569,19.6367,11.5301,4.92601,-0.120822
SSA_00004,34.1977,35.7792,36.5549,37.1944,37.8034,27.8604,23.5461,19.0662,9.29094,6.76551,1.61941,30.6148,28.9724,19.6124,11.5234,4.92694,-0.120578,36.3034,38.1854,39.0453,39.7404,40.3911,29.2706,24.7098,19.9902,9.73709,7.09217,1.71482,30.6148,28.9724,19.6124,11.5234,4.92694,-0.120578
SSA_00005,38.1,40.351,41.3241,42.0798,42.7658,30.5365,25.7657,20.8245,10.1385,7.38555,1.79954,30.6444,28.993,19.5678,11.5117,4.92826,-0.120035,35.135,36.8444,37.6483,38.3083,38.9341,28.4453,24.0254,19.4459,9.47274,6.89805,1.65754,30.6444,28.993,19.5678,11.5117,4.92826,-0.120035
SSA_00006,35.9234,37.7486,38.6023,39.2927,39.9396,29.0437,24.5196,19.8385,9.66359,7.03809,1.69895,30.6255,28.9894,19.5805,11.515,4.92797,-0.120297,38.1556,40.3896,41.3596,42.1137,42.7986,30.5424,25.7786,20.8393,10.1483,7.39433,1.80323,30.6255,28.9894,19.5805,11.515,4.92797,-0.120297
SSA_00007,33.7765,35.3048,36.0529,36.6744,37.2699,27.5363,23.2812,18.8557,9.1888,6.6907,1.59732,30.5993,28.9621,19.629,11.528,4.92632,-0.120871,35.9189,37.7694,38.6276,39.3205,39.969,28.9791,24.4742,19.8059,9.64823,7.02778,1.69615,30.5993,28.9621,19.629,11.528,4.92632,-0.120871
SSA_00008,35.7235,37.5143,38.3432,39.0195,39.6573,28.8371,24.3494,19.703,9.59683,6.9889,1.68405,30.644,28.9928,19.5681,11.5118,4.92825,-0.120036,36.299,38.1921,39.0639,39.7655,40.4201,29.2698,24.7063,19.9849,9.73268,7.08806,1.71283,30.644,28.9928,19.5681,11.5118,4.92825,-0.120036
SSA_00009,37.9639,40.1692,41.1303,41.8802,42.5633,30.3908,25.6504,20.7361,10.097,7.35613,1.79151,30.6416,28.9908,19.573,11.5131,4.92812,-0.120119,35.8765,37.6864,38.5198,39.199,39.8391,28.9502,24.4423,19.7765,9.63255,7.01503,1.69176,30.6416,28.9908,19.573,11.5131,4.92812,-0.120119
SSA_00010,36.6318,38.5824,39.468,40.1777,40.8377,29.5537,24.9388,20.1687,9.82218,7.15352,1.73221,30.6107,28.9701,19.6161,11.5244,4.9268,-0.12061,37.7632,39.9021,40.8413,41.5803,42.2576,30.3386,25.5919,20.6852,10.0715,7.33586,1.78519,30.6107,28.9701,19.6161,11.5244,4.9268,-0.12061
SSA_00013,38.3859,40.6293,41.5969,42.3497,43.0335,30.6628,25.8794,20.9188,10.1864,7.42209,1.81115,30.6105,28.9699,19.6164,11.5245,4.92679,-0.120739,37.006,39.0337,39.944,40.6674,41.3358,29.7715,25.1285,20.3224,9.89754,7.20981,1.7491,30.6105,28.9699,19.6164,11.5245,4.92679,-0.120739
