Accession,2022_CO2_400,2022_CO2_600,2022_CO2_800,2022_CO2_1000,2022_CO2_1250,2022_CO2_300,2022_CO2_250,2022_CO2_200,2022_CO2_100,2022_CO2_75,2022_CO2_25,2022_PAR_1800,2022_PAR_1100,2022_PAR_500,2022_PAR_300,2022_PAR_150,2022_PAR_50,2023_CO2_400,2023_CO2_600,2023_CO2_800,2023_CO2_1000,2023_CO2_1250,2023_CO2_300,2023_CO2_250,2023_CO2_200,2023_CO2_100,2023_CO2_75,2023_CO2_25,2023_PAR_1800,2023_PAR_1100,2023_PAR_500,2023_PAR_300,2023_PAR_150,2023_PAR_50
SSA_00001,38.43,38.9746,39.5085,39.9984,40.5019,38.3484,37.7181,36.133,21.5244,17.1729,5.65657,32.0036,29.961,19.0837,11.427,4.92104,-0.0926947,20.1609,20.8439,21.4709,22.0708,22.8002,19.8298,19.6334,19.3865,14.488,12.3348,4.29862,17.3154,16.458,15.7453,11.3478,4.77385,-0.469944
SSA_00003,36.8076,37.315,37.8177,38.2841,38.7682,36.734,36.1527,34.7535,20.7969,16.7858,5.48462,32.0036,29.961,19.0837,11.427,4.92104,-0.0926947,7.60802,8.36103,9.05695,9.72353,10.547,7.14472,6.96787,6.77735,6.1592,6.18451,2.69013,6.25475,5.90989,5.65119,5.37679,3.42634,-0.712277
SSA_00004,36.2254,36.7227,37.2173,37.6767,38.1544,36.1607,35.5975,34.2695,20.5482,16.6402,5.4251,32.0036,29.961,19.0837,11.427,4.92104,-0.0926947,34.7425,35.3472,35.8862,36.3889,36.9504,34.4153,33.8383,32.6408,19.8221,16.1133,5.428,29.007,27.3274,19.4886,11.6242,4.79902,-0.211124
SSA_00005,40.9098,41.4927,42.044,42.546,43.0571,40.7399,40.0412,38.2025,22.6336,17.8817,5.92327,32.0036,29.961,19.0837,11.427,4.92104,-0.0926947,20.5351,21.2053,21.82,22.4084,23.123,20.2072,20.0091,19.758,14.6127,12.4115,4.31621,17.8582,16.9747,16.2053,11.406,4.78939,-0.453207
SSA_00006,38.2131,38.756,39.2872,39.7751,40.2769,38.1325,37.5112,35.9755,21.4571,17.1584,5.6404,32.0036,29.961,19.0837,11.427,4.92104,-0.0926947,7.63792,8.41144,9.1307,9.8223,10.6788,7.13682,6.95468,6.75854,6.12538,6.15091,2.70225,5.99065,5.65723,5.40638,5.13794,3.29485,-0.714274
SSA_00007,35.7208,36.2079,36.6938,37.1459,37.6169,35.6652,35.1153,33.8257,20.3036,16.4749,5.36645,32.0036,29.961,19.0837,11.427,4.92104,-0.0926947,13.9662,14.6751,15.3309,15.9609,16.7372,13.5721,13.4083,13.2167,11.6617,10.2797,3.69003,11.8124,11.2202,10.7784,9.71701,4.58175,-0.531043
SSA_00008,37.9534,38.4868,39.0113,39.4945,39.9927,37.8668,37.2541,35.754,21.3434,17.1116,5.61399,32.0036,29.961,19.0837,11.427,4.92104,-0.0926947,20.1937,20.8935,21.538,22.1548,22.9056,19.8541,19.6543,19.4041,14.5603,12.4122,4.33145,16.9415,16.108,15.4266,11.3017,4.76278,-0.48109
SSA_00009,40.7473,41.3161,41.8543,42.3486,42.8547,40.5626,39.8659,38.0206,22.5236,17.837,5.89951,32.0036,29.961,19.0837,11.427,4.92104,-0.0926947,19.5836,20.2731,20.9079,21.5161,22.2576,19.2388,19.0468,18.8073,14.2591,12.1776,4.25534,16.648,15.8313,15.1728,11.2629,4.75483,-0.490769
SSA_00010,39.0862,39.6398,40.1717,40.6615,41.1653,38.9696,38.3212,36.6715,21.8123,17.3899,5.72765,32.0036,29.961,19.0837,11.427,4.92104,-0.0926947,22.4489,23.1764,23.844,24.4845,25.262,22.1018,21.8745,21.5819,15.609,13.2219,4.59192,18.0448,17.1518,16.3594,11.4238,4.79447,-0.447663
SSA_00013,41.1748,41.757,42.304,42.8033,43.3121,40.9841,40.2783,38.4095,22.7434,17.9658,5.95052,32.0036,29.961,19.0837,11.427,4.92104,-0.0926947,17.6642,18.3836,19.0495,19.6892,20.474,17.285,17.101,16.8782,13.506,11.6628,4.11586,14.4739,13.7582,13.215,10.8038,4.6843,-0.532302
