Accession,2022_CO2_400,2022_CO2_600,2022_CO2_800,2022_CO2_1000,2022_CO2_1250,2022_CO2_300,2022_CO2_250,2022_CO2_200,2022_CO2_100,2022_CO2_75,2022_CO2_25,2022_PAR_1800,2022_PAR_1100,2022_PAR_500,2022_PAR_300,2022_PAR_150,2022_PAR_50,2023_CO2_400,2023_CO2_600,2023_CO2_800,2023_CO2_1000,2023_CO2_1250,2023_CO2_300,2023_CO2_250,2023_CO2_200,2023_CO2_100,2023_CO2_75,2023_CO2_25,2023_PAR_1800,2023_PAR_1100,2023_PAR_500,2023_PAR_300,2023_PAR_150,2023_PAR_50
SSA_00001,29.7387,31.4343,32.8839,34.0814,35.2114,27.8376,24.8536,21.0566,10.779,7.92128,1.99201,24.9125,23.8504,18.8352,10.9605,4.34233,-0.223461,29.1881,30.8557,32.2764,33.4487,34.5547,27.3454,24.8276,21.2288,10.8889,7.95981,1.99604,24.9125,23.8504,18.8352,10.9605,4.34233,-0.223461
SSA_00003,28.1389,29.7725,31.1816,32.3424,33.4362,26.3234,23.8809,20.4195,10.4861,7.65441,1.90463,24.6218,23.5952,18.8221,10.9586,4.34592,-0.223772,29.9972,31.8168,33.365,34.6365,35.8294,27.8977,24.772,20.9114,10.6798,7.85033,1.96385,24.6218,23.5952,18.8221,10.9586,4.34592,-0.223772
SSA_00004,29.947,31.1874,32.2689,33.1874,34.0781,28.8628,26.4936,22.9421,11.9204,8.78504,2.29367,26.57,25.3153,18.9017,10.9766,4.31442,-0.219087,31.9935,33.3507,34.5389,35.5438,36.5131,30.5751,28.2948,24.5967,12.7212,9.34326,2.4398,26.57,25.3153,18.9017,10.9766,4.31442,-0.219087
SSA_00005,31.4496,33.3739,35.0111,36.3469,37.5926,29.1657,25.8422,21.774,11.1002,8.17349,2.05655,24.7903,23.7453,18.8313,10.9608,4.34384,-0.223007,28.6675,30.3357,31.7522,32.9177,34.0153,26.8964,24.4269,20.8974,10.7282,7.83726,1.96003,24.7903,23.7453,18.8313,10.9608,4.34384,-0.223007
SSA_00006,29.1311,30.8956,32.4078,33.6451,34.8039,27.1753,24.5808,20.9473,10.7199,7.8354,1.95283,24.6202,23.5983,18.8208,10.9576,4.34588,-0.224313,31.1681,33.1499,34.8333,36.2021,37.4747,28.8289,25.9006,21.9293,11.1619,8.17924,2.04454,24.6202,23.5983,18.8208,10.9576,4.34588,-0.224313
SSA_00007,27.5378,29.0642,30.3756,31.4639,32.496,25.8805,23.5796,20.2459,10.4348,7.60729,1.89579,24.7721,23.7276,18.8298,10.9602,4.34408,-0.22325,29.4538,31.1602,32.6183,33.8216,34.956,27.5443,24.5723,20.8098,10.652,7.82471,1.96209,24.7721,23.7276,18.8298,10.9602,4.34408,-0.22325
SSA_00008,29.231,30.9254,32.3748,33.5673,34.6894,27.4018,24.4746,20.7489,10.6304,7.8091,1.95964,24.8437,23.7958,18.8319,10.9597,4.34313,-0.223726,29.7624,31.519,33.0164,34.2448,35.3977,27.805,25.1723,21.4629,10.9829,8.03571,2.01448,24.8437,23.7958,18.8319,10.9597,4.34313,-0.223726
SSA_00009,31.0864,33.039,34.6851,36.0295,37.2839,28.7807,25.4689,21.4441,10.9291,8.04265,2.01552,24.637,23.6088,18.8231,10.9588,4.34574,-0.223675,29.1477,30.884,32.3696,33.5902,34.7368,27.1817,24.5972,20.9706,10.7358,7.84721,1.95747,24.637,23.6088,18.8231,10.9588,4.34574,-0.223675
SSA_00010,29.8714,31.6894,33.2311,34.4947,35.6787,27.7939,25.0874,21.339,10.9033,7.97942,1.99421,24.6502,23.6211,18.8243,10.9594,4.34557,-0.223425,30.8514,32.7892,34.4281,35.763,37.0065,28.6157,25.35,21.3626,10.8947,8.01742,2.01,24.6502,23.6211,18.8243,10.9594,4.34557,-0.223425
SSA_00013,31.3044,33.3227,35.0338,36.4195,37.7041,28.9343,25.5716,21.5155,10.9606,8.06986,2.02177,24.6416,23.6167,18.8214,10.9575,4.34563,-0.224447,30.1948,32.0375,33.6108,34.9005,36.1081,28.0157,25.2623,21.4607,10.9519,8.01497,2.00133,24.6416,23.6167,18.8214,10.9575,4.34563,-0.224447
SSA_00018,32.4038,34.537,36.3186,37.7602,39.0932,29.8282,26.289,22.07,11.2227,8.26823,2.07468,24.6397,23.6118,18.8238,10.9593,4.3457,-0.22345,30.6672,32.5685,34.1833,35.5019,36.733,28.4388,25.6043,21.7234,11.0754,8.11258,2.02924,24.6397,23.6118,18.8238,10.9593,4.3457,-0.22345
SSA_00024,30.657,32.5755,34.2086,35.5408,36.7832,28.4098,25.5747,21.6895,11.0528,8.09306,2.02129,24.6089,23.5885,18.8205,10.9576,4.34601,-0.224267,29.4049,31.2079,32.7422,33.9971,35.1719,27.3968,24.753,21.0717,10.7743,7.87859,1.96431,24.6089,23.5885,18.8205,10.9576,4.34601,-0.224267
SSA_00033,29.4629,31.2726,32.812,34.071,35.2491,27.4446,24.7907,21.0995,10.7867,7.88846,1.96701,24.6094,23.5889,18.8205,10.9576,4.346,-0.224269,30.5096,32.4144,34.0229,35.3391,36.5694,28.2709,25.4508,21.5908,11.0076,8.05997,2.01279,24.6094,23.5889,18.8205,10.9576,4.346,-0.224269
SSA_00041,30.876,32.8017,34.4406,35.777,37.023,28.6053,25.3327,21.3424,10.8824,8.00748,2.00633,24.6359,23.6079,18.823,10.9588,4.34575,-0.223676,30.4347,32.3147,33.913,35.2193,36.4398,28.2425,25.4454,21.6021,11.019,8.06843,2.01691,24.6359,23.6079,18.823,10.9588,4.34575,-0.223676
SSA_00050,30.8261,32.6624,34.2352,35.5223,36.7266,28.6858,25.9044,22.0242,11.2387,8.2314,2.06735,24.8672,23.8165,18.8329,10.9599,4.34283,-0.223714,30.4274,32.2217,33.7453,34.9985,36.176,28.3794,25.2472,21.3353,10.901,8.01814,2.01667,24.8672,23.8165,18.8329,10.9599,4.34283,-0.223714
SSA_00062,30.6275,32.4531,34.0057,35.2817,36.4791,28.493,25.3194,21.3763,10.9133,8.02725,2.01678,24.7993,23.7517,18.8301,10.9597,4.34374,-0.223597,30.7651,32.6331,34.2223,35.5211,36.7348,28.6102,25.8103,21.9291,11.1864,8.19399,2.05538,24.7993,23.7517,18.8301,10.9597,4.34374,-0.223597
SSA_00067,30.9814,32.924,34.5611,35.8987,37.1472,28.7021,25.8308,21.898,11.1535,8.16936,2.04327,24.6377,23.6094,18.8231,10.9588,4.34573,-0.223675,30.3691,32.2547,33.8591,35.1675,36.3883,28.2043,25.412,21.576,11.0073,8.06032,2.01493,24.6377,23.6094,18.8231,10.9588,4.34573,-0.223675
SSA_00068,30.8339,32.7804,34.4367,35.7841,37.0381,28.5725,25.7038,21.7871,11.0985,8.12935,2.03156,24.6282,23.6052,18.8211,10.9576,4.34579,-0.224343,29.4733,31.2849,32.8354,34.0999,35.281,27.4619,24.7959,21.1005,10.7879,7.89205,1.96876,24.6282,23.6052,18.8211,10.9576,4.34579,-0.224343
SSA_00070,31.5,33.4417,35.0805,36.4179,37.665,29.2227,25.8898,21.8121,11.1187,8.18755,2.06057,24.8342,23.7874,18.8314,10.9597,4.34325,-0.223731,29.2572,30.9493,32.3992,33.5928,34.7163,27.4134,24.4812,20.7517,10.6304,7.80895,1.95927,24.8342,23.7874,18.8314,10.9597,4.34325,-0.223731
SSA_00075,30.7085,32.6136,34.2333,35.5566,36.7923,28.4503,25.6034,21.7149,11.0687,8.10787,2.02722,24.6284,23.6013,18.8227,10.9588,4.34584,-0.223674,30.8905,32.8296,34.4681,35.8052,37.0524,28.6208,25.3429,21.3482,10.8843,8.00861,2.00634,24.6284,23.6013,18.8227,10.9588,4.34584,-0.223674
SSA_00079,30.7603,32.6362,34.2362,35.54,36.756,28.6307,25.8281,21.945,11.196,8.20206,2.05823,24.7851,23.7406,18.831,10.9607,4.3439,-0.223044,30.1922,31.9846,33.5107,34.7637,35.9395,28.1655,25.0575,21.1785,10.8236,7.96004,1.99964,24.7851,23.7406,18.831,10.9607,4.3439,-0.223044
SSA_00080,30.9703,32.9203,34.5659,35.9106,37.1658,28.6551,25.3549,21.3463,10.8788,8.00387,2.00348,24.6132,23.5921,18.8206,10.9576,4.34596,-0.224284,30.328,32.2133,33.8158,35.1252,36.3482,28.1288,25.3338,21.5023,10.9675,8.03015,2.0051,24.6132,23.5921,18.8206,10.9576,4.34596,-0.224284
SSA_00091,30.4955,32.2946,33.8264,35.0867,36.2708,28.3721,25.6372,21.8135,11.1397,8.15534,2.04612,24.838,23.7908,18.8316,10.9597,4.3432,-0.223729,29.1982,30.8756,32.325,33.5169,34.6381,27.3603,24.4388,20.7202,10.6166,7.79877,1.9567,24.838,23.7908,18.8316,10.9597,4.3432,-0.223729
SSA_00096,31.3369,33.2594,34.8992,36.2364,37.4829,29.0522,25.7375,21.6852,11.0555,8.13968,2.04638,24.7872,23.741,18.8295,10.9596,4.34389,-0.223629,30.5321,32.3837,33.9613,35.2503,36.4549,28.4081,25.6308,21.7847,11.1196,8.14427,2.04199,24.7872,23.741,18.8295,10.9596,4.34389,-0.223629
SSA_00097,30.4565,32.3759,34.0051,35.3316,36.5674,28.2493,25.421,21.5631,10.9945,8.05302,2.01139,24.6127,23.5917,18.8206,10.9576,4.34596,-0.224282,29.6687,31.4965,33.0437,34.3107,35.4971,27.6059,24.9214,21.1979,10.831,7.92278,1.97626,24.6127,23.5917,18.8206,10.9576,4.34596,-0.224282
SSA_00105,30.9049,32.8335,34.4741,35.8134,37.0627,28.6154,25.7486,21.827,11.1183,8.14314,2.03551,24.6477,23.6222,18.8217,10.9575,4.34556,-0.224433,30.7697,32.7103,34.3576,35.6984,36.9466,28.5339,25.6806,21.7751,11.0948,8.12593,2.03109,24.6477,23.6222,18.8217,10.9575,4.34556,-0.224433
SSA_00108,30.8926,32.8489,34.5067,35.8569,37.1142,28.6078,25.727,21.8004,11.1029,8.13282,2.03201,24.6107,23.59,18.8205,10.9576,4.34599,-0.224274,30.2148,32.1072,33.711,35.0193,36.2401,28.0547,25.2717,21.4545,10.9457,8.01384,2.00078,24.6107,23.59,18.8205,10.9576,4.34599,-0.224274
