Accession,2022_CO2_400,2022_CO2_600,2022_CO2_800,2022_CO2_1000,2022_CO2_1250,2022_CO2_300,2022_CO2_250,2022_CO2_200,2022_CO2_100,2022_CO2_75,2022_CO2_25,2022_PAR_1800,2022_PAR_1100,2022_PAR_500,2022_PAR_300,2022_PAR_150,2022_PAR_50,2023_CO2_400,2023_CO2_600,2023_CO2_800,2023_CO2_1000,2023_CO2_1250,2023_CO2_300,2023_CO2_250,2023_CO2_200,2023_CO2_100,2023_CO2_75,2023_CO2_25,2023_PAR_1800,2023_PAR_1100,2023_PAR_500,2023_PAR_300,2023_PAR_150,2023_PAR_50
SSA_00001,21.3178,21.5052,21.642,21.7594,21.8873,20.9542,20.7474,20.4307,14.8123,13.0942,4.40467,18.859,16.4382,9.94352,5.79802,2.15469,-0.558908,21.0652,21.2483,21.382,21.4964,21.6211,20.7086,20.507,20.1981,14.6743,12.9772,4.3629,18.859,16.4382,9.94352,5.79802,2.15469,-0.558908
SSA_00003,7.7513,7.97596,8.15419,8.29745,8.44052,7.56152,7.4669,7.3533,6.81955,6.45662,2.80238,6.99643,5.95434,3.14103,1.39526,-0.146559,-1.35145,8.12953,8.37531,8.5707,8.72804,8.88548,7.91898,7.81551,7.69111,7.09625,6.70249,2.89404,6.99643,5.95434,3.14103,1.39526,-0.146559,-1.35145
SSA_00004,31.5508,31.7771,31.9203,32.0447,32.1854,30.8628,30.4716,29.8012,18.8278,15.2058,5.07357,28.8915,25.4934,15.7819,9.56474,4.075,-0.361283,33.0564,33.2797,33.4153,33.5359,33.6768,32.243,31.8205,31.08,19.6266,15.7491,5.28359,28.8915,25.4934,15.7819,9.56474,4.075,-0.361283
SSA_00005,23.4829,23.6856,23.8311,23.9571,24.0957,23.0471,22.8043,22.4265,15.7953,13.8533,4.66976,19.912,17.3673,10.5513,6.19399,2.35759,-0.515656,22.0381,22.2172,22.3454,22.4557,22.5768,21.6581,21.4436,21.1095,14.9558,13.1785,4.42276,19.912,17.3673,10.5513,6.19399,2.35759,-0.515656
SSA_00006,6.0727,6.32044,6.51895,6.67491,6.82552,5.91937,5.82638,5.71919,5.32591,5.08101,2.43634,5.3152,4.47024,2.1874,0.771903,-0.48968,-1.49597,6.42488,6.68397,6.89159,7.05874,7.22336,6.21926,6.11674,5.99828,5.55365,5.28118,2.50821,5.3152,4.47024,2.1874,0.771903,-0.48968,-1.49597
SSA_00007,13.3241,13.5136,13.6612,13.7832,13.9105,13.1092,12.9915,12.8306,11.0465,9.88504,3.75876,12.3645,10.6957,6.19731,3.36781,0.898655,-0.942776,13.9771,14.1847,14.347,14.4815,14.6224,13.7314,13.6014,13.4236,11.4613,10.2515,3.90156,12.3645,10.6957,6.19731,3.36781,0.898655,-0.942776
SSA_00008,26.5702,26.75,26.87,26.9776,27.1006,26.0245,25.7338,25.2526,16.5746,14.2641,4.8014,23.7306,20.7376,12.7442,7.62238,3.0881,-0.414448,26.9133,27.0948,27.2175,27.3281,27.4545,26.357,26.0586,25.5647,16.7622,14.379,4.85208,23.7306,20.7376,12.7442,7.62238,3.0881,-0.414448
SSA_00009,20.2048,20.4112,20.5657,20.6974,20.8397,19.8493,19.6519,19.3574,14.5736,12.5435,4.39033,17.1716,14.9467,8.96824,5.16312,1.82821,-0.640813,19.3132,19.5015,19.6423,19.7619,19.8909,18.998,18.8173,18.5479,14.0215,12.0683,4.22323,17.1716,14.9467,8.96824,5.16312,1.82821,-0.640813
SSA_00010,22.9704,23.159,23.2948,23.4125,23.542,22.5519,22.321,21.9603,15.4678,13.5982,4.56833,20.1027,17.5356,10.6608,6.26552,2.39448,-0.509298,23.5094,23.7094,23.8519,23.9752,24.1111,23.0758,22.8335,22.4554,15.756,13.8114,4.65445,20.1027,17.5356,10.6608,6.26552,2.39448,-0.509298
SSA_00013,20.677,20.8853,21.0411,21.1743,21.3184,20.3078,20.1033,19.7971,14.7944,12.7708,4.44613,17.4434,15.1873,9.12548,5.26553,1.88109,-0.626595,20.1164,20.3155,20.4633,20.5889,20.7244,19.7724,19.5792,19.2896,14.4571,12.4941,4.34364,17.4434,15.1873,9.12548,5.26553,1.88109,-0.626595
SSA_00018,18.7055,18.9332,19.1064,19.2525,19.4088,18.3637,18.1783,17.9098,14.0133,12.2023,4.31163,15.4123,13.3908,7.95168,4.50277,1.48748,-0.7416,17.9794,18.1902,18.35,18.4842,18.6273,17.6679,17.4975,17.2506,13.5962,11.829,4.18567,15.4123,13.3908,7.95168,4.50277,1.48748,-0.7416
SSA_00024,10.8775,11.1267,11.322,11.4804,11.6417,10.6488,10.5309,10.3809,9.34568,8.64648,3.37947,9.24993,7.94537,4.42069,2.22286,0.297414,-1.17133,10.5595,10.7944,10.9782,11.1271,11.2786,10.3474,10.2364,10.0953,9.12954,8.458,3.30631,9.24993,7.94537,4.42069,2.22286,0.297414,-1.17133
SSA_00033,24.0091,24.1932,24.3236,24.438,24.5652,23.5667,23.319,22.9257,15.733,13.7594,4.63003,21.1622,18.4712,11.2718,6.6638,2.59836,-0.473956,24.579,24.7721,24.9088,25.0284,25.1615,24.1139,23.8548,23.4436,16.0478,13.9797,4.7221,21.1622,18.4712,11.2718,6.6638,2.59836,-0.473956
SSA_00041,27.4073,27.6018,27.732,27.8493,27.9831,26.8309,26.5221,26.0136,17.0729,14.6344,4.9592,23.4345,20.4769,12.5759,7.51302,3.03226,-0.419383,27.1272,27.3179,27.4462,27.5618,27.6935,26.5645,26.2615,25.7623,16.9145,14.54,4.91708,23.4345,20.4769,12.5759,7.51302,3.03226,-0.419383
