Accession,2022_CO2_400,2022_CO2_600,2022_CO2_800,2022_CO2_1000,2022_CO2_1250,2022_CO2_300,2022_CO2_250,2022_CO2_200,2022_CO2_100,2022_CO2_75,2022_CO2_25,2022_PAR_1800,2022_PAR_1100,2022_PAR_500,2022_PAR_300,2022_PAR_150,2022_PAR_50,2023_CO2_400,2023_CO2_600,2023_CO2_800,2023_CO2_1000,2023_CO2_1250,2023_CO2_300,2023_CO2_250,2023_CO2_200,2023_CO2_100,2023_CO2_75,2023_CO2_25,2023_PAR_1800,2023_PAR_1100,2023_PAR_500,2023_PAR_300,2023_PAR_150,2023_PAR_50
SSA_00001,19.9051,20.0108,20.2479,20.4888,20.7436,20.6153,20.7462,21.2319,15.0467,11.8607,4.05492,16.5085,15.4709,11.5043,3.15211,-0.761263,-1.90085,19.5509,19.6628,19.8913,20.1241,20.3709,20.2399,20.3681,20.8207,14.8189,11.7643,4.01396,16.5085,15.4709,11.5043,3.15211,-0.761263,-1.90085
SSA_00003,7.10296,7.6665,8.07747,8.39324,8.67599,8.63994,8.82773,9.15834,9.4838,7.07998,2.55048,7.15507,6.72215,4.63401,0.443176,-1.38654,-2.00941,7.71234,8.28979,8.72735,9.06916,9.37925,9.32243,9.54007,9.93243,9.87946,7.39817,2.64113,7.15507,6.72215,4.63401,0.443176,-1.38654,-2.00941
SSA_00004,30.5086,30.8315,31.1884,31.5201,31.8572,30.7028,30.3515,29.8295,18.6171,14.9318,4.98419,27.0898,25.252,18.186,10.1481,1.58883,-1.59471,32.5624,32.9147,33.293,33.6469,34.0074,32.7234,32.3186,31.6678,19.6217,15.598,5.22198,27.0898,25.252,18.186,10.1481,1.58883,-1.59471
SSA_00005,21.9002,22.0231,22.2799,22.5433,22.8225,22.6431,22.7601,23.3015,16.1072,12.6058,4.30007,16.9674,15.896,11.859,3.33431,-0.71993,-1.89475,19.8477,19.9572,20.1821,20.4114,20.654,20.5009,20.6123,21.036,14.8454,11.8349,4.03104,16.9674,15.896,11.859,3.33431,-0.71993,-1.89475
SSA_00006,6.23217,6.70994,7.13216,7.46388,7.76065,7.6687,7.84502,8.1501,9.03808,6.67068,2.4126,6.04528,5.66656,3.85037,0.179319,-1.4515,-2.02277,6.84882,7.35911,7.7997,8.15442,8.47834,8.369,8.57604,8.94266,9.46701,7.02121,2.50911,6.04528,5.66656,3.85037,0.179319,-1.4515,-2.02277
SSA_00007,12.5078,12.5907,12.7813,12.9787,13.1897,13.1924,13.3963,13.843,11.455,9.11874,3.16553,11.1368,10.4582,7.4698,1.43771,-1.15239,-1.96505,13.5412,13.6196,13.8254,14.0408,14.272,14.2831,14.512,15.0426,12.227,9.54249,3.314,11.1368,10.4582,7.4698,1.43771,-1.15239,-1.96505
SSA_00008,24.8876,25.0508,25.3221,25.5889,25.8662,25.3818,25.3223,25.4434,16.8649,13.4474,4.54323,20.9542,19.5911,14.8853,5.32385,-0.241155,-1.82712,25.3166,25.4988,25.7851,26.0647,26.3533,25.8628,25.7976,25.9315,17.1234,13.5765,4.59577,20.9542,19.5911,14.8853,5.32385,-0.241155,-1.82712
SSA_00009,19.4359,19.5329,19.7796,20.0338,20.3046,20.2444,20.4295,21.0763,15.0877,11.7445,4.02972,15.0949,14.152,10.4214,2.63505,-0.880245,-1.91954,18.1243,18.2147,18.4365,18.6651,18.9085,18.8447,19.0144,19.5333,14.2617,11.2703,3.86145,15.0949,14.152,10.4214,2.63505,-0.880245,-1.91954
SSA_00010,21.4913,21.608,21.8618,22.1171,22.3849,22.1842,22.2782,22.7144,15.7609,12.414,4.23353,17.5381,16.4212,12.2976,3.57001,-0.665687,-1.88675,22.3141,22.4416,22.7012,22.965,23.2436,23.0307,23.1236,23.6125,16.2073,12.7129,4.33323,17.5381,16.4212,12.2976,3.57001,-0.665687,-1.88675
SSA_00013,19.8147,19.9118,20.1614,20.4192,20.6942,20.6204,20.8033,21.4454,15.3131,11.9168,4.08347,15.2177,14.2687,10.5135,2.67748,-0.86983,-1.91772,18.942,19.0428,19.2811,19.5257,19.7857,19.7202,19.896,20.4778,14.7784,11.5554,3.96545,15.2177,14.2687,10.5135,2.67748,-0.86983,-1.91772
SSA_00018,17.4708,17.5554,17.7961,18.0504,18.3252,18.336,18.5885,19.3342,14.4191,11.1126,3.82512,12.7761,11.9962,8.67989,1.89996,-1.04707,-1.94681,16.3307,16.4131,16.6392,16.8759,17.1301,17.1374,17.3705,18.0078,13.6976,10.6231,3.66839,12.7761,11.9962,8.67989,1.89996,-1.04707,-1.94681
