Accession,2022_CO2_400,2022_CO2_600,2022_CO2_800,2022_CO2_1000,2022_CO2_1250,2022_CO2_300,2022_CO2_250,2022_CO2_200,2022_CO2_100,2022_CO2_75,2022_CO2_25,2022_PAR_1800,2022_PAR_1100,2022_PAR_500,2022_PAR_300,2022_PAR_150,2022_PAR_50,2023_CO2_400,2023_CO2_600,2023_CO2_800,2023_CO2_1000,2023_CO2_1250,2023_CO2_300,2023_CO2_250,2023_CO2_200,2023_CO2_100,2023_CO2_75,2023_CO2_25,2023_PAR_1800,2023_PAR_1100,2023_PAR_500,2023_PAR_300,2023_PAR_150,2023_PAR_50
SSA_00001,27.8166,28.2074,28.6298,29.0214,29.434,27.9062,27.5886,27.1531,17.8366,14.1575,4.78501,22.7709,21.3326,17.8133,11.0649,4.35257,-0.876004,27.2712,27.6529,28.0651,28.4467,28.8485,27.3744,27.0667,26.6495,17.5276,13.9333,4.711,22.7709,21.3326,17.8133,11.0649,4.35257,-0.876004
SSA_00003,26.4593,26.8202,27.2144,27.5794,27.9644,26.5513,26.2646,25.8742,17.1388,13.6837,4.61866,22.7271,21.2931,17.7973,11.06,4.34071,-0.879439,28.4397,28.8408,29.2767,29.6811,30.1073,28.5314,28.1958,27.7396,18.1206,14.34,4.85161,22.7271,21.2931,17.7973,11.06,4.34071,-0.879439
SSA_00004,29.8124,30.2039,30.6177,31.0017,31.4029,29.8797,29.49,28.9297,18.3277,14.6665,4.90508,26.1702,24.5149,18.6874,11.3418,4.85515,-0.572048,31.9949,32.4256,32.8722,33.2899,33.7274,32.0219,31.5715,30.8985,19.3756,15.3741,5.15678,26.1702,24.5149,18.6874,11.3418,4.85515,-0.572048
SSA_00005,29.8545,30.2803,30.734,31.1595,31.6104,29.9072,29.5381,29.031,18.8363,14.8552,5.02215,22.7447,21.3097,17.8057,11.0631,4.34601,-0.878384,26.8557,27.2284,27.6318,28.005,28.3985,26.9558,26.6588,26.2552,17.3294,13.8039,4.6639,22.7447,21.3097,17.8057,11.0631,4.34601,-0.878384
SSA_00006,27.6444,28.0222,28.4311,28.8133,29.2186,27.7127,27.3965,26.9685,17.699,14.0678,4.75421,22.7309,21.2967,17.7991,11.0607,4.34185,-0.879214,29.8366,30.2704,30.7307,31.1603,31.6139,29.9104,29.5413,29.0341,18.8379,14.8478,5.02116,22.7309,21.2967,17.7991,11.0607,4.34185,-0.879214
SSA_00007,25.617,25.9591,26.3326,26.6791,27.0455,25.7037,25.4348,25.0707,16.6895,13.3918,4.5115,22.7315,21.2973,17.7994,11.0608,4.34204,-0.879171,27.6643,28.0523,28.46,28.8417,29.2468,27.7383,27.4215,26.9927,17.7118,14.0808,4.75778,22.7315,21.2973,17.7994,11.0608,4.34204,-0.879171
SSA_00008,27.4153,27.7963,28.2014,28.5796,28.9807,27.4921,27.1816,26.7612,17.593,13.9965,4.72887,22.73,21.2958,17.7986,11.0605,4.34157,-0.87927,27.9781,28.3694,28.7951,29.19,29.6063,28.0636,27.7421,27.3018,17.9169,14.2101,4.80398,22.73,21.2958,17.7986,11.0605,4.34157,-0.87927
SSA_00009,29.6651,30.088,30.5448,30.9709,31.4207,29.7386,29.3719,28.8715,18.7271,14.7665,4.99504,22.7367,21.3022,17.8019,11.0617,4.3436,-0.878857,27.5483,27.9381,28.3482,28.7306,29.1353,27.6366,27.3223,26.8967,17.6605,14.0359,4.74431,22.7367,21.3022,17.8019,11.0617,4.3436,-0.878857
SSA_00010,28.2926,28.6906,29.1232,29.5246,29.9476,28.3822,28.0512,27.6001,18.0563,14.2986,4.83657,22.7267,21.2927,17.7971,11.0599,4.34058,-0.879466,29.4138,29.8308,30.2815,30.702,31.1463,29.4842,29.1249,28.6341,18.6088,14.6862,4.96749,22.7267,21.2927,17.7971,11.0599,4.34058,-0.879466
SSA_00013,30.0467,30.4768,30.9408,31.374,31.8315,30.1122,29.737,29.2219,18.9305,14.9123,5.04291,22.7432,21.3083,17.805,11.0628,4.34557,-0.878468,28.7311,29.1309,29.5625,29.9663,30.3941,28.7963,28.4532,27.9879,18.2455,14.439,4.8831,22.7432,21.3083,17.805,11.0628,4.34557,-0.878468
SSA_00018,31.1415,31.6109,32.0989,32.5549,33.0363,31.2339,30.8205,30.2608,19.4002,15.2382,5.15379,22.7311,21.2969,17.7992,11.0607,4.34192,-0.8792,29.2172,29.6307,30.0694,30.481,30.918,29.282,28.9247,28.4425,18.4693,14.5926,4.93618,22.7311,21.2969,17.7992,11.0607,4.34192,-0.8792
