Accession,2022_CO2_400,2022_CO2_600,2022_CO2_800,2022_CO2_1000,2022_CO2_1250,2022_CO2_300,2022_CO2_250,2022_CO2_200,2022_CO2_100,2022_CO2_75,2022_CO2_25,2022_PAR_1800,2022_PAR_1100,2022_PAR_500,2022_PAR_300,2022_PAR_150,2022_PAR_50,2023_CO2_400,2023_CO2_600,2023_CO2_800,2023_CO2_1000,2023_CO2_1250,2023_CO2_300,2023_CO2_250,2023_CO2_200,2023_CO2_100,2023_CO2_75,2023_CO2_25,2023_PAR_1800,2023_PAR_1100,2023_PAR_500,2023_PAR_300,2023_PAR_150,2023_PAR_50
SSA_00001,21.2926127,21.3428162,21.365572,21.3891274,21.4268641,20.4679321,20.2185855,19.8762362,13.1369897,12.6808276,4.32019351,18.5767596,17.2398282,14.2834592,10.2081802,4.66635836,-0.316164088,20.7290004,20.8250838,20.8789761,20.9254098,20.9811581,20.0889236,19.8484063,19.5109247,12.8355562,12.4509611,4.2664456,18.5767596,17.2398282,14.2834592,10.2081802,4.66635836,-0.316164088
SSA_00003,9.32658967,9.36577571,9.38583384,9.40089526,9.42330619,8.88760589,8.77605833,8.63158125,7.7920756,7.05668026,2.01238306,8.32006219,7.79741669,7.11137075,6.25081624,3.80042071,-0.689286338,9.89767587,9.93798443,9.95593673,9.96954348,9.99204534,9.39779028,9.27462509,9.11534771,8.16189439,7.37666979,2.08800729,8.32006219,7.79741669,7.11137075,6.25081624,3.80042071,-0.689286338
SSA_00004,31.1926232,31.4182967,31.5644384,31.6934796,31.8397785,30.5061893,30.1118752,29.4378472,18.7136543,15.1087851,5.04835354,28.4756762,26.100323,18.5386441,11.5597759,5.1244711,-0.364202527,32.7443081,32.9680418,33.111899,33.243103,33.3952988,31.950761,31.5213603,30.7745257,19.5236028,15.6698745,5.26115971,28.4756762,26.100323,18.5386441,11.5597759,5.1244711,-0.364202527
SSA_00005,22.8689137,22.9306932,22.9569876,22.984236,23.0274624,21.9521033,21.6746342,21.2942249,14.20414,13.3656436,4.53696452,19.0311848,17.6452207,14.5185428,10.2811214,4.68072965,-0.30420993,21.2863328,21.3336728,21.3581746,21.3824943,21.4202334,20.503282,20.2591414,19.9275528,13.2046236,12.6126438,4.28357732,19.0311848,17.6452207,14.5185428,10.2811214,4.68072965,-0.30420993
SSA_00006,6.74829153,6.78932106,6.80855115,6.82273642,6.84365697,6.36416398,6.27608924,6.16683938,5.71553244,5.37977732,2.03803198,5.77118704,5.39526166,4.94721331,4.41615525,3.12142428,-0.851684895,7.21681023,7.2568448,7.27492174,7.28841529,7.31007872,6.77755429,6.68016275,6.55955638,6.054477,5.68333207,2.13605215,5.77118704,5.39526166,4.94721331,4.41615525,3.12142428,-0.851684895
SSA_00007,11.3104363,11.3533843,11.3750962,11.3919427,11.4163576,10.844527,10.7144115,10.5406545,9.04139116,7.981102,2.88327056,10.3975076,9.74419424,8.79700564,7.51405111,4.09116027,-0.601774947,11.9646019,12.0162188,12.0408385,12.0600372,12.0877213,11.4476766,11.30397,11.1113787,9.42115494,8.30219636,3.0993014,10.3975076,9.74419424,8.79700564,7.51405111,4.09116027,-0.601774947
SSA_00008,25.5505514,25.6262503,25.6577354,25.6909384,25.7404441,24.6715271,24.3931843,24.0352578,16.4451751,13.9053215,4.68151534,22.6033176,20.805781,16.1032746,10.7239388,4.73449078,-0.237460031,25.9142322,25.9922226,26.0241084,26.0579336,26.1086738,25.0180973,24.7326353,24.365634,16.6379316,14.0217389,4.73108684,22.6033176,20.805781,16.1032746,10.7239388,4.73449078,-0.237460031
SSA_00009,21.2445864,21.3065174,21.3273155,21.3491836,21.3874752,20.3962606,20.1348255,19.7756841,13.1240935,12.7285947,4.36237381,17.7054146,16.4587841,13.8108393,10.0555803,4.6331381,-0.346426856,19.9150574,20.0027064,20.054309,20.0983651,20.1516575,19.2718456,19.038387,18.7079025,12.5286044,12.0967282,4.20699507,17.7054146,16.4587841,13.8108393,10.0555803,4.6331381,-0.346426856
SSA_00010,22.4009971,22.4507912,22.4778334,22.5048279,22.5465548,21.5513335,21.2873816,20.9295633,14.1844964,13.0897466,4.43641453,19.3309745,17.9119661,14.6695404,10.3277449,4.68940247,-0.298361518,22.9960362,23.0520887,23.0798216,23.1077949,23.1515532,22.1029118,21.8259953,21.4501443,14.6450825,13.3613597,4.52848137,19.3309745,17.9119661,14.6695404,10.3277449,4.68940247,-0.298361518
SSA_00013,20.7328176,20.8443495,20.9097357,20.9652367,21.0301581,20.0643177,19.8082137,19.4429206,12.9119664,12.4841119,4.35591953,17.4314236,16.2102761,13.6542183,10.0013093,4.62041395,-0.354275317,20.1397424,20.2367953,20.2937701,20.3422085,20.3999803,19.4830033,19.2411295,18.8965812,12.6551058,12.1848962,4.26509145,17.4314236,16.2102761,13.6542183,10.0013093,4.62041395,-0.354275317
