Accession,2022_CO2_400,2022_CO2_600,2022_CO2_800,2022_CO2_1000,2022_CO2_1250,2022_CO2_300,2022_CO2_250,2022_CO2_200,2022_CO2_100,2022_CO2_75,2022_CO2_25,2022_PAR_1800,2022_PAR_1100,2022_PAR_500,2022_PAR_300,2022_PAR_150,2022_PAR_50,2023_CO2_400,2023_CO2_600,2023_CO2_800,2023_CO2_1000,2023_CO2_1250,2023_CO2_300,2023_CO2_250,2023_CO2_200,2023_CO2_100,2023_CO2_75,2023_CO2_25,2023_PAR_1800,2023_PAR_1100,2023_PAR_500,2023_PAR_300,2023_PAR_150,2023_PAR_50
SSA_00001,27.7446,29.6905,31.3096,32.6663,34.0812,26.71,26.0671,25.2922,16.5512,12.5516,3.85003,23.0088,21.9087,17.9986,10.8008,4.49501,-0.648094,27.2273,29.1381,30.7263,32.0571,33.4459,26.2187,25.5957,24.843,16.2672,12.3556,3.79027,23.0088,21.9087,17.9986,10.8008,4.49501,-0.648094
SSA_00003,26.4976,28.3487,29.8883,31.1793,32.5278,25.5252,24.9229,24.1983,15.9389,12.1678,3.72143,23.0442,21.9435,17.9874,10.7944,4.49144,-0.640725,28.337,30.3374,32.0019,33.395,34.8453,27.2817,26.6205,25.821,16.8192,12.7105,3.90558,23.0442,21.9435,17.9874,10.7944,4.49144,-0.640725
SSA_00004,27.5784,29.1108,30.4247,31.5456,32.727,26.8662,26.3112,25.6013,16.4707,12.637,3.9285,24.3158,23.117,18.1606,10.8909,4.55356,-0.580958,29.5455,31.2019,32.6096,33.8108,35.0746,28.7522,28.1359,27.3436,17.3913,13.2391,4.1294,24.3158,23.117,18.1606,10.8909,4.55356,-0.580958
SSA_00005,29.6169,31.7257,33.4699,34.9272,36.4401,28.5174,27.8163,26.9638,17.4087,13.0957,4.03134,23.035,21.9417,17.9981,10.8005,4.49497,-0.644645,26.8851,28.768,30.3252,31.6313,32.9956,25.9023,25.29,24.5515,16.1205,12.2801,3.76155,23.035,21.9417,17.9981,10.8005,4.49497,-0.644645
SSA_00006,27.5498,29.493,31.1056,32.4566,33.8656,26.5146,25.8797,25.113,16.4171,12.4504,3.82049,23.0294,21.9294,17.9847,10.7929,4.4905,-0.64119,29.6163,31.7321,33.4776,34.9365,36.4519,28.4746,27.771,26.9178,17.3881,13.0826,4.02421,23.0294,21.9294,17.9847,10.7929,4.4905,-0.64119
SSA_00007,25.6701,27.46,28.9503,30.1998,31.506,24.7384,24.1601,23.4664,15.54,11.936,3.63766,23.0299,21.9299,17.9847,10.793,4.49053,-0.641164,27.5442,29.4937,31.1144,32.4708,33.8844,26.5397,25.9025,25.1339,16.4581,12.4759,3.82803,23.0299,21.9299,17.9847,10.793,4.49053,-0.641164
SSA_00008,27.3824,29.3083,30.9005,32.2354,33.629,26.3724,25.7406,24.9802,16.3855,12.4567,3.81616,23.0047,21.9155,17.9985,10.8007,4.49499,-0.64736,27.924,29.8847,31.5168,32.8838,34.3088,26.8751,26.2308,25.4505,16.5863,12.5569,3.85799,23.0047,21.9155,17.9985,10.8007,4.49499,-0.64736
SSA_00009,29.4674,31.5639,33.2934,34.7402,36.2443,28.3196,27.6204,26.774,17.3214,13.0443,4.01066,23.0308,21.9307,17.9848,10.793,4.49057,-0.641119,27.4927,29.4268,31.0304,32.3746,33.7774,26.4598,25.8229,25.0573,16.4316,12.4846,3.8242,23.0308,21.9307,17.9848,10.793,4.49057,-0.641119
SSA_00010,28.1952,30.1854,31.8413,33.2272,34.6708,27.1446,26.4869,25.6928,16.7603,12.675,3.89269,23.0083,21.9116,17.9939,10.7982,4.49348,-0.646241,29.1939,31.2737,33.0031,34.4477,35.9479,28.1058,27.4176,26.5817,17.1994,12.9498,3.98492,23.0083,21.9116,17.9939,10.7982,4.49348,-0.646241
SSA_00013,29.7757,31.9081,33.668,35.138,36.6635,28.6389,27.9297,27.0692,17.4686,13.1336,4.04088,22.988,21.8937,17.9953,10.799,4.49389,-0.648467,28.5344,30.5578,32.2408,33.6483,35.1129,27.4672,26.799,25.9906,16.9056,12.762,3.92256,22.988,21.8937,17.9953,10.799,4.49389,-0.648467
SSA_00018,30.8314,33.0473,34.8756,36.3992,37.9742,29.6644,28.9226,28.0166,17.9389,13.4479,4.14141,23.0085,21.9191,17.999,10.801,4.49518,-0.647179,29.0189,31.0755,32.7865,34.2168,35.7032,27.9424,27.261,26.4336,17.1245,12.9041,3.97068,23.0085,21.9191,17.999,10.801,4.49518,-0.647179
SSA_00024,29.0667,31.1431,32.8583,34.2923,35.7831,27.969,27.2831,26.4525,17.1455,12.9202,3.97303,23.0286,21.9286,17.9846,10.7929,4.49046,-0.641227,27.8331,29.7961,31.4299,32.7978,34.2235,26.7844,26.1408,25.3625,16.5478,12.5292,3.84771,23.0286,21.9286,17.9846,10.7929,4.49046,-0.641227
SSA_00033,27.8972,29.8645,31.5013,32.8718,34.3002,26.8539,26.205,25.4227,16.6199,12.5877,3.86264,23.03,21.9299,17.9848,10.793,4.49053,-0.641167,28.8887,30.9447,32.6543,34.0831,35.5682,27.8085,27.1292,26.3058,17.0631,12.8609,3.95548,23.03,21.9299,17.9848,10.793,4.49053,-0.641167
SSA_00041,29.205,31.2897,33.0227,34.47,35.9729,28.1119,27.4225,26.5857,17.2028,12.9508,3.98473,23.0286,21.9286,17.9846,10.7929,4.49046,-0.641228,28.7666,30.8119,32.5127,33.9344,35.4127,27.6898,27.0141,26.1959,17.0087,12.8265,3.94395,23.0286,21.9286,17.9846,10.7929,4.49046,-0.641228
SSA_00050,28.8762,30.9312,32.6401,34.0682,35.5527,27.7962,27.1172,26.2944,17.0574,12.8573,3.95425,23.0294,21.9294,17.9847,10.7929,4.4905,-0.64119,28.4619,30.4798,32.1582,33.5621,35.0231,27.3974,26.7313,25.9257,16.8731,12.7413,3.91556,23.0294,21.9294,17.9847,10.7929,4.4905,-0.64119
SSA_00062,28.7249,30.7648,32.4611,33.8794,35.3544,27.6507,26.9766,26.1604,16.9907,12.8158,3.94053,23.033,21.9327,17.9851,10.7932,4.49066,-0.641006,28.9185,30.9759,32.6867,34.1165,35.6026,27.8377,27.1576,26.3332,17.0766,12.87,3.95856,23.033,21.9327,17.9851,10.7932,4.49066,-0.641006
SSA_00067,29.3281,31.415,33.1474,34.5953,36.0993,28.2103,27.5168,26.6757,17.2568,12.9916,3.99654,23.0313,21.9311,17.9849,10.793,4.49058,-0.641087,28.7152,30.7669,32.4661,33.8865,35.3632,27.6555,26.9814,26.1649,16.9906,12.8135,3.94026,23.0313,21.9311,17.9849,10.793,4.49058,-0.641087
SSA_00068,29.2662,31.3481,33.0763,34.5208,36.0217,28.1508,27.4591,26.6206,17.2293,12.9739,3.99072,23.0303,21.9302,17.9848,10.793,4.49055,-0.641147,27.9277,29.895,31.5306,32.9005,34.3287,26.8761,26.2258,25.4425,16.6347,12.6019,3.86605,23.0303,21.9302,17.9848,10.793,4.49055,-0.641147
