Accession,2022_CO2_400,2022_CO2_600,2022_CO2_800,2022_CO2_1000,2022_CO2_1250,2022_CO2_300,2022_CO2_250,2022_CO2_200,2022_CO2_100,2022_CO2_75,2022_CO2_25,2022_PAR_1800,2022_PAR_1100,2022_PAR_500,2022_PAR_300,2022_PAR_150,2022_PAR_50,2023_CO2_400,2023_CO2_600,2023_CO2_800,2023_CO2_1000,2023_CO2_1250,2023_CO2_300,2023_CO2_250,2023_CO2_200,2023_CO2_100,2023_CO2_75,2023_CO2_25,2023_PAR_1800,2023_PAR_1100,2023_PAR_500,2023_PAR_300,2023_PAR_150,2023_PAR_50
SSA_00001,21.1172106,21.1694745,21.17294,21.1675242,21.1718889,20.3821062,20.1983858,19.9285019,13.3319974,12.6810509,4.31067594,20.5735414,12.7110169,4.53293065,1.99219858,0.0293697376,-1.35564441,21.0706614,21.1152766,21.1194315,21.1145269,21.119098,20.3425957,20.1615288,19.8964459,13.3971954,12.6325106,4.28882995,20.5735414,12.7110169,4.53293065,1.99219858,0.0293697376,-1.35564441
SSA_00003,10.0556084,10.0868248,10.0954135,10.0986292,10.109598,9.60513217,9.50783881,9.38006667,8.36498828,7.51512983,1.99924881,9.9298061,5.26063127,1.04118224,-0.120395122,-1.06873899,-1.76477772,10.1017746,10.1142803,10.1238114,10.1344761,10.1505561,9.61215951,9.51244187,9.38202366,8.38765397,7.56448304,2.08146562,9.9298061,5.26063127,1.04118224,-0.120395122,-1.06873899,-1.76477772
SSA_00004,32.601232,32.7880341,32.8733772,32.9275119,32.984996,32.0454562,31.8062063,31.2413895,19.3066573,15.4354579,5.1721656,30.559509,21.2722989,9.44407661,5.13237138,1.67863007,-0.787132793,33.438373,33.6024201,33.6529739,33.6803808,33.7207533,32.783006,32.6034326,32.1991853,19.8325263,15.8462357,5.33591844,30.559509,21.2722989,9.44407661,5.13237138,1.67863007,-0.787132793
SSA_00005,22.8665713,22.9249882,22.9288425,22.9224289,22.9270696,22.0483763,21.8470832,21.5510479,15.2151078,13.3750198,4.54520728,22.0451569,13.7509943,5.09505618,2.31214747,0.195869354,-1.29296298,22.5628204,22.6204358,22.6253551,22.6206704,22.6255417,21.8236428,21.6384101,21.3758946,15.0482881,13.0675186,4.41695555,22.0451569,13.7509943,5.09505618,2.31214747,0.195869354,-1.29296298
SSA_00006,6.67103478,6.75680398,6.80193216,6.82829709,6.85225459,6.60004921,6.56618064,6.51746305,6.14603119,5.98104973,2.36670424,6.52778331,3.37382709,0.588722569,-0.415726816,-1.22813679,-1.83946188,6.70529208,6.80054413,6.85234999,6.88224758,6.90886367,6.63492752,6.59997144,6.55038831,6.18456027,6.02753951,2.41484658,6.52778331,3.37382709,0.588722569,-0.415726816,-1.22813679,-1.83946188
SSA_00007,15.8455857,15.8848588,15.8874161,15.8834967,15.8876481,15.2565636,15.1151518,14.9092455,11.1657348,9.82692292,3.78460388,15.6434999,9.35919751,2.80405116,0.961252476,-0.510760074,-1.55178398,15.9722686,16.0116856,16.0148865,16.0109793,16.0160547,15.3367021,15.1875692,14.9717012,11.3240747,9.53461183,3.85833312,15.6434999,9.35919751,2.80405116,0.961252476,-0.510760074,-1.55178398
SSA_00008,27.4012469,27.5003545,27.5132765,27.5136836,27.525018,26.6046219,26.4259628,26.1896475,17.5217091,14.3267204,4.86546435,26.3679101,17.9900079,6.7741585,3.39438957,0.760864367,-1.08324699,27.5158616,27.611244,27.6214413,27.6196089,27.629165,26.7041199,26.5248049,26.2835607,17.5210709,14.3395823,4.88043394,26.3679101,17.9900079,6.7741585,3.39438957,0.760864367,-1.08324699
SSA_00009,20.5268987,20.5810243,20.5819191,20.5744236,20.5787332,19.764313,19.576517,19.2974961,13.0145446,12.5553337,4.30358696,19.8742519,12.2186059,4.27559489,1.84230353,-0.0483954293,-1.38463275,20.2519137,20.3142356,20.3270895,20.3288635,20.3390511,19.574577,19.3962708,19.1293821,12.8213514,12.3812243,4.2263972,19.8742519,12.2186059,4.27559489,1.84230353,-0.0483954293,-1.38463275
SSA_00010,23.3635617,23.427273,23.4318528,23.4262522,23.4311031,22.5765226,22.3809153,22.1011483,15.5231116,13.4009742,4.54291687,22.6458187,14.1848878,5.33339899,2.44566822,0.264878895,-1.26737937,23.483083,23.5441585,23.5482167,23.5418835,23.5465804,22.6623705,22.4605032,22.1674528,15.5501975,13.5197748,4.59169558,22.6458187,14.1848878,5.33339899,2.44566822,0.264878895,-1.26737937
SSA_00013,21.3595368,21.4294031,21.4441379,21.4464989,21.4583682,20.6115386,20.4165171,20.1222849,13.3506114,12.9217369,4.41177757,20.7391165,12.8241327,4.59696227,2.02819532,0.0487170707,-1.34800007,21.252954,21.321327,21.3354076,21.3375945,21.3487358,20.5376762,20.3490552,20.0663665,13.285859,12.8065518,4.35969922,20.7391165,12.8241327,4.59696227,2.02819532,0.0487170707,-1.34800007
