Accession,2022_CO2_400,2022_CO2_600,2022_CO2_800,2022_CO2_1000,2022_CO2_1250,2022_CO2_300,2022_CO2_250,2022_CO2_200,2022_CO2_100,2022_CO2_75,2022_CO2_25,2022_PAR_1800,2022_PAR_1100,2022_PAR_500,2022_PAR_300,2022_PAR_150,2022_PAR_50,2023_CO2_400,2023_CO2_600,2023_CO2_800,2023_CO2_1000,2023_CO2_1250,2023_CO2_300,2023_CO2_250,2023_CO2_200,2023_CO2_100,2023_CO2_75,2023_CO2_25,2023_PAR_1800,2023_PAR_1100,2023_PAR_500,2023_PAR_300,2023_PAR_150,2023_PAR_50
SSA_00001,11.6908764,11.7832697,11.8641411,11.9361662,12.014351,11.6325072,11.5913641,11.5424647,10.9353051,9.71560312,3.45120739,10.5960629,7.94323229,3.31470045,1.27474965,0.163221516,-1.24274556,11.584173,11.6747865,11.7541919,11.8249489,11.9017485,11.5268383,11.4862112,11.4379118,10.854191,9.64197859,3.42137509,10.5960629,7.94323229,3.31470045,1.27474965,0.163221516,-1.24274556
SSA_00003,7.1411651,7.18898211,7.25253392,7.30792662,7.36697514,7.07529344,7.04803438,7.01756692,6.93964736,6.90597608,2.81111618,6.60274145,4.77063757,1.65710765,0.255431043,-0.558063213,-1.5326809,7.38924186,7.44774352,7.51526391,7.57422441,7.6371501,7.32543672,7.29678765,7.26477056,7.18519426,7.1551115,2.89471705,6.60274145,4.77063757,1.65710765,0.255431043,-0.558063213,-1.5326809
SSA_00004,32.3347268,32.525242,32.701111,32.8649221,33.0394206,32.2319807,32.0154859,31.709178,18.6885712,15.8724189,5.36205076,30.1183176,23.8414977,11.7500129,6.29226847,3.09392682,0.246004036,33.5070477,33.6947837,33.8681419,34.030209,34.2043312,33.3813022,33.1669433,32.8946472,19.3188819,16.2975654,100000,30.1183176,23.8414977,11.7500129,6.29226847,3.09392682,0.246004036
SSA_00005,12.0517897,12.150641,12.2368583,12.313572,12.3968818,11.9907134,11.9477171,11.8967462,11.195774,9.9571979,3.54858573,10.5817105,7.93190527,3.3087664,1.27117718,0.160662104,-1.24378395,11.4891466,11.577822,11.656139,11.7259078,11.8016187,11.4328913,11.3925265,11.3446016,10.7626171,9.56284572,3.3934732,10.5817105,7.93190527,3.3087664,1.27117718,0.160662104,-1.24378395
SSA_00006,5.69938846,5.74054724,5.79939308,5.85064408,5.90502975,5.63127126,5.60682018,5.57994718,5.50928725,5.47300276,2.53291176,5.14103717,3.62077308,1.06315072,-0.106133382,-0.815634323,-1.63832228,5.91644671,5.96368352,6.02701788,6.08206662,6.1403779,5.84566942,5.81963123,5.79102649,5.71569549,5.67894859,2.60895977,5.14103717,3.62077308,1.06315072,-0.106133382,-0.815634323,-1.63832228
SSA_00007,11.2435929,11.3289941,11.4040011,11.4708653,11.5433902,11.1895369,11.1505862,11.1042562,10.5962993,9.40928852,3.3330928,10.5952548,7.94258869,3.31436041,1.27453484,0.163065062,-1.24280369,11.6607021,11.7525933,11.8330497,11.9047244,11.9825271,11.602637,11.5616382,11.512907,10.912637,9.69507723,3.44096138,10.5952548,7.94258869,3.31436041,1.27453484,0.163065062,-1.24280369
SSA_00008,33.3046218,33.4918504,33.6662621,33.8297819,34.0052688,33.1786617,32.9619124,32.6695195,19.1964884,16.1646102,100000,30.2215042,23.9214324,11.8019688,6.32401753,3.11044153,0.255239269,33.6459287,33.8358188,34.010501,34.173592,34.3486649,33.5185526,33.3016288,33.0228226,19.3681081,16.3682282,5.57297875,30.2215042,23.9214324,11.8019688,6.32401753,3.11044153,0.255239269
SSA_00009,12.0388943,12.1371857,12.2230043,12.2993948,12.3823528,11.978028,11.9350958,11.8841879,11.1802292,9.94161486,3.54202916,10.5957185,7.94295439,3.31455218,1.27464964,0.163147201,-1.24277012,11.6406018,11.7321636,11.8123432,11.8837716,11.9613047,11.582735,11.5418325,11.493213,10.8970047,9.68086597,3.43542572,10.5957185,7.94295439,3.31455218,1.27464964,0.163147201,-1.24277012
SSA_00010,11.7810581,11.8750389,11.9572472,12.0304663,12.1099477,11.722748,11.6809791,11.6314177,10.9822294,9.76171951,3.47179483,10.5879108,7.93677721,3.3112917,1.27260357,0.161660228,-1.24332914,11.9863835,12.0838975,12.1690495,12.2448509,12.3271617,11.9259051,11.8832195,11.8325952,11.1445646,9.90946446,3.52945131,10.5879108,7.93677721,3.3112917,1.27260357,0.161660228,-1.24332914
SSA_00013,12.1005072,12.1999902,12.2867829,12.364021,12.4479094,12.0390563,11.9958403,11.9446145,11.2285938,9.9864598,3.55980638,10.5923047,7.93987628,3.31290737,1.27352858,0.162311545,-1.24304114,11.8583521,11.9536274,12.0368894,12.1110221,12.1915074,11.7994096,11.7572671,11.7072763,11.0379405,9.81241146,3.49139665,10.5923047,7.93987628,3.31290737,1.27352858,0.162311545,-1.24304114
