Accession,2022_CO2_400,2022_CO2_600,2022_CO2_800,2022_CO2_1000,2022_CO2_1250,2022_CO2_300,2022_CO2_250,2022_CO2_200,2022_CO2_100,2022_CO2_75,2022_CO2_25,2022_PAR_1800,2022_PAR_1100,2022_PAR_500,2022_PAR_300,2022_PAR_150,2022_PAR_50,2023_CO2_400,2023_CO2_600,2023_CO2_800,2023_CO2_1000,2023_CO2_1250,2023_CO2_300,2023_CO2_250,2023_CO2_200,2023_CO2_100,2023_CO2_75,2023_CO2_25,2023_PAR_1800,2023_PAR_1100,2023_PAR_500,2023_PAR_300,2023_PAR_150,2023_PAR_50
SSA_00001,21.1199,21.2636,21.3669,21.458,21.5592,20.736,20.528,20.2109,14.5448,12.9814,4.38629,18.4219,17.2056,14.5018,10.5002,5.01567,-0.458861,37.7791,38.3086,38.8264,39.3049,39.7995,37.6972,37.0857,35.5673,21.2197,17.0185,5.58532,32.0036,29.961,19.0837,11.427,4.92104,-0.0926931
SSA_00003,8.15341,8.30543,8.42356,8.51847,8.61406,7.99837,7.91932,7.82086,7.29789,6.89402,2.86145,7.23924,6.82862,6.3005,5.71394,4.0027,-0.663394,39.2762,39.8313,40.3613,40.8501,41.3533,39.1466,38.493,36.8243,21.8939,17.4575,5.74815,32.0036,29.961,19.0837,11.427,4.92104,-0.0926931
SSA_00004,28.9009,29.0463,29.131,29.212,29.3123,28.1781,27.8351,27.2561,17.8608,14.6873,4.89534,26.4618,24.2643,17.6598,11.3061,5.06156,-0.353288,38.6495,39.1968,39.7288,40.218,40.721,38.5528,37.9169,36.3149,21.6238,17.2568,5.68137,32.0036,29.961,19.0837,11.427,4.92104,-0.0926931
SSA_00005,22.7622,22.9197,23.0315,23.1311,23.2427,22.316,22.0769,21.7102,15.3314,13.6563,4.60735,18.9227,17.6571,14.7739,10.5824,5.02397,-0.458993,37.2939,37.8108,38.3182,38.7889,39.2772,37.2095,36.6133,35.1567,21.0057,16.9187,5.53533,32.0036,29.961,19.0837,11.427,4.92104,-0.0926931
SSA_00006,5.0614,5.22377,5.35628,5.46052,5.55939,4.99359,4.92624,4.8488,4.5813,4.41925,2.22293,4.25155,4.00699,3.72433,3.45821,2.78954,-0.895908,40.9279,41.5134,42.0705,42.576,43.0893,40.7698,40.0692,38.2172,22.6349,17.8617,5.92294,32.0036,29.961,19.0837,11.427,4.92104,-0.0926931
SSA_00007,12.3977,12.5402,12.6485,12.737,12.829,12.2131,12.1104,11.9703,10.4937,9.41931,3.34794,11.3757,10.72,9.70932,8.28772,4.68718,-0.564493,38.2608,38.7997,39.3252,39.8097,40.3091,38.1729,37.5467,35.9705,21.4311,17.1323,5.63557,32.0036,29.961,19.0837,11.427,4.92104,-0.0926931
SSA_00008,31.9547,32.1309,32.2301,32.324,32.4396,31.1277,30.7198,30.03,19.0621,15.425,5.16625,28.2219,25.7933,18.0612,11.3831,5.05369,-0.312163,38.6863,39.2332,39.7637,40.252,40.7545,38.5892,37.9503,36.3254,21.6178,17.2427,5.68038,32.0036,29.961,19.0837,11.427,4.92104,-0.0926931
SSA_00009,19.7899,19.9454,20.0622,20.1636,20.2743,19.4287,19.2338,18.9449,14.2361,12.1878,4.34918,16.453,15.4143,13.3325,10.1044,4.96814,-0.478806,38.1474,38.6814,39.1993,39.6786,40.1744,38.0465,37.425,35.8726,21.3837,17.1457,5.62601,32.0036,29.961,19.0837,11.427,4.92104,-0.0926931
SSA_00010,22.5083,22.6529,22.7565,22.8494,22.9536,22.0783,21.8473,21.4904,15.0682,13.4299,4.52173,19.4029,18.0886,15.0244,10.6544,5.02965,-0.458247,40.4361,41.0062,41.5506,42.0487,42.5579,40.28,39.5908,37.7729,22.3883,17.7201,5.86552,32.0036,29.961,19.0837,11.427,4.92104,-0.0926931
SSA_00013,22.8371,22.9936,23.1066,23.2078,23.321,22.3881,22.1471,21.7776,15.3839,13.7027,4.6232,18.8935,17.6303,14.7577,10.5772,5.02304,-0.458083,39.55,40.1106,40.6523,41.1486,41.6569,39.4291,38.7664,37.0598,22.0163,17.487,5.77541,32.0036,29.961,19.0837,11.427,4.92104,-0.0926931
SSA_00018,20.8537,21.0182,21.142,21.2501,21.3687,20.4564,20.2409,19.9208,14.7539,12.644,4.49321,16.7489,15.685,13.518,10.1722,4.97692,-0.474911,40.1747,40.7425,41.2795,41.7732,42.2795,40.0143,39.3358,37.5746,22.2971,17.7072,5.8447,32.0036,29.961,19.0837,11.427,4.92104,-0.0926931
SSA_00024,13.3522,13.5169,13.644,13.7496,13.8603,13.1175,12.9943,12.8266,11.1021,9.96705,3.57528,11.0974,10.4615,9.49267,8.14782,4.66229,-0.574939,38.6163,39.1631,39.6911,40.1778,40.6791,38.5186,37.8821,36.2674,21.589,17.2358,5.67386,32.0036,29.961,19.0837,11.427,4.92104,-0.0926931
SSA_00033,19.7474,19.8901,19.9971,20.0904,20.1927,19.401,19.2117,18.9285,14.0668,12.0493,4.2772,17.1135,16.017,13.7412,10.2509,4.98664,-0.469461,40.0397,40.6112,41.1509,41.6462,42.1537,39.8981,39.2214,37.4594,22.2277,17.6375,5.82733,32.0036,29.961,19.0837,11.427,4.92104,-0.0926931
SSA_00041,26.6653,26.8148,26.915,27.0099,27.1213,26.0631,25.7572,25.2629,16.5535,14.5545,4.90093,22.4572,20.7967,16.3978,11.0174,5.0557,-0.429952,39.8634,40.4323,40.9778,41.4765,41.9864,39.74,39.067,37.3151,22.1459,17.5553,5.80644,32.0036,29.961,19.0837,11.427,4.92104,-0.0926931
SSA_00050,21.774,21.9297,22.0391,22.1359,22.2435,21.3607,21.14,20.8035,14.9377,13.3201,4.5008,18.4065,17.1912,14.4925,10.4964,5.01447,-0.456902,39.4796,40.029,40.5632,41.0547,41.5598,39.3377,38.6791,36.9937,21.9872,17.5062,5.76983,32.0036,29.961,19.0837,11.427,4.92104,-0.0926931
SSA_00062,20.9899,21.1383,21.2483,21.3452,21.4521,20.6024,20.393,20.0766,14.6176,13.0461,4.42217,17.8051,16.6455,14.1511,10.3887,5.00307,-0.461747,40.0842,40.6513,41.1882,41.6818,42.1881,39.928,39.2525,37.5016,22.2586,17.6821,5.83536,32.0036,29.961,19.0837,11.427,4.92104,-0.0926931
SSA_00067,24.5887,24.742,24.8482,24.9456,25.0568,24.0776,23.8092,23.3872,15.9001,14.1106,4.74546,20.6222,19.1761,15.6186,10.8192,5.04382,-0.456146,39.8067,40.3796,40.9248,41.4234,41.9332,39.6898,39.0184,37.2731,22.124,17.5416,5.80113,32.0036,29.961,19.0837,11.427,4.92104,-0.0926931
SSA_00068,25.9694,26.1212,26.2233,26.3189,26.43,25.3958,25.1036,24.6355,16.3351,14.4259,4.85233,21.8472,20.2599,16.1542,10.9582,5.05347,-0.442461,38.7273,39.2705,39.7997,40.2873,40.7894,38.6217,37.982,36.3561,21.6356,17.2632,5.68503,32.0036,29.961,19.0837,11.427,4.92104,-0.0926931
SSA_00070,29.5077,29.6577,29.7528,29.8477,29.9636,28.7564,28.3954,27.7908,18.5105,15.251,5.13969,24.6621,22.7164,17.1617,11.1978,5.06248,-0.390076,37.9847,38.5191,39.0445,39.5283,40.027,37.8988,37.2851,35.7808,21.3573,17.1171,5.61719,32.0036,29.961,19.0837,11.427,4.92104,-0.0926931
SSA_00075,28.217,28.3594,28.4533,28.545,28.6556,27.5294,27.1937,26.6393,17.4428,14.8492,5.00596,23.8834,22.0421,16.9121,11.14,5.06054,-0.403592,40.5001,41.075,41.619,42.117,42.6259,40.3444,39.6537,37.8282,22.4179,17.7415,5.87278,32.0036,29.961,19.0837,11.427,4.92104,-0.0926931
SSA_00079,33.4475,33.6212,33.7174,33.8125,33.9332,32.5147,32.0722,31.3105,19.8034,15.933,5.35728,28.3521,25.9086,18.0884,11.3878,5.05278,-0.308896,39.2584,39.8146,40.3482,40.8393,41.344,39.1378,38.484,36.8112,21.8842,17.4291,5.74488,32.0036,29.961,19.0837,11.427,4.92104,-0.0926931
SSA_00080,29.801,29.9449,30.0355,30.1266,30.2394,29.027,28.6585,28.039,18.5984,15.2203,5.13621,25.0591,23.056,17.2799,11.2246,5.06309,-0.383102,39.8272,40.391,40.925,41.4166,41.9218,39.6795,39.0103,37.2832,22.1394,17.6104,5.80711,32.0036,29.961,19.0837,11.427,4.92104,-0.0926931
SSA_00091,28.6807,28.8225,28.9127,29.0015,29.1101,27.9739,27.6287,27.0528,18.0528,14.8703,5.00972,24.6083,22.6675,17.1451,11.195,5.06335,-0.393492,37.9129,38.4456,38.9659,39.4463,39.9425,37.8307,37.2151,35.6799,21.2785,17.0477,5.59917,32.0036,29.961,19.0837,11.427,4.92104,-0.0926931
SSA_00096,31.383,31.5293,31.6172,31.7076,31.8226,30.5233,30.1209,29.4329,19.164,15.5638,5.25169,26.301,24.1257,17.6202,11.2988,5.06281,-0.358962,39.8131,40.3741,40.9088,41.4009,41.9064,39.665,38.9961,37.2697,22.1318,17.6012,5.80507,32.0036,29.961,19.0837,11.427,4.92104,-0.0926931
