Accession,2022_CO2_400,2022_CO2_600,2022_CO2_800,2022_CO2_1000,2022_CO2_1250,2022_CO2_300,2022_CO2_250,2022_CO2_200,2022_CO2_100,2022_CO2_75,2022_CO2_25,2022_PAR_1800,2022_PAR_1100,2022_PAR_500,2022_PAR_300,2022_PAR_150,2022_PAR_50,2023_CO2_400,2023_CO2_600,2023_CO2_800,2023_CO2_1000,2023_CO2_1250,2023_CO2_300,2023_CO2_250,2023_CO2_200,2023_CO2_100,2023_CO2_75,2023_CO2_25,2023_PAR_1800,2023_PAR_1100,2023_PAR_500,2023_PAR_300,2023_PAR_150,2023_PAR_50
SSA_00001,26.6626,26.8464,27.1671,27.4861,27.82,27.3012,27.2593,27.6236,17.7064,13.8635,4.62619,22.1036,20.5643,15.0005,4.13339,-0.505378,-1.63941,26.1828,26.3519,26.6674,26.9803,27.3075,26.7989,26.7639,27.1028,17.4665,13.7324,4.57554,22.1036,20.5643,15.0005,4.13339,-0.505378,-1.63941
SSA_00003,25.435,25.6064,25.9087,26.209,26.5236,26.0441,26.0194,26.3542,17.062,13.5,4.4871,22.06,20.5223,14.9613,4.10087,-0.510456,-1.63973,27.185,27.3723,27.7011,28.0288,28.3719,27.8335,27.7898,28.157,18.0234,14.0677,4.69466,22.06,20.5223,14.9613,4.10087,-0.510456,-1.63973
SSA_00004,30.7575,31.1002,31.4746,31.824,32.1813,30.9769,30.6317,30.1372,18.7377,14.9903,4.97953,27.2651,25.3911,18.0979,9.61642,0.891698,-1.55372,32.8747,33.2326,33.6232,33.9914,34.3697,33.0302,32.633,32.0072,19.7579,15.6771,5.22113,27.2651,25.3911,18.0979,9.61642,0.891698,-1.55372
SSA_00005,28.3938,28.595,28.9392,29.2837,29.645,29.0576,28.9981,29.3639,18.6759,14.4898,4.83598,22.0635,20.5255,14.9637,4.10292,-0.510098,-1.63971,25.7579,25.9398,26.2492,26.5561,26.8772,26.3834,26.3561,26.6864,17.2655,13.6244,4.532,22.0635,20.5255,14.9637,4.10292,-0.510098,-1.63971
SSA_00006,26.4261,26.6041,26.9261,27.2452,27.5785,27.079,27.0428,27.4245,17.5989,13.7702,4.59823,22.0601,20.5224,14.9613,4.10092,-0.510448,-1.63973,28.4131,28.6132,28.9577,29.3026,29.6641,29.0767,29.0171,29.384,18.6858,14.4954,4.83793,22.0601,20.5224,14.9613,4.10092,-0.510448,-1.63973
SSA_00007,24.6465,24.8089,25.1042,25.3959,25.7005,25.2517,25.2341,25.5576,16.6386,13.2242,4.3901,22.0623,20.5244,14.9629,4.10224,-0.510219,-1.63972,26.4883,26.6674,26.9834,27.2985,27.6289,27.1226,27.0852,27.4626,17.6077,13.8008,4.60391,22.0623,20.5244,14.9629,4.10224,-0.510219,-1.63972
SSA_00008,26.6752,26.8594,27.1782,27.4937,27.8232,27.2653,27.2056,27.4892,17.6459,13.8801,4.62484,22.4176,20.8555,15.2474,4.34941,-0.469456,-1.63702,27.1737,27.3661,27.6963,28.0223,28.3621,27.7902,27.724,28.0178,17.9274,14.032,4.68323,22.4176,20.8555,15.2474,4.34941,-0.469456,-1.63702
SSA_00009,28.2242,28.4324,28.7809,29.1277,29.49,28.9106,28.8528,29.2186,18.6088,14.4336,4.8195,22.0997,20.5559,14.9829,4.11958,-0.506735,-1.63943,26.3989,26.5795,26.8964,27.2116,27.5417,27.0372,27.0001,27.3721,17.5664,13.7708,4.59442,22.0997,20.5559,14.9829,4.11958,-0.506735,-1.63943
SSA_00010,27.0549,27.2431,27.5714,27.8982,28.2399,27.705,27.6626,28.0249,17.9595,14.0268,4.68076,22.0711,20.5323,14.969,4.1073,-0.509319,-1.63965,28.016,28.2138,28.5579,28.9006,29.2588,28.6849,28.6311,28.9924,18.4988,14.3692,4.7968,22.0711,20.5323,14.969,4.1073,-0.509319,-1.63965
SSA_00013,28.5935,28.7968,29.1524,29.5057,29.8743,29.2918,29.2238,29.6021,18.7579,14.5181,4.85034,22.1066,20.567,15.0029,4.13535,-0.505055,-1.63939,27.445,27.6325,27.9681,28.3015,28.6498,28.101,28.0502,28.4149,18.1522,14.1391,4.72181,22.1066,20.567,15.0029,4.13535,-0.505055,-1.63939
SSA_00018,29.5915,29.8069,30.1675,30.5295,30.9091,30.2882,30.2061,30.5715,19.2633,14.8683,4.96129,22.0825,20.5491,14.9826,4.11881,-0.507353,-1.63951,27.8387,28.0355,28.377,28.7169,29.0721,28.5171,28.4621,28.8453,18.3632,14.2634,4.76525,22.0825,20.5491,14.9826,4.11881,-0.507353,-1.63951
SSA_00024,27.8685,28.0643,28.4082,28.7501,29.1071,28.5559,28.5021,28.8942,18.3885,14.2718,4.76898,22.0599,20.5222,14.9612,4.10078,-0.510472,-1.63973,26.7285,26.9108,27.2318,27.5517,27.8869,27.359,27.3214,27.6709,17.7821,13.9365,4.64491,22.0599,20.5222,14.9612,4.10078,-0.510472,-1.63973
SSA_00033,26.8311,27.0161,27.3393,27.6609,27.9976,27.4612,27.4198,27.7597,17.8321,13.9702,4.65682,22.1029,20.5681,14.999,4.13255,-0.505091,-1.63936,27.7745,27.9712,28.3116,28.6502,29.004,28.448,28.3927,28.7691,18.3255,14.2427,4.75803,22.1029,20.5681,14.999,4.13255,-0.505091,-1.63936
SSA_00041,28.2916,28.4973,28.8444,29.1889,29.5485,28.9424,28.8708,29.1863,18.5857,14.4447,4.82218,22.3288,20.7701,15.1545,4.26848,-0.48096,-1.63761,27.8618,28.0582,28.4,28.7387,29.092,28.5139,28.4465,28.7819,18.3275,14.2603,4.76386,22.3288,20.7701,15.1545,4.26848,-0.48096,-1.63761
SSA_00050,27.8032,28.0087,28.3507,28.6904,29.0449,28.4834,28.4247,28.7913,18.336,14.2508,4.76121,22.1437,20.6016,15.0323,4.16023,-0.500939,-1.63912,27.4236,27.6169,27.9506,28.2822,28.6289,28.0751,28.0222,28.3759,18.1306,14.135,4.71928,22.1437,20.6016,15.0323,4.16023,-0.500939,-1.63912
SSA_00062,27.6842,27.872,28.2021,28.5325,28.8794,28.3173,28.2626,28.6242,18.2451,14.2228,4.74608,22.1076,20.568,15.0037,4.13607,-0.504937,-1.63939,27.8207,28.0168,28.3567,28.695,29.0487,28.4893,28.4326,28.8058,18.3424,14.2572,4.76249,22.1076,20.568,15.0037,4.13607,-0.504937,-1.63939
SSA_00067,28.2173,28.4155,28.7592,29.1022,29.461,28.8727,28.812,29.1608,18.5765,14.4301,4.81632,22.1173,20.577,15.0114,4.14255,-0.503868,-1.63931,27.6601,27.854,28.1902,28.525,28.8753,28.3179,28.263,28.6288,18.2543,14.2082,4.7448,22.1173,20.577,15.0114,4.14255,-0.503868,-1.63931
SSA_00068,28.1166,28.3125,28.6545,28.996,29.3535,28.7719,28.7152,29.0705,18.5334,14.4013,4.80627,22.0865,20.5528,14.9858,4.12147,-0.506915,-1.63948,26.8165,26.9921,27.319,27.6435,27.9823,27.4519,27.412,27.7591,17.8374,13.9553,4.65504,22.0865,20.5528,14.9858,4.12147,-0.506915,-1.63948
SSA_00070,28.8057,29.0157,29.3667,29.7158,30.0804,29.4528,29.3652,29.6695,18.7941,14.5829,4.86951,22.4232,20.858,15.2289,4.33518,-0.469834,-1.63687,26.6225,26.8138,27.1346,27.4517,27.7826,27.2349,27.1784,27.4776,17.6371,13.8534,4.61941,22.4232,20.858,15.2289,4.33518,-0.469834,-1.63687
SSA_00075,27.9019,28.0987,28.4404,28.7808,29.1365,28.579,28.5228,28.9056,18.3921,14.2831,4.77174,22.087,20.5533,14.9862,4.12184,-0.506854,-1.63948,28.1256,28.3289,28.6675,29.0065,29.3621,28.777,28.7199,29.0717,18.5301,14.4102,4.80748,22.087,20.5533,14.9862,4.12184,-0.506854,-1.63948
SSA_00079,29.2389,29.4744,29.8231,30.1661,30.5232,29.7721,29.6238,29.7235,18.7898,14.688,4.90121,23.2889,21.6719,15.903,5.02986,-0.351385,-1.62917,28.5807,28.8159,29.1609,29.4983,29.8486,29.1313,28.994,29.1116,18.4573,14.456,4.82557,23.2889,21.6719,15.903,5.02986,-0.351385,-1.62917
SSA_00080,28.2437,28.4358,28.7743,29.1137,29.4702,28.8815,28.8231,29.1767,18.5797,14.4442,4.8185,22.082,20.5486,14.9821,4.11842,-0.507415,-1.63951,27.6017,27.7943,28.1301,28.4647,28.8147,28.264,28.2127,28.5881,18.2354,14.1915,4.73928,22.082,20.5486,14.9821,4.11842,-0.507415,-1.63951
SSA_00091,27.7208,27.9052,28.241,28.5744,28.9227,28.3413,28.274,28.5934,18.232,14.2171,4.74665,22.3662,20.805,15.1841,4.29478,-0.476571,-1.63732,26.4985,26.6875,27.0069,27.3228,27.6525,27.1164,27.0645,27.3769,17.581,13.8094,4.60503,22.3662,20.805,15.1841,4.29478,-0.476571,-1.63732
SSA_00096,29.0584,29.2786,29.6285,29.9757,30.3384,29.667,29.5568,29.7907,18.8408,14.6495,4.89065,22.7063,21.1216,15.4508,4.54485,-0.434641,-1.63454,28.2639,28.4822,28.8255,29.1643,29.5173,28.875,28.7788,29.0183,18.4524,14.3949,4.80565,22.7063,21.1216,15.4508,4.54485,-0.434641,-1.63454
SSA_00097,27.7257,27.9212,28.263,28.6026,28.9572,28.4079,28.3554,28.7408,18.3137,14.2269,4.75357,22.0768,20.5374,14.9731,4.11075,-0.50873,-1.63961,27.0025,27.1716,27.4952,27.8181,28.1565,27.6195,27.5776,27.9321,17.9097,14.0135,4.67269,22.0768,20.5374,14.9731,4.11075,-0.50873,-1.63961
SSA_00105,28.1258,28.32,28.6569,28.9948,29.3497,28.7667,28.7116,29.0685,18.5271,14.4109,4.80686,22.0599,20.5223,14.9612,4.10081,-0.510466,-1.63973,27.9728,28.1776,28.5222,28.8653,29.2236,28.6526,28.5999,28.9636,18.486,14.3576,4.7933,22.0599,20.5223,14.9612,4.10081,-0.510466,-1.63973
SSA_00108,28.1352,28.3318,28.6755,29.0184,29.3774,28.7997,28.7446,29.1089,18.5541,14.4072,4.80902,22.0601,20.5224,14.9613,4.10089,-0.510453,-1.63973,27.4801,27.6675,28.0051,28.3406,28.691,28.1489,28.101,28.4824,18.1874,14.1503,4.72676,22.0601,20.5224,14.9613,4.10089,-0.510453,-1.63973
SSA_00110,28.4273,28.6316,28.9706,29.3091,29.6639,29.0427,28.961,29.2577,18.5786,14.465,4.82693,22.3696,20.8121,15.2133,4.3182,-0.474862,-1.63739,27.2505,27.443,27.7748,28.1026,28.4442,27.8772,27.8119,28.1218,17.9709,14.0469,4.69037,22.3696,20.8121,15.2133,4.3182,-0.474862,-1.63739
SSA_00113,26.9232,27.099,27.4277,27.7541,28.0951,27.5668,27.5269,27.8886,17.8953,13.9808,4.66574,22.0601,20.5224,14.9613,4.1009,-0.510449,-1.63973,25.9639,26.1374,26.4522,26.7639,27.0895,26.5936,26.5643,26.9075,17.3761,13.669,4.55366,22.0601,20.5224,14.9613,4.1009,-0.510449,-1.63973
SSA_00119,27.5011,27.6974,28.0293,28.3602,28.7068,28.1504,28.0971,28.4539,18.1658,14.1629,4.7276,22.1291,20.5879,15.0208,4.15037,-0.502573,-1.63923,26.6182,26.8055,27.129,27.4496,27.7844,27.2666,27.2238,27.5841,17.69,13.8443,4.62164,22.1291,20.5879,15.0208,4.15037,-0.502573,-1.63923
SSA_00121,27.8431,28.0267,28.3617,28.6968,29.0484,28.4907,28.4369,28.8179,18.3442,14.2671,4.76361,22.0686,20.5301,14.9673,4.10577,-0.509572,-1.63967,26.8041,26.9888,27.3127,27.635,27.9723,27.4417,27.403,27.7518,17.8309,13.9613,4.6548,22.0686,20.5301,14.9673,4.10577,-0.509572,-1.63967
SSA_00123,25.7653,25.9482,26.2586,26.5662,26.8877,26.3933,26.3652,26.694,17.2701,13.6235,4.53275,22.0977,20.5539,14.9809,4.11797,-0.506975,-1.63944,26.9982,27.1673,27.4907,27.8135,28.1518,27.6146,27.5727,27.9264,17.9067,14.0123,4.67216,22.0977,20.5539,14.9809,4.11797,-0.506975,-1.63944
SSA_00126,26.405,26.5837,26.8978,27.2109,27.5392,27.0302,26.9918,27.3566,17.5537,13.7774,4.59398,22.0961,20.5617,14.9935,4.1279,-0.50586,-1.63941,27.5947,27.784,28.1208,28.456,28.8064,28.2552,28.2032,28.5758,18.2303,14.1866,4.7381,22.0961,20.5617,14.9935,4.1279,-0.50586,-1.63941
SSA_00128,26.3022,26.4793,26.7997,27.1171,27.4485,26.9455,26.912,27.2729,17.5524,13.7598,4.59027,22.0607,20.523,14.9618,4.10129,-0.510385,-1.63973,26.7203,26.9018,27.2218,27.541,27.8755,27.3472,27.3097,27.6579,17.7741,13.9355,4.64374,22.0607,20.523,14.9618,4.10129,-0.510385,-1.63973
SSA_00135,28.2925,28.4959,28.8374,29.1795,29.5384,28.9527,28.8948,29.2578,18.6228,14.4611,4.82551,22.0608,20.5231,14.9618,4.10134,-0.510374,-1.63973,26.5462,26.7313,27.0543,27.3748,27.7097,27.2026,27.1654,27.5422,17.6719,13.8239,4.61518,22.0608,20.5231,14.9618,4.10134,-0.510374,-1.63973
