Accession,2022_CO2_400,2022_CO2_600,2022_CO2_800,2022_CO2_1000,2022_CO2_1250,2022_CO2_300,2022_CO2_250,2022_CO2_200,2022_CO2_100,2022_CO2_75,2022_CO2_25,2022_PAR_1800,2022_PAR_1100,2022_PAR_500,2022_PAR_300,2022_PAR_150,2022_PAR_50,2023_CO2_400,2023_CO2_600,2023_CO2_800,2023_CO2_1000,2023_CO2_1250,2023_CO2_300,2023_CO2_250,2023_CO2_200,2023_CO2_100,2023_CO2_75,2023_CO2_25,2023_PAR_1800,2023_PAR_1100,2023_PAR_500,2023_PAR_300,2023_PAR_150,2023_PAR_50
SSA_00001,24.7335,24.9321,25.1816,25.4182,25.6604,25.0475,24.9195,24.7997,16.8281,13.4992,4.58505,20.7946,19.3096,14.2417,5.79288,0.0231697,-1.78424,24.3339,24.5253,24.7651,24.9938,25.2289,24.636,24.513,24.4014,16.5784,13.3392,4.52796,20.7946,19.3096,14.2417,5.79288,0.0231697,-1.78424
SSA_00003,23.6945,23.8815,24.1195,24.3442,24.5736,24.015,23.9007,23.8026,16.2255,13.0765,4.44071,20.7896,19.3058,14.2381,5.78989,0.0224828,-1.78426,25.2346,25.4401,25.6963,25.9394,26.1884,25.5575,25.4205,25.2933,17.0871,13.6658,4.6449,20.7896,19.3058,14.2381,5.78989,0.0224828,-1.78426
SSA_00004,30.8104,31.1437,31.4751,31.7779,32.0845,30.8612,30.4798,29.8712,18.7118,15.0145,5.02098,27.4334,25.4321,17.8438,10.2349,2.23704,-1.48593,32.7824,33.1335,33.4832,33.8034,34.1276,32.7773,32.3466,31.624,19.6932,15.6746,5.25843,27.4334,25.4321,17.8438,10.2349,2.23704,-1.48593
SSA_00005,26.4104,26.6254,26.8939,27.1498,27.4128,26.7206,26.5619,26.4039,17.7081,14.1057,4.79146,20.8737,19.3759,14.2967,5.84075,0.035838,-1.78311,24.1034,24.2988,24.5405,24.769,25.0027,24.4225,24.3,24.1896,16.4332,13.2224,4.49062,20.8737,19.3759,14.2967,5.84075,0.035838,-1.78311
SSA_00006,24.5896,24.7894,25.0376,25.2728,25.5134,24.9192,24.7905,24.6781,16.7032,13.3908,4.55325,20.7905,19.3058,14.2388,5.79025,0.0223976,-1.78433,26.3047,26.5213,26.7903,27.0465,27.3094,26.626,26.4714,26.3211,17.6753,14.0765,4.7827,20.7905,19.3058,14.2388,5.79025,0.0223976,-1.78433
SSA_00007,23.0333,23.2146,23.442,23.657,23.877,23.3388,23.235,23.1444,15.8435,12.8846,4.36162,20.791,19.3062,14.2392,5.79055,0.0224782,-1.78432,24.6314,24.8225,25.0672,25.3004,25.5398,24.9382,24.8099,24.6944,16.7314,13.4278,4.56218,20.791,19.3062,14.2392,5.79055,0.0224782,-1.78432
SSA_00008,25.7344,25.9375,26.1901,26.4296,26.675,25.9838,25.8124,25.6177,17.0975,13.7348,4.65423,21.8888,20.3144,14.9496,6.48458,0.24193,-1.75503,26.1938,26.4122,26.6718,26.9179,27.1698,26.4595,26.2788,26.0738,17.3418,13.891,4.71095,21.8888,20.3144,14.9496,6.48458,0.24193,-1.75503
SSA_00009,26.1749,26.3849,26.6516,26.9056,27.1665,26.4862,26.3346,26.1859,17.6112,14.0362,4.76845,20.7942,19.3093,14.2415,5.79266,0.0231044,-1.78424,24.5389,24.7355,24.9817,25.2154,25.4547,24.8617,24.7338,24.6214,16.6728,13.3742,4.54663,20.7942,19.3093,14.2415,5.79266,0.0231044,-1.78424
SSA_00010,25.1355,25.3202,25.5762,25.8187,26.0667,25.4409,25.3061,25.1812,17.0277,13.6236,4.63062,20.7891,19.3054,14.2379,5.78974,0.0224118,-1.78427,25.9951,26.2012,26.462,26.7116,26.9687,26.2976,26.1488,26.0042,17.5014,13.965,4.74395,20.7891,19.3054,14.2379,5.78974,0.0224118,-1.78427
SSA_00013,26.5035,26.7108,26.9801,27.2372,27.5016,26.8078,26.649,26.4925,17.7658,14.1438,4.80451,20.8172,19.3323,14.2587,5.80821,0.0276251,-1.7837,25.4699,25.6596,25.9203,26.1671,26.4195,25.7794,25.6378,25.5053,17.1966,13.7374,4.67,20.8172,19.3323,14.2587,5.80821,0.0276251,-1.7837
