Accession,2022_CO2_400,2022_CO2_600,2022_CO2_800,2022_CO2_1000,2022_CO2_1250,2022_CO2_300,2022_CO2_250,2022_CO2_200,2022_CO2_100,2022_CO2_75,2022_CO2_25,2022_PAR_1800,2022_PAR_1100,2022_PAR_500,2022_PAR_300,2022_PAR_150,2022_PAR_50,2023_CO2_400,2023_CO2_600,2023_CO2_800,2023_CO2_1000,2023_CO2_1250,2023_CO2_300,2023_CO2_250,2023_CO2_200,2023_CO2_100,2023_CO2_75,2023_CO2_25,2023_PAR_1800,2023_PAR_1100,2023_PAR_500,2023_PAR_300,2023_PAR_150,2023_PAR_50
SSA_00001,38.8128148,39.5512068,39.9830264,40.3795992,40.8094441,33.337885,28.8674267,23.3681825,11.8554341,9.01221672,2.88376073,32.2731745,30.2360912,19.1870376,11.4587737,4.93928167,-0.120063825,38.1597418,38.8345364,39.2656304,39.6610777,40.0896466,32.8423009,28.4511108,23.0425383,11.6870016,8.8847817,2.84238886,32.2731745,30.2360912,19.1870376,11.4587737,4.93928167,-0.120063825
SSA_00003,37.1525103,37.807433,38.2284398,38.6163144,39.0380775,32.1206572,27.8729368,22.6138607,11.4682772,8.72474843,2.79172431,32.1923892,30.1889495,19.2277008,11.4680953,4.9429213,-0.12497752,39.6591486,40.3781879,40.8245059,41.2307284,41.6676358,33.9455947,29.372711,23.7798515,12.0798262,9.18771729,2.94214426,32.1923892,30.1889495,19.2277008,11.4680953,4.9429213,-0.12497752
SSA_00004,36.5382477,37.1823526,37.6011764,37.9871038,38.4064515,31.9318224,27.7742034,22.5948756,11.4605724,8.7285258,2.79470397,32.2305922,30.2059619,19.2135557,11.4649634,4.94169775,-0.123077221,39.0897208,39.7734692,40.2022042,40.5981429,41.0277889,33.8472052,29.4004221,23.8588103,12.1181711,9.22636604,2.95624353,32.2305922,30.2059619,19.2135557,11.4649634,4.94169775,-0.123077221
SSA_00005,41.3694914,42.1139799,42.5594258,42.9644422,43.3985827,35.5234803,30.7808679,24.9426245,12.6908509,9.66285103,3.09867323,32.2061693,30.1940628,19.223897,11.4672692,4.94256539,-0.12425253,37.6477398,38.2988369,38.7270136,39.121162,39.5484394,32.6713228,28.3960753,23.0717832,11.7188839,8.92698901,2.86005587,32.2061693,30.1940628,19.223897,11.4672692,4.94256539,-0.12425253
SSA_00006,38.6251983,39.3096702,39.7426198,40.1409621,40.5722323,33.4713136,29.0743602,23.6013094,11.9908795,9.13165947,2.92604282,32.2654757,30.2230483,19.1986047,11.4615053,4.94032843,-0.121143303,41.3930322,42.1350605,42.5854751,42.9933247,43.4293755,35.5976934,30.8359898,24.9846484,12.7112725,9.67701957,3.1028527,32.2654757,30.2230483,19.1986047,11.4615053,4.94032843,-0.121143303
SSA_00007,36.0024529,36.6581089,37.0711882,37.4510443,37.8645603,31.2491868,27.111554,22.000504,11.1405875,8.46997218,2.70742337,32.2099064,30.2003541,19.2175304,11.4658504,4.94211426,-0.123964619,38.617638,39.3581699,39.7885147,40.1839085,40.6127852,33.1321571,28.6832203,23.2162437,11.7763396,8.95107009,2.86374189,32.2099064,30.2003541,19.2175304,11.4658504,4.94211426,-0.123964619
SSA_00008,38.4241452,39.0659738,39.4829591,39.8707445,40.2939709,33.4311521,29.067834,23.6181245,11.9780362,9.11782318,2.9201227,32.2188308,30.2025532,19.2164687,11.4656167,4.94195786,-0.123474714,39.058468,39.7622567,40.2082654,40.6147904,41.0521075,33.6901871,29.2133666,23.6859912,12.0392083,9.16521425,2.93649311,32.2188308,30.2025532,19.2164687,11.4656167,4.94195786,-0.123474714
SSA_00009,41.1417286,41.8968869,42.3507161,42.7606879,43.1986257,35.3159635,30.561518,24.7508898,12.5866676,9.57799496,3.06981689,32.2847719,30.2270674,19.1951058,11.4606887,4.94003178,-0.120802703,38.5297937,39.213764,39.6434085,40.039254,40.4685706,33.3468204,28.9513951,23.4893591,11.9265293,9.07819973,2.90761764,32.2847719,30.2270674,19.1951058,11.4606887,4.94003178,-0.120802703
SSA_00010,39.4647469,40.1761316,40.6240842,41.0320442,41.4704056,34.0800389,29.5559073,23.9643996,12.1835203,9.27593417,2.97259639,32.279281,30.2233836,19.1983291,11.461443,4.9403119,-0.121150568,40.8593422,41.6082378,42.0528888,42.4580225,42.8931334,35.0881839,30.4016657,24.6318188,12.527501,9.53640429,3.0571156,32.279281,30.2233836,19.1983291,11.461443,4.9403119,-0.121150568
SSA_00013,41.6140406,42.3835102,42.8266772,43.2296327,43.6616875,35.6527509,30.8741467,25.0093079,12.7227612,9.68495622,3.10544754,32.247499,30.2151802,19.2055268,11.4631263,4.94097643,-0.122053286,39.9572121,40.6757667,41.1247949,41.5333959,41.9720098,34.4020188,29.821557,24.1741294,12.2940456,9.36046386,3.00030865,32.247499,30.2151802,19.2055268,11.4631263,4.94097643,-0.122053286
SSA_00018,42.9863107,43.7696818,44.2096417,44.6069615,45.0308015,36.8147952,31.8799372,25.8375615,13.1577351,10.0219029,3.2162594,32.2733083,30.2393956,19.1837071,11.4579017,4.93877025,-0.119023867,40.6705661,41.3504393,41.7816686,42.1795462,42.6099335,35.1129275,30.5091414,24.7551486,12.5915845,9.5926968,3.07678597,32.2733083,30.2393956,19.1837071,11.4579017,4.93877025,-0.119023867
SSA_00024,40.6679938,41.4085698,41.861095,42.2709671,42.7096548,34.8483594,30.1597873,24.4283256,12.4218743,9.45330724,3.02963467,32.2779357,30.2230824,19.198604,11.4615124,4.94035799,-0.121269256,39.0383562,39.7271465,40.1577603,40.5545911,40.9848387,33.641734,29.1910627,23.6701836,12.0225388,9.15081886,2.93133362,32.2779357,30.2230824,19.198604,11.4615124,4.94035799,-0.121269256
SSA_00033,39.0989817,39.7981777,40.2343127,40.634404,41.0670099,33.6316274,29.1546607,23.6257673,11.9998862,9.13080943,2.92429957,32.2327813,30.2116368,19.2085067,11.4638176,4.94128352,-0.122614131,100000,0,0,0,0,0,0,0,0,0,0,32.2327813,30.2116368,19.2085067,11.4638176,4.94128352,-0.122614131
SSA_00041,40.9134344,41.6444586,42.088814,42.4936276,42.9284346,35.1924403,30.4950343,24.7040955,12.5612536,9.56035245,3.06431925,32.2473069,30.205143,19.2142397,11.4651186,4.94176464,-0.123197687,40.3231142,41.0439421,41.4802125,41.8807025,42.3131841,34.6912843,30.0848045,24.3800518,12.3922254,9.43252645,3.02299051,32.2473069,30.205143,19.2142397,11.4651186,4.94176464,-0.123197687
SSA_00050,40.4456513,41.1897898,41.6309159,42.0339804,42.4681048,34.7946426,30.1468223,24.4159498,12.4074222,9.44009935,3.02450832,32.2314323,30.2115155,19.2086455,11.4638487,4.94128959,-0.122600341,39.8884138,40.6093856,41.0466031,41.4475744,41.8806758,34.2219163,29.6554522,24.0236332,12.2070524,9.2888962,2.9758831,32.2314323,30.2115155,19.2086455,11.4638487,4.94128959,-0.122600341
SSA_00062,40.2485059,40.9700291,41.4096524,41.811995,42.2458315,34.4824065,29.870797,24.1945284,12.2967711,9.35734907,2.99823029,32.2569031,30.2174363,19.203522,11.4626671,4.94083079,-0.121930342,40.4997476,41.2492571,41.6873368,42.0885379,42.5212676,34.6850722,30.0435998,24.3313765,12.3667389,9.41028681,3.01537748,32.2569031,30.2174363,19.203522,11.4626671,4.94083079,-0.121930342
SSA_00067,41.0373547,41.7641502,42.2118944,42.6186841,43.0547044,35.2785924,30.5649653,24.7637872,12.5953291,9.5877806,3.07364067,32.229104,30.2051547,19.2142553,11.4651215,4.9417588,-0.123163602,40.2713398,40.9770234,41.4182374,41.8218989,42.2567455,34.5978549,29.9962649,24.3114829,12.3620057,9.41142547,3.01671341,32.229104,30.2051547,19.2142553,11.4651215,4.9417588,-0.123163602
SSA_00068,40.9572608,41.7020213,42.1398874,42.5407383,42.9726449,35.3028154,30.6115489,24.8008505,12.6078262,9.59572467,3.07563773,32.2536052,30.2103271,19.2097495,11.4640987,4.94136754,-0.122635766,39.1377163,39.8202849,40.2576749,40.6589502,41.0924955,33.786237,29.3187165,23.7779976,12.0826155,9.19862175,2.94729836,32.2536052,30.2103271,19.2097495,11.4640987,4.94136754,-0.122635766
SSA_00070,41.4588596,42.168368,42.6139495,43.0206315,43.456193,35.8957062,31.2260735,25.3758374,12.9412679,9.8763517,3.17317375,32.2544159,30.2117595,19.2075472,11.4635573,4.94102207,-0.121719606,38.3934654,39.0382419,39.4725755,39.873151,40.3062027,33.6088654,29.3081987,23.8866448,12.1598454,9.28357421,2.98053175,32.2544159,30.2117595,19.2075472,11.4635573,4.94102207,-0.121719606
