Accession,2022_CO2_400,2022_CO2_600,2022_CO2_800,2022_CO2_1000,2022_CO2_1250,2022_CO2_300,2022_CO2_250,2022_CO2_200,2022_CO2_100,2022_CO2_75,2022_CO2_25,2022_PAR_1800,2022_PAR_1100,2022_PAR_500,2022_PAR_300,2022_PAR_150,2022_PAR_50,2023_CO2_400,2023_CO2_600,2023_CO2_800,2023_CO2_1000,2023_CO2_1250,2023_CO2_300,2023_CO2_250,2023_CO2_200,2023_CO2_100,2023_CO2_75,2023_CO2_25,2023_PAR_1800,2023_PAR_1100,2023_PAR_500,2023_PAR_300,2023_PAR_150,2023_PAR_50
SSA_00001,38.43,38.9746,39.5085,39.9984,40.5019,38.3484,37.7181,36.133,21.5244,17.1729,5.65657,32.0036,29.961,19.0837,11.427,4.92104,-0.0926931,20.7682,20.9087,21.0096,21.0984,21.1969,20.395,20.1941,19.888,14.3777,12.8348,4.33743,18.363,17.1527,14.4694,10.4903,5.01481,-0.459411
SSA_00003,36.8076,37.315,37.8177,38.2841,38.7682,36.734,36.1527,34.7535,20.7969,16.7858,5.48462,32.0036,29.961,19.0837,11.427,4.92104,-0.0926931,7.90561,8.07453,8.20574,8.31059,8.41539,7.74113,7.6572,7.55411,7.04725,6.67245,2.84346,6.60852,6.2339,5.76151,5.25434,3.8124,-0.690644
SSA_00004,36.2254,36.7227,37.2173,37.6767,38.1544,36.1607,35.5975,34.2695,20.5482,16.6402,5.4251,32.0036,29.961,19.0837,11.427,4.92104,-0.0926931,35.0535,35.3183,35.4827,35.6229,35.7789,34.2391,33.7846,32.9573,20.2751,16.232,5.41698,30.2145,27.6672,18.4519,11.4302,5.02463,-0.242263
SSA_00005,40.9098,41.4927,42.044,42.546,43.0571,40.7399,40.0412,38.2025,22.6336,17.8817,5.92327,32.0036,29.961,19.0837,11.427,4.92104,-0.0926931,21.6953,21.8336,21.9305,22.0166,22.1133,21.2916,21.0784,20.7484,14.6535,13.074,4.39812,19.3949,18.08,15.0199,10.6538,5.03027,-0.459652
SSA_00006,38.2131,38.756,39.2872,39.7751,40.2769,38.1325,37.5112,35.9755,21.4571,17.1584,5.6404,32.0036,29.961,19.0837,11.427,4.92104,-0.0926931,7.25647,7.43866,7.58107,7.69363,7.80445,7.1012,7.01652,6.91463,6.46742,6.15127,2.72877,5.8021,5.47388,5.06936,4.652,3.51965,-0.73687
SSA_00007,35.7208,36.2079,36.6938,37.1459,37.6169,35.6652,35.1153,33.8257,20.3036,16.4749,5.36645,32.0036,29.961,19.0837,11.427,4.92104,-0.0926931,14.4727,14.6218,14.7362,14.8321,14.9335,14.2326,14.1054,13.9275,11.7229,10.3671,3.93687,12.5808,11.8449,10.6384,8.85182,4.78516,-0.545643
SSA_00008,37.9534,38.4868,39.0113,39.4945,39.9927,37.8668,37.2541,35.754,21.3434,17.1116,5.61399,32.0036,29.961,19.0837,11.427,4.92104,-0.0926931,21.1644,21.3099,21.4142,21.5061,21.6082,20.7797,20.5702,20.2514,14.5762,13.0095,4.397,18.3672,17.1556,14.4705,10.4895,5.01367,-0.456721
SSA_00009,40.7473,41.3161,41.8543,42.3486,42.8547,40.5626,39.8659,38.0206,22.5236,17.837,5.89951,32.0036,29.961,19.0837,11.427,4.92104,-0.0926931,19.5062,19.6458,19.7506,19.842,19.9421,19.1691,18.9845,18.7082,13.9351,11.9239,4.2386,17.0984,16.0044,13.7329,10.2481,4.98637,-0.46993
SSA_00010,39.0862,39.6398,40.1717,40.6615,41.1653,38.9696,38.3212,36.6715,21.8123,17.3899,5.72765,32.0036,29.961,19.0837,11.427,4.92104,-0.0926931,23.5633,23.7148,23.8226,23.9199,24.0299,23.0781,22.8293,22.4421,15.6,13.8814,4.66724,19.794,18.4381,15.2215,10.7104,5.03474,-0.458844
SSA_00013,41.1748,41.757,42.3041,42.8033,43.3121,40.9841,40.2783,38.4095,22.7434,17.9658,5.95053,32.0036,29.961,19.0837,11.427,4.92104,-0.0926931,18.4088,18.5585,18.6721,18.7698,18.8758,18.0906,17.9165,17.6614,13.5956,11.7014,4.19701,15.6488,14.6777,12.8132,9.9038,4.94158,-0.49159
SSA_00018,42.5143,43.1084,43.6587,44.1572,44.6616,42.2608,41.5214,39.5123,23.3338,18.3422,6.09177,32.0036,29.961,19.0837,11.427,4.92104,-0.0926931,15.1193,15.2832,15.4072,15.5105,15.6196,14.8609,14.7221,14.5281,12.1014,10.6904,4.05656,12.6309,11.8918,10.6765,8.8736,4.78882,-0.545375
SSA_00024,40.2653,40.8321,41.3736,41.87,42.3781,40.1102,39.4269,37.635,22.3182,17.6878,5.84899,32.0036,29.961,19.0837,11.427,4.92104,-0.0926931,8.66243,8.82495,8.95135,9.05334,9.1564,8.48976,8.40342,8.29529,7.69626,7.24196,2.97086,7.3784,6.95877,6.41754,5.8119,4.03928,-0.65517
SSA_00033,38.7058,39.2502,39.7761,40.2615,40.7621,38.5954,37.9571,36.341,21.6312,17.2816,5.68474,32.0036,29.961,19.0837,11.427,4.92104,-0.0926931,27.1205,27.2669,27.363,27.4548,27.564,26.491,26.1771,25.6657,16.7062,14.5997,4.91727,23.0339,21.3003,16.6147,11.0703,5.05836,-0.420284
SSA_00041,40.4779,41.0452,41.5867,42.083,42.5909,40.3115,39.6222,37.8054,22.4085,17.7479,5.87095,32.0036,29.961,19.0837,11.427,4.92104,-0.0926931,27.6306,27.78,27.875,27.9668,28.0765,26.9834,26.66,26.1283,16.9711,14.712,4.95132,23.5676,21.7659,16.8051,11.1162,5.06092,-0.412691
SSA_00050,40.0303,40.598,41.136,41.6302,42.1369,39.8798,39.205,37.4579,22.2343,17.6595,5.82922,32.0036,29.961,19.0837,11.427,4.92104,-0.0926931,16.7578,16.9148,17.0312,17.1296,17.2351,16.4794,16.325,16.1038,12.8609,11.1981,4.10705,14.2414,13.3826,11.851,9.48307,4.88228,-0.515228
SSA_00062,39.8206,40.3846,40.9202,41.4128,41.9187,39.6765,39.0071,37.278,22.1355,17.5986,5.80577,32.0036,29.961,19.0837,11.427,4.92104,-0.0926931,21.0342,21.1843,21.2955,21.3934,21.5015,20.6455,20.4346,20.1163,14.6521,13.0763,4.43398,17.7487,16.5957,14.1193,10.3783,5.00191,-0.462345
SSA_00067,40.6005,41.1724,41.7125,42.208,42.7152,40.4293,39.7366,37.9079,22.464,17.7909,5.88466,32.0036,29.961,19.0837,11.427,4.92104,-0.0926931,19.5215,19.671,19.7839,19.8818,19.9886,19.1762,18.9868,18.7059,14.0511,12.0294,4.29215,16.5243,15.4799,13.3777,10.1212,4.97032,-0.477847
