Accession,2022_CO2_400,2022_CO2_600,2022_CO2_800,2022_CO2_1000,2022_CO2_1250,2022_CO2_300,2022_CO2_250,2022_CO2_200,2022_CO2_100,2022_CO2_75,2022_CO2_25,2022_PAR_1800,2022_PAR_1100,2022_PAR_500,2022_PAR_300,2022_PAR_150,2022_PAR_50,2023_CO2_400,2023_CO2_600,2023_CO2_800,2023_CO2_1000,2023_CO2_1250,2023_CO2_300,2023_CO2_250,2023_CO2_200,2023_CO2_100,2023_CO2_75,2023_CO2_25,2023_PAR_1800,2023_PAR_1100,2023_PAR_500,2023_PAR_300,2023_PAR_150,2023_PAR_50
SSA_00001,19.7512,19.8474,20.1072,20.3774,20.6675,20.654,20.8899,21.8307,15.2038,11.815,4.03386,16.3415,15.2749,11.0593,2.74677,-0.668341,-1.65175,19.4065,19.4931,19.7448,20.0068,20.2885,20.2764,20.5074,21.415,14.954,11.6618,3.97988,16.3415,15.2749,11.0593,2.74677,-0.668341,-1.65175
SSA_00003,18.7884,18.8485,19.0877,19.3374,19.6065,19.5977,19.8245,20.654,14.5411,11.4357,3.89395,16.2043,15.1541,10.963,2.70761,-0.675682,-1.65232,20.1481,20.2091,20.47,20.7437,21.0392,21.0339,21.281,22.3596,15.4296,11.9488,4.08126,16.2043,15.1541,10.963,2.70761,-0.675682,-1.65232
SSA_00004,30.3712,30.7021,31.0676,31.4091,31.7583,30.5886,30.2512,29.7788,18.5795,14.8824,4.95803,26.9069,25.0697,18.0591,9.80735,1.18146,-1.53021,32.4724,32.809,33.1912,33.5521,33.9228,32.6251,32.2342,31.6311,19.5729,15.54,5.19318,26.9069,25.0697,18.0591,9.80735,1.18146,-1.53021
SSA_00005,22.9202,23.0136,23.3002,23.5988,23.9193,23.7945,23.9781,25.063,16.689,12.8892,4.38323,17.6538,16.4915,12.0681,3.18125,-0.592859,-1.64644,20.6696,20.7801,21.0391,21.305,21.5883,21.4812,21.6519,22.3863,15.3758,12.071,4.09947,17.6538,16.4915,12.0681,3.18125,-0.592859,-1.64644
SSA_00006,19.5255,19.5985,19.8571,20.1257,20.4137,20.4059,20.6436,21.555,15.0875,11.7355,4.00698,16.2001,15.1446,10.96,2.70547,-0.676869,-1.65246,21.0882,21.1782,21.4551,21.7465,22.0612,22.0585,22.3182,23.6611,16.041,12.3237,4.20947,16.2001,15.1446,10.96,2.70547,-0.676869,-1.65246
SSA_00007,18.1179,18.2093,18.4446,18.688,18.9488,18.9394,19.1562,19.8796,14.1674,11.2223,3.81332,16.1995,15.1495,10.9593,2.70614,-0.675935,-1.65234,19.57,19.6438,19.896,20.1601,20.4448,20.4339,20.6721,21.5934,15.0767,11.7611,4.01027,16.1995,15.1495,10.9593,2.70614,-0.675935,-1.65234
SSA_00008,26.0588,26.2532,26.566,26.8719,27.1896,26.6201,26.5515,26.7359,17.3979,13.7556,4.62723,21.9861,20.4872,15.343,5.3007,-0.19336,-1.6189,26.5886,26.7856,27.1034,27.4154,27.7402,27.1521,27.0759,27.2726,17.6667,13.9236,4.68716,21.9861,20.4872,15.343,5.3007,-0.19336,-1.6189
SSA_00009,20.9404,21.0106,21.291,21.5842,21.8995,21.8985,22.1568,23.4496,15.9646,12.2625,4.19073,16.2064,15.1506,10.965,2.70739,-0.676529,-1.65244,19.5322,19.6059,19.8571,20.1199,20.4034,20.3903,20.6262,21.5301,15.0427,11.7483,4.00434,16.2064,15.1506,10.965,2.70739,-0.676529,-1.65244
SSA_00010,21.4849,21.5969,21.8711,22.1541,22.4564,22.3674,22.5568,23.5168,15.9226,12.3537,4.20914,17.5066,16.3379,11.9321,3.12048,-0.602274,-1.64699,22.3017,22.4103,22.6963,22.9925,23.3096,23.2109,23.4056,24.4826,16.4198,12.6782,4.3173,17.5066,16.3379,11.9321,3.12048,-0.602274,-1.64699
SSA_00013,21.2064,21.2782,21.5573,21.851,22.1683,22.1685,22.4311,23.8287,16.1103,12.3632,4.22296,16.2004,15.1504,10.96,2.70642,-0.675886,-1.65233,20.2753,20.3601,20.6245,20.9018,21.201,21.1986,21.4489,22.5827,15.5295,12.0007,4.10084,16.2004,15.1504,10.96,2.70642,-0.675886,-1.65233
