Accession,2022_CO2_400,2022_CO2_600,2022_CO2_800,2022_CO2_1000,2022_CO2_1250,2022_CO2_300,2022_CO2_250,2022_CO2_200,2022_CO2_100,2022_CO2_75,2022_CO2_25,2022_PAR_1800,2022_PAR_1100,2022_PAR_500,2022_PAR_300,2022_PAR_150,2022_PAR_50,2023_CO2_400,2023_CO2_600,2023_CO2_800,2023_CO2_1000,2023_CO2_1250,2023_CO2_300,2023_CO2_250,2023_CO2_200,2023_CO2_100,2023_CO2_75,2023_CO2_25,2023_PAR_1800,2023_PAR_1100,2023_PAR_500,2023_PAR_300,2023_PAR_150,2023_PAR_50
SSA_00001,12.7441235,14.7753354,16.7784382,18.6935612,20.9738681,11.8249141,11.3664954,10.9185989,10.436673,9.94395503,100000,10.8311418,10.5025381,9.93055478,4.6642701,-0.112935863,-2.02247114,12.5481244,14.5553915,16.5183966,18.3945985,20.6276697,11.6448542,11.1925341,10.7505833,10.2421562,9.81897951,3.08252493,10.8311418,10.5025381,9.93055478,4.6642701,-0.112935863,-2.02247114
SSA_00003,7.49460556,9.16907285,10.885611,12.4878179,14.3917427,6.8549289,6.41762595,6.00645644,5.44382509,5.49800906,2.66015574,6.76376723,6.52620178,5.6296595,1.85711438,-0.841999623,-2.06054596,7.83819537,9.64932727,11.5111986,13.2277294,15.2600931,7.19125917,6.71592888,6.27333148,5.74539104,5.86144283,2.76243493,6.76376723,6.52620178,5.6296595,1.85711438,-0.841999623,-2.06054596
SSA_00004,30.6322451,31.7149068,32.7194765,33.6138745,34.5686615,30.3350669,29.9037261,29.4426535,17.9909029,15.3252699,100000,26.7508613,25.900803,19.8642149,11.8795082,4.07200008,-1.4497313,32.9567852,34.1340647,35.2251601,36.1940203,37.2207384,32.6737214,32.1858344,31.728,18.9022925,16.3218308,5.47260785,26.7508613,25.900803,19.8642149,11.8795082,4.07200008,-1.4497313
SSA_00005,13.1268319,15.278191,17.3941974,19.4289114,21.8648797,12.1670336,11.6849316,11.2162823,10.7083113,10.1926075,100000,10.5953892,10.2586737,9.61717312,4.43492986,-0.170835355,-2.02364046,12.0427259,14.0022445,15.9231988,17.7632917,19.953909,11.1830188,10.7393865,10.3063716,9.72546298,9.50124079,3.44183947,10.5953892,10.2586737,9.61717312,4.43492986,-0.170835355,-2.02364046
SSA_00006,5.86679546,7.60938861,9.56496249,11.2873136,13.206291,5.50749314,4.9880146,4.4980534,3.92074703,4.07418952,2.3153995,5.46740086,5.3090121,4.43155526,1.23685858,-0.996879801,-2.06904724,5.9987522,7.92316353,10.1242689,12.0089036,14.0670046,5.70635509,5.12784129,4.58924313,4.04825981,4.3556706,2.3807485,5.46740086,5.3090121,4.43155526,1.23685858,-0.996879801,-2.06904724
SSA_00007,11.735974,13.6123848,15.4667146,17.2358039,19.3327887,10.9142057,10.4872635,10.0689969,9.49671832,9.30883617,3.37271521,10.7253349,10.3880974,9.77907024,4.55320382,-0.139966701,-2.02250533,12.4809016,14.4936665,16.4825265,18.3853256,20.6498504,11.6028921,11.1481275,10.7040915,10.1776,9.8019909,3.32992225,10.7253349,10.3880974,9.77907024,4.55320382,-0.139966701,-2.02250533
SSA_00008,32.3206293,33.4612858,34.5232595,35.4679232,36.4718912,32.0193693,31.547869,31.0818135,18.6475029,16.0113647,100000,26.7577835,25.9108849,19.8641978,11.8798237,4.07462496,-1.44877053,33.0306031,34.1909898,35.2788839,36.2455976,37.2704216,32.7276813,32.2385418,31.7795022,18.9193404,16.3208701,5.49161794,26.7577835,25.9108849,19.8641978,11.8798237,4.07462496,-1.44877053
SSA_00009,13.2542273,15.3988553,17.5115845,19.5407646,21.9690801,12.2753677,11.7928354,11.3234422,10.8397986,10.2573108,100000,10.6871142,10.3635856,9.75159292,4.53163134,-0.147205198,-2.02350074,12.4254494,14.4443504,16.4225154,18.3157179,20.5696184,11.5565369,11.1024016,10.6591954,10.1203639,9.76880949,3.39131362,10.6871142,10.3635856,9.75159292,4.53163134,-0.147205198,-2.02350074
SSA_00010,12.6303791,14.693882,16.7126359,18.649361,20.961238,11.7220864,11.2587895,10.8073833,10.268905,9.88395435,3.34115929,10.642145,10.3047691,9.67373039,4.47643735,-0.15961435,-2.02304554,13.0522848,15.1880609,17.2770427,19.2846724,21.6874514,12.0895772,11.6128566,11.1488579,10.6453309,10.1332772,100000,10.642145,10.3047691,9.67373039,4.47643735,-0.15961435,-2.02304554
SSA_00013,13.2719798,15.4466413,17.5815347,19.6337533,22.0909675,12.3070712,11.8215503,11.3495015,10.8633168,10.284055,100000,10.5995137,10.2808406,9.65291687,4.45775216,-0.168618804,-2.0252362,12.7922011,14.8718233,16.9172179,18.8802052,21.2248906,11.8606935,11.3926807,10.9367697,10.4140293,9.97969351,3.17187947,10.5995137,10.2808406,9.65291687,4.45775216,-0.168618804,-2.0252362
