Accession,2022_CO2_400,2022_CO2_600,2022_CO2_800,2022_CO2_1000,2022_CO2_1250,2022_CO2_300,2022_CO2_250,2022_CO2_200,2022_CO2_100,2022_CO2_75,2022_CO2_25,2022_PAR_1800,2022_PAR_1100,2022_PAR_500,2022_PAR_300,2022_PAR_150,2022_PAR_50,2023_CO2_400,2023_CO2_600,2023_CO2_800,2023_CO2_1000,2023_CO2_1250,2023_CO2_300,2023_CO2_250,2023_CO2_200,2023_CO2_100,2023_CO2_75,2023_CO2_25,2023_PAR_1800,2023_PAR_1100,2023_PAR_500,2023_PAR_300,2023_PAR_150,2023_PAR_50
SSA_00001,38.4300411,38.9745874,39.5084516,39.9984441,40.5018589,38.3483569,37.7181023,36.1329857,21.5243986,17.1728801,5.6565664,32.0036177,29.9610146,19.0837108,11.4270201,4.92103885,-0.0926946623,20.5940698,20.7242831,20.7948271,20.8587493,20.9322944,19.9865864,19.7252904,19.3609211,13.0150571,100000,0,17.7416437,16.7481914,15.8239747,11.5492894,4.62947992,-0.0853479077
SSA_00003,36.807588,37.3149912,37.8177099,38.2840702,38.7681974,36.7340215,36.1526971,34.7535095,20.7968924,16.7857618,5.4846239,32.0036177,29.9610146,19.0837108,11.4270201,4.92103885,-0.0926946623,9.49520044,9.5286269,9.551062,9.56914761,9.59605735,8.99225684,8.86807292,8.70800553,7.84564851,7.13675319,2.32364109,7.61161242,7.09874524,6.6425956,6.236872,4.40062348,-0.582525308
SSA_00004,36.225412,36.7226514,37.2172941,37.6766967,38.15441,36.1606749,35.5975373,34.2695232,20.5482031,16.6402027,5.42509918,32.0036177,29.9610146,19.0837108,11.4270201,4.92103885,-0.0926946623,35.1261001,35.3563573,35.4997331,35.6425761,35.806458,34.4122767,34.0921586,33.5178301,20.3262183,16.1825572,5.43515462,29.5687227,27.9658415,20.0093098,11.6359149,4.77015556,-0.0405659504
SSA_00005,40.9098281,41.4927425,42.0439694,42.5460442,43.0571309,40.7399301,40.041179,38.2024872,22.6336012,17.8817327,5.92327082,32.0036177,29.9610146,19.0837108,11.4270201,4.92103885,-0.0926946623,22.1251364,22.183012,22.2155401,22.2519001,22.3041889,21.2859267,21.0075188,20.6364639,13.9220677,100000,0,19.1780268,18.0775548,17.0621532,11.6257897,4.72589286,-0.142729415
SSA_00006,38.2130833,38.7560175,39.2871993,39.7751199,40.2768635,38.1324537,37.5112107,35.9754649,21.4570873,17.1584153,5.64040374,32.0036177,29.9610146,19.0837108,11.4270201,4.92103885,-0.0926946623,9.96321551,9.99870496,10.0224088,10.0417677,10.07082,9.42566021,9.29166924,9.11882073,8.15433667,7.39596706,2.38093365,7.61549205,7.1021579,6.64585113,6.24001136,4.40090756,-0.581986584
SSA_00007,35.7208154,36.2079298,36.6938472,37.1459071,37.6169343,35.6652341,35.1152966,33.8256654,20.3035526,16.4748901,5.36645059,32.0036177,29.9610146,19.0837108,11.4270201,4.92103885,-0.0926946623,12.2092968,12.2657256,12.297352,12.3236243,12.3586638,11.6787552,11.5241137,11.3165764,9.55771114,8.42631854,3.06503782,10.1896852,9.55286911,8.98328671,8.48056043,4.53166399,-0.317410419
SSA_00008,37.9533596,38.4867607,39.0113257,39.4945475,39.9926987,37.8668055,37.2541024,35.7539915,21.3434156,17.1116185,5.61398593,32.0036177,29.9610146,19.0837108,11.4270201,4.92103885,-0.0926946623,20.1960713,20.2525145,20.2817836,20.3134978,20.360498,19.3822925,19.1200753,18.7629702,12.9744761,12.3079012,4.23128152,16.830987,15.8457795,14.9580463,11.633722,4.72073441,-0.145674777
SSA_00009,40.7473446,41.3161294,41.8543435,42.3485735,42.8547047,40.5625776,39.8659115,38.0206019,22.5236405,17.8370434,5.89951291,32.0036177,29.9610146,19.0837108,11.4270201,4.92103885,-0.0926946623,19.6635635,19.7841831,19.849175,19.9077656,19.9759664,19.0573607,18.8052553,18.4530642,12.747186,12.0883452,4.21775936,16.755584,15.8047546,14.9306614,11.555314,4.62854049,-0.0867284921
SSA_00010,39.0861844,39.6397858,40.1717327,40.6614829,41.1652691,38.9695561,38.3211541,36.6715026,21.8122576,17.3899267,5.72765371,32.0036177,29.9610146,19.0837108,11.4270201,4.92103885,-0.0926946623,23.8583046,23.9293251,23.964814,24.0060433,24.0664121,22.8873949,22.5701248,22.1479383,15.357504,100000,0,18.8684903,17.8200874,16.8351519,11.5407412,4.61898363,-0.0779640302
SSA_00013,41.1747826,41.7570304,42.3040492,42.8033133,43.3120844,40.9840521,40.2782614,38.4094873,22.7433748,17.9657534,5.95052347,32.0036177,29.9610146,19.0837108,11.4270201,4.92103885,-0.0926946623,18.6894823,18.8187504,18.8822019,18.938673,19.0048752,18.1004619,17.8531399,17.5080532,12.4984432,11.4957429,4.1457657,15.469748,14.5549968,13.7332689,11.6533496,4.72264584,-0.149837402
