Accession,2022_CO2_400,2022_CO2_600,2022_CO2_800,2022_CO2_1000,2022_CO2_1250,2022_CO2_300,2022_CO2_250,2022_CO2_200,2022_CO2_100,2022_CO2_75,2022_CO2_25,2022_PAR_1800,2022_PAR_1100,2022_PAR_500,2022_PAR_300,2022_PAR_150,2022_PAR_50,2023_CO2_400,2023_CO2_600,2023_CO2_800,2023_CO2_1000,2023_CO2_1250,2023_CO2_300,2023_CO2_250,2023_CO2_200,2023_CO2_100,2023_CO2_75,2023_CO2_25,2023_PAR_1800,2023_PAR_1100,2023_PAR_500,2023_PAR_300,2023_PAR_150,2023_PAR_50
SSA_00001,38.3273,39.4606,40.0733,40.575,41.0628,31.5648,26.6288,21.6162,10.8857,8.19065,2.57626,32.073,30.1324,19.2374,11.4671,4.94406,-0.13203,37.7267,38.8059,39.3894,39.8726,40.3478,31.3165,26.4701,21.4621,10.8107,8.13486,2.55807,32.073,30.1324,19.2374,11.4671,4.94406,-0.13203
SSA_00003,18.1449,26.6761,33.5631,36.3036,37.8107,12.3947,10.2847,8.18977,4.0414,3.00226,0.941134,17.8365,17.5731,17.3528,11.8647,5.02984,-0.691484,16.7739,25.0998,33.1315,38.5859,40.532,12.2409,10.1849,8.12875,4.01949,2.99094,0.93979,17.8365,17.5731,17.3528,11.8647,5.02984,-0.691484
SSA_00004,36.5142,37.2426,37.7519,38.1912,38.6363,31.3945,27.3056,22.3934,11.4692,8.74915,2.78039,32.2634,30.2242,19.176,11.4549,4.93893,-0.122688,39.0542,39.876,40.4023,40.8525,41.3059,33.5965,29.0445,23.7659,12.139,9.23619,2.93191,32.2634,30.2242,19.176,11.4549,4.93893,-0.122688
SSA_00005,36.3029,40.5365,41.9406,42.8236,43.5225,27.6128,23.1313,18.5818,9.23527,6.88438,2.15318,31.1021,29.5617,19.7326,11.5554,4.93634,-0.14688,34.5331,37.1599,38.1854,38.9112,39.5368,26.5863,22.2673,17.9198,8.921,6.65695,2.08063,31.1021,29.5617,19.7326,11.5554,4.93634,-0.14688
SSA_00006,16.6935,24.9838,32.9134,37.6974,39.4479,12.1734,10.1293,8.08476,3.99763,2.97466,0.934358,17.8086,17.5246,17.3016,11.8657,5.03026,-0.693853,16.6917,24.9949,33.0776,39.7464,42.2538,12.2199,10.1661,8.113,4.01185,2.98531,0.938552,17.8086,17.5246,17.3016,11.8657,5.03026,-0.693853
SSA_00007,20.0327,29.5934,34.0717,35.849,37.0089,14.8009,12.3922,9.94126,4.93331,3.68032,1.15438,19.8103,19.8714,19.3092,11.8319,5.00309,-0.571734,20.1592,30.0499,36.2383,38.4401,39.7727,14.9362,12.4968,10.0197,4.97078,3.7075,1.16413,19.8103,19.8714,19.3092,11.8319,5.00309,-0.571734
SSA_00008,37.9589,39.0222,39.5995,40.0792,40.5522,31.6701,26.8219,21.7731,10.9835,8.27436,2.60452,32.0918,30.1405,19.2344,11.4668,4.94391,-0.131505,38.6638,39.7594,40.3583,40.8515,41.3334,32.0811,27.1191,22.0232,11.104,8.36215,2.63221,32.0918,30.1405,19.2344,11.4668,4.94391,-0.131505
SSA_00009,33.1583,39.5887,41.4283,42.471,43.246,24.935,20.8728,16.7456,8.31155,6.19265,1.93717,29.8826,28.8058,20.1428,11.8837,4.86261,-0.246148,32.2978,37.1322,38.6688,39.6119,40.3507,24.4753,20.4984,16.4571,8.1732,6.0912,1.90381,29.8826,28.8058,20.1428,11.8837,4.86261,-0.246148
SSA_00010,35.5699,38.8565,40.0465,40.8476,41.5132,27.1493,22.7488,18.2928,9.10001,6.78755,2.12238,31.1298,29.5784,19.711,11.5501,4.93729,-0.146727,36.054,40.0513,41.4169,42.2875,42.9835,27.547,23.0791,18.5455,9.21994,6.87418,2.14989,31.1298,29.5784,19.711,11.5501,4.93729,-0.146727
SSA_00013,40.8445,42.2847,42.9602,43.4922,43.993,33.0565,27.7391,22.4682,11.2744,8.45971,2.65763,32.0346,30.1178,19.2459,11.4687,4.9445,-0.132994,39.338,40.6373,41.2691,41.78,42.2721,32.0027,26.9094,21.8184,10.9641,8.2362,2.58838,32.0346,30.1178,19.2459,11.4687,4.9445,-0.132994
