Accession,2022_CO2_400,2022_CO2_600,2022_CO2_800,2022_CO2_1000,2022_CO2_1250,2022_CO2_300,2022_CO2_250,2022_CO2_200,2022_CO2_100,2022_CO2_75,2022_CO2_25,2022_PAR_1800,2022_PAR_1100,2022_PAR_500,2022_PAR_300,2022_PAR_150,2022_PAR_50,2023_CO2_400,2023_CO2_600,2023_CO2_800,2023_CO2_1000,2023_CO2_1250,2023_CO2_300,2023_CO2_250,2023_CO2_200,2023_CO2_100,2023_CO2_75,2023_CO2_25,2023_PAR_1800,2023_PAR_1100,2023_PAR_500,2023_PAR_300,2023_PAR_150,2023_PAR_50
SSA_00001,37.6424,38.5331,39.1545,39.7056,40.2608,31.8888,27.4014,22.1937,11.2208,8.46324,2.67191,31.5364,29.6309,19.1537,11.4422,4.93318,-0.109447,37.0084,37.8551,38.4658,39.0086,39.5569,31.5285,27.1798,22.0182,11.1392,8.40645,2.65427,31.5364,29.6309,19.1537,11.4422,4.93318,-0.109447
SSA_00003,36.0886,36.8884,37.4756,38.0005,38.5336,31.0267,26.8907,21.8084,11.0431,8.34291,2.63502,31.5262,29.629,19.1575,11.4432,4.93353,-0.109867,38.3881,39.3277,39.972,40.5389,41.1061,32.3688,27.6983,22.4513,11.345,8.55292,2.70027,31.5262,29.629,19.1575,11.4432,4.93353,-0.109867
SSA_00004,35.5235,36.2883,36.8693,37.3885,37.916,30.6458,26.6034,21.5943,10.9387,8.26786,2.61146,31.5374,29.6316,19.1532,11.4421,4.93313,-0.109389,37.8604,38.7431,39.368,39.9216,40.4789,32.0579,27.522,22.2838,11.262,8.49151,2.68042,31.5374,29.6316,19.1532,11.4421,4.93313,-0.109389
SSA_00005,39.924,40.9757,41.6477,42.2323,42.811,33.216,28.1736,22.858,11.525,8.67476,2.73735,31.5245,29.6289,19.1557,11.4427,4.93336,-0.109677,36.55,37.3661,37.964,38.4973,39.0376,31.2623,27.0219,21.8968,11.0822,8.36728,2.64216,31.5245,29.6289,19.1557,11.4427,4.93336,-0.109677
SSA_00006,37.438,38.3166,38.9346,39.4831,40.0361,31.7484,27.3089,22.1231,11.1887,8.44129,2.66526,31.5365,29.631,19.1536,11.4422,4.93317,-0.109442,39.9415,40.9939,41.6709,42.2586,42.8396,33.2532,28.1957,22.874,11.5312,8.67824,2.73819,31.5365,29.631,19.1536,11.4422,4.93317,-0.109442
SSA_00007,35.0465,35.7713,36.3446,36.8571,37.378,30.4152,26.4608,21.5026,10.8944,8.23839,2.60235,31.5229,29.6268,19.1588,11.4435,4.93365,-0.110035,37.4663,38.3374,38.9592,39.5102,40.0651,31.8619,27.4112,22.2003,11.2264,8.46864,2.67365,31.5229,29.6268,19.1588,11.4435,4.93365,-0.110035
SSA_00008,37.1953,38.0392,38.6545,39.2007,39.7516,31.6838,27.3089,22.127,11.1959,8.44989,2.66836,31.5499,29.6392,19.1483,11.441,4.93268,-0.108747,37.8588,38.7589,39.3906,39.9487,40.5092,32.0711,27.5358,22.3129,11.2826,8.51034,2.68718,31.5499,29.6392,19.1483,11.441,4.93268,-0.108747
SSA_00009,39.8025,40.814,41.4709,42.0459,42.6181,33.1971,28.2081,22.8649,11.5303,8.67941,2.73873,31.5229,29.6268,19.1588,11.4435,4.93365,-0.110034,37.3305,38.1897,38.8151,39.3683,39.9245,31.723,27.2957,22.1226,11.1924,8.44601,2.66708,31.5229,29.6268,19.1588,11.4435,4.93365,-0.110034
SSA_00010,38.2165,39.14,39.7831,40.3492,40.9157,32.2622,27.6199,22.3835,11.3107,8.52701,2.69186,31.5643,29.6508,19.1351,11.4377,4.93134,-0.107128,39.456,40.4801,41.1489,41.7319,42.3101,32.9909,28.0459,22.7486,11.4769,8.64218,2.72739,31.5643,29.6508,19.1351,11.4377,4.93134,-0.107128
SSA_00013,40.1288,41.2098,41.8926,42.4838,43.0667,33.3267,28.2242,22.9045,11.5433,8.68584,2.74049,31.5328,29.6286,19.1553,11.4426,4.93332,-0.109629,38.6739,39.6308,40.2755,40.8429,41.4105,32.483,27.7365,22.4759,11.3489,8.551,2.69889,31.5328,29.6286,19.1553,11.4426,4.93332,-0.109629
