Accession,2022_CO2_400,2022_CO2_600,2022_CO2_800,2022_CO2_1000,2022_CO2_1250,2022_CO2_300,2022_CO2_250,2022_CO2_200,2022_CO2_100,2022_CO2_75,2022_CO2_25,2022_PAR_1800,2022_PAR_1100,2022_PAR_500,2022_PAR_300,2022_PAR_150,2022_PAR_50,2023_CO2_400,2023_CO2_600,2023_CO2_800,2023_CO2_1000,2023_CO2_1250,2023_CO2_300,2023_CO2_250,2023_CO2_200,2023_CO2_100,2023_CO2_75,2023_CO2_25,2023_PAR_1800,2023_PAR_1100,2023_PAR_500,2023_PAR_300,2023_PAR_150,2023_PAR_50
SSA_00001,20.4214,21.1997,21.9737,22.6954,23.5206,20.2465,19.9733,19.6036,13.3075,10.8155,3.43485,17.2228,16.4448,16.0405,9.47736,2.80502,-1.66712,20.0824,20.8441,21.601,22.3067,23.1134,19.9146,19.6485,19.2894,13.1338,10.7404,3.39896,17.2228,16.4448,16.0405,9.47736,2.80502,-1.66712
SSA_00003,15.06,15.8176,16.5595,17.252,18.0551,14.8404,14.6322,14.3825,10.8128,9.19244,2.7418,13.3694,12.8117,12.2964,8.41983,0.842718,-1.87714,15.952,16.7657,17.5604,18.3044,19.1702,15.6848,15.4591,15.1879,11.251,9.31831,2.83764,13.3694,12.8117,12.2964,8.41983,0.842718,-1.87714
SSA_00004,29.2094,29.8119,30.4253,30.9986,31.6249,29.2226,28.7698,28.039,17.4853,14.0125,4.56759,25.8075,24.4515,18.1133,10.6792,4.29819,-0.843431,31.3183,31.9534,32.6112,33.2284,33.903,31.2629,30.7439,29.8877,18.4658,14.6335,4.79556,25.8075,24.4515,18.1133,10.6792,4.29819,-0.843431
SSA_00005,22.2093,23.0492,23.8803,24.6571,25.5454,22.0018,21.6919,21.2641,14.2169,11.3379,3.63241,17.5832,16.7882,16.2371,9.54527,2.942,-1.64435,20.2886,21.0236,21.7666,22.4589,23.2486,20.1255,19.8588,19.4938,13.1988,10.7883,3.42321,17.5832,16.7882,16.2371,9.54527,2.942,-1.64435
SSA_00006,15.5551,16.35,17.1237,17.8468,18.6866,15.3184,15.1001,14.8382,11.0689,9.26901,2.79754,13.3582,12.801,12.2847,8.4144,0.837231,-1.87763,16.5193,17.3697,18.2089,18.9939,19.9069,16.2413,16.004,15.7185,11.5571,9.41115,2.89959,13.3582,12.801,12.2847,8.4144,0.837231,-1.87763
SSA_00007,14.6943,15.4262,16.1399,16.8069,17.5809,14.4766,14.2747,14.0333,10.631,9.17107,2.70208,13.3688,12.8169,12.302,8.42227,0.845523,-1.87687,15.5979,16.3891,17.1616,17.8841,18.7239,15.3499,15.131,14.8683,11.083,9.29111,2.80176,13.3688,12.8169,12.302,8.42227,0.845523,-1.87687
SSA_00008,24.4027,25.1231,25.8398,26.5113,27.2696,24.2767,23.9338,23.4198,15.1793,12.2633,3.94214,20.5794,19.5997,17.1524,10.0009,3.64099,-1.4236,24.8188,25.5578,26.3027,26.9983,27.7808,24.7229,24.3691,23.8344,15.4646,12.3257,3.98747,20.5794,19.5997,17.1524,10.0009,3.64099,-1.4236
SSA_00009,20.3274,21.1687,22.0065,22.7883,23.6865,20.1026,19.8227,19.4535,13.316,10.692,3.39791,16.284,15.5615,15.3544,9.29557,2.33848,-1.72451,19.1268,19.9067,20.6735,21.3897,22.2132,18.921,18.6656,18.3315,12.683,10.4111,3.27057,16.284,15.5615,15.3544,9.29557,2.33848,-1.72451
SSA_00010,21.2259,22.0115,22.7969,23.53,24.3676,21.0409,20.7534,20.3591,13.7007,11.0734,3.53076,17.5736,16.779,16.2322,9.54343,2.93859,-1.64496,21.9329,22.7665,23.5844,24.3489,25.2233,21.7364,21.4326,21.0141,14.0706,11.2632,3.60445,17.5736,16.779,16.2322,9.54343,2.93859,-1.64496
SSA_00013,20.5109,21.3564,22.1942,22.9796,23.886,20.2292,19.944,19.5697,13.37,10.7641,3.41263,16.214,15.4983,15.2939,9.28162,2.30169,-1.72853,19.7109,20.5242,21.3273,22.0778,22.9413,19.4842,19.2163,18.8652,12.9832,10.533,3.33055,16.214,15.4983,15.2939,9.28162,2.30169,-1.72853
SSA_00018,18.1266,19.0303,19.9049,20.7253,21.6804,17.8193,17.5589,17.2386,12.3019,9.90506,3.09159,14.1104,13.5104,13.0725,8.71598,1.20972,-1.84195,17.2107,18.0384,18.8616,19.6309,20.5227,16.9464,16.7052,16.4091,11.8552,9.66357,2.99964,14.1104,13.5104,13.0725,8.71598,1.20972,-1.84195
SSA_00024,16.2911,17.1335,17.9509,18.7167,19.6088,16.015,15.7815,15.5013,11.4423,9.4095,2.87763,13.3616,12.8042,12.2883,8.41605,0.838887,-1.87748,15.7068,16.5081,17.2884,18.0184,18.8673,15.4543,15.2331,14.9676,11.1363,9.29601,2.81268,13.3616,12.8042,12.2883,8.41605,0.838887,-1.87748
SSA_00033,21.8476,22.6163,23.3883,24.1082,24.9276,21.689,21.393,20.9777,13.9932,11.2898,3.61248,18.2316,17.3987,16.5089,9.6531,3.14389,-1.60089,22.6122,23.4179,24.2192,24.9682,25.8225,22.4257,22.1118,21.6712,14.3971,11.5416,3.69898,18.2316,17.3987,16.5089,9.6531,3.14389,-1.60089
SSA_00041,26.1415,26.9204,27.7091,28.446,29.274,26.0325,25.6442,25.0517,16.1924,12.7348,4.13594,20.7277,19.7348,17.1726,10.0144,3.66118,-1.41034,25.7978,26.5635,27.3277,28.0439,28.8512,25.6636,25.2847,24.7102,15.9529,12.6557,4.09778,20.7277,19.7348,17.1726,10.0144,3.66118,-1.41034
SSA_00050,18.713,19.5494,20.3659,21.1295,22.012,18.4683,18.2104,17.8828,12.541,10.1957,3.19999,15.2775,14.6149,14.3417,9.06724,1.80144,-1.7825,18.4753,19.2908,20.0942,20.8452,21.7125,18.2311,17.979,17.6581,12.3952,10.0934,3.16802,15.2775,14.6149,14.3417,9.06724,1.80144,-1.7825
SSA_00062,20.7352,21.5417,22.3491,23.1032,23.968,20.5173,20.2345,19.855,13.4783,10.8774,3.45988,16.9137,16.1564,15.8486,9.41991,2.67067,-1.6859,20.8528,21.6821,22.4955,23.2556,24.1274,20.6451,20.3594,19.9757,13.5455,10.9142,3.4737,16.9137,16.1564,15.8486,9.41991,2.67067,-1.6859
SSA_00067,21.1758,22.0149,22.8342,23.6018,24.4849,20.9318,20.6388,20.2454,13.6808,11.0219,3.50633,16.9209,16.1619,15.8571,9.42529,2.6722,-1.68622,20.7429,21.5566,22.3682,23.1253,23.992,20.5463,20.2636,19.8835,13.499,10.8724,3.4625,16.9209,16.1619,15.8571,9.42529,2.6722,-1.68622
SSA_00068,22.8456,23.6695,24.489,25.2537,26.1239,22.6808,22.3616,21.9112,14.5536,11.5891,3.72388,18.2678,17.424,16.5094,9.65132,3.15031,-1.59803,21.9097,22.6814,23.4454,24.1602,24.9762,21.7231,21.4252,21.0084,13.9888,11.3393,3.61831,18.2678,17.424,16.5094,9.65132,3.15031,-1.59803
SSA_00070,27.6933,28.4761,29.2617,29.9971,30.8201,27.5942,27.165,26.4956,16.9464,13.2572,4.3209,21.6078,20.5516,17.3576,10.1353,3.79376,-1.33188,25.6423,26.3535,27.0592,27.7204,28.4626,25.5522,25.1818,24.6124,15.8129,12.6978,4.10025,21.6078,20.5516,17.3576,10.1353,3.79376,-1.33188
SSA_00075,21.8915,22.7196,23.5327,24.2924,25.1609,21.7007,21.3983,20.9812,14.0476,11.2548,3.60163,17.6109,16.8187,16.255,9.55262,2.95329,-1.6425,22.0178,22.8464,23.6705,24.4395,25.3173,21.8317,21.5268,21.1051,14.1295,11.2787,3.61436,17.6109,16.8187,16.255,9.55262,2.95329,-1.6425
