Accession,2022_CO2_400,2022_CO2_600,2022_CO2_800,2022_CO2_1000,2022_CO2_1250,2022_CO2_300,2022_CO2_250,2022_CO2_200,2022_CO2_100,2022_CO2_75,2022_CO2_25,2022_PAR_1800,2022_PAR_1100,2022_PAR_500,2022_PAR_300,2022_PAR_150,2022_PAR_50,2023_CO2_400,2023_CO2_600,2023_CO2_800,2023_CO2_1000,2023_CO2_1250,2023_CO2_300,2023_CO2_250,2023_CO2_200,2023_CO2_100,2023_CO2_75,2023_CO2_25,2023_PAR_1800,2023_PAR_1100,2023_PAR_500,2023_PAR_300,2023_PAR_150,2023_PAR_50
SSA_00001,25.6716,25.7986,25.8562,25.9017,25.9578,24.8925,24.6218,24.2545,16.3166,14.1079,4.79688,22.9144,18.5721,9.96498,5.56918,1.74353,-1.03883,25.3805,25.5056,25.5645,25.6115,25.6686,24.6244,24.3588,23.9985,16.1425,13.9907,4.7541,22.9144,18.5721,9.96498,5.56918,1.74353,-1.03883
SSA_00003,24.9832,25.1088,25.167,25.2129,25.2683,24.2495,23.9913,23.6432,15.9314,13.8107,4.68983,22.9124,18.5703,9.9639,5.56851,1.74318,-1.03892,25.9928,26.124,26.1817,26.2275,26.2845,25.1748,24.8975,24.5169,16.4919,14.3022,4.86308,22.9124,18.5703,9.9639,5.56851,1.74318,-1.03892
SSA_00004,30.9036,31.1344,31.2623,31.3652,31.4753,30.305,30.0634,29.6603,18.6692,15.2285,5.11002,28.4394,23.6053,13.0598,7.49775,2.73531,-0.776451,32.2609,32.4918,32.6134,32.7122,32.8206,31.5517,31.2898,30.8556,19.396,15.7864,5.31129,28.4394,23.6053,13.0598,7.49775,2.73531,-0.776451
SSA_00005,26.6641,26.7948,26.8516,26.8967,26.9542,25.7931,25.5034,25.1032,16.8763,14.599,4.97065,22.9143,18.5719,9.96489,5.56913,1.7435,-1.03884,25.1852,25.3116,25.3697,25.4156,25.4714,24.4399,24.1779,23.8245,16.0434,13.8975,4.72096,22.9143,18.5719,9.96489,5.56913,1.7435,-1.03884
SSA_00006,25.5734,25.6983,25.7565,25.8028,25.8596,24.8026,24.5337,24.1684,16.2548,14.0685,4.78257,22.912,18.5699,9.96369,5.56838,1.74312,-1.0389,26.6695,26.8034,26.8603,26.9054,26.9629,25.801,25.5111,25.1105,16.8808,14.6037,4.97238,22.912,18.5699,9.96369,5.56838,1.74312,-1.0389
SSA_00007,24.5246,24.6479,24.7063,24.7522,24.807,23.8149,23.5649,23.229,15.6772,13.6169,4.62046,22.9108,18.5689,9.96306,5.56799,1.74292,-1.0391,25.5881,25.7139,25.7718,25.8177,25.8741,24.816,24.5468,24.1816,16.2664,14.0714,4.78389,22.9108,18.5689,9.96306,5.56799,1.74292,-1.0391
SSA_00008,25.625,25.7517,25.8108,25.8577,25.9149,24.8597,24.592,24.2293,16.2947,14.0672,4.77801,23.0489,18.6866,10.0345,5.6116,1.76441,-1.02946,25.9308,26.0599,26.1183,26.1644,26.2214,25.1493,24.8763,24.5061,16.4675,14.1843,4.82176,23.0489,18.6866,10.0345,5.6116,1.76441,-1.02946
SSA_00009,26.5772,26.7107,26.7678,26.8131,26.8707,25.7157,25.4274,25.0295,16.8263,14.5645,4.95804,22.9105,18.5686,9.96291,5.56789,1.74287,-1.03911,25.5372,25.6631,25.7208,25.7664,25.8225,24.7679,24.4997,24.1365,16.2399,14.0472,4.77525,22.9105,18.5686,9.96291,5.56789,1.74287,-1.03911
SSA_00010,25.9213,26.054,26.1119,26.1579,26.215,25.1317,24.8563,24.4809,16.4558,14.2245,4.83872,22.917,18.5743,9.96635,5.57004,1.74397,-1.03875,26.469,26.6049,26.6619,26.707,26.7642,25.6177,25.3314,24.9372,16.7685,14.5135,4.93947,22.917,18.5743,9.96635,5.57004,1.74397,-1.03875
SSA_00013,26.7582,26.8923,26.9499,26.9957,27.0541,25.8859,25.5944,25.1905,16.9271,14.6483,4.98801,22.9192,18.5762,9.96748,5.57074,1.74433,-1.03868,26.1239,26.2522,26.3098,26.3554,26.4125,25.2939,25.0143,24.6304,16.5664,14.3559,4.8824,22.9192,18.5762,9.96748,5.57074,1.74433,-1.03868
SSA_00018,27.275,27.4086,27.4659,27.5118,27.571,26.3617,26.0603,25.6403,17.2229,14.8829,5.07388,22.9125,18.5704,9.96397,5.56856,1.74321,-1.03888,26.3648,26.502,26.5582,26.6024,26.6586,25.5193,25.235,24.8448,16.7163,14.4606,4.92087,22.9125,18.5704,9.96397,5.56856,1.74321,-1.03888
SSA_00024,26.4076,26.5434,26.6001,26.6448,26.7015,25.5598,25.2748,24.883,16.737,14.4817,4.92807,22.9195,18.5766,9.9677,5.57083,1.74432,-1.0384,25.7386,25.8682,25.9262,25.9722,26.029,24.9591,24.6871,24.3173,16.3525,14.1416,4.80868,22.9195,18.5766,9.9677,5.57083,1.74432,-1.0384
SSA_00033,25.7707,25.8961,25.9536,25.999,26.0553,24.9877,24.7154,24.346,16.3704,14.1396,4.8094,22.911,18.5691,9.96316,5.56805,1.74295,-1.03909,26.3074,26.4373,26.4946,26.54,26.5972,25.4628,25.1795,24.7898,16.6706,14.4429,4.91381,22.911,18.5691,9.96316,5.56805,1.74295,-1.03909
