Plot,Repeat,A_sat,gs_sat,ci_sat,iWUE_sat
1001,1,27.72643989,0.140572359,60.40878879,197.239628
1001,3,20.99955021,0.144973193,148.474894,144.8512633
1005,1,28.26709506,0.141140814,55.11875341,200.2758395
1005,2,26.88419868,0.135228111,58.1662447,198.8062878
1005,3,25.82646984,0.149861241,100.2582148,172.3358864
1006,1,21.19869296,0.099001431,36.21195045,214.1251165
1006,2,18.48008406,0.122821283,138.3329608,150.4632059
1006,3,17.68865782,0.089057771,62.54719734,198.6200382
1007,1,27.19957966,0.161688515,109.2067624,168.2220884
1007,2,31.56045216,0.152372379,42.98246826,207.1271214
1007,3,45.2625,0.25025,75.9875,180.8691309
1008,1,2.297200798,0.02154931,219.5394513,106.6020582
1008,2,0.617215707,0.013305625,311.5592904,46.387578
1008,3,6.004072032,0.029082086,58.48937762,206.4525953
1010,1,30.45381386,0.140268902,27.10379977,217.1102315
1010,2,27.83434478,0.166255668,108.9521313,167.4189227
1010,3,18.13230433,0.173430623,214.8165437,104.5507649
1011,1,17.69647077,0.096539697,87.74217964,183.3077108
1011,2,13.18118279,0.078074159,113.0030914,168.8290084
1011,3,7.116142992,0.057476615,188.7294631,123.8093611
1012,2,29.32901792,0.139582989,38.11692254,210.1188557
1012,3,1.708182746,0.016738231,226.7824321,102.0527645
1016,1,21.37644666,0.098620112,33.54224899,216.7554491
1016,2,25.80574862,0.14252295,87.04347555,181.063812
1016,3,10.28281514,0.075905617,168.5823155,135.4684354
1017,1,6.062031627,0.115141082,301.2651957,52.64872884
1017,2,20.42626733,0.086160141,2.286378301,237.0732801
1017,3,16.87848762,0.089749196,82.63289576,188.0628288
1018,1,23.64191087,0.17914389,168.7136505,131.9716285
1018,2,22.5804493,0.11158636,55.3856096,202.3585078
1019,2,15.24528414,0.083867934,92.4585804,181.7772714
1019,3,6.481510356,0.048015575,172.8330179,134.9876661
1020,1,10.87177138,0.064923463,119.2393602,167.4551989
1020,2,26.48830745,0.125931795,40.24038078,210.3385201
1020,3,35.59686397,0.17945942,53.02334399,198.3560623
1022,1,7.480925369,0.054745975,165.9165508,136.6479509
1022,2,9.682841484,0.059761137,127.7897312,162.0257232
1022,3,8.768551837,0.038047729,18.52001364,230.4618972
1023,1,21.60851017,0.099393173,31.76975256,217.404371
1023,2,23.07960867,0.16176168,151.808973,142.6766131
1023,3,20.50783214,0.098266206,45.8795675,208.6966913
1029,1,29.08049641,0.137429522,35.75571864,211.6029808
1029,3,19.71915113,0.14741708,164.8834026,133.7643589
1031,1,19.34865622,0.093168648,49.2295843,207.6734671
1031,2,24.22292349,0.129560179,78.7516607,186.9627207
1031,3,24.42158777,0.117882084,46.67919414,207.1696302
1033,1,19.57679843,0.106052612,85.12589384,184.595156
1033,3,14.21076477,0.066829475,43.81443068,212.6421737
1037,2,13.34536058,0.063641545,49.18571611,209.6957342
1037,3,28.54333914,0.130163657,25.17398129,219.2880853
1039,1,7.889951355,0.106387905,270.2104489,74.16210861
1039,2,18.03368014,0.090584194,62.64755347,199.0819728
1039,3,13.54925906,0.092886395,149.9470094,145.8691453
1041,1,12.47489975,0.061680203,60.53976978,202.2512769
1041,2,4.968948104,0.023844424,55.2213376,208.3903578
1041,3,2.95489982,0.012926879,24.89642341,228.5857074
1044,1,24.7125,0.11225,24.625,220.155902
1044,2,21.64624024,0.105489034,49.67596927,205.1989618
1044,3,30.275,0.139625,26.95,216.8307968
1046,1,11.36287138,0.064148288,101.5072433,177.1344451
1046,2,29.34427804,0.137440221,33.7966711,213.5057542
1046,3,28.53540021,0.136229945,40.09135037,209.4649612
1047,1,4.933963845,0.062052031,262.8247372,79.51333391
1047,2,2.677056398,0.254908627,374.1979779,10.50202353
1047,3,0.721495162,0.013228486,301.7664136,54.54102292
1049,1,11.45647341,0.062771556,95.31167391,182.5105839
1049,3,12.48664298,0.081081479,136.9923272,154.0011735
1051,1,7.393283829,0.062884745,197.9052626,117.5687978
1051,2,14.24096296,0.100969732,157.054621,141.0419015
1051,3,20.4365452,0.102111037,60.68414937,200.1404141
1052,1,5.798822282,0.058954545,229.1707902,98.36090289
1052,2,2.790076023,0.025231507,211.1968761,110.5790482
1052,3,17.72574916,0.100234199,100.1589187,176.8433267
1053,1,19.04001307,0.15746569,185.8371044,120.9153122
1053,2,22.67314047,0.183991137,174.6443301,123.2295254
1053,3,23.2824204,0.106986106,33.83747535,217.6209713
1055,2,22.53554583,0.127500772,97.8375713,176.7483085
1055,3,16.33153713,0.080591581,58.34329597,202.6456977
1058,1,11.45448294,0.087831789,178.693598,130.4138629
1058,3,2.674797038,0.013665339,78.46883613,195.7358677
1060,1,4.730827716,0.038319538,188.0152633,123.4573275
1060,2,8.429140799,0.0412134,59.34527727,204.5242783
1060,3,6.134357062,0.042736726,155.586343,143.5383013
1063,1,7.06998742,0.047496665,149.133528,148.8522902
1063,2,22.8670531,0.144101378,113.1029734,158.6872613
1063,3,16.23652671,0.088069407,87.98092355,184.360578
1064,1,13.34147729,0.065384529,59.9101792,204.0463915
1064,2,25.14238173,0.129402516,65.48049877,194.2959271
1064,3,14.27296605,0.063823485,26.0765543,223.6318807
1066,1,12.56755625,0.056386895,30.97033393,222.8807985
1066,3,11.74300345,0.050128942,13.3532826,234.2559592
1072,1,29.70483102,0.134395181,20.44207236,221.0260138
1072,2,22.02099715,0.11776053,79.09301428,186.9981159
1072,3,25.55057743,0.149714562,103.4405529,170.6619385
1076,1,21.88923166,0.09360288,5.071159928,233.8521182
1076,3,15.81542265,0.096016265,119.1424517,164.7160783
1078,1,17.90384351,0.102699208,102.6736562,174.33283
1078,2,20.76255398,0.124548047,112.4482227,166.7031672
1078,3,9.505788208,0.063786029,147.9096385,149.0261805
1080,1,21.60952182,0.108681155,60.84877241,198.8341199
1080,3,28.40218058,0.124182044,9.18791436,228.7140682
1081,1,26.5179918,0.131883771,56.70105077,201.0709256
1081,2,25.9625,0.1215,35.3375,213.6831276
1081,3,26.48796592,0.125810829,41.60075491,210.5380445
1083,1,24.87822528,0.121949264,51.53391158,204.0047185
1083,3,33.36752581,0.173611394,63.3916859,192.196635
1084,1,2.646203543,0.019340631,171.3586891,136.8209514
1084,2,0.949971985,0.020874524,315.8023605,45.50867794
1084,3,26.10048363,0.118449959,24.66358727,220.3502962
1087,1,12.21982298,0.069964201,105.2653794,174.6582234
1087,2,34.6757807,0.182974674,68.85053362,189.5113675
1087,3,21.85846034,0.110714525,62.67886751,197.4308281
1088,1,19.66769097,0.092978858,41.92068864,211.5286366
1088,2,5.845150096,0.027666494,104.2306571,211.2718012
1088,3,13.28542461,0.068265428,72.67272563,194.6142424
1089,1,21.71901239,0.101389592,36.12636812,214.2134306
1089,3,38.00528142,0.177245237,25.43286956,214.4220181
1090,1,28.72014908,0.177321995,116.9748876,161.9660834
1090,3,27.60868616,0.140343247,61.42888869,196.7225835
1092,1,15.50436731,0.06780776,18.36820412,228.6518128
1092,2,15.45371744,0.067030192,13.88550414,230.5486076
1092,3,0.544673315,0.029173182,356.3687369,18.6703431
1094,1,35.40542198,0.17490034,47.35152469,202.4319791
1094,2,23.70949907,0.115424225,49.20420205,205.4118107
1094,3,14.34594259,0.080354646,97.86337373,178.5328323
1095,1,13.88803579,0.088350564,134.8307364,157.1923833
1095,2,17.90414926,0.122957711,150.760426,145.612252
1095,3,8.346253437,0.052297934,133.8095814,159.5905009
1097,1,20.70302384,0.124600263,204.3365599,166.1555392
1097,2,31.52634362,0.176978038,88.06156395,178.1370384
1097,3,23.95009372,0.116151676,48.33152898,206.1967115
1098,1,18.14742559,0.129986059,159.4917276,139.6105536
1098,2,13.53195024,0.095069642,157.9971763,142.3372378
1098,3,9.809498155,0.047548834,55.46447656,206.303651
1104,2,22.06507908,0.103290079,37.80542563,213.6224428
1104,3,25.02302338,0.184390401,162.4538263,135.7067575
1108,2,13.17848979,0.073824059,98.69600406,178.5121271
1108,3,12.95800042,0.103044017,185.0526563,125.7520889
1109,1,31.38619082,0.159669932,59.7990239,196.5692004
1109,2,38.72441159,0.211451943,76.04803072,183.1357566
1109,3,22.82678432,0.100591961,17.05983937,226.9245374
1111,1,28.43353587,0.136436655,41.74877917,208.4010035
1111,2,20.13711886,0.114980071,98.68357199,175.1357311
1111,3,17.66824879,0.091226715,71.8273944,193.674065
1115,2,11.66025257,0.06525893,93.78043832,178.6767352
1115,3,7.927760621,0.044135776,99.56022202,179.6220947
1116,1,9.26638263,0.074801015,189.5548034,123.8804404
1116,2,1.741309642,0.054422023,333.9475326,31.9964152
1116,3,16.75650943,0.080438673,48.26314047,208.3140947
1117,2,14.62717659,0.066023266,29.23292026,221.5457888
1117,3,27.07540673,0.115421146,1.383358589,234.5792573
1118,1,7.115799083,0.05387109,175.6511224,132.0893836
1118,2,8.010863067,0.066435455,193.1984422,120.5811418
1118,3,6.288479256,0.041928474,150.115367,149.981113
1120,1,11.44417299,0.082395281,164.7971385,138.8935482
1120,2,16.9847192,0.151800014,205.0472201,111.8887854
1120,3,32.89739692,0.155735496,34.7660407,211.2389128
1122,1,16.46871021,0.123538547,168.1736404,133.3082724
1122,2,14.48937401,0.103438591,160.9420397,140.0770625
1122,3,23.60112941,0.191041599,181.4418063,123.539216
1123,2,26.88158065,0.124176512,29.93044636,216.4787872
1123,3,22.50640826,0.102002697,26.36800797,220.6452279
1124,1,34.4417099,0.158786058,24.97007025,216.906386
1124,2,25.29572731,0.216372064,190.4392018,116.9084716
1124,3,22.54329158,0.133706439,109.6919892,168.6028873
1127,2,11.17946993,0.068657079,122.7032435,162.8305506
1127,3,11.89619165,0.052716831,25.13116088,225.6621147
1134,1,8.231126476,0.054479422,144.0078512,151.0868898
1134,2,11.279143,0.070039783,129.7492694,161.0390906
1134,3,2.579981674,0.04655334,300.8803434,55.41990525
1140,1,22.45884488,0.096042864,5.274218984,233.8418914
1140,2,16.32293277,0.080290413,56.05723502,203.2986516
1140,3,23.68845419,0.124310909,72.49809445,190.5581291
1141,1,32.89937181,0.181725739,82.66865964,181.0385912
1141,2,11.90449437,0.097599739,190.6222923,121.9726045
1141,3,9.951263481,0.053165113,86.7435251,187.1765703
1142,1,10.50999281,0.048868617,42.47671147,215.0663034
1142,2,33.19322966,0.167240668,54.78449015,198.4758257
1142,3,33.27261541,0.154009567,27.22028289,216.0425232
1143,1,23.65257856,0.11454056,48.97091081,206.499589
1143,2,14.72850134,0.077491766,78.6565224,190.0653726
1143,3,28.31862892,0.124031054,12.17637664,228.3188608
1144,1,23.77341595,0.120769129,63.86624202,196.8501072
1144,2,9.914814919,0.045283031,37.55418157,218.9521035
1144,3,17.40664635,0.142577364,186.4320689,122.0856229
1145,1,8.037750986,0.066430939,190.9462356,120.9940889
1145,2,23.5124152,0.137920045,107.2973367,170.4785926
1145,3,21.3701683,0.141018661,136.6059065,151.541421
1146,1,19.31284706,0.137794081,157.5246672,140.1573048
1146,2,11.34221793,0.079399606,155.7592978,142.8498003
1146,3,16.75363064,0.09439597,97.64036737,177.4824778
1149,1,15.77610133,0.077464953,56.94068799,203.6546938
1149,2,22.66193535,0.117214043,69.33689422,193.3380579
1149,3,24.12773355,0.207824953,193.2110661,116.0964222
1150,1,30.59354958,0.148682507,45.25348909,205.7642835
1150,2,24.69619423,0.151585527,118.7256283,162.9192099
1150,3,8.663020781,0.051170868,116.0403818,169.295952
1151,1,9.106516794,0.065586218,162.915512,138.8480239
1151,2,5.846056409,0.043115624,169.9540806,135.5902087
1151,3,11.09300194,0.08902606,187.5175813,124.6039862
1153,2,26.28963775,0.120921652,29.56361421,217.4105076
1153,3,21.60559111,0.119481021,90.44602613,180.8286453
1154,1,10.1360171,0.043181875,11.43462046,234.7285106
1154,2,11.73859321,0.054812005,42.92439236,214.1609908
1154,3,16.23956841,0.073070736,26.53502037,222.2444887
1156,1,17.04737435,0.071797087,3.290169375,237.438244
1156,2,22.06914999,0.10529678,43.43265912,209.5899795
1159,1,13.63962413,0.065443117,49.97685552,208.4195381
1159,2,3.553777187,0.016927316,54.78972717,209.9433376
1159,3,25.63282967,0.122976,43.41416864,208.4376607
1161,1,31.85276897,0.13745513,3.244954506,231.7321223
1161,2,26.32215375,0.119033816,22.15429562,221.1317315
1162,1,27.44405055,0.147397596,81.17990413,186.1906252
1162,2,28.46893606,0.144548503,60.11810028,196.9507493
1162,3,23.7614551,0.127621626,79.5306272,186.186745
1163,1,8.248777128,0.046785526,104.6267174,176.3104501
1163,2,4.495983623,0.104267125,320.33514,43.11985796
1163,3,8.553021735,0.052862225,127.6039807,161.7983672
1165,1,2.928252664,0.022762851,182.8954138,128.6417361
1165,2,5.33673175,0.055150503,232.9779841,96.76669252
1165,3,2.777569719,0.060814518,314.6865137,45.67280648
1167,1,17.86727334,0.084082298,40.73292622,212.4974425
1167,2,19.3818627,0.102839267,79.30502114,188.4675314
1167,3,25.13267899,0.107829289,3.673003716,233.0784071
1171,1,2.939152586,0.023142757,186.879335,127.0009708
1171,2,0.604331098,0.023696914,348.0443083,25.50252319
1171,3,0.080265372,0.026106401,383.7987967,3.074547608
1172,1,12.24183215,0.067339303,94.71953319,181.793272
1172,2,3.267700334,0.022250454,154.2975969,146.8599383
1172,3,32.66721041,0.144730016,11.97756871,225.7113719
1174,1,21.03890603,0.103032086,62.93759194,204.1976137
1174,2,24.27499638,0.107967374,18.80017754,224.8364066
1176,1,16.34825926,0.08980368,89.49279508,182.0444242
1176,2,11.71958446,0.048704276,1.531605584,240.6274248
1176,3,11.72774092,0.066386201,101.4058916,176.6593179
1178,1,10.91400008,0.058380872,86.26819878,186.9447927
1178,2,12.62627448,0.088825727,156.4135278,142.1465933
1178,3,17.15032281,0.087953301,70.25667666,194.9935092
1181,1,31.62679878,0.153053263,42.47436292,206.6391667
1181,2,38.05105956,0.174933632,21.16518051,217.5171182
1181,3,32.20081818,0.140046417,5.386522308,229.9296112
1183,1,23.0060657,0.194289054,187.8818132,118.4115379
1183,2,13.35684108,0.114307892,194.205395,116.8496839
1183,3,11.65179204,0.064463131,94.39888351,180.751259
1184,1,16.61555295,0.080232423,51.51020515,207.0927487
1184,2,13.35336639,0.063345402,46.46264171,210.8024574
1184,3,6.631407079,0.041394716,130.7332396,160.19936
1185,1,10.36589291,0.050765392,60.67604367,204.1921198
1185,2,13.24923799,0.071253019,86.80848053,185.9463384
1185,3,7.799632385,0.039687041,72.49581243,196.528442
1186,2,3.407279277,0.144519154,349.9962156,23.57666221
1186,3,3.069535571,0.069209757,315.6956374,44.35119694
1188,1,13.39995755,0.066366453,60.16824899,201.9085982
1188,2,0.985996403,0.047840683,354.4702723,20.60999857
1188,3,2.176054124,0.013811423,135.8708564,157.5546649
1192,1,5.485354929,0.030043588,96.97947465,182.5798899
1192,2,15.60653375,0.082810708,80.72111062,188.4603347
1192,3,13.88213919,0.099789389,163.4903,139.1143815
1194,1,14.55669902,0.068006253,41.07355582,214.0494216
1194,2,26.89380407,0.160119583,108.851701,167.960743
1194,3,28.78612093,0.126101302,10.45861392,228.2777457
1195,1,17.87660742,0.101697556,99.76289848,175.7820754
1195,2,13.14419584,0.07501091,102.1185726,175.2304551
1195,3,27.87345849,0.145931165,70.24797301,191.004153
1196,1,41.41460631,0.215603476,59.78932222,192.0869142
1196,2,1.77420908,0.013752635,181.2840399,129.0086679
1196,3,35.24204342,0.172604445,44.22364541,204.1780753
1198,1,18.14508224,0.21691407,244.1093564,83.65101537
1198,2,24.6320631,0.123609061,57.51234571,199.273928
1200,1,8.636084238,0.056181692,138.5443494,153.7170562
1200,2,9.121346983,0.042719843,43.56006734,213.5154626
1200,3,9.578622647,0.052122391,90.46099608,183.7717421
1201,1,0.200709512,0.012517515,363.8254582,16.03429365
1201,2,5.245754158,0.050625179,220.8589422,103.6194682
1201,3,1.618685987,0.072443271,349.2751397,22.34418689
1205,2,27.34083104,0.178336422,131.4235974,153.3104158
1205,3,15.89194535,0.096851651,119.5124392,164.0854364
1206,2,28.08922264,0.150332051,76.40459493,186.8478635
1206,3,12.39007485,0.063670287,72.45820757,194.5974408
1207,1,12.88086316,0.10259445,182.6608778,125.5512667
1207,2,34.72061661,0.177036811,57.51156389,196.1208886
1207,3,8.940430865,0.156299917,293.8110677,57.20048361
1208,1,15.99517898,0.073263734,34.33760902,218.3232844
1208,2,24.95189626,0.123784615,55.44022877,201.5751008
1208,3,18.38775282,0.084944098,35.90534724,216.4688702
1211,1,20.5671687,0.12025925,106.7329724,171.02359
1211,2,17.81241802,0.09052569,67.1649356,196.766442
1211,3,16.87706864,0.077015734,33.80698737,219.1379326
1214,1,15.0893729,0.078761932,78.11374523,191.5820574
1214,2,7.302607626,0.053009178,166.5371122,137.7611937
1215,1,24.56928401,0.116769285,40.86810032,210.4087909
1215,2,27.11055051,0.127557698,36.36023647,212.5355888
1215,3,25.19139476,0.116016955,31.72905562,217.1354586
1216,1,10.71631399,0.053115688,61.21797867,201.754215
1216,2,19.56293137,0.086169399,16.4148875,227.0287538
1216,3,4.187754693,0.062133461,276.7022302,67.39934732
1222,1,9.971578228,0.136617002,265.3449119,72.98929169
1222,2,15.43719954,0.111872942,162.1763372,137.9886791
1222,3,21.13960528,0.13411402,126.035486,157.6241268
1224,1,29.37754022,0.145196489,51.80243137,202.3295492
1224,2,30.87629131,0.153916151,54.24034549,200.6046221
1224,3,27.69576164,0.13700031,53.01184321,202.1583865
1227,1,21.63187915,0.103304428,43.36029157,209.399342
1227,2,12.84340804,0.065889158,71.80537691,194.9244512
1227,3,20.69725783,0.137483238,140.1039291,150.5438639
1229,1,18.74205126,0.112335484,113.8328789,166.8399914
1229,2,21.82171028,0.143103485,136.8565554,152.4890204
1229,3,11.62226482,0.048543563,2.908015234,239.4192806
1230,1,20.43413728,0.097686119,46.13198857,209.1815858
1230,2,14.02359483,0.064214812,34.49088301,218.3856702
1230,3,1.776365435,0.083128005,356.6225128,21.36903712
1231,1,20.86435818,0.136424011,136.0788638,152.937581
1231,2,9.322020751,0.076518064,191.4703846,121.8277137
1231,3,23.35999101,0.115803552,56.23860915,201.7208499
1234,1,6.541090478,0.049170009,174.9057228,133.0300838
1234,2,18.64861121,0.084795688,30.1709195,219.9240506
1234,3,14.43840984,0.106223436,167.33949,135.9248991
1237,1,14.2076589,0.068618723,52.07035371,207.0522206
1237,2,11.90480332,0.049555889,1.035554768,240.2298414
1237,3,16.51557101,0.139363193,192.7976447,118.5074095
1238,1,16.98946111,0.08310095,55.34352262,204.443645
1238,2,18.24149186,0.084978128,38.73581405,214.6610223
1238,3,18.21535044,0.107115395,109.7658046,170.053524
1241,1,6.118319462,0.02949483,56.11849542,207.4370156
1241,2,6.330296501,0.030229188,55.31563085,209.4100725
1241,3,1.648769515,0.015024952,211.3444829,109.7354277
1244,1,24.80922582,0.10840866,12.79811449,228.8491151
1244,2,29.01425904,0.225604526,169.8583449,128.6067242
1244,3,17.14055092,0.112272037,136.5373999,152.6698133
