Plot,Repeat,Machine,Date,Plot_Repeat,PAR,Photo,Ci,Cond,Flag_removal,
1002,2,CAP8,Aug-24,1002_2,1099.684204,31.30632318,143.4965145,0.218377098,,
1002,2,CAP8,Aug-24,1002_2,501.2463989,21.15660238,223.9757813,0.217558021,,
1002,2,CAP8,Aug-24,1002_2,299.8396301,13.59224822,277.350063,0.20283078,,
1002,2,CAP8,Aug-24,1002_2,152.2302551,4.356056843,351.0496949,0.18220062,,
1002,2,CAP8,Aug-24,1002_2,51.49062347,-1.451871469,407.6582169,0.159975416,,
1002,2,CAP8,Aug-24,1002_2,51.49062347,-1.451871469,407.6582169,0.159975416,,
1002,3,CAP2,Aug-24,1002_3,1799.652588,42.15023142,103.5496732,0.257987827,,
1002,3,CAP2,Aug-24,1002_3,1098.228149,37.06856651,157.0431748,0.279524456,,
1002,3,CAP2,Aug-24,1002_3,498.3467102,23.88901818,246.6174452,0.290637976,,
1002,3,CAP2,Aug-24,1002_3,299.2048645,14.65359448,295.0397528,0.263452412,,
1002,3,CAP2,Aug-24,1002_3,151.0916748,5.805975672,348.1011447,0.223819118,,
1002,3,CAP2,Aug-24,1002_3,51.30465698,-1.700193805,409.4533976,0.177699921,,
1002,3,CAP2,Aug-24,1002_3,51.30465698,-1.700193805,409.4533976,0.177699921,,
1003,1,CAP5,Aug-18,1003_1,1800.084961,35.2795021,32.68982021,0.167134382,,
1003,1,CAP5,Aug-18,1003_1,1098.639282,32.22561675,71.23175758,0.17110497,,
1003,1,CAP5,Aug-18,1003_1,501.4952698,23.19464457,153.2991385,0.164689445,,
1003,1,CAP5,Aug-18,1003_1,301.2128601,14.96114153,213.2480054,0.14066934,,
1003,1,CAP5,Aug-18,1003_1,151.1257324,6.263156356,292.3581304,0.104465023,,
1003,1,CAP5,Aug-18,1003_1,50.75693893,0.17496426,387.856621,0.076806107,,
1003,1,CAP5,Aug-18,1003_1,50.75693893,0.17496426,387.856621,0.076806107,,
1003,2,CAP7,Aug-18,1003_2,1798.807373,26.07825729,-53.47576496,0.096639342,,
1003,2,CAP7,Aug-18,1003_2,1099.700317,24.40266039,-24.85267368,0.096375961,,
1003,2,CAP7,Aug-18,1003_2,500.9238892,16.77066531,62.18985804,0.083181381,,
1003,2,CAP7,Aug-18,1003_2,301.1040344,12.26925661,96.7242634,0.067378531,,
1003,2,CAP7,Aug-18,1003_2,144.5357056,3.983480107,302.7885427,0.071954789,,
1003,2,CAP7,Aug-18,1003_2,49.04590988,0.138929547,390.1792492,0.05384307,,
1003,2,CAP7,Aug-18,1003_2,45.39630127,5.359855648,197.8165903,0.044014429,x,
1003,2,CAP7,Aug-18,1003_2,45.39630127,5.359855648,197.8165903,0.044014429,x,
1003,3,CAP6,Aug-18,1003_3,1799.147705,23.84130279,126.7535984,0.152913688,,
1003,3,CAP6,Aug-18,1003_3,1101.58313,22.69284101,154.8509015,0.162403635,,
1003,3,CAP6,Aug-18,1003_3,499.6733093,17.6394673,199.5946577,0.154668994,,
1003,3,CAP6,Aug-18,1003_3,298.378418,12.58778167,238.889059,0.136970025,,
1003,3,CAP6,Aug-18,1003_3,148.7145996,6.703323621,296.1386804,0.115837285,,
1003,3,CAP6,Aug-18,1003_3,47.92057419,1.211846534,373.0067702,0.100529172,,
1003,3,CAP6,Aug-18,1003_3,47.92057419,1.211846534,373.0067702,0.100529172,,
1004,1,CAP3,Sep-16,1004_1,1800.474609,23.03852829,120.563051,0.14366019,,
1004,1,CAP3,Sep-16,1004_1,1099.64624,21.64035942,142.716713,0.146309573,,
1004,1,CAP3,Sep-16,1004_1,498.459198,16.15973735,196.7116801,0.139050409,,
1004,1,CAP3,Sep-16,1004_1,298.9056091,11.84939968,231.3275326,0.122870763,,
1004,1,CAP3,Sep-16,1004_1,150.6658783,5.116473649,312.9475093,0.106347757,,
1004,1,CAP3,Sep-16,1004_1,48.6732254,-1.182873246,414.8843521,0.085504464,,
1004,1,CAP3,Sep-16,1004_1,48.6732254,-1.182873246,414.8843521,0.085504464,,
1004,2,CAP7,Sep-16,1004_2,1800.466797,23.64115229,66.84243789,0.121143557,,
1004,2,CAP7,Sep-16,1004_2,1100.641113,20.04937256,125.5065783,0.125367595,,
1004,2,CAP7,Sep-16,1004_2,500.4447021,16.81729966,175.360362,0.12850151,,
1004,2,CAP7,Sep-16,1004_2,298.4958801,11.72043924,226.6867386,0.116383978,,
1004,2,CAP7,Sep-16,1004_2,151.3852692,5.842854595,301.4360233,0.10468467,,
1004,2,CAP7,Sep-16,1004_2,48.75928879,0.461282088,385.0601787,0.081251519,,
1004,2,CAP7,Sep-16,1004_2,48.75928879,0.461282088,385.0601787,0.081251519,,
1004,3,CAP7,Sep-16,1004_3,1799.735718,17.9556297,39.56236472,0.083843444,,
1004,3,CAP7,Sep-16,1004_3,1100.258911,18.21566627,70.00035672,0.093143662,,
1004,3,CAP7,Sep-16,1004_3,500.0980225,14.68663496,139.2960346,0.095420153,,
1004,3,CAP7,Sep-16,1004_3,298.114624,12.25749486,184.9265215,0.096829063,,
1004,3,CAP7,Sep-16,1004_3,151.1343079,4.747008598,310.7405449,0.09434209,,
1004,3,CAP7,Sep-16,1004_3,48.36069107,0.113127043,392.3038834,0.085944048,,
1004,3,CAP7,Sep-16,1004_3,48.36069107,0.113127043,392.3038834,0.085944048,,
1005,1,CAP8,Sep-22,1005_1,1801.023071,2.054044044,274.4808689,0.029373589,,
1005,1,CAP8,Sep-22,1005_1,1102.103271,1.793406151,304.0484289,0.034064119,,
1005,1,CAP8,Sep-22,1005_1,502.415802,1.222649326,337.6911161,0.03733766,,
1005,1,CAP8,Sep-22,1005_1,299.3903503,1.435197555,333.1786608,0.039701727,,
1005,1,CAP8,Sep-22,1005_1,149.8768616,0.603490382,367.7898713,0.040558936,,
1005,1,CAP8,Sep-22,1005_1,48.27732849,0.053916297,389.8348411,0.040866271,,
1005,1,CAP8,Sep-22,1005_1,48.27732849,0.053916297,389.8348411,0.040866271,,
1005,2,CAP9,Sep-22,1005_2,1799.827271,26.95911848,56.79753905,0.134760481,,
1005,2,CAP9,Sep-22,1005_2,1098.5177,24.77090064,78.22788535,0.131770378,,
1005,2,CAP9,Sep-22,1005_2,500.3835449,17.78763049,144.053248,0.118774499,,
1005,2,CAP9,Sep-22,1005_2,301.9769897,12.65937272,192.9185226,0.104513779,,
1005,2,CAP9,Sep-22,1005_2,151.3410645,6.156644597,280.530723,0.089631931,,
1005,2,CAP9,Sep-22,1005_2,49.44126511,-0.20744921,398.1973188,0.07789608,,
1005,2,CAP9,Sep-22,1005_2,49.44126511,-0.20744921,398.1973188,0.07789608,,
1005,3,CAP9,Sep-22,1005_3,1800.78479,12.77588214,107.9901866,0.073846441,,
1005,3,CAP9,Sep-22,1005_3,1100.078735,12.34192916,124.2286952,0.075446079,,
1005,3,CAP9,Sep-22,1005_3,499.1581726,11.32176595,148.7913695,0.075858146,,
1005,3,CAP9,Sep-22,1005_3,298.7010803,9.746499975,168.2753033,0.070739266,,
1005,3,CAP9,Sep-22,1005_3,150.291687,6.364060436,237.0945329,0.066430278,,
1005,3,CAP9,Sep-22,1005_3,50.69921494,1.168313861,359.7265141,0.056535413,,
1005,3,CAP9,Sep-22,1005_3,50.69921494,1.168313861,359.7265141,0.056535413,,
1006,1,CAP7,Sep-15,1006_1,1798.881348,33.63937477,-49.90600586,0.126767289,,
1006,1,CAP7,Sep-15,1006_1,1098.101318,30.01170246,-11.62874388,0.123341043,,
1006,1,CAP7,Sep-15,1006_1,501.0187988,20.03244213,101.0085508,0.113198397,,
1006,1,CAP7,Sep-15,1006_1,299.4476929,13.48091973,173.1192812,0.100145294,,
1006,1,CAP7,Sep-15,1006_1,149.074234,5.991418528,269.9453696,0.077785947,,
1006,1,CAP7,Sep-15,1006_1,50.68606186,0.000411373,396.4442436,0.05779078,,
1006,1,CAP7,Sep-15,1006_1,50.68606186,0.000411373,396.4442436,0.05779078,,
1006,3,CAP3,Sep-15,1006_3,1798.413818,34.29676424,9.328065602,0.150527229,,
1006,3,CAP3,Sep-15,1006_3,1100.230225,31.43138505,42.47123855,0.150560827,,
1006,3,CAP3,Sep-15,1006_3,502.0538635,22.57132149,108.4872914,0.131628528,,
1006,3,CAP3,Sep-15,1006_3,298.8693848,14.94212219,160.1755664,0.105066223,,
1006,3,CAP3,Sep-15,1006_3,151.4445038,6.623801172,253.8658502,0.076215851,,
1006,3,CAP3,Sep-15,1006_3,49.10580063,0.688586099,375.0733486,0.050911789,,
1006,3,CAP3,Sep-15,1006_3,49.10580063,0.688586099,375.0733486,0.050911789,,
1007,2,CAP2,Aug-17,1007_2,1800.565552,35.66806535,73.00993645,0.192449777,,
1007,2,CAP2,Aug-17,1007_2,1101.147949,35.47319471,100.6634603,0.209411024,,
1007,2,CAP2,Aug-17,1007_2,499.533783,27.43912454,182.3073518,0.225086933,,
1007,2,CAP2,Aug-17,1007_2,298.5103455,16.54998663,263.7014843,0.220400492,,
1007,2,CAP2,Aug-17,1007_2,148.7373657,5.975755874,344.3245085,0.20799408,,
1007,2,CAP2,Aug-17,1007_2,51.98391342,0.638452292,389.5955595,0.193406366,,
1007,2,CAP2,Aug-17,1007_2,51.98391342,0.638452292,389.5955595,0.193406366,,
1007,3,CAP3,Aug-17,1007_3,1799.682007,15.24189043,83.16634667,0.081476627,,
1007,3,CAP3,Aug-17,1007_3,1099.840576,15.69203057,90.32725972,0.085422348,,
1007,3,CAP3,Aug-17,1007_3,498.362915,14.42219797,123.1834397,0.087658964,,
1007,3,CAP3,Aug-17,1007_3,299.7154236,8.3778152,233.4190811,0.08647536,,
1007,3,CAP3,Aug-17,1007_3,148.1827698,4.199575912,300.1731321,0.073450107,,
1007,3,CAP3,Aug-17,1007_3,50.85261917,0.960100035,370.4637478,0.065728731,,
1007,3,CAP3,Aug-17,1007_3,50.85261917,0.960100035,370.4637478,0.065728731,,
1008,1,CAP3,Sep-08,1008_1,1800.231445,31.63800961,153.39754,0.232197494,,
1008,1,CAP3,Sep-08,1008_1,1098.239868,28.28480715,190.0258036,0.24437825,,
1008,1,CAP3,Sep-08,1008_1,501.978363,20.81322891,247.8440761,0.250938169,,
1008,1,CAP3,Sep-08,1008_1,299.3652649,14.65393414,283.6822141,0.232366863,,
1008,1,CAP3,Sep-08,1008_1,151.9761658,6.961986632,337.3438461,0.213930193,,
1008,1,CAP3,Sep-08,1008_1,50.93908691,0.123581528,392.6740527,0.189505047,,
1008,1,CAP3,Sep-08,1008_1,50.93908691,0.123581528,392.6740527,0.189505047,,
1008,2,CAP6,Sep-08,1008_2,1799.970093,31.10502686,128.8654677,0.203581723,,
1008,2,CAP6,Sep-08,1008_2,1099.146851,28.24636905,166.3286536,0.21564163,,
1008,2,CAP6,Sep-08,1008_2,499.102356,20.42007754,234.4750452,0.222378405,,
1008,2,CAP6,Sep-08,1008_2,299.671936,14.93915741,273.0832567,0.212894434,,
1008,2,CAP6,Sep-08,1008_2,148.7988434,6.593516041,336.6856259,0.19694153,,
1008,2,CAP6,Sep-08,1008_2,51.20642853,0.129241859,392.8917198,0.168081743,,
1008,2,CAP6,Sep-08,1008_2,51.20642853,0.129241859,392.8917198,0.168081743,,
1008,3,CAP8,Sep-08,1008_3,1801.964478,25.87301609,66.66841924,0.133245806,,
1008,3,CAP8,Sep-08,1008_3,1098.494629,22.83908599,118.3183901,0.139887077,,
1008,3,CAP8,Sep-08,1008_3,500.2194519,17.76409932,178.7258685,0.13874214,,
1008,3,CAP8,Sep-08,1008_3,297.9868469,13.3478702,220.0785404,0.128022154,,
1008,3,CAP8,Sep-08,1008_3,148.9963226,6.702962972,295.4637671,0.112417679,,
1008,3,CAP8,Sep-08,1008_3,47.93540192,0.961458725,377.0868445,0.08967393,,
1008,3,CAP8,Sep-08,1008_3,47.93540192,0.961458725,377.0868445,0.08967393,,
1009,1,CAP6,Aug-17,1009_1,1800.703003,20.99193483,81.1124374,0.112416835,,
1009,1,CAP6,Aug-17,1009_1,1100.828003,19.56553887,112.5771208,0.116281058,,
1009,1,CAP6,Aug-17,1009_1,502.0620422,15.74021026,157.6192528,0.110796869,,
1009,1,CAP6,Aug-17,1009_1,298.4819946,11.91981388,186.6814586,0.094847937,,
1009,1,CAP6,Aug-17,1009_1,152.2377167,5.879186616,275.5706507,0.08164792,,
1009,1,CAP6,Aug-17,1009_1,49.96815109,0.314618777,386.419448,0.067297561,,
1009,1,CAP6,Aug-17,1009_1,49.96815109,0.314618777,386.419448,0.067297561,,
1009,2,CAP5,Aug-17,1009_2,1801.087646,20.93906287,12.44618157,0.09085005,,
1009,2,CAP5,Aug-17,1009_2,1101.254028,20.17887654,28.67929886,0.091240965,,
1009,2,CAP5,Aug-17,1009_2,501.4891052,16.47691071,83.41259217,0.087370804,,
1009,2,CAP5,Aug-17,1009_2,301.3237915,13.19887791,123.1410246,0.079902463,,
1009,2,CAP5,Aug-17,1009_2,150.0996857,7.790134052,207.6996237,0.068157248,,
1009,2,CAP5,Aug-17,1009_2,48.84745026,2.839780794,312.4940286,0.056399443,,
1009,2,CAP5,Aug-17,1009_2,48.84745026,2.839780794,312.4940286,0.056399443,,
1009,3,CAP2,Aug-17,1009_3,1802.189453,30.51172187,67.2406215,0.159518381,,
1009,3,CAP2,Aug-17,1009_3,1099.431396,28.87365315,105.8751955,0.171013888,,
1009,3,CAP2,Aug-17,1009_3,499.1604004,22.44734067,183.6818222,0.1823814,,
1009,3,CAP2,Aug-17,1009_3,298.2377319,15.74937708,239.8609286,0.173797761,,
1009,3,CAP2,Aug-17,1009_3,149.1376343,8.243566171,305.6217398,0.157203503,,
1009,3,CAP2,Aug-17,1009_3,49.05031586,0.63901197,386.9566482,0.14414087,,
1009,3,CAP2,Aug-17,1009_3,49.05031586,0.63901197,386.9566482,0.14414087,,
1010,1,CAP3,Aug-17,1010_1,1800.972656,16.47670098,44.56990278,0.077824462,,
1010,1,CAP3,Aug-17,1010_1,1098.52417,15.82752413,75.48413512,0.081893428,,
1010,1,CAP3,Aug-17,1010_1,499.7699585,12.44489594,137.8922774,0.079880108,,
1010,1,CAP3,Aug-17,1010_1,300.5212708,8.796912752,189.2317405,0.070289136,,
1010,1,CAP3,Aug-17,1010_1,148.7058716,4.672878411,255.6031981,0.054581678,,
1010,1,CAP3,Aug-17,1010_1,51.15376282,0.444527779,378.1170717,0.044583937,,
1010,1,CAP3,Aug-17,1010_1,51.15376282,0.444527779,378.1170717,0.044583937,,
1010,2,CAP3,Aug-17,1010_2,1799.892334,19.49098336,45.06594277,0.092837445,,
1010,2,CAP3,Aug-17,1010_2,1101.878052,18.12543547,81.32171681,0.096117308,,
1010,2,CAP3,Aug-17,1010_2,499.1856995,12.18338148,183.9441985,0.095933576,,
1010,2,CAP3,Aug-17,1010_2,300.1467896,8.61881946,201.455518,0.073342059,,
1010,2,CAP3,Aug-17,1010_2,148.4373779,3.418971438,296.5907067,0.057124767,,
1010,2,CAP3,Aug-17,1010_2,51.06246948,-0.617600583,418.7733329,0.039777885,,
1010,2,CAP3,Aug-17,1010_2,51.06246948,-0.617600583,418.7733329,0.039777885,,
1010,3,CAP2,Aug-17,1010_3,1798.388062,36.33141398,40.80211518,0.176328752,,
1010,3,CAP2,Aug-17,1010_3,1098.663086,33.89267189,88.81937103,0.19119672,,
1010,3,CAP2,Aug-17,1010_3,500.7780151,23.89254047,187.0830175,0.198170587,,
1010,3,CAP2,Aug-17,1010_3,299.2628174,15.49836016,241.5693462,0.172668329,,
1010,3,CAP2,Aug-17,1010_3,149.7698669,6.525075405,303.8432035,0.120153815,,
1010,3,CAP2,Aug-17,1010_3,49.03688049,-1.237583899,418.9244632,0.081781005,,
1010,3,CAP2,Aug-17,1010_3,49.03688049,-1.237583899,418.9244632,0.081781005,,
1011,1,CAP4,Aug-23,1011_1,1796.419189,25.5648413,-13.19330952,0.104660554,,
1011,1,CAP4,Aug-23,1011_1,1101.308228,23.49453776,48.9967267,0.113805543,,
1011,1,CAP4,Aug-23,1011_1,501.9803467,18.65942285,135.5589179,0.12077414,,
1011,1,CAP4,Aug-23,1011_1,300.2541504,12.53766841,205.041329,0.110762596,,
1011,1,CAP4,Aug-23,1011_1,150.0717621,6.352185843,280.53162,0.0928313,,
1011,1,CAP4,Aug-23,1011_1,48.62852859,2.24826088,343.3798443,0.072620639,,
1011,1,CAP4,Aug-23,1011_1,48.62852859,2.24826088,343.3798443,0.072620639,,
1011,2,CAP6,Aug-23,1011_2,1798.34314,31.38753289,43.71361066,0.152351302,,
1011,2,CAP6,Aug-23,1011_2,1098.760132,28.81723578,83.69485317,0.158078144,,
1011,2,CAP6,Aug-23,1011_2,500.8466187,21.51139664,156.3654437,0.153438911,,
1011,2,CAP6,Aug-23,1011_2,299.2270813,15.21679374,199.0717358,0.131176958,,
1011,2,CAP6,Aug-23,1011_2,149.4428101,7.766852201,272.7317929,0.106292428,,
1011,2,CAP6,Aug-23,1011_2,48.20050049,1.412688124,364.7319313,0.080675192,,
1011,2,CAP6,Aug-23,1011_2,48.20050049,1.412688124,364.7319313,0.080675192,,
1011,3,CAP8,Aug-23,1011_3,1799.606445,22.64418042,26.94403971,0.103370853,,
1011,3,CAP8,Aug-23,1011_3,1098.123779,22.67075805,40.4713518,0.107104228,,
1011,3,CAP8,Aug-23,1011_3,500.4692078,18.52799931,111.7038475,0.109593592,,
1011,3,CAP8,Aug-23,1011_3,299.1663208,13.30458445,168.6535348,0.098288437,,
1011,3,CAP8,Aug-23,1011_3,151.8334198,7.022352209,245.9951145,0.078732215,,
1011,3,CAP8,Aug-23,1011_3,51.00626373,1.115471,362.3348915,0.061129467,,
1011,3,CAP8,Aug-23,1011_3,51.00626373,1.115471,362.3348915,0.061129467,,
1012,1,CAP2,Aug-17,1012_1,1798.496948,44.60525559,186.3883758,0.400651754,,
1012,1,CAP2,Aug-17,1012_1,1100.135742,36.64530581,238.6715443,0.445527775,,
1012,1,CAP2,Aug-17,1012_1,499.499054,23.45889913,303.9913297,0.495782093,,
1012,1,CAP2,Aug-17,1012_1,298.6423645,13.73192026,342.0144113,0.504543839,,
1012,1,CAP2,Aug-17,1012_1,149.3595886,6.034365318,372.9015903,0.519973776,,
1012,1,CAP2,Aug-17,1012_1,49.00259781,-1.466359822,400.8040424,0.508639019,,
1012,1,CAP2,Aug-17,1012_1,49.00259781,-1.466359822,400.8040424,0.508639019,,
1012,2,CAP5,Aug-17,1012_2,1798.560303,34.58273564,138.9134628,0.238187572,,
1012,2,CAP5,Aug-17,1012_2,1098.9375,29.79502283,181.1099655,0.245714378,,
1012,2,CAP5,Aug-17,1012_2,500.2619934,20.59992126,249.3672957,0.249711611,,
1012,2,CAP5,Aug-17,1012_2,300.3069763,14.89853802,287.7118793,0.243461038,,
1012,2,CAP5,Aug-17,1012_2,149.1895905,7.348066569,340.7909983,0.237628738,,
1012,2,CAP5,Aug-17,1012_2,48.52996063,0.717728094,389.5199053,0.228910907,,
1012,2,CAP5,Aug-17,1012_2,48.52996063,0.717728094,389.5199053,0.228910907,,
1012,3,CAP4,Aug-17,1012_3,1801.870728,19.78644738,52.89273846,0.097066787,,
1012,3,CAP4,Aug-17,1012_3,1101.797363,18.3169899,93.71190158,0.101907323,,
1012,3,CAP4,Aug-17,1012_3,499.665741,13.97241356,149.0549341,0.094968627,,
1012,3,CAP4,Aug-17,1012_3,297.1661377,10.98711811,174.5650319,0.08301023,,
1012,3,CAP4,Aug-17,1012_3,147.0265961,5.95160215,250.2350945,0.068538803,,
1012,3,CAP4,Aug-17,1012_3,50.62400436,1.436094048,345.9913518,0.050481046,,
1012,3,CAP4,Aug-17,1012_3,50.62400436,1.436094048,345.9913518,0.050481046,,
1013,1,CAP3,Aug-17,1013_1,1800.139404,21.77786345,77.51142635,0.115757143,,
1013,1,CAP3,Aug-17,1013_1,1100.074707,20.12820486,116.9270401,0.121891776,,
1013,1,CAP3,Aug-17,1013_1,498.5557861,14.77611591,196.7406628,0.125546223,,
1013,1,CAP3,Aug-17,1013_1,299.6638489,9.805979222,259.905265,0.122705628,,
1013,1,CAP3,Aug-17,1013_1,148.2705688,5.265080437,321.0202562,0.120499697,,
1013,1,CAP3,Aug-17,1013_1,50.838974,0.729722179,383.6378188,0.114823605,,
1013,1,CAP3,Aug-17,1013_1,50.838974,0.729722179,383.6378188,0.114823605,,
1013,3,CAP6,Aug-17,1013_3,1799.115967,28.05969168,60.8284961,0.14300346,,
1013,3,CAP6,Aug-17,1013_3,1098.898071,25.38867504,104.6798412,0.149208233,,
1013,3,CAP6,Aug-17,1013_3,498.3994141,20.03739021,150.7043561,0.138741264,,
1013,3,CAP6,Aug-17,1013_3,300.3994141,13.9263815,205.0571042,0.123625934,,
1013,3,CAP6,Aug-17,1013_3,150.3682861,6.445165,276.9745094,0.091063907,,
1013,3,CAP6,Aug-17,1013_3,48.19561005,-0.529121552,406.2981097,0.062934773,,
1013,3,CAP6,Aug-17,1013_3,48.19561005,-0.529121552,406.2981097,0.062934773,,
1014,1,CAP3,Aug-26,1014_1,1799.55957,19.57596274,6.212612966,0.083448003,,
1014,1,CAP3,Aug-26,1014_1,1100.107666,18.63350003,45.70763736,0.088412992,,
1014,1,CAP3,Aug-26,1014_1,500.6620789,15.83409381,99.61992651,0.088641601,,
1014,1,CAP3,Aug-26,1014_1,301.2577515,10.32652265,200.599261,0.087967366,,
1014,1,CAP3,Aug-26,1014_1,149.0757599,4.892531344,298.5049284,0.08429935,,
1014,1,CAP3,Aug-26,1014_1,51.32144547,1.401853216,366.7809058,0.083728237,,
1014,1,CAP3,Aug-26,1014_1,51.32144547,1.401853216,366.7809058,0.083728237,,
1014,2,CAP8,Aug-26,1014_2,1799.862305,16.82277029,154.6187986,0.119122756,,
1014,2,CAP8,Aug-26,1014_2,1097.408447,16.56923681,171.6160753,0.125973908,,
1014,2,CAP8,Aug-26,1014_2,497.0579529,15.87607177,192.8277847,0.132623504,,
1014,2,CAP8,Aug-26,1014_2,300.7216492,12.49463207,230.967377,0.128483181,,
1014,2,CAP8,Aug-26,1014_2,147.6231995,7.162445521,291.3054598,0.116317189,,
1014,2,CAP8,Aug-26,1014_2,51.6011734,2.101513937,358.6395784,0.098731711,,
1014,2,CAP8,Aug-26,1014_2,51.6011734,2.101513937,358.6395784,0.098731711,,
1014,3,CAP7,Aug-26,1014_3,1799.413696,22.616675,24.89638156,0.102355901,,
1014,3,CAP7,Aug-26,1014_3,1101.842285,20.99113353,62.65862927,0.105797162,,
1014,3,CAP7,Aug-26,1014_3,498.831543,18.94996178,104.2709676,0.109156606,,
1014,3,CAP7,Aug-26,1014_3,298.3527527,14.77415016,159.3673376,0.105139598,,
1014,3,CAP7,Aug-26,1014_3,148.5131226,7.126435887,262.9227955,0.090661751,,
1014,3,CAP7,Aug-26,1014_3,48.57185364,3.103008509,330.9166128,0.083015646,,
1014,3,CAP7,Aug-26,1014_3,48.57185364,3.103008509,330.9166128,0.083015646,,
