Plot,Repeat,Machine,Date,Plot_Repeat,PAR,Photo,Ci,Cond,Flag_removal,
1137,1,CAP8,Sep-09,1137_1,499.1482239,16.40232797,224.813291,0.165558604,,
1137,1,CAP8,Sep-09,1137_1,300.575592,12.17693295,262.0580875,0.1567895,,
1137,1,CAP8,Sep-09,1137_1,150.7264709,5.856755558,326.587969,0.147206329,,
1137,1,CAP8,Sep-09,1137_1,48.7908287,0.289393728,390.0436273,0.131297986,,
1137,1,CAP8,Sep-09,1137_1,48.7908287,0.289393728,390.0436273,0.131297986,,
1137,2,CAP6,Sep-09,1137_2,1800.19458,25.06438571,90.21292226,0.139950016,,
1137,2,CAP6,Sep-09,1137_2,1100.372437,23.04341909,116.9568923,0.14073778,,
1137,2,CAP6,Sep-09,1137_2,500.3820801,17.53957214,174.1441023,0.134329279,,
1137,2,CAP6,Sep-09,1137_2,302.2449036,12.67313782,213.5619452,0.117533545,,
1137,2,CAP6,Sep-09,1137_2,150.4201813,6.340235674,285.0245072,0.096912744,,
1137,2,CAP6,Sep-09,1137_2,52.02721405,0.662666971,379.0724469,0.079202769,,
1137,2,CAP6,Sep-09,1137_2,52.02721405,0.662666971,379.0724469,0.079202769,,
1138,1,CAP8,Sep-14,1138_1,1798.883667,29.24275008,89.04100163,0.164590946,,
1138,1,CAP8,Sep-14,1138_1,1101.582642,27.40596773,121.1258001,0.172074377,,
1138,1,CAP8,Sep-14,1138_1,502.0977478,20.81436919,197.0106909,0.18135346,,
1138,1,CAP8,Sep-14,1138_1,300.4762573,14.81985479,255.3864565,0.183523236,,
1138,1,CAP8,Sep-14,1138_1,150.0272675,6.649916466,330.9520533,0.181253304,,
1138,1,CAP8,Sep-14,1138_1,51.19952393,-0.695753705,400.0284905,0.184423643,,
1138,1,CAP8,Sep-14,1138_1,51.19952393,-0.695753705,400.0284905,0.184423643,,
1138,2,CAP8,Sep-14,1138_2,1798.175903,33.4629886,79.83204407,0.183835354,,
1138,2,CAP8,Sep-14,1138_2,1098.5802,29.57390538,122.0365755,0.187482812,,
1138,2,CAP8,Sep-14,1138_2,498.1345215,20.94765484,204.7787029,0.190857851,,
1138,2,CAP8,Sep-14,1138_2,301.3340759,14.0293414,261.4855699,0.182035216,,
1138,2,CAP8,Sep-14,1138_2,147.6673889,5.753518843,336.0092634,0.171240001,,
1138,2,CAP8,Sep-14,1138_2,51.35155106,-0.71396239,400.8879183,0.153899967,,
1138,2,CAP8,Sep-14,1138_2,51.35155106,-0.71396239,400.8879183,0.153899967,,
1138,3,CAP7,Sep-14,1138_3,1797.956543,27.94924648,19.54241834,0.125288669,,
1138,3,CAP7,Sep-14,1138_3,1099.219849,25.38598397,71.16181715,0.131818331,,
1138,3,CAP7,Sep-14,1138_3,499.5326233,18.29892947,175.7703155,0.140704567,,
1138,3,CAP7,Sep-14,1138_3,298.8443909,11.08209046,261.3295315,0.139308472,,
1138,3,CAP7,Sep-14,1138_3,148.72052,4.642542727,339.4496239,0.139553394,,
1138,3,CAP7,Sep-14,1138_3,50.52440262,-1.420994735,413.8089537,0.128234044,,
1138,3,CAP7,Sep-14,1138_3,50.52440262,-1.420994735,413.8089537,0.128234044,,
1139,1,CAP6,Aug-25,1139_1,1800.870483,21.07381116,138.5165634,0.139974025,,
1139,1,CAP6,Aug-25,1139_1,1099.3479,15.9995477,179.2731792,0.125302838,,
1139,1,CAP6,Aug-25,1139_1,501.6717529,13.96889037,204.4193813,0.123491357,,
1139,1,CAP6,Aug-25,1139_1,298.8123169,11.03654696,234.0489836,0.115024249,,
1139,1,CAP6,Aug-25,1139_1,148.4410095,5.637914055,305.648663,0.106744369,,
1139,1,CAP6,Aug-25,1139_1,47.99481201,1.519284917,367.1935005,0.09586897,,
1139,1,CAP6,Aug-25,1139_1,47.99481201,1.519284917,367.1935005,0.09586897,,
1139,2,CAP5,Aug-25,1139_2,1799.897217,30.48163918,105.692918,0.181857727,,
1139,2,CAP5,Aug-25,1139_2,1100.800415,26.89122271,139.5712927,0.1815559,,
1139,2,CAP5,Aug-25,1139_2,500.2646179,19.48044153,202.2456512,0.173490472,,
1139,2,CAP5,Aug-25,1139_2,299.8731689,13.658521,238.6698416,0.14860012,,
1139,2,CAP5,Aug-25,1139_2,148.5140533,6.825856678,302.1699919,0.125035811,,
1139,2,CAP5,Aug-25,1139_2,51.35641861,0.844186924,379.0559655,0.100285837,,
1139,2,CAP5,Aug-25,1139_2,51.35641861,0.844186924,379.0559655,0.100285837,,
1139,3,CAP6,Aug-25,1139_3,1801.017944,15.39154278,44.95842305,0.072586615,,
1139,3,CAP6,Aug-25,1139_3,1098.247314,14.83037117,37.19719655,0.068029028,,
1139,3,CAP6,Aug-25,1139_3,500.2121582,10.86620033,87.00492815,0.057623414,,
1139,3,CAP6,Aug-25,1139_3,300.1773987,6.315662713,188.2297064,0.049796141,,
1139,3,CAP6,Aug-25,1139_3,149.4806213,0.012800071,393.1079737,0.044149222,,
1139,3,CAP6,Aug-25,1139_3,50.81079865,-5.165606434,602.7575527,0.039899209,,
1139,3,CAP6,Aug-25,1139_3,50.81079865,-5.165606434,602.7575527,0.039899209,,
1140,1,CAP8,Aug-23,1140_1,1800.072144,18.12948279,-2.72604245,0.075413368,,
1140,1,CAP8,Aug-23,1140_1,1102.381836,17.27600888,35.35816787,0.07947882,,
1140,1,CAP8,Aug-23,1140_1,497.1393738,14.2457508,107.9874159,0.08212066,,
1140,1,CAP8,Aug-23,1140_1,300.5209656,10.27334961,178.4592396,0.078526495,,
1140,1,CAP8,Aug-23,1140_1,147.7727509,4.715162625,279.5208269,0.067780219,,
1140,1,CAP8,Aug-23,1140_1,51.59760284,-0.678415323,414.1048054,0.052141838,,
1140,1,CAP8,Aug-23,1140_1,51.59760284,-0.678415323,414.1048054,0.052141838,,
1140,2,CAP2,Aug-23,1140_2,1799.106812,35.81866211,38.79273822,0.172640469,,
1140,2,CAP2,Aug-23,1140_2,1099.803101,33.40047105,88.57343116,0.187788468,,
1140,2,CAP2,Aug-23,1140_2,501.6586914,25.09196253,175.2885586,0.196967794,,
1140,2,CAP2,Aug-23,1140_2,301.4169617,16.24356828,251.9752795,0.195742965,,
1140,2,CAP2,Aug-23,1140_2,148.779541,6.759332386,331.1195278,0.181818109,,
1140,2,CAP2,Aug-23,1140_2,48.758358,-0.225504107,397.3518782,0.160896959,,
1140,2,CAP2,Aug-23,1140_2,48.758358,-0.225504107,397.3518782,0.160896959,,
1140,3,CAP3,Aug-23,1140_3,1801.266968,20.63541681,42.04203624,0.097471356,,
1140,3,CAP3,Aug-23,1140_3,1100.904541,19.53028324,73.54018543,0.101121737,,
1140,3,CAP3,Aug-23,1140_3,498.8782654,14.92760114,153.2282521,0.102647631,,
1140,3,CAP3,Aug-23,1140_3,300.1464233,10.07558563,222.1417499,0.096652845,,
1140,3,CAP3,Aug-23,1140_3,148.3807831,4.259200379,320.9259089,0.095301172,,
1140,3,CAP3,Aug-23,1140_3,50.90811157,-0.455854387,404.1416594,0.081272263,,
1140,3,CAP3,Aug-23,1140_3,50.90811157,-0.455854387,404.1416594,0.081272263,,
1141,2,CAP6,Aug-17,1141_2,1801.506104,31.89878377,38.83187445,0.152519539,,
1141,2,CAP6,Aug-17,1141_2,1098.576294,29.94893056,63.29492452,0.153350055,,
1141,2,CAP6,Aug-17,1141_2,498.5812988,21.15331469,162.8237626,0.155033836,,
1141,2,CAP6,Aug-17,1141_2,300.3978271,14.16108916,242.2874256,0.158175076,,
1141,2,CAP6,Aug-17,1141_2,150.5534668,7.092179681,311.025252,0.14387482,,
1141,2,CAP6,Aug-17,1141_2,49.77132034,-0.356192031,398.4277886,0.126030328,,
1141,2,CAP6,Aug-17,1141_2,49.77132034,-0.356192031,398.4277886,0.126030328,,
1141,3,CAP3,Aug-17,1141_3,1799.677124,17.71546675,24.46790936,0.079328754,,
1141,3,CAP3,Aug-17,1141_3,1101.409668,16.2886517,56.13820682,0.079657518,,
1141,3,CAP3,Aug-17,1141_3,498.8615723,12.27425074,122.4176284,0.074366313,,
1141,3,CAP3,Aug-17,1141_3,299.906189,9.066663329,124.2033072,0.054685614,,
1141,3,CAP3,Aug-17,1141_3,148.4284973,5.378683242,150.9502045,0.035786422,,
1141,3,CAP3,Aug-17,1141_3,51.10513306,0.91301355,326.0037242,0.021979235,,
1141,3,CAP3,Aug-17,1141_3,51.10513306,0.91301355,326.0037242,0.021979235,,
1142,1,CAP5,Aug-22,1142_1,1800.072388,27.19383842,33.9227789,0.126857503,,
1142,1,CAP5,Aug-22,1142_1,1098.119141,26.73728147,34.53544975,0.124477517,,
1142,1,CAP5,Aug-22,1142_1,501.9762573,19.60704212,117.6719352,0.118448322,,
1142,1,CAP5,Aug-22,1142_1,298.8666077,12.78965881,156.7383462,0.088944258,,
1142,1,CAP5,Aug-22,1142_1,148.2157898,5.886801615,231.3491548,0.058918662,,
1142,1,CAP5,Aug-22,1142_1,51.12552261,0.157452302,386.6646673,0.034990652,,
1142,1,CAP5,Aug-22,1142_1,51.12552261,0.157452302,386.6646673,0.034990652,,
1142,2,CAP3,Aug-22,1142_2,1798.548462,20.47181367,112.48548,0.122342766,,
1142,2,CAP3,Aug-22,1142_2,1101.400391,18.96583007,135.5324079,0.123019158,,
1142,2,CAP3,Aug-22,1142_2,499.124176,14.24474481,194.557305,0.119070996,,
1142,2,CAP3,Aug-22,1142_2,300.1983948,9.276233108,254.0073115,0.110105064,,
1142,2,CAP3,Aug-22,1142_2,148.371048,3.088316433,344.3189788,0.101814247,,
1142,2,CAP3,Aug-22,1142_2,50.96805191,-0.338185597,402.1357121,0.073664294,,
1142,2,CAP3,Aug-22,1142_2,50.96805191,-0.338185597,402.1357121,0.073664294,,
1142,3,CAP8,Aug-22,1142_3,1800.944702,22.25150315,22.21306053,0.100020369,,
1142,3,CAP8,Aug-22,1142_3,1101.949829,20.75640471,40.57234976,0.097703533,,
1142,3,CAP8,Aug-22,1142_3,499.6075745,16.20941811,99.91187207,0.091354758,,
1142,3,CAP8,Aug-22,1142_3,298.8192444,10.77846875,149.7430834,0.072564632,,
1142,3,CAP8,Aug-22,1142_3,151.7732544,5.017579713,242.7774498,0.054388071,,
1142,3,CAP8,Aug-22,1142_3,51.34526062,-0.751041051,423.7711296,0.038677656,,
1142,3,CAP8,Aug-22,1142_3,51.34526062,-0.751041051,423.7711296,0.038677656,,
1143,1,CAP3,Sep-13,1143_1,1801.970215,24.94708673,93.79176658,0.141145961,,
1143,1,CAP3,Sep-13,1143_1,1099.831787,22.54340216,132.6946579,0.146146323,,
1143,1,CAP3,Sep-13,1143_1,500.384491,16.39425027,206.7608002,0.148027116,,
1143,1,CAP3,Sep-13,1143_1,301.0032043,12.0490554,244.4811077,0.135488864,,
1143,1,CAP3,Sep-13,1143_1,148.9512329,5.634154861,316.3258512,0.120995971,,
1143,1,CAP3,Sep-13,1143_1,51.22116089,-0.267559584,397.8830826,0.106941217,,
1143,1,CAP3,Sep-13,1143_1,51.22116089,-0.267559584,397.8830826,0.106941217,,
1143,2,CAP2,Sep-13,1143_2,1799.696899,27.46807059,93.88087065,0.156239102,,
1143,2,CAP2,Sep-13,1143_2,1101.943237,25.43111003,135.5566433,0.167937915,,
1143,2,CAP2,Sep-13,1143_2,498.7095947,17.6578363,217.1956332,0.170073485,,
1143,2,CAP2,Sep-13,1143_2,301.0574951,12.33985516,261.6496692,0.157815234,,
1143,2,CAP2,Sep-13,1143_2,150.9442444,5.43417685,330.6689861,0.144198223,,
1143,2,CAP2,Sep-13,1143_2,49.9366951,0.012945899,394.2972928,0.133420137,,
1143,2,CAP2,Sep-13,1143_2,49.9366951,0.012945899,394.2972928,0.133420137,,
1143,3,CAP6,Sep-13,1143_3,1798.717896,32.11189478,55.91907607,0.161961215,,
1143,3,CAP6,Sep-13,1143_3,1102.028564,27.28841465,113.9174619,0.166297766,,
1143,3,CAP6,Sep-13,1143_3,498.0535889,17.90393738,201.8750154,0.158033672,,
1143,3,CAP6,Sep-13,1143_3,298.6797485,12.76740211,233.9865348,0.133740401,,
1143,3,CAP6,Sep-13,1143_3,152.2328644,5.483156558,312.1015368,0.111489785,,
1143,3,CAP6,Sep-13,1143_3,50.11665726,-0.131773527,396.1793476,0.097538957,,
1143,3,CAP6,Sep-13,1143_3,50.11665726,-0.131773527,396.1793476,0.097538957,,
1144,1,CAP4,Aug-17,1144_1,1800.442749,40.31895427,80.28504576,0.224069407,,
1144,1,CAP4,Aug-17,1144_1,1101.179688,34.40649331,147.0696626,0.244291505,,
1144,1,CAP4,Aug-17,1144_1,500.2178345,23.62066,236.2127263,0.262239213,,
1144,1,CAP4,Aug-17,1144_1,297.3204651,14.49639447,294.4683016,0.253377161,,
1144,1,CAP4,Aug-17,1144_1,147.3000031,5.902956183,350.5216673,0.23024095,,
1144,1,CAP4,Aug-17,1144_1,50.67752457,-0.206293743,397.0082796,0.206453571,,
1144,1,CAP4,Aug-17,1144_1,50.67752457,-0.206293743,397.0082796,0.206453571,,
1144,2,CAP6,Aug-17,1144_2,1801.403809,36.30359342,-6590.965813,0.00641199,,
1144,2,CAP6,Aug-17,1144_2,1100.309448,32.57058122,-4399.372998,0.009391677,,
1144,2,CAP6,Aug-17,1144_2,499.6900024,23.47264668,-4191.986982,0.007014996,,
1144,2,CAP6,Aug-17,1144_2,301.4198608,15.39228567,-2547.447217,0.007476438,,
1144,2,CAP6,Aug-17,1144_2,151.3035889,7.00508161,-1089.792268,0.007063666,,
1144,2,CAP6,Aug-17,1144_2,49.74764633,-0.471077783,413.2757201,0.006023574,,
1144,2,CAP6,Aug-17,1144_2,49.74764633,-0.471077783,413.2757201,0.006023574,,
1144,3,CAP5,Aug-17,1144_3,1799.744751,33.92059611,6.003438026,0.148021618,,
1144,3,CAP5,Aug-17,1144_3,1098.11731,32.18477931,38.80320049,0.153330114,,
1144,3,CAP5,Aug-17,1144_3,499.643219,25.08205533,122.210324,0.155962245,,
1144,3,CAP5,Aug-17,1144_3,299.8555603,16.88584278,205.2140123,0.150956326,,
1144,3,CAP5,Aug-17,1144_3,149.0945587,8.267321797,299.6209649,0.147431658,,
1144,3,CAP5,Aug-17,1144_3,48.24944687,1.2359028,379.9420659,0.145970586,,
1144,3,CAP5,Aug-17,1144_3,48.24944687,1.2359028,379.9420659,0.145970586,,
1145,1,CAP5,Aug-17,1145_1,1798.786011,20.98715161,39.77897539,0.262204874,,
1145,1,CAP5,Aug-17,1145_1,1099.194458,18.85331627,46.04236184,0.274266031,,
1145,1,CAP5,Aug-17,1145_1,500.3085632,14.25638219,66.06232577,0.283332497,,
1145,1,CAP5,Aug-17,1145_1,300.1930542,10.35982542,77.64713571,0.275311781,,
1145,1,CAP5,Aug-17,1145_1,149.1038055,3.507286235,111.0770292,0.273916811,,
1145,1,CAP5,Aug-17,1145_1,48.33632278,-2.756077756,142.7132443,0.271837608,,
1145,1,CAP5,Aug-17,1145_1,48.33632278,-2.756077756,142.7132443,0.271837608,,
1145,2,CAP2,Aug-17,1145_2,1800.208862,44.91768484,92.46262794,0.263911951,,
1145,2,CAP2,Aug-17,1145_2,1099.186035,39.70794114,147.2416425,0.286929047,,
1145,2,CAP2,Aug-17,1145_2,501.0889893,26.93349276,237.61664,0.30613565,,
1145,2,CAP2,Aug-17,1145_2,299.374054,16.79147764,292.1566417,0.28999345,,
1145,2,CAP2,Aug-17,1145_2,149.6353149,6.287582892,353.3145646,0.266817488,,
1145,2,CAP2,Aug-17,1145_2,48.83329773,-1.299798717,404.5027917,0.23877973,,
1145,2,CAP2,Aug-17,1145_2,48.83329773,-1.299798717,404.5027917,0.23877973,,
1145,3,CAP6,Aug-17,1145_3,1799.677124,38.00344793,63.51231287,0.198705131,,
1145,3,CAP6,Aug-17,1145_3,1100.040161,33.42214745,113.5514474,0.206321026,,
1145,3,CAP6,Aug-17,1145_3,499.176178,22.29069628,211.9128313,0.211575791,,
1145,3,CAP6,Aug-17,1145_3,301.0361633,14.70725817,263.9308286,0.193711516,,
1145,3,CAP6,Aug-17,1145_3,151.0673218,5.521697296,340.4751729,0.176139133,,
1145,3,CAP6,Aug-17,1145_3,49.88231659,-0.343026768,398.2461359,0.154464908,,
1145,3,CAP6,Aug-17,1145_3,49.88231659,-0.343026768,398.2461359,0.154464908,,
1146,1,CAP7,Aug-18,1146_1,1801.549561,33.30683145,-73.45037344,0.119036448,,
1146,1,CAP7,Aug-18,1146_1,1098.597168,30.91353272,4.254455281,0.132924047,,
1146,1,CAP7,Aug-18,1146_1,499.0707092,21.58346972,133.9555465,0.139197097,,
1146,1,CAP7,Aug-18,1146_1,298.6828308,13.96756397,221.2675793,0.134590542,,
1146,1,CAP7,Aug-18,1146_1,148.311554,2.998954077,360.0580402,0.147003038,,
1146,1,CAP7,Aug-18,1146_1,48.34991074,-1.964981933,421.8853076,0.122713196,,
1146,1,CAP7,Aug-18,1146_1,48.34991074,-1.964981933,421.8853076,0.122713196,,
1146,2,CAP3,Aug-18,1146_2,1799.156372,24.9157345,28.67622371,0.114116138,,
1146,2,CAP3,Aug-18,1146_2,1099.000854,21.65500431,85.32642501,0.117511647,,
1146,2,CAP3,Aug-18,1146_2,500.0635376,14.35840272,181.4146156,0.112578163,,
1146,2,CAP3,Aug-18,1146_2,298.1578369,9.13886507,248.6182869,0.104094272,,
1146,2,CAP3,Aug-18,1146_2,151.0675964,3.51073774,328.3384395,0.087725855,,
1146,2,CAP3,Aug-18,1146_2,50.3434906,-0.530896417,407.4022677,0.067326142,,
1146,2,CAP3,Aug-18,1146_2,50.3434906,-0.530896417,407.4022677,0.067326142,,
1146,3,CAP8,Aug-18,1146_3,1798.965942,38.85339631,62.49209473,0.203806458,,
1146,3,CAP8,Aug-18,1146_3,1100.503296,34.70482468,105.3797058,0.209015271,,
1146,3,CAP8,Aug-18,1146_3,499.0762939,22.57486833,205.2784081,0.20756756,,
1146,3,CAP8,Aug-18,1146_3,298.4233398,13.72916239,273.3582347,0.197274825,,
1146,3,CAP8,Aug-18,1146_3,148.4508667,5.753742967,339.3968221,0.185312644,,
1146,3,CAP8,Aug-18,1146_3,50.96190262,-1.61096027,409.4505789,0.160945593,,
1146,3,CAP8,Aug-18,1146_3,50.96190262,-1.61096027,409.4505789,0.160945593,,
1147,1,CAP7,Aug-25,1147_1,1799.606445,44.6082422,45.02793207,0.222820921,,
1147,1,CAP7,Aug-25,1147_1,1099.991211,39.15029048,89.24526389,0.223304113,,
1147,1,CAP7,Aug-25,1147_1,500.8426514,23.59430923,191.65039,0.200959703,,
1147,1,CAP7,Aug-25,1147_1,300.4263916,15.74529627,235.967292,0.169382068,,
1147,1,CAP7,Aug-25,1147_1,149.7203217,6.300945418,313.6118313,0.131470028,,
1147,1,CAP7,Aug-25,1147_1,48.64955521,0.020256153,393.5831601,0.102160742,,
1147,1,CAP7,Aug-25,1147_1,48.64955521,0.020256153,393.5831601,0.102160742,,
1147,2,CAP6,Aug-25,1147_2,1798.001709,34.12302231,97.37618379,0.199350292,,
1147,2,CAP6,Aug-25,1147_2,1100.778564,28.93602953,131.6205565,0.190092737,,
1147,2,CAP6,Aug-25,1147_2,501.4004822,19.86226987,188.5648539,0.164890065,,
1147,2,CAP6,Aug-25,1147_2,299.0177307,13.73457762,221.967779,0.134654279,,
1147,2,CAP6,Aug-25,1147_2,149.7706451,6.217242905,292.927845,0.103293131,,
1147,2,CAP6,Aug-25,1147_2,51.4382019,1.979618328,349.3048036,0.074609376,,
1147,2,CAP6,Aug-25,1147_2,51.4382019,1.979618328,349.3048036,0.074609376,,
1147,3,CAP4,Aug-25,1147_3,1800.171509,34.47975533,1.31714764,0.148969373,,
1147,3,CAP4,Aug-25,1147_3,1100.010498,29.89132862,68.29160727,0.156077767,,
1147,3,CAP4,Aug-25,1147_3,498.2307739,19.18488437,171.7202848,0.146363535,,
1147,3,CAP4,Aug-25,1147_3,302.082489,13.6669236,211.8761844,0.12604874,,
1147,3,CAP4,Aug-25,1147_3,151.5271454,7.02135707,276.8860939,0.100339697,,
1147,3,CAP4,Aug-25,1147_3,49.31645584,1.276646057,363.7771149,0.071696166,,
1147,3,CAP4,Aug-25,1147_3,49.31645584,1.276646057,363.7771149,0.071696166,,
1148,1,CAP4,Aug-23,1148_1,1802.778564,40.16982337,65.89315607,0.212519898,x,
1148,1,CAP8,Sep-08,1148_1,1799.71106,25.92605078,50.10309766,0.126975871,,
1148,1,CAP4,Aug-23,1148_1,1102.208008,34.91014922,136.980808,0.23695838,x,
1148,1,CAP8,Sep-08,1148_1,1101.051636,23.44479879,92.22795311,0.130796143,,
1148,1,CAP8,Sep-08,1148_1,501.6003113,17.47360293,154.5235985,0.121968499,,
1148,1,CAP4,Aug-23,1148_1,499.6570129,23.26248941,238.1010326,0.261599466,x,
1148,1,CAP8,Sep-08,1148_1,298.6929626,12.43791032,193.2285826,0.102569728,,
1148,1,CAP4,Aug-23,1148_1,297.0751343,16.25658271,287.319976,0.261168428,x,
1148,1,CAP4,Aug-23,1148_1,152.4668121,5.305154901,358.1702007,0.252317032,x,
1148,1,CAP8,Sep-08,1148_1,149.502243,5.769652642,279.2518197,0.082479656,,
1148,1,CAP4,Aug-23,1148_1,49.77013779,-0.950209122,402.9550395,0.236315075,x,
1148,1,CAP4,Aug-23,1148_1,49.77013779,-0.950209122,402.9550395,0.236315075,x,
1148,1,CAP8,Sep-08,1148_1,48.1900444,-0.719356298,412.500126,0.063214924,,
1148,1,CAP8,Sep-08,1148_1,48.1900444,-0.719356298,412.500126,0.063214924,,
1148,2,CAP3,Aug-23,1148_2,1799.621582,23.7803115,87.81346147,0.131012077,,
1148,2,CAP3,Aug-23,1148_2,1099.036743,21.078473,126.719554,0.13285827,,
1148,2,CAP3,Aug-23,1148_2,501.0966187,14.76890661,205.3191079,0.131365025,,
1148,2,CAP3,Aug-23,1148_2,299.3383484,9.530909416,258.0856616,0.116742009,,
1148,2,CAP3,Aug-23,1148_2,151.8787079,3.92954074,327.604614,0.097747743,,
1148,2,CAP3,Aug-23,1148_2,50.70038986,-0.257666216,399.8787458,0.073111372,,
1148,2,CAP3,Aug-23,1148_2,50.70038986,-0.257666216,399.8787458,0.073111372,,
1148,3,CAP6,Aug-23,1148_3,1799.330566,37.62704565,38.77694694,0.181656425,,
1148,3,CAP6,Aug-23,1148_3,1101.013062,32.18831154,106.4024762,0.19219753,,
1148,3,CAP6,Aug-23,1148_3,500.8453064,18.19352288,237.8816225,0.200487403,,
1148,3,CAP6,Aug-23,1148_3,298.486969,10.56178502,293.3746601,0.178562309,,
1148,3,CAP6,Aug-23,1148_3,148.8094025,3.670927016,356.5536843,0.162369076,,
1148,3,CAP6,Aug-23,1148_3,51.88711548,-0.980732139,406.9986107,0.139098004,,
1148,3,CAP6,Aug-23,1148_3,51.88711548,-0.980732139,406.9986107,0.139098004,,
1149,1,CAP5,Aug-19,1149_1,1800.251953,35.11261743,87.05183635,0.198335333,,
1149,1,CAP5,Aug-19,1149_1,1098.597656,30.83361319,120.522275,0.194664604,,
1149,1,CAP5,Aug-19,1149_1,501.7398071,20.70929581,195.5165958,0.178881582,,
1149,1,CAP5,Aug-19,1149_1,301.160675,13.97649712,239.7859442,0.154142503,,
1149,1,CAP5,Aug-19,1149_1,149.7633667,6.707461523,308.0474746,0.132661373,,
1149,2,CAP8,Aug-19,1149_2,1801.959717,35.4100925,43.01149638,0.172896252,,
1149,2,CAP8,Aug-19,1149_2,1100.581421,32.63915603,77.06652374,0.176056458,,
1149,2,CAP8,Aug-19,1149_2,498.494751,22.20877564,168.4838599,0.167771476,,
1149,2,CAP8,Aug-19,1149_2,301.9440613,14.57672523,217.8690915,0.139687112,,
1149,2,CAP8,Aug-19,1149_2,148.1998901,6.72620381,290.0979888,0.108029957,,
1149,2,CAP8,Aug-19,1149_2,51.99328232,0.59337137,381.6384886,0.08456978,,
1149,2,CAP8,Aug-19,1149_2,51.99328232,0.59337137,381.6384886,0.08456978,,
1149,3,CAP2,Aug-19,1149_3,1801.595337,41.94105106,59.99318176,0.220172855,,
1149,3,CAP2,Aug-19,1149_3,1098.925903,37.45379708,100.0280638,0.223108091,,
1149,3,CAP2,Aug-19,1149_3,498.2467346,24.45839516,162.4121143,0.182217861,,
1149,3,CAP2,Aug-19,1149_3,299.013855,15.09821767,193.6478771,0.127612502,,
1149,3,CAP2,Aug-19,1149_3,150.8210297,5.805283459,279.7137685,0.086038807,,
1149,3,CAP2,Aug-19,1149_3,51.30506516,-1.340171559,432.2908134,0.051504945,,
1149,3,CAP2,Aug-19,1149_3,51.30506516,-1.340171559,432.2908134,0.051504945,,
1150,1,CAP7,Sep-13,1150_1,1801.077759,31.04139426,87.12528735,0.173184621,,
1150,1,CAP7,Sep-13,1150_1,1101.359863,27.3304408,153.2436304,0.195606121,,
1150,1,CAP7,Sep-13,1150_1,500.2269592,21.02821693,189.8888228,0.175506847,,
1150,1,CAP7,Sep-13,1150_1,300.8691406,13.7150837,256.6340054,0.169319691,,
1150,1,CAP7,Sep-13,1150_1,150.0871887,7.026201648,308.3669437,0.13542075,,
1150,1,CAP7,Sep-13,1150_1,46.00073624,1.25688473,377.3869295,0.118785891,,
1150,1,CAP7,Sep-13,1150_1,46.00073624,1.25688473,377.3869295,0.118785891,,
1150,2,CAP8,Sep-13,1150_2,1800.583984,25.99339767,63.75818513,0.133179847,,
1150,2,CAP8,Sep-13,1150_2,1100.206909,23.49830132,95.98826477,0.133046898,,
1150,2,CAP8,Sep-13,1150_2,498.6552124,18.15477536,160.2820007,0.130779853,,
1150,2,CAP8,Sep-13,1150_2,301.5268555,13.50239949,206.0508518,0.120211366,,
1150,2,CAP8,Sep-13,1150_2,148.2127991,6.204982552,299.6011709,0.109801884,,
1150,2,CAP8,Sep-13,1150_2,51.57664871,0.555635766,384.1609178,0.095762783,,
1150,2,CAP8,Sep-13,1150_2,51.57664871,0.555635766,384.1609178,0.095762783,,
1150,3,CAP7,Sep-13,1150_3,1801.603271,36.43813369,100.5265778,0.215986038,,
1150,3,CAP7,Sep-13,1150_3,1098.350586,30.41311239,155.4305515,0.221928094,,
1150,3,CAP7,Sep-13,1150_3,501.4445801,20.92228048,228.1636602,0.219536335,,
1150,3,CAP7,Sep-13,1150_3,300.4115601,14.21016789,266.4271613,0.191638715,,
1150,3,CAP7,Sep-13,1150_3,149.7388153,7.904921183,309.6322394,0.157866545,,
1150,3,CAP7,Sep-13,1150_3,48.29372406,1.62499435,374.2766686,0.135326018,,
1150,3,CAP7,Sep-13,1150_3,48.29372406,1.62499435,374.2766686,0.135326018,,
1151,1,CAP6,Aug-19,1151_1,1799.008667,20.20535751,76.33292019,0.106324659,,
1151,1,CAP6,Aug-19,1151_1,1101.598999,17.58899801,128.03804,0.110711244,,
1151,1,CAP6,Aug-19,1151_1,499.3740845,14.07784886,183.8034502,0.11193057,,
1151,1,CAP6,Aug-19,1151_1,300.1835938,9.580002804,240.1253454,0.103819304,,
1151,1,CAP6,Aug-19,1151_1,149.632309,4.461229231,314.6423345,0.093617848,,
1151,1,CAP6,Aug-19,1151_1,51.30908966,-0.083926765,395.1355079,0.076460349,,
1151,1,CAP6,Aug-19,1151_1,51.30908966,-0.083926765,395.1355079,0.076460349,,
1151,2,CAP6,Aug-19,1151_2,1799.452271,39.6305186,61.53661779,0.206651532,,
1151,2,CAP6,Aug-19,1151_2,1100.354248,36.34083497,93.73942988,0.209409165,,
1151,2,CAP6,Aug-19,1151_2,498.9047241,26.00742612,170.5632701,0.200389221,,
1151,2,CAP6,Aug-19,1151_2,300.1754456,16.17706722,239.0046792,0.178395875,,
1151,2,CAP6,Aug-19,1151_2,150.1994629,6.68732668,319.4775543,0.151852584,,
1151,2,CAP6,Aug-19,1151_2,48.01008606,-0.406409353,399.5259261,0.116716453,,
