Plot,Repeat,Vpmax,Vmax,SL,A,gsw,Vpmax/Vmax,iWUE
1217,3,78.71337779,43.85515213,0.35298205,25.23891115,0.135993761,0.55714992,185.5887429
1228,1,63.82761169,43.0874461,0.395164698,24.0205565,0.142923999,0.675059664,168.0652421
1228,2,81.26729266,41.30878516,0.673783867,12.65029529,0.060279101,0.508307633,209.8620431
1228,3,74.63721581,34.54739679,0.308479336,23.31747237,0.127900131,0.462870921,182.309996
1231,1,70.60724191,36.65948143,0.317580143,23.43571403,0.133202017,0.519202853,175.9411348
1231,2,32.82687484,27.73895688,0.250677351,18.32650121,0.131279826,0.845007544,139.5987622
1231,3,58.23126345,34.87013443,0.158042056,27.80266644,0.203384958,0.598821533,136.6997182
1237,1,48.30461206,29.72351348,0.168545435,22.65205367,0.150170933,0.615334897,150.8417989
1237,2,69.53596532,39.31591205,0.202145991,29.99446886,0.200546649,0.565403987,149.5635505
1237,3,62.97173484,37.20580153,0.218494823,27.52992115,0.184990039,0.590833358,148.8183975
1240,1,128.9157432,37.7390392,0.165999781,31.08152148,0.173662312,0.292741897,178.9767804
1240,2,63.83896777,41.82396028,0.210512055,31.49963289,0.221618754,0.655147815,142.134329
1240,3,36.01623521,31.30100801,0.161010709,22.30635739,0.237964586,0.869080509,93.73813879
1244,1,50.9461694,28.73656677,0.198532676,21.41210172,0.134159025,0.564057457,159.6023951
1244,2,63.45060206,33.81402499,0.093403195,29.08538484,0.215357161,0.532918899,135.056502
1244,3,43.90299607,30.51814111,0.157423102,23.65693462,0.19801561,0.695126616,119.470049
1249,1,49.1836964,33.63936453,0.247087679,23.0816197,0.143149732,0.683953566,161.2410961
1249,2,113.2972321,54.94920513,0.12102032,47.06610315,0.353818723,0.48500042,133.0232124
1250,1,52.00504377,36.17197616,0.563622803,14.47609055,0.075194799,0.695547461,192.5145189
1250,2,68.05899385,41.61303365,0.474785445,20.6462723,0.112674246,0.611425931,183.2386107
1250,3,37.14198987,41.05681349,0.690871928,10.00649457,0.051533526,1.105401559,194.1744597
1252,2,82.57379417,41.82723351,0.229848215,31.63720714,0.187801448,0.506543679,168.460933
1252,3,53.8961125,35.7860041,0.321743767,24.14775171,0.147859066,0.663981175,163.3160033
1260,1,120.9729665,43.10118132,0.220395397,32.97668338,0.187809505,0.356287711,175.5858064
1260,2,73.66736097,39.14496665,0.172698919,31.11133003,0.209714447,0.53137463,148.3509147
1260,3,74.13835656,37.51378744,0.166066297,30.08964971,0.190997277,0.505997019,157.539679
1272,1,31.40736294,28.51261326,0.329957919,16.530552,0.106291176,0.907832132,155.5213953
1272,2,24.42517588,23.94702597,0.448902475,10.68232335,0.062997435,0.980423891,169.5675919
1294,1,34.03071582,34.94204633,0.201453539,23.4530647,0.199549877,1.026779645,117.5298379
1294,2,61.94886741,39.82469269,0.328491113,24.98865027,0.14635327,0.642863935,170.7420017
1294,3,84.19439795,52.28696942,0.228269382,38.66864158,0.273156577,0.621026704,141.5621839
1307,1,35.37930543,27.81356208,0.276702877,18.65804262,0.134374727,0.786153423,138.8508318
1307,2,99.87054421,45.55579126,0.407120517,24.38106531,0.122389441,0.456148423,199.2088951
2007,1,44.49880383,27.11642832,0.170204835,20.8011352,0.139848849,0.60937432,148.7401244
2007,2,20.35291668,24.35836422,0.275953378,13.21314215,0.101268559,1.196799683,130.4762532
2007,3,117.7762769,38.83051252,0.276383284,27.52607402,0.146054503,0.329697232,188.4643983
2015,1,41.01421506,27.66397542,0.22609823,18.93931842,0.118004067,0.674497254,160.4971668
2015,2,36.45501111,25.2482165,0.127351564,19.95279653,0.161576463,0.692585621,123.4882616
2015,3,22.51161675,13.67883811,0.088975845,11.73092081,0.07400602,0.607634639,158.5130616
2016,1,58.22799168,32.61812223,0.304683087,20.92554753,0.114611136,0.560179414,182.5786591
2016,2,69.97429671,39.12302435,0.206231574,29.73740065,0.194574572,0.559105646,152.8329234
2016,3,44.61480584,28.13335268,0.144829188,22.18204647,0.15145804,0.630583327,146.4567115
2033,1,47.44164121,42.53209325,0.275626501,26.49643835,0.183034139,0.896513952,144.7622749
2033,2,107.5616394,41.97845137,0.281623991,29.43218933,0.161429424,0.390273443,182.3223338
2033,3,60.69192135,38.89650109,0.256979135,26.31390238,0.169047941,0.640884326,155.6594078
2042,1,152.1843845,55.93410693,0.270222881,39.89765076,0.233980019,0.367541697,170.5173413
2042,2,72.16198461,46.85119833,0.284699282,32.56256767,0.209811874,0.649250413,155.1988791
2048,3,70.92684245,47.37157139,0.229733799,33.54593857,0.232393382,0.66789342,144.3498015
2051,1,30.52396849,23.66669567,0.235853101,15.8296194,0.121186433,0.775347926,130.6220425
2051,2,31.03046136,23.71704001,0.095707381,18.30985824,0.170694349,0.764314772,107.2669268
2052,1,56.52139846,32.67891985,0.238336246,23.01250636,0.142320303,0.57816899,161.6951754
2052,2,67.27466752,39.57342765,0.159269065,31.25243462,0.226622893,0.588236689,137.9050201
2052,3,77.00761825,24.80495443,0.25201956,18.09927147,0.092153214,0.322110396,196.4041262
2054,1,18.36325725,14.83605386,0.371726975,7.987467037,0.048272545,0.807920602,165.4660436
2054,2,11.98747447,9.64102192,0.3026658,5.582004354,0.038185615,0.804257973,146.1808158
2057,1,62.43787864,39.33509891,0.183999128,29.54899455,0.206860488,0.629987754,142.8450394
2057,2,60.18342779,33.99897364,0.18140042,25.97896696,0.178847265,0.564922519,145.2578375
2057,3,59.41483313,38.2203842,0.149108617,30.69718069,0.250274427,0.643280174,122.6540844
2059,1,25.58414316,25.04130423,0.138389519,17.31107035,0.198091499,0.978782212,87.38926424
2059,2,30.26789327,23.44640805,0.084259286,18.77065871,0.199980237,0.774629666,93.86256858
2059,3,39.5467991,25.5968748,0.122407606,20.6555578,0.154907744,0.647255287,133.3410278
2062,1,142.9100289,43.62128321,0.232930561,33.18371977,0.181801126,0.305235983,182.5275811
2062,2,60.39040806,41.79519725,0.295625151,28.18905825,0.190809766,0.692083372,147.7338338
2062,3,57.37470511,37.27649786,0.244305652,25.56492682,0.159067312,0.649702648,160.7176641
2063,1,76.30556236,48.47747628,0.193878773,37.4283319,0.311292074,0.635307241,120.2354156
2063,2,167.226902,48.70002788,0.112722012,42.51541206,0.276655828,0.291221253,153.6761845
2063,3,96.18200002,56.08615374,0.190386722,40.67668531,0.295597091,0.58312526,137.608544
2065,1,86.85133181,54.67644174,0.388695984,32.17340943,0.197580272,0.629540625,162.8371553
2065,2,85.26288278,50.59812785,0.186227549,38.97469209,0.269883275,0.593436748,144.4131434
2065,3,70.80887798,42.19395223,0.14682263,33.46559042,0.228336229,0.595885056,146.5627709
2067,1,44.67916272,32.67591096,0.360177158,19.82287481,0.124660335,0.731345642,159.0150934
2067,2,62.34429976,37.07204378,0.289842706,24.92792783,0.152645034,0.594634055,163.3065104
2067,3,49.75069538,36.62317797,0.253206231,24.73848221,0.172429388,0.736133991,143.4702199
2069,1,63.06830297,34.93853538,0.194456515,26.75376566,0.169732062,0.553979317,157.6235235
2069,2,54.49302594,38.27332256,0.220818634,27.13441341,0.200262009,0.702352675,135.4945631
2069,3,39.88485105,27.38199281,0.313361341,16.79768746,0.106368002,0.686526139,157.9204944
2075,1,82.73366542,38.18754294,0.229786662,29.01280781,0.176227702,0.461571994,164.6325037
2075,2,70.20024452,33.90496295,0.264553131,24.58086583,0.14418154,0.482974998,170.485527
2075,3,25.80814833,25.81652572,0.359896336,13.22739894,0.087492308,1.000324602,151.1835639
2083,1,54.07636998,28.63089562,0.122533479,23.59704396,0.145736298,0.529452987,161.916038
2083,2,88.74843839,41.20805604,0.119649296,33.56779312,0.226830635,0.464324294,147.9861533
2083,3,44.41889765,21.05689942,0.080039044,18.26174834,0.132884176,0.474052724,137.426057
2087,2,111.5591411,35.69034196,0.24899961,26.66725394,0.143382904,0.319923061,185.986287
2087,3,59.83546357,29.55108891,0.408650015,17.34724118,0.089190687,0.493872482,194.4961045
2090,1,65.27361764,40.307262,0.337074994,25.82835151,0.155090386,0.617512304,166.537412
2090,2,82.22907174,43.07424992,0.186393663,33.33654823,0.211091424,0.523832375,157.9246925
2090,3,68.79000897,32.37358085,0.174140097,26.02787601,0.151824898,0.470614575,171.4335155
2095,1,57.92279327,34.85744987,0.148782618,27.32741711,0.190061766,0.60179159,143.7817699
2095,2,54.76559199,34.75030684,0.237532892,24.81881084,0.167137424,0.634528097,148.4934388
2095,3,75.45592953,37.27485684,0.17859108,29.91185878,0.193023341,0.493995065,154.9649831
2098,1,50.31057209,31.76230066,0.198516941,23.59864561,0.16695694,0.631324577,141.3457003
2098,2,78.23947369,41.84342726,0.156542409,34.35581607,0.244755562,0.534812228,140.3678666
2098,3,37.12869926,25.70056814,0.163644418,19.43449547,0.144996774,0.692202222,134.0339853
2107,1,79.47992954,45.33020692,0.238504891,33.15294706,0.21976862,0.570335268,150.853871
2107,2,71.80530215,43.09974571,0.091368227,37.89655392,0.33726966,0.600230685,112.362772
2107,3,56.96826595,36.53449271,0.173464639,27.4517274,0.171902629,0.641313056,159.6934704
2108,1,108.1443477,37.71715058,0.256638966,27.5698961,0.150231892,0.348766731,183.515602
2108,2,54.54590055,36.72901074,0.305627133,24.77718697,0.161753634,0.673359691,153.1785491
2108,3,70.40551947,37.26388266,0.191287791,29.51164146,0.192180409,0.529275019,153.5621743
2113,1,36.75306471,32.25414452,0.142836181,23.39327059,0.173742114,0.877590611,134.6436397
2113,2,161.8926891,29.4871544,0.186771184,23.81330885,0.123268608,0.182140124,193.1822646
2113,3,73.87645812,44.56953608,0.280702834,31.19514916,0.195685983,0.603298225,159.4143264
2118,1,49.91300495,33.50003215,0.153721182,25.81899608,0.171083246,0.67116841,150.914813
2118,2,37.66178567,27.34211851,0.241124793,18.43794493,0.118588043,0.725991028,155.4789544
2118,3,48.30777125,34.8334551,0.273195788,22.52138234,0.142726682,0.721073529,157.7937778
2122,1,11.98574137,16.21272361,0.336049792,6.962642123,0.070812141,1.352667567,98.3255417
2122,2,8.220360565,9.231395969,0.356406681,4.54889505,0.044274524,1.122991613,102.7429465
2123,1,17.56065907,16.57414364,0.286074571,9.651370026,0.069903068,0.943822414,138.0679032
2123,2,30.76759159,25.28412156,0.323663688,14.36198513,0.079199465,0.82177773,181.339421
2124,1,36.49732152,30.70479304,0.463275242,14.93891755,0.088470858,0.841288943,168.8569308
2124,3,58.02807204,34.37380689,0.175018774,26.56846141,0.176410644,0.592365138,150.605773
2128,1,57.14669716,37.50615822,0.288443693,25.10340877,0.167548091,0.656313664,149.8280799
2128,2,45.08237433,30.95669863,0.243915288,21.57889734,0.147295255,0.686669659,146.5009673
2128,3,71.76167089,34.45365185,0.219172606,26.36860507,0.157779347,0.480112174,167.1232995
2129,1,141.1791941,39.27096848,0.311222499,26.83083833,0.135914966,0.278163994,197.4090059
2129,2,51.73548568,40.19161277,0.248201625,26.72811308,0.184116077,0.77686741,145.1699032
2129,3,66.93477587,39.67586294,0.342545441,23.93516575,0.138173128,0.592754102,173.2259094
2148,1,41.27788049,37.29056716,0.478424522,16.1667447,0.093932036,0.903403148,172.1110857
2148,2,36.64051639,38.7237367,0.267754856,22.82994398,0.167784643,1.056855648,136.0669461
2148,3,37.09600301,32.1586297,0.386928475,18.09882258,0.112573456,0.866902822,160.7734472
2156,1,89.7561558,34.69755844,0.444799717,18.80057069,0.093269448,0.386575808,201.5726596
2156,2,64.16375167,44.80719122,0.376882251,27.54464371,0.177922297,0.698325613,154.8127704
2156,3,43.62869955,26.09033682,0.394260704,15.54909563,0.083787954,0.598008584,185.5767433
2159,1,119.9044318,52.10526185,0.193209726,40.38655219,0.25657793,0.434556597,157.4046224
2159,2,88.6173884,60.29350212,0.230545357,42.89279596,0.331879021,0.680380038,129.2422637
2159,3,174.6785573,60.11101868,0.218352623,44.44620177,0.262058114,0.344123627,169.6043717
2161,1,91.01222079,49.56262861,0.20446917,35.51378694,0.234402392,0.544571138,151.5077838
2161,2,94.95642302,45.38687708,0.219955616,34.13445792,0.216770915,0.477975851,157.4678869
2161,3,47.2660998,29.61741567,0.145897731,23.36737607,0.160468048,0.626610103,145.6201179
2162,1,25.67723894,18.73104252,0.083855963,15.4340201,0.126791529,0.729480399,121.7275335
2162,2,65.24403373,39.94518388,0.282873112,26.46239289,0.167562752,0.612242708,157.9252702
2162,3,99.50974601,25.86902286,0.090297706,23.13487633,0.135424257,0.259964716,170.8325882
2169,1,67.8978561,41.1459199,0.185193774,31.75789576,0.231348381,0.605997336,137.2730409
2169,2,82.33075562,31.11840185,0.320358853,19.69268163,0.101983326,0.377968131,193.0970719
2169,3,41.40040168,28.18768442,0.243152704,20.10755861,0.12104102,0.680855337,166.1218536
2171,1,52.11977275,29.53349142,0.421985221,15.38043974,0.083089622,0.566646589,185.1066279
2171,2,34.32766851,26.15957287,0.331633688,15.15057867,0.090659201,0.762055042,167.1157313
2171,3,96.57798645,44.22151042,0.300473468,30.07607374,0.172055479,0.457883955,174.8045102
2172,1,57.64016487,33.44778073,0.207924116,25.03098712,0.166404976,0.580286,150.4221071
2172,2,44.94279097,31.3141449,0.259131635,20.70059673,0.146157805,0.69675568,141.6318255
2172,3,74.82080211,31.64193961,0.181265855,24.2051494,0.137961829,0.422902972,175.4481625
2174,1,140.9679524,40.22071481,0.087944678,35.96748864,0.226474465,0.285318146,158.8147637
2174,2,42.9214154,34.03278228,-0.198190313,35.39859079,0.194579765,0.792909133,181.9232888
