Plot,Repeat,Vpmax,Vmax,SL,A,gsw,Vpmax/Vmax,iWUE
2174,3,72.62783161,34.72518234,0.11483943,29.57413076,0.194152372,0.478125005,152.324334
2177,1,46.77501221,41.37057642,0.312008284,25.88831684,0.174008668,0.884458912,148.7760187
2177,2,92.5482184,48.49609628,0.261592339,34.40160796,0.21514782,0.524008967,159.8975437
2177,3,62.91743054,55.30725657,0.460031209,24.51032653,0.148518029,0.879045061,165.0326677
2186,1,67.39611913,37.94639511,0.371739015,22.60060234,0.127772572,0.563035314,176.8814855
2186,2,58.7950347,34.17446364,0.149414117,27.94673266,0.204089307,0.581247444,136.9338407
2186,3,86.29490364,39.93366936,0.263393527,28.69249788,0.168998454,0.462758143,169.7796471
2195,1,53.09872985,39.84597924,0.298123345,24.74193325,0.179373783,0.750413039,137.9350585
2195,2,72.38848692,38.74222542,0.200780897,29.13486153,0.201450555,0.535198718,144.6253724
2195,3,54.81995518,33.5146144,0.251710582,22.9475322,0.143035785,0.611357931,160.4321059
2198,1,56.17541177,39.33073199,0.14731522,29.6858233,0.21625279,0.70014141,137.2737124
2198,2,65.43346834,27.90282193,0.546179861,11.96120695,0.06622464,0.426430428,180.6156583
2198,3,34.70477812,16.90904589,0.255348049,11.79451402,0.064320703,0.487225299,183.3704153
2203,1,38.69966468,42.39796741,0.30948376,23.83343887,0.193803922,1.095564206,122.977072
2203,2,31.76392361,33.76036502,0.40837576,15.76259495,0.112226041,1.062852481,140.4539874
2203,3,63.06509064,46.01073581,0.391977112,26.36982326,0.158728933,0.729575354,166.1311694
2206,1,90.02395905,44.58453684,0.109105457,38.41651285,0.268316456,0.495251901,143.176134
2206,2,82.10741956,48.52826013,0.140065637,38.8567639,0.280913141,0.591033799,138.3230552
2206,3,223.6341154,51.39072157,0.388620616,30.62751998,0.152498156,0.22979822,200.8386251
2220,1,37.3387303,41.69460962,0.498722115,15.85526102,0.102312508,1.116658475,154.968941
2220,2,55.93637173,35.92249795,0.357769158,22.13466944,0.132348039,0.642202861,167.2459192
2220,3,53.6463076,35.6650992,0.228135694,25.6124416,0.180674636,0.664819273,141.7600288
2222,1,77.17079795,48.31664299,0.313976696,32.39652708,0.210176244,0.626100083,154.1398136
2222,2,97.4363124,51.70488622,0.170265183,41.37603641,0.295496666,0.530653151,140.0220076
2222,3,91.75988594,43.34534968,0.179173541,35.16606739,0.225324288,0.472377981,156.0686942
2226,1,39.73729332,25.91484242,0.105134875,21.09423954,0.169008248,0.652154192,124.811894
2226,2,47.84251067,28.08385082,0.079749668,24.29372869,0.203680426,0.587006209,119.2737524
2226,3,40.99283282,28.02334547,0.074400561,23.77618954,0.186045839,0.683615733,127.7974808
2227,1,48.66847476,49.75263551,0.292096431,26.40136311,0.194192852,1.022276448,135.9543507
2227,3,59.37180923,43.95219519,0.231792425,31.59482088,0.230645093,0.74028728,136.9845786
2228,1,55.67416769,31.67303728,0.132795256,25.77945761,0.166153728,0.568900059,155.1542534
2228,2,49.79689918,38.379749,0.255312179,25.41611267,0.190729315,0.77072568,133.2575051
2228,3,52.03394312,34.34034756,0.194854629,25.70358231,0.190120623,0.659960508,135.1961818
2234,1,97.38811544,43.46105897,0.23282269,32.08496435,0.189018516,0.446266557,169.7450865
2234,2,65.8707484,36.54739968,0.131587951,30.13249762,0.209172972,0.554835045,144.055407
2234,3,67.98173084,44.761705,0.143326024,34.10530303,0.263380332,0.658437266,129.490698
2235,1,44.60095202,43.57104894,0.311187079,26.42093563,0.200782755,0.976908496,131.5896658
2235,2,56.66345907,38.8436674,0.290155221,25.60775012,0.165419579,0.685515287,154.8048319
2235,3,59.7569878,37.49338904,0.151665452,29.29661903,0.206057664,0.627431041,142.1767988
2238,1,71.05467875,41.88580749,0.108034016,35.08634646,0.278104889,0.589486973,126.1622785
2238,2,88.70539774,48.70354442,0.275402196,32.95045778,0.188899135,0.549048262,174.434138
2238,3,26.11496868,27.90273669,0.13265256,17.69369912,0.312123971,1.068457597,56.68804951
2243,1,30.75058276,15.74121572,0.073796702,13.98490543,0.109860974,0.511899753,127.2963903
2243,2,15.46113651,10.38230149,0.160163103,8.217025345,0.053205411,0.671509593,154.4396555
2243,3,22.66093678,19.1124114,0.069621344,15.64843012,0.170481706,0.843407825,91.78949746
2244,1,66.86152899,43.82847618,0.312375863,28.14278476,0.176172659,0.655511126,159.7454731
2244,2,55.57920649,38.12127072,0.292066102,26.09696082,0.196684174,0.685890878,132.6845993
2244,3,74.49320132,41.01194115,0.320071033,26.68798798,0.159216997,0.550546096,167.6202195
2246,1,69.69075211,44.27986464,0.22074896,30.96556294,0.216143981,0.635376478,143.2635912
2246,2,68.66333818,34.26856765,0.212847967,25.9724858,0.153507796,0.499081002,169.1932689
2246,3,94.09295578,28.7366529,0.222430384,22.28254626,0.115709119,0.305407059,192.5738131
2254,1,65.26342998,37.33902776,0.24744704,26.61192578,0.169118531,0.572127879,157.3566517
2254,2,77.89859069,38.95378209,0.212846217,29.60357406,0.1857988,0.500057597,159.3313523
2254,3,43.66428501,30.67556206,0.298501001,18.8990405,0.117385536,0.702532105,160.9997377
2262,1,29.49846706,30.15142456,0.490068983,12.04894329,0.070145421,1.022135303,171.770917
2262,2,61.49514759,39.6171262,0.226403127,28.40822952,0.201659855,0.644231744,140.872012
2263,2,41.60816726,39.01987177,0.331732779,22.32604205,0.145760603,0.937793571,153.1692487
2269,1,64.1685286,41.41367594,0.274224623,27.15071134,0.172829887,0.645389209,157.0950014
2269,2,100.032736,35.77266076,0.178480819,28.52229397,0.172389795,0.357609541,165.4523342
2269,3,76.24146741,40.58914548,0.157612595,32.40631859,0.225076306,0.532376236,143.9792538
2282,1,105.0738706,28.79344756,0.092600503,25.74527422,0.140738072,0.274030521,182.9304172
2282,2,58.06959403,26.68070535,0.171090559,21.49206297,0.128425488,0.459460856,167.3504481
2282,3,74.78420915,36.32635753,0.120992944,31.22777571,0.207604608,0.485749036,150.4194729
2287,1,30.07586536,29.07039335,0.376894775,14.88169463,0.094255626,0.966568809,157.8865396
2287,2,37.47062919,25.80330273,0.200789596,18.49008195,0.124998074,0.688627421,147.9229348
2287,3,17.50133517,17.14000097,0.469619124,7.297429532,0.042935427,0.979353907,169.9628964
2289,1,64.49549906,31.35597918,0.101438966,27.24795119,0.185130241,0.486173138,147.1826053
2289,3,59.02538649,38.03799036,0.1369612,31.29944073,0.25922495,0.644434414,120.7423928
2296,2,51.51819246,40.6177792,0.2884218,26.82287972,0.197590199,0.788416232,135.7500517
2296,3,48.02426169,40.75193731,0.207242067,28.03673073,0.181451444,0.848569783,154.5136821
2297,1,60.24674237,47.38338684,0.164610874,34.63060391,0.311059247,0.786488779,111.331215
2297,2,36.6749207,33.1036323,0.108615845,23.72888126,0.229362788,0.902623146,103.4556715
2297,3,81.1673362,46.13505373,0.085676581,41.06682599,0.373592523,0.568394331,109.9241111
2303,1,133.5094521,45.68978639,0.286771063,32.05416807,0.176563866,0.342221361,181.5443261
2303,2,46.84003617,48.03788028,0.401408255,22.59485172,0.169652077,1.025573083,133.1834665
2303,3,66.46994437,39.69745184,0.203396468,29.29120912,0.193167976,0.597224087,151.6359478
2313,1,173.4124401,42.30146131,0.244091546,32.20042914,0.167020555,0.243935564,192.7932112
2313,2,127.4747031,37.97988331,0.201652473,30.16403394,0.16119317,0.297940551,187.1297273
2313,3,77.95001835,39.34566696,0.196000675,30.52281514,0.193895178,0.50475507,157.4191553
2319,1,126.4851747,43.3766592,0.448476055,23.05808222,0.114470316,0.342938683,201.432852
2319,2,56.42297782,48.90426703,0.415004578,25.02150092,0.159621109,0.866743815,156.7555888
2319,3,89.96784588,47.05205718,0.267424947,33.42435239,0.203322182,0.522987482,164.3910766
2320,1,109.4905846,52.68753454,0.171868378,42.62753466,0.292079035,0.481206076,145.9452051
2320,2,83.54660994,45.46987677,0.190514396,34.93203283,0.218626982,0.544245623,159.7791476
2320,3,91.99289955,47.16850102,0.344190222,30.88897604,0.146491266,0.512740671,210.8588238
