5.2,4.8,4.9
0.036,0.019,0.027
0.127,0.257,0.204
0.123,0.377,0.221
124.128,133.626,83.84
49.919,51.082,52.783
3.88,9.71,4.78
0.72,0.68,0.92
0.67,0.56,0.67
5.8e-05,3.8e-05,3.7e-05
-2.282,-0.979,-1.446
28,28,28
