Environment,Genotype,BLUP_PAR_1800,BLUE_PAR_1800
OVERALL,SSA_00124,17.0024898297122,14.8600332852701
OVERALL,SSA_00125,23.2452592456992,23.6196142575875
OVERALL,SSA_00126,21.2929144384794,20.8597647142418
OVERALL,SSA_00127,24.2195884731922,25.5210735616811
OVERALL,SSA_00128,19.3741717993838,17.7369425712529
OVERALL,SSA_00129,24.8037509261001,25.8773860426784
OVERALL,SSA_00130,20.6481043834343,19.7225349074896
OVERALL,SSA_00131,17.5997786569694,15.7382916836015
OVERALL,SSA_00132,22.5584115210722,22.8638364772329
OVERALL,SSA_00133,17.4424517255532,15.4091012808233
OVERALL,SSA_00134,19.8501414241379,18.8378313462502
OVERALL,SSA_00135,25.048354142553,26.7848186446011
OVERALL,SSA_00136,23.4627904416466,24.219065032784
OVERALL,SSA_00137,16.8920935307078,13.1845498120293
OVERALL,SSA_00138,21.8646634257377,21.6279312691794
OVERALL,SSA_00139,27.8191338172387,32.2365652917394
OVERALL,SSA_00140,16.364915518786,13.0330853610132
OVERALL,SSA_00141,19.8299135754957,18.5046688361334
OVERALL,SSA_00142,13.721863635135,9.85743581941544
OVERALL,SSA_00143,22.6382572420032,22.9752541983976
OVERALL,SSA_00144,21.8321928638606,21.6434785115907
OVERALL,SSA_00145,21.8545064621021,21.7042442729075
OVERALL,SSA_00146,21.8676132262081,21.6292006102171
OVERALL,SSA_00147,26.4106189731503,28.0891266510729
OVERALL,SSA_00148,21.5685354078687,21.3251369757497
OVERALL,SSA_00149,21.6805121197526,21.4263129945333
OVERALL,SSA_00150,23.1970227663608,23.9196507120137
OVERALL,SSA_00151,25.1569058821612,26.3527473845553
OVERALL,SSA_00152,18.4584118566218,16.2263112744518
OVERALL,SSA_00153,16.9071008917426,13.2939500759327
OVERALL,SSA_00154,18.8259966003372,16.6728378434419
OVERALL,SSA_00155,17.4133786463666,15.1843792432296
OVERALL,SSA_00156,22.6773413340589,23.0339158073354
OVERALL,SSA_00157,22.3640239749513,22.3393035172609
OVERALL,SSA_00158,20.4602365635457,19.5507630228758
OVERALL,SSA_00159,16.9409031202515,14.8074764101595
OVERALL,SSA_00160,17.2281217481759,14.0257750213311
OVERALL,SSA_00161,26.1861832046669,27.8000173472994
OVERALL,SSA_00162,25.9695654979231,27.4386634523786
OVERALL,SSA_00163,18.9621295472621,17.0939247443871
OVERALL,SSA_00164,22.5597442340996,22.8066658449141
OVERALL,SSA_00166,16.5775172679953,14.3536513691849
OVERALL,SSA_00167,17.5616730684747,14.5844456281175
OVERALL,SSA_00168,19.9642854500343,19.0545193377251
OVERALL,SSA_00169,20.1710250554481,18.9841220536473
OVERALL,SSA_00170,16.375635731589,13.9189033316189
OVERALL,SSA_00171,24.4799175791061,25.465857887507
OVERALL,SSA_00172,26.7679888138386,28.5909589236112
OVERALL,SSA_00173,20.1058495427636,18.8752147207469
OVERALL,SSA_00174,25.155932766688,26.2867954505044
OVERALL,SSA_00175,23.7804373325902,24.7932705018528
OVERALL,SSA_00176,12.822299753972,6.84748508568913
OVERALL,SSA_00177,19.811595494552,18.1995961206497
OVERALL,SSA_00178,23.2857637083024,24.0345187187578
OVERALL,SSA_00179,20.9498403663455,20.5144242692381
OVERALL,SSA_00180,22.3606067250423,22.4387607740285
OVERALL,SSA_00181,22.5368645849845,22.810928567057
OVERALL,SSA_00182,25.1099702707747,26.9678505448086
OVERALL,SSA_00183,16.6663589722695,13.3241237840676
OVERALL,SSA_00184,27.0002338536978,28.999364265433
OVERALL,SSA_00185,26.6696478231955,29.7141770965092
OVERALL,SSA_00186,23.3223043328202,24.0391787962077
OVERALL,SSA_00187,22.5236666347068,22.7412028673287
OVERALL,SSA_00188,20.8009090278954,19.8691429153595
OVERALL,SSA_00189,24.5571806076034,25.4620154598673
OVERALL,SSA_00190,21.0663143025508,20.4221670271139
OVERALL,SSA_00191,27.4170737225475,29.480142386895
OVERALL,SSA_00193,20.8020246196398,20.2671684175362
OVERALL,SSA_00194,23.04026438364,23.3728942500965
OVERALL,SSA_00195,22.4753877476648,22.5410455582078
OVERALL,SSA_00196,22.7893497980717,23.1766141962172
OVERALL,SSA_00197,23.9638360309748,24.6777013247142
OVERALL,SSA_00198,22.7823020577837,23.2828056075616
OVERALL,SSA_00199,19.3679256481561,18.2662793279025
OVERALL,SSA_00200,19.77891638676,18.7412167536516
OVERALL,SSA_00201,24.1615157457095,25.1976793067533
OVERALL,SSA_00202,26.7521046456492,28.6034795772297
OVERALL,SSA_00203,24.9456888376795,26.6658397044687
OVERALL,SSA_00204,24.175145595851,25.4477585412959
OVERALL,SSA_00205,24.4068298224772,25.3847584509973
OVERALL,SSA_00207,23.1027395812743,23.769810511204
OVERALL,SSA_00208,20.6343729790442,19.8119252393042
OVERALL,SSA_00209,20.0458902830798,19.1196254086973
OVERALL,SSA_00210,27.3182911745787,29.4757761720374
OVERALL,SSA_00211,21.3735169626803,21.0948762842623
OVERALL,SSA_00212,19.7786154819309,18.1441645759019
OVERALL,SSA_00213,18.9132679530601,16.2087120795789
OVERALL,SSA_00215,23.6339726031292,24.258325772535
OVERALL,SSA_00216,19.5041389952935,18.2639315568397
OVERALL,SSA_00217,19.7846104118032,18.8997694292048
OVERALL,SSA_00218,22.5572484359926,22.6418436257007
OVERALL,SSA_00219,18.4290648289865,16.9247133536779
OVERALL,SSA_00220,20.777374966457,19.9975337514126
OVERALL,SSA_00221,20.2509092874826,19.4212612266006
OVERALL,SSA_00222,23.605922231843,24.4688536073977
OVERALL,SSA_00223,13.7130219987671,10.1612586813661
OVERALL,SSA_00224,22.0704098233053,21.9763459485923
OVERALL,SSA_00225,24.3740552343965,25.6319786503788
OVERALL,SSA_00226,24.8976764060009,26.7980151123709
OVERALL,SSA_00227,23.1735103957799,23.816657679734
OVERALL,SSA_00228,19.394056897264,18.1133338500714
OVERALL,SSA_00229,24.243922446063,25.2396128305532
OVERALL,SSA_00230,26.9722242296885,30.0081657304375
OVERALL,SSA_00231,20.2629057974373,19.0916340016287
OVERALL,SSA_00232,21.055198431296,20.3805318978271
OVERALL,SSA_00233,21.0130622509955,20.564574708683
OVERALL,SSA_00234,23.7633775538524,24.7152519330608
OVERALL,SSA_00235,26.4561848742096,28.9336183193645
OVERALL,SSA_00236,19.7144991256004,18.3191569187748
OVERALL,SSA_00237,24.2633716185701,25.0635006737028
OVERALL,SSA_00238,20.9022717574567,19.8844353097401
OVERALL,SSA_00239,27.8607459456625,31.2605803634281
OVERALL,SSA_00240,26.7282453112536,29.9223783410159
OVERALL,SSA_00241,15.5017975913239,11.4999694566934
OVERALL,SSA_00242,27.0231849498524,29.0239885531488
OVERALL,SSA_00243,24.1861010883,25.4431085674582
OVERALL,SSA_00244,23.4282928590597,24.3148397549646
OVERALL,SSA_00245,20.0357206142564,19.0682543137957
OVERALL,SSA_00246,20.4325500523753,19.3865528614836
OVERALL,SSA_00247,22.0710511709128,22.0877167556183
OVERALL,SSA_00248,18.4452874050231,16.8847788757828
OVERALL,SSA_00249,20.7812260925977,19.8892870652351
OVERALL,SSA_00250,17.0570266780562,13.6441127637621
OVERALL,SSA_00252,22.1214019726409,22.1714535634131
OVERALL,SSA_00253,24.0664843164805,25.216465858677
OVERALL,SSA_00254,21.451119613994,21.0310608339306
OVERALL,SSA_00255,27.2040749438141,29.5203492623419
OVERALL,SSA_00256,20.0011707049033,18.6682964967477
OVERALL,SSA_00257,20.9130676129025,20.1782213283952
OVERALL,SSA_00258,19.5403444912877,18.4472930845843
OVERALL,SSA_00259,24.1623394007927,24.9446910302733
OVERALL,SSA_00261,22.4481883354972,22.6333329374679
OVERALL,SSA_00262,24.0134141634663,25.111115895795
OVERALL,SSA_00263,20.21735503146,19.3939611443058
OVERALL,SSA_00264,20.810591406526,20.0373221831633
OVERALL,SSA_00265,14.6729824083117,11.5938459270844
OVERALL,SSA_00266,23.8960194495514,25.0068467750038
OVERALL,SSA_00267,15.2499823116507,12.2084709669023
OVERALL,SSA_00268,19.3709019443839,17.5851077665856
OVERALL,SSA_00269,21.6791330933247,21.5576731392192
OVERALL,SSA_00271,22.6791287429349,23.0407644819589
OVERALL,SSA_00272,24.8495413382887,25.9067610756205
OVERALL,SSA_00273,23.7881232763372,24.3818302947635
OVERALL,SSA_00274,25.0798261085988,26.8624262051936
OVERALL,SSA_00275,23.7222715672888,24.8005273433972
OVERALL,SSA_00276,23.7134396127721,24.6469422331586
OVERALL,SSA_00277,18.6659130024294,17.3359885957674
OVERALL,SSA_00278,21.0646927599151,20.4033337012797
OVERALL,SSA_00279,26.6969793323246,29.4939965320888
OVERALL,SSA_00280,27.6049711621299,30.9451460067792
OVERALL,SSA_00281,26.4173429011128,29.2136221268493
OVERALL,SSA_00282,20.6759962829619,19.7808498880221
OVERALL,SSA_00283,18.6612906842854,17.2341838314669
OVERALL,SSA_00284,24.1181877421531,24.920092590809
OVERALL,SSA_00285,18.2289318227746,15.9797114883826
OVERALL,SSA_00286,23.7251211516706,24.7139440004236
OVERALL,SSA_00287,25.3486493219085,26.6228616812292
OVERALL,SSA_00288,20.7861531459042,19.7974953942047
OVERALL,SSA_00289,16.6173823196806,13.1575699176393
OVERALL,SSA_00290,18.2279416863847,16.4337438470718
OVERALL,SSA_00291,19.435480434818,18.298556029991
OVERALL,SSA_00292,21.0873546028931,20.5798504522507
OVERALL,SSA_00293,22.9598781646064,23.5269669700436
OVERALL,SSA_00294,21.0727729783328,20.4221228117632
OVERALL,SSA_00295,24.9342945055285,26.7708593728433
OVERALL,SSA_00296,23.664807220833,24.2316448208039
OVERALL,SSA_00297,21.4937314626198,21.2487877181641
OVERALL,SSA_00298,25.8212141672745,27.2355972466065
OVERALL,SSA_00299,24.9015238233673,26.6008790760522
OVERALL,SSA_00300,21.3797719775344,21.0187198055788
OVERALL,SSA_00301,16.5930958558586,14.3168617843184
OVERALL,SSA_00302,18.979196378529,17.6380351632811
OVERALL,SSA_00303,19.2353616963979,17.4361425716833
OVERALL,SSA_00304,24.9072115750682,26.8375115906222
OVERALL,SSA_00305,23.2933023251831,23.6985826242857
OVERALL,SSA_00306,23.5017171339538,24.0000983117565
OVERALL,SSA_00307,17.6122663924988,15.711036279948
OVERALL,SSA_00308,23.2866897959122,24.0323531486765
OVERALL,SSA_00309,23.9345194460633,25.0247863591957
OVERALL,SSA_00310,23.7076081629078,25.5019541526452
OVERALL,SSA_00311,23.1685723301011,23.9005911111699
OVERALL,SSA_00312,26.8646708375813,28.9109425229547
OVERALL,SSA_00313,24.0685510615817,24.801091805693
OVERALL,SSA_00314,18.4205871062789,16.7870208972308
OVERALL,SSA_00315,19.6240588337484,14.1027688722288
OVERALL,SSA_00316,20.0619311863511,19.2078179795662
OVERALL,SSA_00317,22.0010680702068,21.9078239171917
OVERALL,SSA_00318,23.7797260677184,24.3458888110661
OVERALL,SSA_00337,19.345140462263,17.5501045742219
OVERALL,SSA_00338,20.0132122325388,16.212540826421
OVERALL,SSA_00339,14.9556535025262,9.37967778641033
OVERALL,SSA_00341,23.7930048522643,24.7862827012969
OVERALL,SSA_00343,19.8536178042795,18.4744787057275
OVERALL,SSA_00344,22.9858317101595,24.2574082992046
OVERALL,SSA_00346,25.820610939722,28.0498953610132
OVERALL,SSA_00353,25.5805957176796,27.7430494804734
OVERALL,SSA_00354,17.9980298764486,10.815240826421
OVERALL,SSA_00359,23.6433315674529,24.5847771502026
OVERALL,SSA_00366,17.3649412891612,14.3661692368955
OVERALL,SSA_00367,21.0821839630552,20.4819085730879
OVERALL,SSA_00369,13.7722478439425,8.8950903198551
OVERALL,SSA_00376,22.4757306205733,22.6775599727858
OVERALL,SSA_00380,17.8004559943301,15.188101270561
OVERALL,SSA_00386,23.550321782454,24.3792430629974
OVERALL,SSA_00395,17.9362300957368,13.6929015774119
OVERALL,SSA_00403,18.4157942372785,15.3014672075736
,,,
