Km2_HCO3,Km2_PEP,Km6_CO2,Km6_O2,Km7_PGA,Km10_GAP,Km12_DHAP,Km12_E4P,Km14_GAP,Km18_Ru5P,Ki57,Vm6y22,Jmaxy22,KaRac,tao_ActRubisco,Perm_CO2,BBslope,MRd,Vm6y23,Jmaxy23
1.15383030360464,1.19295710865751,1.35097937775179,1.1597268988818,1.90760178264493,1.19015357391638,1.33651354829578,1.28954763811157,1.73902743950502,1.12574970060222,1.24729277272615,1.18578730147039,1.08886379728009,1.1504772792283,1.32918725445332,1.08870370647988,1.06521742769315,1.46386080215641,1.07450718069184,1.06510661619423
1.36843527816621,1.97003235430046,3.74051919606529,1.61288536093361,1.26908229117627,1.93024992626389,1.30988955775155,1.31667672730511,2.62601389851201,1.45115526789898,2.22078888360313,4.73522560261314,1.08494991443223,3.73585176322663,3.97134242466709,1.8656455697621,1.22526363937527,1.34573347707226,1.50153699031615,1.26675233330201
1.09817628339486,1.20577642691089,1.21892686468601,1.25736003066799,1.05677347196212,1.10133888453738,1.11603635468398,1.18965871249753,1.66525753268291,1.12039485177679,1.06083621968293,1.05568651922442,1.12317647330713,1.03123225706671,1.09469249141865,1.08475190784325,1.04413811662851,1.04871256924603,1.09390990432139,1.03773359724786
1.27701893660795,2.37548518469897,3.89670381813287,2.72496603647062,1.52172287201954,1.62979331416531,1.84771599158498,1.66758267763966,1.19104366187974,1.54021121227253,2.07437851230312,1.4167812776148,1.08587997720721,2.17136675455085,1.29437905368032,7.67491492729528,1.07219624467444,1.95437482773826,1.60239733822971,1.70938419276143
1.63760190115456,1.30621141357915,1.27977755845156,1.66868366138527,1.11239434465968,6.20487523376227,2.6939263620902,2.61751424804632,4.44014688990851,1.11215955686352,1.4777206618527,1.32127483059667,1.28977267610237,1.41226475943377,1.34229717167158,5.79511157700105,1.11195381587214,1.63301228494487,1.27843383456494,3.18579072790138
1.6602991641969,1.68476789109991,2.05280331224816,2.63782928590327,1.62907556786223,1.55808338525638,1.24925340876103,1.47301226297433,1.41256787752848,1.56403310597582,1.48589789934167,1.4282662022347,1.1598791509104,2.38530897134571,1.15894997548428,3.10094686694986,1.15794303291814,1.19944857684689,3.05786974928012,1.15713682804463
1.10254332971376,1.31009029836375,1.0591015793193,1.03759680540183,1.03199274036965,1.31665932717204,1.09742166875489,1.27467458160772,1.43542800822455,1.37709760865157,1.19792841138299,1.03260476177641,1.18214186917427,1.18549659852136,1.09567114371081,1.25203778839493,1.04262024309814,1.07697713511762,1.35682575773063,1.03842400385646
1.01747882335508,1.06951460440484,1.08709008038172,1.20126477254114,1.14608745830001,1.08872665667738,1.1764571143151,1.08252528253813,1.14372900528838,1.21976748010652,1.05598863326054,1.04356570180059,1.1503788009432,1.24016159425013,1.01533134254099,1.16094032245854,1.0350145699557,1.11008912263621,1.02741048960264,1.07548164806125
1.31272788003306,1.22536421766663,1.27228311367655,1.30773342456806,1.12701750649247,1.17193340388436,1.21467961004141,1.15469823015739,1.25258016352817,1.39514909840534,1.49834653100027,1.13695863017424,1.19588146934654,1.36814968487515,1.27224066250152,1.40231266134271,1.16058060672178,1.38443191041495,1.10679155167482,1.29097156325872
4.73576561134411,2.23289497685479,2.33712955276937,1.93211832548696,1.67900980418788,4.20700082498395,1.9490466310658,4.48282816276526,1.4198746110333,6.22495686705266,1.95179695940502,1.25138615273718,2.91392446293422,1.37832565111774,2.55178126406752,4.6262414375542,1.0949580675917,1.53153671479245,1.94452946281967,1.16216842086984
1.69041841762028,2.44802139892268,1.35299434578797,1.25629996387111,1.78550405982226,1.58720157433103,1.70554562839855,2.78287633180651,1.25437821000891,3.79275255538949,1.91886114999927,1.39431515829704,1.78055631031661,1.80009612265806,1.33960399367565,1.4715649956009,1.10320675745462,1.79636823321416,1.20656703461742,1.28230826435866
1.79450936325679,4.06815635627998,1.46502899121137,2.53553181887436,1.43027126100571,1.72934473945384,1.54618743640563,2.21210544605404,2.31939833460654,1.3138554315552,1.96469359760491,1.17311067668893,1.25303705022134,1.73190547445922,2.22140635230507,1.79483864374523,1.0815821755423,1.59073352481766,1.12099930954368,2.11104671473479
1.28909371677687,1.35030006377577,1.30907292583735,1.18739833065448,1.12620892378061,1.30924922027806,1.34336003151333,1.42824642454486,1.34429982336221,1.12431236499617,1.28761340203994,1.26949761699953,1.02123997169442,1.32490773414172,1.51630861062153,1.49111002413085,1.08536602772494,1.56614353331103,1.15998142182906,1.29957413771227
2.38667773795739,1.62241012505119,1.13061654102959,1.47875473926597,1.74858102094399,3.80425198598906,2.73820450478445,1.3488263836931,4.44163340378743,1.43957926691998,1.15974703883955,3.55340910603964,1.16033475548554,3.41887014307385,2.79493272415198,1.91378828011347,1.08324066530265,2.13616518053942,7.60950109795418,1.19810384468407
1.04293400562189,1.25967713195573,1.60966677339938,1.31292628045064,1.11572695615624,1.46259987711278,1.41624280383047,1.36344455268942,1.45464047884165,1.4995988025357,1.12927514465267,1.1600625618302,1.09821710982387,1.2712420264051,1.27458196249242,1.34808430640983,1.06427480781038,1.47094171260515,1.11232181035546,1.30026831156399
1.26639105065826,1.33073666367708,1.03926162407082,1.30116463913007,1.57732422784178,1.34432768653554,1.96457205488896,1.82331032527149,1.27787189899421,1.6021516065198,2.32145105615809,1.22105559092627,1.66574165415102,2.36147701046082,2.26853272893223,1.71656474643997,1.15423984476415,1.50519568373641,1.06752390281432,1.92020977522687
1.22122733924334,1.39783389041262,1.31607512875841,1.28503420436709,1.34533240300054,1.14948856642681,1.11171217648144,1.14257100393761,1.18807757311256,1.57607559658643,1.1797162590818,1.22501741544383,1.13666169210363,1.44110152465007,1.46671876010237,1.26183086773774,1.04961818523698,1.20170503755382,1.25134956141659,1.01224980853279
2.87743569020181,1.92181608932241,1.73300326069135,2.07570555492242,1.44023012159039,2.10452046316959,1.3814264145626,2.15052697480569,1.2648213343862,1.3514769518983,1.63259762155526,1.42016272726584,2.28135706453179,4.17689167804815,1.30266259999774,3.1463066176074,1.38614113966543,1.75751512833041,1.05662684281055,1.32059302636292
2.39579174461782,4.29969090296162,1.25053681491583,1.62991001897836,1.45738293307617,1.79621001618712,1.3752843571633,2.59848072518048,7.59902971974027,4.81346576660973,3.18223351651278,1.19382820640298,1.54644009719841,2.71317913000875,5.2704728456128,1.16652601770252,1.16150117234148,1.50675247629899,1.1484548494103,1.21440060958165
1.53648168806813,2.82568254843248,1.80757349769993,3.37687705122429,1.46077349210393,1.65117206141564,1.66741984331655,2.87655674218031,6.95673492966617,7.75812678101586,1.66704034875984,1.67352042572657,2.08955852454815,2.17611830512745,1.90168171568742,2.8693260984197,1.16119121595995,2.49491840366971,1.65962485849219,2.33657717151435
1.16679781145816,1.79946523842656,1.29182801340268,1.48613089060713,1.46079769197309,1.12497062467081,1.15711457739699,1.17988433787065,1.23309941311626,1.2572837355942,1.64300595232416,1.2218997197433,1.20379467856576,1.34451429821071,1.1272124575835,1.13204127352343,1.12143302846012,1.19740767508183,1.25470484338643,1.37400213880301
1.16900833824168,1.23253208515651,1.26547681896523,1.25279001293163,1.15810893247612,1.35278794119436,1.32737212074338,1.17598714052433,1.35690434943885,1.11685142311597,1.45383264095568,1.08466002012276,1.23600310097909,1.23566317017914,1.36152104491513,1.69862909365234,1.06896554960854,1.13621977160143,1.23643255464011,1.04516756666476
1.48360429295495,2.00804696922907,1.34401735583871,6.2295573377703,1.39106734612269,1.71057299498234,2.7538323431425,1.403444716245,1.90603567584297,1.49500300879846,1.07090157773478,1.65637249416589,1.70853753035482,1.25453582871411,1.75431721480101,1.26033917485406,1.13782948075863,1.83788567423589,1.09969549634926,1.87913884313509
1.09217000900034,1.09198121633276,1.04453273329469,1.07084134072424,1.07160250451147,1.17551008647806,1.18880040887243,1.14788703363063,1.10158717503526,1.06611526378116,1.12795736512776,1.05990915104993,1.01447350055855,1.15222569668273,1.06078290665942,1.1293297225685,1.07826538153027,1.10029747467536,1.06086530732305,1.04622215143835
1.32531981750893,2.72377020208988,3.0707802456379,1.56934798602374,2.35962949246049,1.86245228494493,4.29296626080552,4.32643568610791,1.36437261436559,1.48274456064982,1.9998803566029,1.22159329240741,1.90247396737136,1.42286653304923,2.37995822455972,3.94311366075154,1.09127411221253,1.33626327443267,1.50205371853361,1.70438642550414
1.15596705726622,2.32652575859256,1.37354591171621,1.32862546641152,1.63729086347104,1.64288586294661,1.14660750399869,2.92867104038959,1.59167200060092,1.14683213658986,1.39577256625364,1.22144421938181,1.44413188051291,2.26826029632087,1.42446398435252,2.66429109152638,1.0793588057013,1.24901674760592,1.31984418031736,1.56609747183687
1.41640715258323,1.97704833703658,1.10385302183907,1.22855681232493,1.65616027224542,1.82338813761669,1.77219829179014,1.74478527158778,2.00287659929874,1.36306011024837,1.59383023024043,1.10054028794972,1.77315639149935,1.67902079244958,1.35645805464035,1.5297577478565,1.09766770185039,1.70126329821391,1.03703759122466,1.09740616158015
1.18708257071663,1.07809428224258,1.1914111255313,1.4734995367791,1.25137979837606,1.28403453176794,1.51828715933899,1.40586974923984,1.80719382541083,1.30141386033699,1.86264177314739,1.04923677648283,1.08829088081462,1.1626055844201,1.4327492662983,1.13749634561112,1.09829191912078,1.12672124928048,1.0725324578844,1.20154018588655
1.19036900624749,1.48297875040758,1.13109228908469,1.19541299763054,1.07319224647873,1.47251106236643,1.15783173667724,1.51250240069973,1.23115743059129,1.25049674795332,1.13869716895806,1.14007056123958,1.18357035374132,1.42337966675138,1.0651316298003,1.27651158400775,1.06569512948228,1.06606241070986,1.11112088230448,1.04341590879607
1.14932739727212,3.35473091178263,2.81540047684651,2.46835541284967,1.47572446875794,1.97214901357923,1.7715620283354,5.50645959039125,4.41241202191148,2.85446484425756,2.58059660257169,4.22806279004494,1.06728011354915,5.88814663623229,1.94428152599071,1.48107140992548,1.14629848120089,2.39605724506076,2.49902857029335,2.93138166608171
1.54542237633276,2.35784104498022,1.37728067907009,1.46104345212637,1.40799143059802,1.47104333338617,1.76898880571566,1.28871981123939,1.58834197945988,1.6716769687557,1.94193623430536,1.14760856663505,3.44381903547677,2.15971692829772,1.66032005911004,1.233460879293,1.03394311774434,1.98531800233282,1.3616819981138,1.20552296469805
1.01127815927962,1.01440772343236,1.01601983146589,1.00859190767534,1.00450127919051,1.01001374082592,1.0185725736865,1.02107194013371,1.04439279952468,1.02847114152639,1.01027795741104,1.00122486363512,1.01087130846401,1.00948565112076,1.01022995382912,1.04625744720288,1.00719967236985,1.00838462478482,1.02425263587171,1.01815621293956
1.25697381409654,1.28260320335454,1.20921211952467,1.08888443881868,1.8297073946098,1.35409497019858,1.1343168791576,1.36728421596197,1.59756768534544,2.26138805607558,1.22048421622566,1.114573367872,1.36782704004923,1.21094484344365,1.09877971300141,1.18114161028999,1.10856173957247,1.0792687898527,1.14728310886862,1.04492290883288
2.39339066613109,1.56729292191526,1.35794615516669,1.76367008889791,1.55757785372816,1.54026922854307,1.6234605625053,1.29698885111384,1.72992279950222,1.4350818294524,1.80606939583819,1.19982762394296,1.26076984383836,1.23727783215933,1.4350956686383,2.88718401429019,1.31869532739785,1.58116484690304,1.08580269494868,1.3896659458629
1.24446574774202,1.37715612458845,1.13139657297251,1.31230348312359,1.07760778993781,1.62809500240957,1.63539752314585,2.18140267238407,2.83538645491322,1.30892278890506,1.17812656742264,1.04069643521129,1.28507871148573,1.15922016956005,1.17246369205916,1.96422429169942,1.05847428551447,1.2008571618853,1.06800138579952,1.21177692585821
1.171643926257,1.18901842437585,1.09739290724966,1.05745677297571,1.27881634516479,1.15740136507251,1.07444503099789,1.2905968982825,1.18074428934637,1.35772747899824,1.09315475016373,1.07495619652285,1.15996692358679,1.28245995687271,1.15109198235454,1.18599690833553,1.04066244343424,1.05952731945763,1.05187690645193,1.14127091658243
1.73553875020461,1.61759540101858,2.3723974578249,1.38984830821713,1.71016084363549,2.40254998829558,2.55969778011124,1.91007087358022,2.03521380851122,1.28919810159127,1.21344381205569,1.6532892528048,1.27853064806661,1.17732022150257,1.94603600217045,2.07800029302762,1.14145997341508,1.28909589525212,1.26786434386731,1.41288293296993
1.66466160168933,1.29293909763265,1.51351055351482,1.71587387081667,1.42128248230812,1.4695716084716,1.21655695972477,1.09270513352285,1.43008586668409,1.36029876880864,1.24459734357334,1.07533227043439,1.12698274673855,1.46278272634077,1.42055314984808,1.65184001169677,1.03634592864229,1.13683981312087,1.09973034597844,1.81457780666209
1.12699342538804,1.31874258256975,1.16115630680419,1.12535247924325,1.1515237600625,1.16213528269157,1.50906702062129,1.10446108343988,1.79525163552668,1.11377014387695,1.2076772759768,1.12362625110647,1.12239581258642,1.56638806150676,1.11168457041971,1.31450728920125,1.06534676326196,1.09292991302017,1.28832783856269,1.06771884967042
5.81463235455342,5.51818990390503,4.2633700364314,3.16708688103845,3.39537408620059,3.90937240875855,1.94236159048986,4.38676306838985,2.1732046211298,8.61609180033761,3.27711176840954,1.99765766859441,1.3323887321733,3.34831387834653,2.22830896638819,3.27451278950181,1.29989417690107,2.13461280067086,1.84059824213165,2.58710603928826
1.30301080902737,1.58238164063064,1.16237067871516,1.14593689998205,1.29123631415678,1.38536703118289,1.19143035071638,1.22529545691202,2.3943718550012,1.31712911654981,1.14814507920397,1.03037643446418,1.75276988863863,1.19812683118003,1.16028210129012,1.46586901905576,1.06807387217805,1.0581232293614,1.06824377836361,1.15386742597015
2.81106315971385,1.8181026015783,3.63626697888931,3.1977877805791,1.43158449500703,1.72869061688358,1.16531586910448,6.43063741281927,11.2202960450528,2.11456442629464,4.64933275509148,1.08504163395058,1.27441187111607,3.32095290993259,1.18127383219949,3.27919715610368,1.12212825608127,1.17294489423744,1.08220289674807,1.24769236348444
1.34233847183267,1.22795145635486,1.49879480856889,1.51085756727926,1.21693610858501,1.37430586958993,1.52665891468244,1.45246261740753,1.29769333736712,2.5533473057963,1.23652522362375,1.20429171612375,1.28195864091431,2.17282360956573,1.79295030529048,1.31447400184336,1.07610985316444,1.25975137821134,1.38300805445056,3.29939309793492
4.95659977961346,3.34529399112918,2.4425004628221,6.59340096546481,1.55085042319456,4.15268390357188,1.72266695913155,3.59779877827845,7.44332254044294,1.44697326005543,1.97172860653409,1.21089630585223,1.71562446592623,3.97316072205851,4.7116932552627,4.48068306494627,1.16965348859862,2.75302443126171,2.10185987430983,1.10583032919472
1.21706719280486,1.06393066515341,1.11307823988277,1.24021963551333,1.32217114830417,1.32727283620048,1.06908698198958,1.10961667772915,1.19399123256779,1.0798823792497,1.08209516117256,1.21975550459807,1.17325384288407,1.30909232889099,1.08105625873119,1.09754503356943,1.05327234387899,1.05944155368406,1.18743069019786,1.03513608924631
1.12703271207232,1.467369176076,1.94700198419089,1.17422900963735,1.52174779836677,1.34545649445813,1.74867694998777,1.37968002897837,1.33650639920503,1.38513835894018,2.97871696575984,1.16588194500547,2.42793642635579,1.63560773130928,1.11914464655323,1.22505987315739,1.22313930417018,2.40393348215599,1.16168136846112,2.07019583909013
1.91222347963925,1.78994945897184,1.65266423228146,3.71016124908291,2.73677999018549,1.65884381570508,4.08622580186484,4.17224110347821,2.48339301906186,2.57340643999428,1.58542125393349,1.32569980746489,1.38776001126083,2.85444446674022,2.13586047972194,1.95067005487279,1.13856456566452,1.45034333595621,1.30844515534282,1.53299404995541
1.08794339369764,1.09355352516147,1.12375206820461,1.32867554540312,1.01616237843575,1.25424533542273,1.35084276075995,1.11528704171444,1.3881693978935,1.31541528289857,1.29081866284718,1.07047625956911,1.24736281296148,1.45747217105156,1.16535075029872,1.3367579091324,1.06425798903864,1.27830299517102,1.00412123451963,1.23208147339848
